,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,41658.0,10996.0,18413.0,865.0,19094.0,7264.0,6583.0,7842.0,3520.0,6550.0,3930.0,3074.0,10052.0,2057.0,3729.0,2778.0,6645.0,12544.0,220.0,157.0,1149.0,107.0,758.0,917.0,2334.0,571.0,72.0,161.0,6001.0,28.0,1075.0,426.0,550.0,74.0,6576.0,88.0,5474.0,8699.0,149.0,7793.0,1735.0,3341.0,808.0,6629.0,147.0,2733.0,95.0,66.0,358.0,205.0,77.0,1594.0,5619.0,3112.0,2338.0,1976.0,21698.0,3568.0,2048.0,1280.0,6754.0,2515.0,3583.0,4669.0,220.0,6801.0,346.0,746.0,386.0,161.0,32.0,671.0,861.0,388.0,443.0,2234.0,3889.0,250.0,9248.0,5484.0,0.0,6427.0,1035.0,4326.0,2308.0,852.0
dapA_1_98_B_MM7,6240.0,33869.0,9527.0,272.0,6443.0,4960.0,5708.0,4461.0,4643.0,4615.0,2465.0,3793.0,4380.0,1405.0,3996.0,5502.0,7190.0,9998.0,158.0,195.0,898.0,63.0,183.0,680.0,972.0,843.0,138.0,68.0,5620.0,7.0,175.0,315.0,443.0,110.0,5711.0,64.0,4006.0,5499.0,180.0,3109.0,1708.0,2387.0,377.0,4658.0,225.0,1670.0,59.0,80.0,770.0,686.0,33.0,2331.0,5478.0,1955.0,507.0,5892.0,13908.0,1733.0,1725.0,1088.0,2450.0,4054.0,5799.0,1649.0,71.0,3383.0,329.0,125.0,263.0,19.0,137.0,220.0,472.0,129.0,209.0,1743.0,3098.0,383.0,4776.0,6963.0,0.0,6299.0,996.0,1589.0,3777.0,1089.0
dapA_1_98_B_MM9,8298.0,19740.0,86433.0,2857.0,22938.0,12110.0,17689.0,6128.0,3378.0,17939.0,3820.0,4739.0,8281.0,2144.0,15715.0,8342.0,16751.0,34098.0,165.0,457.0,1454.0,155.0,1097.0,2365.0,5778.0,1676.0,90.0,137.0,14208.0,73.0,1711.0,619.0,873.0,229.0,22728.0,281.0,5850.0,8471.0,271.0,6160.0,2686.0,1448.0,1864.0,10811.0,202.0,3894.0,68.0,91.0,922.0,761.0,124.0,10688.0,8403.0,4376.0,2539.0,3931.0,54259.0,2984.0,2487.0,2027.0,17007.0,5873.0,2469.0,1428.0,169.0,15923.0,513.0,396.0,711.0,32.0,30.0,346.0,1076.0,456.0,229.0,1543.0,7497.0,249.0,16566.0,7271.0,0.0,10873.0,3811.0,1721.0,2821.0,3549.0
dapA_1_98_C,3509.0,318.0,3368.0,6607.0,2030.0,2273.0,1294.0,613.0,922.0,1008.0,740.0,688.0,2904.0,516.0,520.0,1238.0,568.0,4322.0,7.0,511.0,82.0,64.0,34.0,385.0,533.0,382.0,4.0,59.0,497.0,0.0,669.0,93.0,176.0,9.0,2156.0,13.0,344.0,1014.0,316.0,258.0,286.0,1159.0,51.0,427.0,53.0,1506.0,3.0,13.0,22.0,163.0,413.0,144.0,1085.0,803.0,99.0,427.0,5509.0,1389.0,225.0,531.0,1098.0,2993.0,79.0,1243.0,12.0,1211.0,82.0,73.0,45.0,6.0,85.0,145.0,58.0,177.0,25.0,697.0,834.0,62.0,2351.0,1318.0,0.0,1727.0,79.0,391.0,1225.0,418.0
dapB_3_239_B_MM10,15002.0,4775.0,19165.0,1952.0,41747.0,5251.0,4044.0,5067.0,1820.0,4763.0,2911.0,3858.0,4215.0,823.0,2343.0,6773.0,4551.0,10315.0,45.0,428.0,1211.0,123.0,330.0,1630.0,1881.0,457.0,94.0,65.0,4741.0,3.0,1453.0,452.0,746.0,401.0,7910.0,58.0,1495.0,3450.0,1038.0,5998.0,1420.0,2940.0,2230.0,7425.0,317.0,1994.0,234.0,156.0,286.0,1050.0,466.0,3119.0,12563.0,4161.0,1378.0,3714.0,18651.0,2455.0,2237.0,1795.0,9002.0,2835.0,1243.0,1701.0,93.0,3814.0,705.0,340.0,464.0,482.0,41.0,179.0,604.0,180.0,322.0,2323.0,7002.0,361.0,6670.0,9083.0,0.0,8392.0,1660.0,1193.0,3200.0,1314.0
dapB_3_239_B_MM6,8891.0,8599.0,12249.0,3282.0,7021.0,24731.0,4388.0,3215.0,1064.0,1763.0,1772.0,3051.0,3170.0,944.0,2590.0,3130.0,4089.0,5997.0,163.0,160.0,389.0,87.0,186.0,889.0,2091.0,550.0,27.0,40.0,1143.0,43.0,1602.0,400.0,1174.0,244.0,4349.0,49.0,1602.0,4267.0,720.0,3264.0,877.0,1624.0,567.0,5752.0,523.0,1722.0,60.0,28.0,1011.0,531.0,208.0,956.0,8440.0,3141.0,932.0,645.0,16879.0,3676.0,1148.0,1261.0,9176.0,803.0,159.0,2090.0,88.0,4757.0,241.0,406.0,157.0,48.0,14.0,299.0,488.0,246.0,172.0,1944.0,2731.0,81.0,5081.0,3503.0,0.0,4325.0,664.0,1480.0,4943.0,2269.0
dapB_3_239_B_MM9,7418.0,2876.0,14056.0,729.0,7921.0,4467.0,16526.0,4230.0,969.0,1288.0,1898.0,2242.0,2845.0,1316.0,1499.0,2043.0,3848.0,2162.0,23.0,114.0,113.0,48.0,326.0,421.0,1203.0,79.0,21.0,18.0,2060.0,4.0,458.0,226.0,908.0,180.0,3113.0,35.0,1732.0,1452.0,120.0,2845.0,1110.0,4457.0,647.0,1244.0,116.0,917.0,12.0,24.0,170.0,300.0,288.0,1355.0,4103.0,4832.0,2187.0,1936.0,16196.0,1552.0,796.0,2532.0,2455.0,506.0,131.0,1245.0,103.0,2113.0,287.0,358.0,208.0,62.0,18.0,287.0,656.0,147.0,231.0,1051.0,648.0,80.0,6229.0,5107.0,0.0,7363.0,317.0,922.0,1317.0,428.0
dapB_3_239_C,9472.0,3953.0,6778.0,1432.0,6784.0,4105.0,2002.0,20258.0,918.0,1739.0,3068.0,1280.0,5133.0,1041.0,1121.0,1786.0,1504.0,2745.0,65.0,63.0,297.0,73.0,506.0,842.0,1561.0,566.0,102.0,36.0,777.0,20.0,299.0,681.0,2917.0,305.0,7175.0,413.0,1816.0,2827.0,200.0,2728.0,1893.0,3199.0,1476.0,2045.0,362.0,2663.0,118.0,55.0,429.0,83.0,20.0,1327.0,2804.0,2523.0,1204.0,863.0,14738.0,4370.0,534.0,1687.0,3895.0,1675.0,1886.0,3908.0,42.0,2009.0,484.0,88.0,1049.0,21.0,109.0,336.0,607.0,152.0,325.0,814.0,1510.0,561.0,4118.0,2708.0,0.0,3039.0,276.0,1280.0,5380.0,1516.0
dapD_1_42_C,5822.0,1731.0,2779.0,4162.0,2582.0,1457.0,394.0,2885.0,10418.0,1012.0,1400.0,1193.0,2552.0,609.0,1010.0,1908.0,1463.0,2833.0,53.0,133.0,355.0,34.0,274.0,655.0,687.0,186.0,61.0,113.0,975.0,4.0,744.0,380.0,1560.0,154.0,2560.0,79.0,1694.0,3203.0,308.0,1556.0,1066.0,589.0,256.0,836.0,273.0,946.0,57.0,14.0,83.0,123.0,142.0,359.0,3608.0,2457.0,1296.0,379.0,6585.0,1076.0,389.0,779.0,4329.0,962.0,107.0,2114.0,46.0,1702.0,227.0,128.0,382.0,14.0,18.0,610.0,591.0,294.0,92.0,1101.0,1952.0,93.0,2938.0,1615.0,0.0,5958.0,644.0,892.0,2554.0,928.0
dapD_1_42_MM10,5791.0,7189.0,12775.0,657.0,5380.0,3613.0,3121.0,1255.0,882.0,27707.0,2190.0,1515.0,3144.0,490.0,7050.0,1572.0,3856.0,11949.0,20.0,57.0,675.0,30.0,105.0,589.0,3316.0,545.0,25.0,35.0,4440.0,2.0,720.0,147.0,712.0,121.0,7650.0,34.0,4284.0,3585.0,263.0,5558.0,789.0,1095.0,134.0,5550.0,226.0,1514.0,18.0,144.0,132.0,60.0,104.0,7860.0,12246.0,3110.0,2845.0,674.0,21428.0,1141.0,225.0,1296.0,7015.0,885.0,115.0,1371.0,32.0,9214.0,174.0,137.0,111.0,72.0,290.0,72.0,297.0,250.0,66.0,1010.0,2386.0,56.0,3208.0,4479.0,0.0,6441.0,5097.0,1930.0,3018.0,1359.0
