,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapD_1_42_MM4,2578.0,1871.0,3665.0,671.0,1158.0,877.0,987.0,2577.0,699.0,1212.0,7872.0,3341.0,1885.0,240.0,3159.0,451.0,1222.0,2560.0,13.0,15.0,173.0,50.0,544.0,169.0,598.0,694.0,25.0,106.0,1370.0,2.0,256.0,25.0,1481.0,210.0,2983.0,107.0,1922.0,1528.0,173.0,4608.0,738.0,250.0,360.0,805.0,253.0,608.0,51.0,29.0,55.0,330.0,20.0,442.0,1634.0,537.0,112.0,400.0,4501.0,1913.0,359.0,1727.0,1932.0,1359.0,723.0,1380.0,29.0,1147.0,531.0,206.0,227.0,17.0,75.0,336.0,423.0,327.0,257.0,1939.0,4093.0,316.0,3879.0,2174.0,0.0,3823.0,611.0,226.0,2050.0,828.0
dapD_1_42_MM6,2797.0,1016.0,2917.0,1551.0,1498.0,1778.0,1160.0,1019.0,423.0,2987.0,1209.0,11707.0,1734.0,536.0,1844.0,694.0,2110.0,2879.0,129.0,102.0,384.0,63.0,67.0,1040.0,1134.0,884.0,4.0,83.0,524.0,3.0,359.0,120.0,871.0,76.0,5366.0,21.0,1607.0,692.0,99.0,876.0,658.0,930.0,205.0,1107.0,169.0,2446.0,72.0,73.0,58.0,440.0,27.0,352.0,3439.0,3110.0,652.0,695.0,9574.0,1473.0,324.0,1512.0,1430.0,1111.0,60.0,1844.0,116.0,1414.0,413.0,112.0,257.0,13.0,49.0,458.0,466.0,116.0,397.0,1394.0,1655.0,467.0,2220.0,1753.0,0.0,2904.0,543.0,1340.0,1171.0,203.0
dapD_1_42_MM8,3511.0,1436.0,7938.0,645.0,3931.0,1490.0,3930.0,2750.0,2003.0,2014.0,2847.0,1665.0,15307.0,561.0,1154.0,868.0,2666.0,5034.0,75.0,217.0,94.0,117.0,122.0,678.0,999.0,240.0,53.0,11.0,823.0,1.0,1253.0,54.0,1057.0,486.0,7068.0,297.0,1572.0,741.0,97.0,2392.0,1520.0,498.0,681.0,2882.0,194.0,700.0,73.0,196.0,111.0,318.0,183.0,315.0,3777.0,2296.0,325.0,630.0,9553.0,3564.0,868.0,1947.0,2044.0,539.0,712.0,2277.0,89.0,1782.0,322.0,161.0,254.0,7.0,179.0,292.0,313.0,493.0,277.0,1599.0,4488.0,157.0,6284.0,3653.0,0.0,3941.0,331.0,511.0,1339.0,388.0
dapF_1_79_C,1722.0,2743.0,5087.0,831.0,1117.0,781.0,1346.0,602.0,514.0,936.0,1210.0,1077.0,889.0,6314.0,687.0,3078.0,833.0,2515.0,26.0,26.0,107.0,56.0,265.0,105.0,556.0,345.0,102.0,30.0,341.0,1.0,106.0,501.0,546.0,75.0,1170.0,178.0,263.0,701.0,664.0,624.0,1959.0,619.0,660.0,719.0,95.0,201.0,24.0,11.0,16.0,148.0,67.0,1067.0,2303.0,1357.0,128.0,1055.0,5554.0,3291.0,2248.0,637.0,2209.0,1211.0,160.0,2443.0,28.0,736.0,125.0,64.0,81.0,11.0,32.0,85.0,123.0,51.0,129.0,648.0,1593.0,380.0,623.0,940.0,0.0,3264.0,95.0,1606.0,702.0,280.0
dapF_1_79_MM10,5746.0,6126.0,10303.0,754.0,4065.0,3165.0,895.0,2521.0,1336.0,3663.0,1224.0,770.0,1357.0,1471.0,20703.0,3846.0,9328.0,17215.0,52.0,59.0,114.0,51.0,100.0,1501.0,2867.0,1360.0,21.0,60.0,6266.0,5.0,498.0,353.0,279.0,135.0,4988.0,26.0,1291.0,3255.0,175.0,3403.0,215.0,1043.0,756.0,4166.0,76.0,1280.0,22.0,34.0,210.0,407.0,93.0,2400.0,7684.0,2920.0,666.0,2961.0,12179.0,4315.0,1975.0,2002.0,4805.0,1916.0,130.0,4230.0,84.0,14138.0,232.0,64.0,101.0,78.0,55.0,277.0,95.0,113.0,96.0,1059.0,2517.0,80.0,1642.0,4678.0,0.0,5083.0,1141.0,491.0,1314.0,1521.0
dapF_1_79_MM4,6653.0,7178.0,12847.0,466.0,2319.0,2150.0,1768.0,3350.0,5706.0,5166.0,1117.0,1149.0,3945.0,668.0,7223.0,22439.0,4353.0,7594.0,128.0,98.0,636.0,39.0,429.0,1434.0,3833.0,646.0,92.0,469.0,5353.0,21.0,1280.0,781.0,886.0,74.0,6423.0,286.0,1723.0,2504.0,334.0,3946.0,658.0,1984.0,647.0,3044.0,292.0,2435.0,69.0,135.0,270.0,1154.0,334.0,2062.0,8816.0,1810.0,2529.0,2170.0,22509.0,5138.0,1035.0,2222.0,5481.0,843.0,330.0,2135.0,35.0,3919.0,290.0,284.0,189.0,5.0,81.0,332.0,472.0,210.0,129.0,685.0,4071.0,369.0,3161.0,3585.0,0.0,7576.0,1560.0,1263.0,3562.0,1491.0
dapF_1_79_MM6,5643.0,6133.0,20865.0,797.0,6701.0,3761.0,2714.0,2361.0,1290.0,2041.0,1718.0,5179.0,3879.0,2609.0,6168.0,11341.0,28916.0,16220.0,85.0,90.0,830.0,140.0,87.0,2994.0,2846.0,1303.0,149.0,294.0,7953.0,8.0,1569.0,117.0,533.0,126.0,3737.0,89.0,4065.0,11984.0,199.0,2687.0,517.0,4222.0,160.0,4602.0,358.0,1026.0,227.0,318.0,917.0,159.0,59.0,3776.0,9059.0,5390.0,1361.0,3421.0,31017.0,2025.0,1600.0,1824.0,7651.0,3050.0,204.0,4183.0,161.0,14745.0,220.0,273.0,414.0,21.0,40.0,195.0,270.0,188.0,278.0,427.0,4781.0,182.0,6913.0,3972.0,0.0,7736.0,901.0,2499.0,7793.0,2647.0
dapF_1_79_MM8,8284.0,8575.0,21379.0,3027.0,9326.0,5108.0,4724.0,2815.0,1546.0,14937.0,2621.0,4133.0,4926.0,1662.0,6678.0,6457.0,16527.0,62114.0,166.0,267.0,1033.0,107.0,539.0,2160.0,3521.0,1663.0,75.0,73.0,9891.0,16.0,1145.0,503.0,1411.0,261.0,18855.0,312.0,3792.0,14297.0,161.0,7127.0,1639.0,3498.0,533.0,16893.0,460.0,4239.0,87.0,224.0,902.0,1408.0,161.0,3926.0,8749.0,3866.0,3689.0,1754.0,28498.0,2639.0,1036.0,2710.0,13471.0,6189.0,1512.0,876.0,169.0,8101.0,361.0,181.0,341.0,281.0,176.0,604.0,464.0,234.0,285.0,3645.0,4944.0,146.0,12982.0,5713.0,0.0,20953.0,5305.0,2384.0,3819.0,2432.0
dnaB_1_16_B_MM4,416.0,307.0,144.0,10.0,158.0,44.0,129.0,241.0,40.0,63.0,32.0,71.0,57.0,201.0,89.0,405.0,202.0,244.0,629.0,81.0,100.0,113.0,140.0,51.0,65.0,131.0,1.0,27.0,62.0,1.0,27.0,52.0,36.0,21.0,163.0,16.0,52.0,137.0,314.0,338.0,13.0,13.0,3.0,61.0,0.0,16.0,23.0,15.0,1.0,15.0,33.0,11.0,42.0,132.0,72.0,115.0,305.0,271.0,48.0,358.0,117.0,27.0,107.0,8.0,28.0,109.0,35.0,68.0,201.0,0.0,9.0,618.0,68.0,34.0,49.0,44.0,164.0,4.0,181.0,56.0,0.0,122.0,30.0,181.0,201.0,99.0
dnaB_1_16_B_MM6,315.0,525.0,789.0,62.0,582.0,352.0,189.0,301.0,194.0,145.0,103.0,56.0,253.0,127.0,289.0,918.0,436.0,629.0,171.0,1213.0,224.0,103.0,39.0,87.0,124.0,32.0,2.0,8.0,78.0,0.0,311.0,76.0,106.0,34.0,518.0,12.0,22.0,48.0,40.0,82.0,22.0,98.0,46.0,635.0,16.0,41.0,13.0,11.0,47.0,4.0,2.0,19.0,335.0,169.0,38.0,119.0,875.0,255.0,125.0,181.0,230.0,87.0,22.0,92.0,32.0,236.0,96.0,80.0,13.0,6.0,1.0,4.0,45.0,43.0,105.0,370.0,646.0,21.0,162.0,221.0,0.0,381.0,48.0,271.0,332.0,33.0
dnaB_1_16_B_MM8,2005.0,293.0,964.0,72.0,1681.0,965.0,395.0,372.0,500.0,2668.0,1202.0,333.0,703.0,165.0,892.0,464.0,1415.0,1986.0,86.0,249.0,4052.0,17.0,460.0,196.0,1096.0,166.0,7.0,4.0,446.0,2.0,968.0,123.0,42.0,10.0,4801.0,70.0,236.0,213.0,23.0,126.0,163.0,117.0,86.0,1143.0,69.0,192.0,24.0,1.0,24.0,20.0,5.0,82.0,2478.0,313.0,366.0,150.0,5422.0,1294.0,148.0,393.0,1180.0,271.0,983.0,321.0,37.0,1212.0,92.0,74.0,64.0,3.0,9.0,60.0,81.0,82.0,15.0,230.0,656.0,5.0,2110.0,500.0,0.0,798.0,199.0,260.0,463.0,137.0
dnaB_1_16_C,84.0,308.0,345.0,113.0,174.0,86.0,81.0,148.0,119.0,78.0,25.0,265.0,125.0,63.0,43.0,281.0,201.0,261.0,117.0,15.0,75.0,810.0,66.0,122.0,114.0,22.0,53.0,24.0,67.0,3.0,567.0,10.0,63.0,29.0,362.0,14.0,68.0,48.0,6.0,54.0,65.0,33.0,12.0,82.0,11.0,11.0,4.0,25.0,28.0,4.0,4.0,212.0,64.0,52.0,14.0,80.0,411.0,228.0,86.0,66.0,227.0,41.0,7.0,241.0,10.0,105.0,14.0,34.0,61.0,1.0,0.0,23.0,20.0,10.0,4.0,97.0,140.0,3.0,332.0,87.0,0.0,328.0,13.0,32.0,33.0,42.0
dnaE_1_10_B_MM10,2384.0,1158.0,2540.0,480.0,1526.0,592.0,769.0,1336.0,542.0,4212.0,371.0,452.0,459.0,545.0,2743.0,296.0,1536.0,3242.0,122.0,95.0,331.0,100.0,5166.0,533.0,1327.0,335.0,26.0,51.0,1705.0,1.0,177.0,268.0,232.0,185.0,1628.0,34.0,218.0,565.0,62.0,1688.0,546.0,395.0,232.0,1583.0,64.0,413.0,83.0,9.0,444.0,86.0,69.0,122.0,881.0,701.0,141.0,1052.0,6142.0,755.0,125.0,1565.0,1990.0,1337.0,2703.0,116.0,9.0,2612.0,25.0,144.0,132.0,1.0,90.0,395.0,180.0,81.0,33.0,613.0,3274.0,9.0,1387.0,2570.0,0.0,1334.0,53.0,308.0,711.0,216.0
dnaE_1_10_B_MM5,2213.0,2022.0,3251.0,598.0,2888.0,2901.0,594.0,1160.0,949.0,943.0,744.0,1487.0,1762.0,1001.0,1592.0,2259.0,2644.0,4739.0,72.0,211.0,140.0,100.0,657.0,8915.0,4476.0,1512.0,110.0,39.0,420.0,10.0,160.0,360.0,910.0,17.0,3650.0,54.0,1302.0,876.0,156.0,1094.0,338.0,466.0,111.0,1597.0,82.0,307.0,149.0,185.0,213.0,28.0,21.0,1034.0,3159.0,3070.0,619.0,888.0,9043.0,1977.0,138.0,1111.0,2742.0,479.0,240.0,466.0,71.0,1046.0,187.0,117.0,131.0,10.0,51.0,368.0,385.0,150.0,197.0,474.0,1070.0,39.0,1786.0,960.0,0.0,1672.0,201.0,2022.0,4333.0,1778.0
dnaE_1_10_B_MM8,3867.0,4251.0,11892.0,1202.0,8100.0,5460.0,2781.0,3481.0,2370.0,7996.0,2530.0,1456.0,3968.0,1845.0,6410.0,3753.0,6442.0,16518.0,352.0,176.0,1469.0,111.0,779.0,3537.0,40130.0,1401.0,111.0,175.0,2053.0,28.0,3022.0,712.0,1444.0,367.0,14431.0,168.0,5172.0,2973.0,623.0,1746.0,1518.0,2336.0,489.0,7782.0,216.0,1001.0,543.0,130.0,247.0,624.0,242.0,1753.0,4696.0,4817.0,1026.0,3765.0,18740.0,3682.0,2412.0,1538.0,8987.0,1968.0,1320.0,1689.0,411.0,5762.0,522.0,569.0,536.0,59.0,149.0,764.0,782.0,295.0,649.0,1536.0,3017.0,260.0,3962.0,5052.0,0.0,5801.0,1655.0,5057.0,9248.0,1856.0
dnaE_1_10_C,920.0,780.0,5157.0,220.0,1687.0,2177.0,722.0,936.0,622.0,2406.0,918.0,426.0,1435.0,459.0,2502.0,573.0,2301.0,2829.0,70.0,77.0,361.0,106.0,469.0,2028.0,5964.0,6230.0,46.0,47.0,798.0,6.0,121.0,724.0,412.0,69.0,2337.0,58.0,876.0,1062.0,87.0,515.0,1009.0,1008.0,304.0,1279.0,193.0,499.0,45.0,83.0,116.0,86.0,58.0,1321.0,1304.0,2496.0,1530.0,573.0,4246.0,1179.0,1062.0,1908.0,929.0,573.0,107.0,137.0,81.0,1237.0,533.0,232.0,79.0,47.0,38.0,321.0,397.0,83.0,768.0,380.0,572.0,177.0,1132.0,1151.0,0.0,1481.0,497.0,2065.0,826.0,747.0
dnaX_1_33_B_MM3,428.0,144.0,72.0,18.0,53.0,87.0,59.0,145.0,107.0,38.0,147.0,80.0,41.0,253.0,41.0,95.0,115.0,62.0,19.0,11.0,48.0,1.0,27.0,190.0,209.0,46.0,531.0,4.0,76.0,14.0,25.0,2.0,86.0,15.0,137.0,68.0,89.0,106.0,38.0,70.0,4.0,10.0,69.0,23.0,23.0,34.0,12.0,1.0,2.0,5.0,0.0,32.0,260.0,72.0,6.0,20.0,101.0,265.0,42.0,29.0,156.0,12.0,4.0,43.0,26.0,97.0,30.0,60.0,38.0,0.0,2.0,33.0,101.0,10.0,17.0,52.0,160.0,64.0,20.0,135.0,0.0,107.0,189.0,74.0,49.0,51.0
dnaX_1_33_B_MM6,40.0,34.0,413.0,137.0,221.0,96.0,48.0,201.0,15.0,9.0,15.0,26.0,13.0,254.0,115.0,101.0,175.0,59.0,4.0,123.0,7.0,15.0,23.0,42.0,92.0,21.0,15.0,524.0,20.0,29.0,30.0,9.0,9.0,0.0,27.0,0.0,173.0,76.0,1.0,12.0,16.0,14.0,2.0,724.0,1.0,92.0,59.0,13.0,3.0,0.0,0.0,90.0,78.0,20.0,3.0,4.0,233.0,41.0,8.0,79.0,36.0,142.0,22.0,15.0,4.0,110.0,1.0,69.0,127.0,1.0,2.0,90.0,21.0,26.0,1.0,30.0,99.0,73.0,79.0,45.0,0.0,147.0,22.0,294.0,15.0,34.0
dnaX_1_33_B_MM9,4012.0,9267.0,17231.0,1198.0,3000.0,4348.0,2618.0,2427.0,1205.0,13920.0,456.0,1574.0,863.0,1032.0,4728.0,7825.0,10864.0,15771.0,103.0,190.0,503.0,74.0,1035.0,493.0,959.0,442.0,77.0,505.0,39084.0,13.0,502.0,813.0,1193.0,466.0,13871.0,59.0,2410.0,4783.0,117.0,1864.0,935.0,1996.0,164.0,6110.0,58.0,910.0,47.0,73.0,80.0,72.0,215.0,7205.0,9679.0,1866.0,1801.0,875.0,27704.0,1470.0,977.0,1438.0,4333.0,1298.0,548.0,991.0,201.0,7190.0,310.0,455.0,475.0,23.0,35.0,527.0,570.0,303.0,90.0,2225.0,4561.0,407.0,11614.0,8856.0,0.0,9908.0,5368.0,1955.0,4576.0,1301.0
dnaX_1_33_C,1.0,0.0,32.0,0.0,3.0,13.0,2.0,2.0,21.0,5.0,17.0,1.0,2.0,4.0,2.0,19.0,21.0,5.0,34.0,0.0,1.0,0.0,0.0,20.0,50.0,0.0,21.0,0.0,9.0,85.0,0.0,44.0,13.0,0.0,31.0,0.0,3.0,2.0,19.0,184.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,2.0,7.0,90.0,0.0,1.0,9.0,9.0,1.0,1.0,7.0,21.0,0.0,18.0,4.0,0.0,0.0,8.0,16.0,0.0,0.0,11.0,57.0,0.0,0.0,1.0,0.0,33.0,1.0,76.0,1.0,3.0
