,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapF_1_79_MM4,3807.0,5024.0,7130.0,577.0,1946.0,2106.0,1872.0,5844.0,5493.0,2488.0,2291.0,2025.0,4690.0,776.0,3686.0,16696.0,2039.0,3165.0,1085.0,256.0,1542.0,322.0,903.0,2824.0,5737.0,1111.0,561.0,2197.0,2938.0,93.0,1499.0,1411.0,1506.0,433.0,7242.0,703.0,1178.0,1383.0,2219.0,2302.0,736.0,1268.0,897.0,1425.0,485.0,1493.0,312.0,269.0,443.0,844.0,1133.0,1382.0,3997.0,2318.0,3265.0,2673.0,16715.0,4935.0,1299.0,2521.0,4092.0,864.0,179.0,2005.0,379.0,3219.0,2151.0,1897.0,1076.0,255.0,296.0,1585.0,1428.0,822.0,485.0,1151.0,3929.0,686.0,2033.0,2373.0,0.0,6277.0,1488.0,2659.0,5164.0,1932.0
dapF_1_79_MM6,4838.0,3009.0,7829.0,1719.0,4871.0,3279.0,2894.0,3208.0,1815.0,404.0,2086.0,4727.0,3674.0,2792.0,1891.0,7007.0,13543.0,3893.0,603.0,422.0,651.0,1081.0,104.0,3912.0,2878.0,1507.0,400.0,1036.0,2074.0,23.0,732.0,192.0,835.0,393.0,1390.0,186.0,1864.0,4737.0,331.0,1446.0,522.0,2114.0,119.0,1526.0,891.0,782.0,1273.0,836.0,256.0,63.0,256.0,662.0,4852.0,5220.0,1095.0,2347.0,12900.0,2313.0,2108.0,1869.0,3023.0,1518.0,79.0,2018.0,1231.0,6039.0,1322.0,1710.0,1236.0,27.0,100.0,488.0,868.0,808.0,457.0,417.0,3503.0,1232.0,2930.0,1662.0,0.0,4934.0,323.0,3927.0,9498.0,4528.0
dapF_1_79_MM8,5191.0,4598.0,6956.0,3432.0,6302.0,2985.0,3843.0,4518.0,2649.0,3153.0,3307.0,3914.0,4391.0,2263.0,1864.0,3672.0,4029.0,21912.0,768.0,708.0,906.0,440.0,919.0,1835.0,3420.0,1694.0,272.0,654.0,2456.0,53.0,678.0,752.0,2170.0,209.0,6843.0,525.0,1629.0,4935.0,440.0,2939.0,2263.0,2228.0,842.0,4000.0,908.0,3763.0,451.0,495.0,656.0,774.0,494.0,1017.0,3842.0,3848.0,2529.0,2336.0,9378.0,2441.0,597.0,3100.0,5039.0,3652.0,401.0,575.0,1283.0,3545.0,1709.0,1532.0,1800.0,1032.0,726.0,1217.0,930.0,1079.0,804.0,3360.0,3744.0,461.0,5103.0,2530.0,0.0,11730.0,2361.0,2983.0,3905.0,2474.0
dnaB_1_16_B_MM4,1563.0,2045.0,973.0,348.0,1378.0,617.0,1319.0,3020.0,809.0,449.0,1149.0,902.0,1364.0,826.0,462.0,1527.0,1112.0,1189.0,4459.0,558.0,786.0,634.0,677.0,468.0,1104.0,694.0,224.0,156.0,479.0,67.0,128.0,434.0,694.0,434.0,1370.0,203.0,653.0,999.0,813.0,827.0,418.0,127.0,30.0,969.0,75.0,307.0,241.0,32.0,129.0,211.0,139.0,300.0,411.0,1986.0,687.0,666.0,2404.0,1494.0,630.0,1518.0,537.0,146.0,219.0,55.0,337.0,1834.0,609.0,676.0,1227.0,104.0,222.0,238.0,1439.0,452.0,546.0,563.0,1039.0,364.0,490.0,731.0,0.0,1416.0,117.0,2083.0,2204.0,491.0
dnaB_1_16_B_MM6,1942.0,947.0,1924.0,633.0,1703.0,932.0,673.0,1489.0,866.0,546.0,364.0,627.0,1139.0,472.0,970.0,3208.0,1295.0,2169.0,1502.0,4701.0,509.0,1247.0,180.0,994.0,1194.0,444.0,140.0,85.0,270.0,11.0,684.0,271.0,580.0,108.0,998.0,164.0,71.0,220.0,645.0,527.0,171.0,840.0,392.0,1683.0,119.0,412.0,140.0,66.0,255.0,13.0,118.0,79.0,2175.0,1455.0,225.0,1819.0,2206.0,732.0,426.0,470.0,1003.0,579.0,139.0,397.0,598.0,691.0,912.0,1186.0,383.0,63.0,57.0,139.0,797.0,345.0,128.0,701.0,1425.0,74.0,493.0,1070.0,0.0,1493.0,420.0,2349.0,1940.0,139.0
dnaB_1_16_B_MM8,2907.0,580.0,1104.0,199.0,2256.0,2072.0,562.0,1161.0,1370.0,2364.0,1837.0,893.0,1276.0,521.0,763.0,733.0,932.0,1413.0,472.0,862.0,5012.0,527.0,1051.0,374.0,1862.0,745.0,97.0,26.0,604.0,64.0,838.0,714.0,162.0,70.0,3851.0,234.0,259.0,347.0,80.0,235.0,421.0,242.0,112.0,1458.0,264.0,346.0,115.0,38.0,36.0,27.0,27.0,65.0,3713.0,1020.0,679.0,871.0,4642.0,1705.0,251.0,512.0,1090.0,401.0,1142.0,490.0,304.0,1208.0,597.0,461.0,563.0,29.0,297.0,362.0,858.0,750.0,49.0,636.0,779.0,28.0,1918.0,573.0,0.0,1437.0,392.0,872.0,1264.0,504.0
dnaB_1_16_C,940.0,1720.0,2415.0,1134.0,1263.0,1061.0,1086.0,1466.0,1130.0,466.0,235.0,1877.0,658.0,339.0,600.0,1136.0,1289.0,1058.0,944.0,780.0,525.0,5338.0,556.0,1197.0,1278.0,530.0,682.0,331.0,415.0,9.0,1603.0,147.0,508.0,154.0,2977.0,204.0,372.0,715.0,121.0,601.0,830.0,729.0,181.0,689.0,205.0,273.0,84.0,29.0,25.0,29.0,383.0,1382.0,1483.0,759.0,422.0,1692.0,3072.0,1834.0,833.0,491.0,769.0,538.0,140.0,1485.0,252.0,630.0,471.0,754.0,1031.0,19.0,8.0,455.0,423.0,376.0,82.0,1225.0,1303.0,38.0,1318.0,1207.0,0.0,3073.0,338.0,734.0,783.0,535.0
dnaE_1_10_B_MM10,3474.0,1215.0,1899.0,746.0,1495.0,717.0,836.0,1820.0,1625.0,2551.0,1191.0,1066.0,505.0,421.0,907.0,266.0,785.0,1434.0,916.0,634.0,357.0,515.0,6465.0,1672.0,2203.0,401.0,293.0,830.0,1339.0,49.0,235.0,307.0,417.0,417.0,1353.0,142.0,174.0,1058.0,376.0,1938.0,487.0,539.0,227.0,840.0,394.0,1241.0,1083.0,38.0,819.0,84.0,277.0,87.0,632.0,1224.0,197.0,2342.0,7352.0,904.0,132.0,2360.0,1359.0,1239.0,1735.0,170.0,96.0,3384.0,300.0,681.0,736.0,8.0,480.0,927.0,734.0,954.0,193.0,490.0,2994.0,29.0,1767.0,3246.0,1.0,1541.0,48.0,897.0,1391.0,616.0
dnaE_1_10_B_MM5,6519.0,3810.0,4344.0,1805.0,3948.0,3798.0,1626.0,2514.0,2802.0,854.0,1961.0,3186.0,2527.0,1253.0,1658.0,3778.0,2696.0,3477.0,1051.0,987.0,257.0,867.0,1227.0,13547.0,4821.0,2548.0,671.0,245.0,1418.0,143.0,212.0,576.0,2602.0,115.0,4226.0,428.0,1976.0,1325.0,527.0,2112.0,517.0,685.0,114.0,1276.0,557.0,791.0,1180.0,237.0,719.0,133.0,364.0,919.0,3529.0,4233.0,913.0,1968.0,11848.0,3526.0,244.0,2404.0,3623.0,1472.0,411.0,1301.0,548.0,2380.0,2836.0,1681.0,1938.0,195.0,249.0,928.0,1994.0,1075.0,1057.0,1366.0,2670.0,307.0,2318.0,2047.0,0.0,3928.0,487.0,4188.0,4128.0,2624.0
dnaE_1_10_B_MM8,8796.0,6392.0,12558.0,3273.0,9731.0,6884.0,3263.0,8236.0,6033.0,4667.0,4389.0,2932.0,5258.0,2678.0,3407.0,5756.0,5457.0,9806.0,2117.0,2108.0,2685.0,1776.0,2155.0,4412.0,48094.0,1838.0,1738.0,1317.0,5165.0,393.0,3286.0,1900.0,3459.0,1469.0,13678.0,278.0,3839.0,4051.0,2667.0,2107.0,2053.0,2810.0,1072.0,4858.0,920.0,2442.0,3634.0,578.0,943.0,558.0,724.0,1534.0,5058.0,7748.0,1378.0,5179.0,19553.0,5719.0,3557.0,2652.0,10201.0,3499.0,1858.0,3735.0,1243.0,9283.0,3537.0,2713.0,3801.0,358.0,571.0,3088.0,3775.0,2279.0,1950.0,3723.0,5004.0,1203.0,5041.0,6617.0,0.0,10682.0,2428.0,8561.0,13814.0,3586.0
dnaE_1_10_C,2682.0,1207.0,5820.0,502.0,3309.0,4845.0,885.0,3269.0,2432.0,2127.0,2727.0,1328.0,2212.0,1009.0,2130.0,1340.0,3309.0,3079.0,1100.0,488.0,1152.0,679.0,651.0,3109.0,7478.0,11315.0,204.0,293.0,2353.0,243.0,171.0,369.0,1460.0,437.0,4996.0,198.0,1236.0,1973.0,671.0,1117.0,1277.0,821.0,1091.0,1538.0,671.0,1097.0,282.0,269.0,529.0,224.0,99.0,2121.0,2541.0,4288.0,1928.0,1369.0,6873.0,2499.0,2457.0,3233.0,1547.0,1491.0,155.0,249.0,833.0,2166.0,2400.0,2042.0,1194.0,148.0,142.0,1714.0,2126.0,486.0,2282.0,940.0,1590.0,786.0,2615.0,3494.0,0.0,4937.0,1052.0,3503.0,1976.0,2397.0
dnaX_1_33_B_MM3,1085.0,733.0,793.0,430.0,653.0,1105.0,552.0,1026.0,588.0,315.0,621.0,700.0,652.0,908.0,773.0,556.0,840.0,784.0,233.0,123.0,121.0,175.0,545.0,628.0,1015.0,601.0,2978.0,110.0,429.0,20.0,66.0,52.0,755.0,43.0,1117.0,367.0,47.0,601.0,335.0,705.0,181.0,173.0,338.0,160.0,338.0,559.0,127.0,14.0,126.0,24.0,240.0,299.0,1431.0,1035.0,85.0,236.0,869.0,818.0,298.0,341.0,1538.0,315.0,151.0,455.0,197.0,745.0,491.0,614.0,600.0,3.0,61.0,290.0,839.0,236.0,79.0,619.0,1362.0,385.0,116.0,593.0,0.0,1615.0,690.0,745.0,542.0,469.0
dnaX_1_33_B_MM6,466.0,450.0,1761.0,224.0,916.0,560.0,328.0,738.0,233.0,29.0,149.0,368.0,188.0,563.0,497.0,646.0,287.0,236.0,196.0,323.0,190.0,340.0,256.0,486.0,774.0,654.0,570.0,2083.0,120.0,201.0,22.0,135.0,171.0,22.0,191.0,17.0,566.0,319.0,17.0,200.0,37.0,129.0,16.0,513.0,109.0,371.0,167.0,262.0,23.0,6.0,19.0,313.0,583.0,267.0,32.0,52.0,1401.0,319.0,29.0,265.0,435.0,443.0,10.0,75.0,267.0,552.0,43.0,680.0,409.0,19.0,67.0,427.0,236.0,148.0,14.0,276.0,868.0,263.0,555.0,333.0,0.0,607.0,153.0,1113.0,205.0,251.0
dnaX_1_33_B_MM9,2714.0,4599.0,5418.0,1442.0,1375.0,3901.0,1904.0,4024.0,2211.0,3027.0,344.0,2170.0,663.0,1297.0,1394.0,4844.0,2755.0,4302.0,652.0,340.0,668.0,651.0,1768.0,1059.0,2082.0,1079.0,327.0,826.0,13447.0,34.0,257.0,1431.0,1884.0,1174.0,6067.0,135.0,1347.0,1833.0,661.0,1040.0,725.0,1455.0,153.0,1603.0,130.0,1004.0,324.0,208.0,70.0,30.0,546.0,2313.0,2746.0,1889.0,1836.0,1216.0,10728.0,1734.0,919.0,1237.0,2438.0,1384.0,527.0,666.0,442.0,2374.0,716.0,1093.0,1425.0,32.0,211.0,1772.0,1605.0,580.0,206.0,1323.0,3705.0,839.0,4117.0,3717.0,0.0,6290.0,1513.0,2160.0,3955.0,1675.0
