,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapD_1_42_MM4,3619.0,1326.0,3233.0,505.0,1289.0,1044.0,836.0,1966.0,670.0,1414.0,5697.0,958.0,3174.0,323.0,804.0,1149.0,1234.0,1497.0,30.0,65.0,149.0,15.0,286.0,156.0,457.0,346.0,12.0,8.0,609.0,50.0,370.0,89.0,673.0,66.0,1960.0,64.0,900.0,1611.0,48.0,1111.0,451.0,416.0,133.0,1141.0,111.0,401.0,48.0,290.0,56.0,80.0,36.0,1260.0,1253.0,1148.0,372.0,380.0,5017.0,1177.0,422.0,382.0,902.0,595.0,592.0,627.0,29.0,862.0,170.0,108.0,286.0,64.0,80.0,245.0,199.0,264.0,358.0,1353.0,914.0,101.0,1404.0,880.0,0.0,2230.0,307.0,188.0,1050.0,354.0
dapD_1_42_MM6,1971.0,846.0,1799.0,970.0,2322.0,1352.0,412.0,2588.0,720.0,2242.0,670.0,7423.0,1599.0,784.0,1088.0,594.0,1721.0,1605.0,17.0,74.0,76.0,66.0,63.0,281.0,1976.0,609.0,30.0,12.0,827.0,1.0,144.0,85.0,469.0,105.0,1953.0,63.0,407.0,915.0,74.0,1820.0,463.0,505.0,139.0,537.0,198.0,978.0,39.0,119.0,62.0,105.0,88.0,883.0,1318.0,1650.0,320.0,488.0,4860.0,1229.0,1122.0,843.0,757.0,579.0,421.0,432.0,99.0,1378.0,117.0,163.0,378.0,4.0,38.0,147.0,212.0,133.0,50.0,1073.0,948.0,26.0,1057.0,1689.0,0.0,2743.0,3115.0,324.0,1364.0,461.0
dapD_1_42_MM8,4052.0,2911.0,3904.0,803.0,2347.0,1573.0,1376.0,2123.0,1394.0,2193.0,2254.0,1131.0,10633.0,1159.0,885.0,2237.0,1259.0,3671.0,12.0,49.0,336.0,25.0,136.0,435.0,831.0,241.0,7.0,72.0,917.0,1.0,319.0,218.0,499.0,68.0,2031.0,161.0,1028.0,1182.0,120.0,688.0,739.0,849.0,398.0,2129.0,151.0,361.0,24.0,42.0,305.0,77.0,226.0,1239.0,1990.0,1583.0,925.0,381.0,9632.0,1637.0,436.0,849.0,2577.0,1367.0,123.0,542.0,71.0,761.0,347.0,167.0,131.0,7.0,50.0,249.0,179.0,96.0,358.0,856.0,2306.0,91.0,1234.0,2276.0,0.0,3275.0,197.0,315.0,493.0,481.0
dapF_1_79_C,2102.0,1989.0,2098.0,448.0,965.0,761.0,512.0,856.0,751.0,1380.0,472.0,1712.0,785.0,5050.0,720.0,1066.0,740.0,3065.0,47.0,25.0,112.0,26.0,105.0,149.0,450.0,521.0,5.0,67.0,583.0,1.0,373.0,303.0,342.0,216.0,2175.0,85.0,455.0,445.0,60.0,209.0,382.0,481.0,124.0,616.0,52.0,330.0,7.0,2.0,28.0,56.0,101.0,281.0,1643.0,1093.0,216.0,480.0,5690.0,1461.0,560.0,758.0,847.0,1283.0,130.0,963.0,14.0,960.0,70.0,81.0,144.0,17.0,145.0,40.0,99.0,79.0,40.0,471.0,1163.0,17.0,1210.0,1302.0,0.0,2482.0,135.0,281.0,633.0,513.0
dapF_1_79_MM10,2950.0,2372.0,6863.0,839.0,1800.0,1480.0,2047.0,2622.0,862.0,9020.0,1175.0,1779.0,956.0,664.0,14682.0,1995.0,5063.0,12101.0,47.0,86.0,509.0,46.0,95.0,1023.0,1006.0,435.0,9.0,39.0,2636.0,2.0,246.0,113.0,378.0,38.0,3706.0,46.0,1486.0,1921.0,52.0,1313.0,298.0,1785.0,104.0,2614.0,114.0,717.0,72.0,111.0,302.0,87.0,36.0,3183.0,3230.0,2649.0,419.0,779.0,8745.0,1755.0,637.0,604.0,4168.0,1602.0,189.0,944.0,83.0,3871.0,173.0,143.0,244.0,105.0,155.0,183.0,172.0,56.0,172.0,806.0,1844.0,33.0,2454.0,3880.0,0.0,3703.0,2368.0,342.0,1261.0,743.0
dapF_1_79_MM4,6307.0,5454.0,7668.0,695.0,2332.0,1890.0,1431.0,5139.0,1458.0,2408.0,669.0,1790.0,5498.0,659.0,5691.0,18008.0,5613.0,9291.0,91.0,403.0,321.0,148.0,347.0,578.0,1869.0,698.0,76.0,59.0,2884.0,3.0,936.0,566.0,470.0,161.0,4426.0,222.0,2986.0,2730.0,91.0,2147.0,1421.0,1806.0,569.0,3241.0,125.0,838.0,307.0,22.0,355.0,295.0,206.0,1125.0,11027.0,2668.0,1195.0,1012.0,18656.0,1901.0,1168.0,1183.0,6560.0,1892.0,586.0,1066.0,63.0,2473.0,164.0,188.0,246.0,11.0,27.0,184.0,241.0,279.0,479.0,463.0,3982.0,105.0,5737.0,2507.0,0.0,6819.0,968.0,903.0,4015.0,1490.0
dapF_1_79_MM6,5776.0,9671.0,13995.0,707.0,5003.0,3766.0,1404.0,1750.0,1367.0,8770.0,540.0,1863.0,2678.0,658.0,5985.0,5897.0,24735.0,11132.0,107.0,228.0,953.0,33.0,258.0,1195.0,2749.0,1307.0,45.0,25.0,6695.0,2.0,452.0,255.0,501.0,157.0,8965.0,65.0,1820.0,3759.0,178.0,2248.0,545.0,1196.0,745.0,6315.0,316.0,1457.0,196.0,207.0,305.0,304.0,24.0,3450.0,5168.0,1977.0,816.0,1389.0,22452.0,1703.0,1350.0,1054.0,4861.0,1148.0,1376.0,1834.0,117.0,7388.0,462.0,215.0,156.0,16.0,50.0,196.0,227.0,103.0,601.0,511.0,3009.0,87.0,4466.0,8362.0,0.0,10185.0,1334.0,1169.0,3787.0,1804.0
dapF_1_79_MM8,8755.0,10500.0,12397.0,1443.0,5810.0,3657.0,3101.0,1853.0,1580.0,13285.0,1699.0,2575.0,3916.0,1085.0,8336.0,3884.0,18483.0,48427.0,55.0,232.0,698.0,64.0,246.0,1342.0,3024.0,1095.0,60.0,112.0,5268.0,9.0,1048.0,402.0,2113.0,103.0,9325.0,63.0,3746.0,7343.0,334.0,3627.0,1762.0,1954.0,915.0,8064.0,412.0,2239.0,75.0,96.0,783.0,511.0,176.0,2887.0,10899.0,2816.0,1631.0,954.0,24446.0,3134.0,1296.0,1901.0,15116.0,2862.0,640.0,1686.0,82.0,8985.0,262.0,316.0,355.0,23.0,220.0,354.0,496.0,227.0,147.0,1122.0,5801.0,132.0,6764.0,4906.0,0.0,12974.0,1933.0,1445.0,2419.0,1631.0
dnaB_1_16_B_MM4,201.0,73.0,417.0,12.0,108.0,136.0,65.0,92.0,109.0,72.0,42.0,59.0,94.0,90.0,78.0,273.0,118.0,80.0,479.0,68.0,103.0,17.0,15.0,11.0,83.0,9.0,14.0,15.0,21.0,6.0,73.0,4.0,76.0,13.0,205.0,2.0,134.0,161.0,30.0,50.0,21.0,19.0,2.0,74.0,1.0,8.0,6.0,1.0,1.0,34.0,1.0,65.0,247.0,103.0,75.0,49.0,323.0,144.0,66.0,52.0,161.0,33.0,23.0,6.0,14.0,60.0,49.0,26.0,55.0,0.0,4.0,48.0,18.0,37.0,13.0,70.0,61.0,36.0,198.0,178.0,0.0,128.0,0.0,41.0,80.0,47.0
dnaB_1_16_B_MM6,294.0,108.0,219.0,43.0,330.0,279.0,143.0,216.0,236.0,276.0,26.0,85.0,124.0,170.0,131.0,175.0,436.0,295.0,81.0,1015.0,339.0,49.0,24.0,83.0,99.0,35.0,4.0,1.0,91.0,0.0,88.0,11.0,196.0,1.0,994.0,106.0,40.0,126.0,13.0,23.0,31.0,25.0,1.0,161.0,36.0,40.0,1.0,1.0,4.0,4.0,6.0,77.0,213.0,113.0,45.0,181.0,916.0,258.0,86.0,101.0,188.0,41.0,6.0,430.0,11.0,269.0,38.0,21.0,26.0,1.0,0.0,16.0,47.0,14.0,112.0,84.0,142.0,16.0,170.0,176.0,0.0,169.0,60.0,84.0,130.0,66.0
dnaB_1_16_B_MM8,867.0,533.0,1665.0,94.0,1198.0,1369.0,723.0,529.0,380.0,755.0,284.0,116.0,805.0,176.0,765.0,723.0,331.0,2195.0,58.0,145.0,3009.0,33.0,97.0,196.0,323.0,95.0,7.0,21.0,316.0,0.0,61.0,45.0,125.0,22.0,1109.0,15.0,464.0,329.0,74.0,371.0,119.0,108.0,130.0,757.0,67.0,121.0,11.0,1.0,141.0,30.0,8.0,178.0,719.0,387.0,216.0,79.0,4105.0,525.0,175.0,244.0,654.0,349.0,102.0,133.0,12.0,1516.0,72.0,112.0,92.0,12.0,33.0,101.0,55.0,11.0,11.0,127.0,620.0,4.0,1405.0,850.0,0.0,1061.0,310.0,209.0,983.0,103.0
dnaB_1_16_C,407.0,114.0,140.0,78.0,183.0,113.0,21.0,142.0,189.0,56.0,43.0,52.0,56.0,77.0,52.0,618.0,54.0,204.0,124.0,20.0,57.0,615.0,14.0,18.0,72.0,26.0,5.0,1.0,79.0,0.0,69.0,27.0,8.0,24.0,158.0,41.0,65.0,180.0,20.0,161.0,49.0,26.0,25.0,50.0,11.0,50.0,14.0,2.0,3.0,16.0,78.0,41.0,118.0,28.0,36.0,29.0,1191.0,130.0,124.0,91.0,55.0,68.0,2.0,62.0,29.0,96.0,15.0,43.0,48.0,3.0,1.0,32.0,26.0,36.0,26.0,36.0,21.0,1.0,181.0,257.0,0.0,120.0,63.0,30.0,93.0,82.0
dnaE_1_10_B_MM10,1581.0,1079.0,1106.0,297.0,1602.0,998.0,1089.0,747.0,321.0,574.0,381.0,541.0,247.0,302.0,1301.0,471.0,1542.0,4041.0,45.0,22.0,199.0,28.0,3395.0,396.0,850.0,325.0,25.0,238.0,917.0,6.0,287.0,81.0,267.0,139.0,481.0,14.0,796.0,613.0,14.0,372.0,637.0,570.0,463.0,576.0,18.0,133.0,19.0,71.0,38.0,49.0,142.0,665.0,441.0,886.0,570.0,427.0,1952.0,650.0,863.0,549.0,809.0,782.0,347.0,353.0,42.0,865.0,67.0,80.0,88.0,5.0,27.0,89.0,75.0,51.0,140.0,191.0,1162.0,40.0,475.0,478.0,0.0,2584.0,119.0,117.0,564.0,244.0
dnaE_1_10_B_MM5,1690.0,1287.0,2213.0,279.0,1779.0,1155.0,672.0,595.0,531.0,2168.0,354.0,992.0,1265.0,577.0,1181.0,1508.0,1933.0,4011.0,38.0,151.0,93.0,67.0,178.0,5964.0,3664.0,980.0,100.0,16.0,359.0,18.0,129.0,153.0,336.0,54.0,3738.0,55.0,543.0,847.0,104.0,844.0,421.0,573.0,209.0,825.0,17.0,229.0,65.0,82.0,73.0,95.0,197.0,313.0,1452.0,1672.0,677.0,730.0,5139.0,1189.0,357.0,761.0,1597.0,265.0,346.0,563.0,20.0,709.0,145.0,118.0,157.0,3.0,28.0,163.0,210.0,145.0,112.0,350.0,1004.0,54.0,1175.0,998.0,0.0,1538.0,367.0,663.0,1689.0,598.0
dnaE_1_10_B_MM8,4642.0,4231.0,7228.0,778.0,4289.0,4058.0,1878.0,2408.0,2234.0,8653.0,1525.0,2196.0,3349.0,1041.0,4257.0,2694.0,4522.0,12610.0,176.0,226.0,937.0,139.0,631.0,2289.0,29003.0,2435.0,131.0,270.0,1269.0,26.0,999.0,692.0,1331.0,142.0,6969.0,101.0,2650.0,4376.0,228.0,1938.0,1264.0,1623.0,635.0,5147.0,178.0,1194.0,288.0,75.0,399.0,558.0,128.0,1371.0,5082.0,3803.0,1017.0,2100.0,18979.0,2530.0,1930.0,2936.0,8084.0,1468.0,633.0,1247.0,124.0,4243.0,336.0,328.0,354.0,37.0,139.0,397.0,2684.0,418.0,208.0,1154.0,2686.0,160.0,4336.0,3499.0,0.0,5041.0,1132.0,2958.0,4160.0,746.0
dnaE_1_10_C,1539.0,996.0,1849.0,182.0,1378.0,1038.0,526.0,1147.0,434.0,916.0,422.0,2171.0,1308.0,336.0,853.0,872.0,1653.0,2815.0,10.0,43.0,77.0,67.0,535.0,891.0,2330.0,4421.0,17.0,31.0,486.0,0.0,447.0,142.0,243.0,31.0,1550.0,175.0,581.0,795.0,112.0,831.0,316.0,503.0,374.0,930.0,63.0,284.0,18.0,22.0,49.0,27.0,20.0,290.0,1512.0,1502.0,527.0,671.0,4075.0,669.0,690.0,626.0,1986.0,619.0,142.0,367.0,18.0,1001.0,181.0,180.0,78.0,16.0,81.0,160.0,164.0,135.0,67.0,173.0,1028.0,35.0,630.0,867.0,0.0,1331.0,282.0,1761.0,993.0,538.0
dnaX_1_33_B_MM3,55.0,28.0,93.0,8.0,22.0,82.0,15.0,60.0,70.0,26.0,43.0,132.0,29.0,13.0,82.0,72.0,37.0,39.0,12.0,4.0,5.0,9.0,9.0,21.0,17.0,18.0,395.0,14.0,31.0,21.0,4.0,14.0,77.0,6.0,105.0,2.0,30.0,23.0,2.0,10.0,4.0,34.0,24.0,40.0,10.0,22.0,11.0,7.0,8.0,5.0,0.0,8.0,49.0,31.0,4.0,38.0,154.0,167.0,23.0,25.0,22.0,33.0,29.0,11.0,15.0,76.0,43.0,33.0,34.0,0.0,0.0,44.0,15.0,0.0,216.0,8.0,114.0,4.0,146.0,149.0,0.0,90.0,11.0,35.0,15.0,64.0
dnaX_1_33_B_MM6,95.0,38.0,73.0,93.0,34.0,49.0,23.0,28.0,18.0,31.0,3.0,48.0,8.0,77.0,42.0,10.0,24.0,86.0,0.0,157.0,55.0,1.0,3.0,37.0,94.0,24.0,50.0,378.0,42.0,3.0,3.0,2.0,29.0,0.0,92.0,0.0,6.0,21.0,2.0,10.0,22.0,4.0,3.0,60.0,18.0,25.0,7.0,40.0,5.0,1.0,2.0,14.0,144.0,32.0,9.0,0.0,133.0,47.0,35.0,32.0,49.0,34.0,1.0,40.0,31.0,55.0,4.0,47.0,33.0,0.0,0.0,67.0,49.0,2.0,25.0,4.0,151.0,12.0,32.0,15.0,0.0,116.0,21.0,46.0,68.0,44.0
dnaX_1_33_B_MM9,2962.0,2108.0,7118.0,1295.0,3646.0,1854.0,1994.0,1917.0,836.0,3609.0,898.0,1176.0,1267.0,880.0,4240.0,2729.0,10216.0,9765.0,27.0,75.0,204.0,48.0,706.0,273.0,688.0,378.0,94.0,91.0,24558.0,7.0,715.0,645.0,707.0,156.0,6590.0,27.0,3105.0,4241.0,182.0,1829.0,795.0,921.0,133.0,4321.0,229.0,1095.0,153.0,111.0,78.0,96.0,105.0,1619.0,9972.0,2246.0,507.0,1008.0,14484.0,1636.0,634.0,1022.0,2270.0,1987.0,161.0,1224.0,82.0,9236.0,201.0,326.0,197.0,64.0,8.0,141.0,275.0,278.0,178.0,1317.0,2975.0,220.0,6306.0,5202.0,0.0,5511.0,1536.0,1392.0,4307.0,1041.0
dnaX_1_33_C,28.0,3.0,23.0,0.0,6.0,8.0,1.0,1.0,3.0,2.0,1.0,18.0,2.0,1.0,6.0,9.0,18.0,1.0,1.0,0.0,6.0,6.0,0.0,24.0,16.0,0.0,8.0,0.0,1.0,45.0,0.0,4.0,8.0,0.0,8.0,0.0,30.0,0.0,1.0,6.0,0.0,19.0,0.0,3.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,3.0,1.0,0.0,30.0,6.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,65.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,7.0,10.0,0.0,9.0,1.0,6.0,0.0,3.0
