,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,28886.0,6931.0,11446.0,252.0,15008.0,5713.0,5051.0,6736.0,3951.0,4652.0,3035.0,2674.0,8404.0,2070.0,2766.0,2496.0,5133.0,8012.0,339.0,391.0,665.0,235.0,627.0,798.0,2813.0,714.0,160.0,188.0,3192.0,43.0,604.0,523.0,404.0,146.0,5811.0,116.0,4436.0,5629.0,214.0,5964.0,1694.0,2700.0,465.0,4213.0,195.0,2517.0,199.0,97.0,411.0,145.0,336.0,1344.0,5119.0,3179.0,1984.0,2393.0,17310.0,3958.0,1912.0,1521.0,4763.0,1944.0,2525.0,3737.0,486.0,3954.0,477.0,1477.0,627.0,273.0,68.0,1060.0,1106.0,479.0,371.0,1848.0,3479.0,426.0,6768.0,4423.0,0.0,5852.0,886.0,3357.0,2788.0,1793.0
dapA_1_98_B_MM7,4335.0,22268.0,5619.0,315.0,4776.0,2900.0,4422.0,4801.0,3923.0,2855.0,2641.0,3255.0,4078.0,1192.0,2955.0,4807.0,4532.0,6711.0,196.0,179.0,525.0,119.0,162.0,670.0,788.0,860.0,153.0,135.0,3622.0,33.0,75.0,311.0,334.0,170.0,4000.0,30.0,2465.0,3611.0,91.0,2680.0,1468.0,1487.0,240.0,2758.0,189.0,1431.0,102.0,112.0,683.0,705.0,37.0,1659.0,3037.0,2220.0,484.0,2619.0,9062.0,2411.0,984.0,761.0,1171.0,3802.0,4888.0,1096.0,212.0,1813.0,205.0,208.0,379.0,14.0,147.0,350.0,642.0,234.0,295.0,1385.0,2181.0,352.0,2991.0,4865.0,0.0,5885.0,798.0,2287.0,4438.0,1198.0
dapA_1_98_B_MM9,6433.0,11666.0,47371.0,2190.0,12759.0,7390.0,14849.0,5920.0,5101.0,10109.0,2388.0,4208.0,7771.0,976.0,8664.0,5048.0,7580.0,18098.0,260.0,436.0,1382.0,271.0,739.0,2058.0,4296.0,1391.0,253.0,138.0,6795.0,53.0,1386.0,502.0,998.0,139.0,13589.0,525.0,3496.0,5102.0,182.0,4141.0,1712.0,774.0,1394.0,5947.0,202.0,2809.0,98.0,53.0,737.0,516.0,272.0,5165.0,5498.0,3815.0,2121.0,1698.0,32555.0,4372.0,2125.0,1625.0,8103.0,4466.0,1544.0,897.0,129.0,8275.0,560.0,623.0,804.0,30.0,26.0,670.0,872.0,655.0,232.0,1329.0,5709.0,158.0,9752.0,4192.0,0.0,8252.0,2912.0,2056.0,2595.0,3019.0
dapA_1_98_C,2689.0,225.0,2221.0,5080.0,1905.0,2249.0,1076.0,714.0,753.0,740.0,712.0,330.0,2848.0,963.0,503.0,781.0,708.0,1880.0,33.0,480.0,224.0,27.0,50.0,195.0,369.0,432.0,8.0,64.0,377.0,0.0,558.0,70.0,197.0,16.0,1827.0,14.0,229.0,1051.0,106.0,156.0,276.0,985.0,36.0,176.0,32.0,987.0,4.0,62.0,33.0,72.0,326.0,79.0,1366.0,800.0,75.0,191.0,4979.0,1279.0,371.0,338.0,2486.0,2458.0,29.0,819.0,70.0,1281.0,110.0,60.0,109.0,9.0,138.0,288.0,36.0,261.0,25.0,578.0,816.0,288.0,2701.0,1301.0,0.0,1264.0,53.0,732.0,1624.0,348.0
dapB_3_239_B_MM10,11874.0,2709.0,10564.0,1575.0,28287.0,3555.0,3721.0,4324.0,1743.0,3907.0,2501.0,2835.0,3872.0,1095.0,1558.0,4901.0,2716.0,7752.0,124.0,485.0,712.0,263.0,201.0,2004.0,1839.0,362.0,119.0,98.0,2866.0,31.0,1616.0,326.0,900.0,91.0,6603.0,28.0,1181.0,2921.0,675.0,3418.0,774.0,1928.0,1402.0,5150.0,293.0,1880.0,213.0,336.0,259.0,804.0,683.0,1928.0,9348.0,3097.0,1258.0,2705.0,13325.0,2421.0,2052.0,2007.0,5204.0,1749.0,920.0,1593.0,88.0,3095.0,838.0,952.0,569.0,478.0,204.0,331.0,914.0,224.0,589.0,1977.0,4986.0,409.0,5793.0,5204.0,0.0,6596.0,1711.0,2090.0,3421.0,1623.0
dapB_3_239_B_MM6,6577.0,5814.0,6278.0,2902.0,5227.0,17895.0,3908.0,2978.0,1724.0,903.0,1902.0,2662.0,2091.0,657.0,2139.0,2882.0,3180.0,4728.0,136.0,205.0,279.0,125.0,81.0,940.0,1949.0,503.0,70.0,49.0,829.0,15.0,1177.0,278.0,1227.0,222.0,3378.0,103.0,1039.0,3927.0,303.0,2553.0,483.0,1477.0,488.0,3596.0,490.0,1102.0,37.0,16.0,758.0,277.0,204.0,564.0,7716.0,2919.0,1147.0,439.0,11962.0,3748.0,976.0,1356.0,5740.0,691.0,104.0,1556.0,122.0,2539.0,612.0,574.0,246.0,56.0,25.0,624.0,879.0,507.0,186.0,2015.0,2313.0,230.0,3898.0,2790.0,0.0,3226.0,736.0,1527.0,3205.0,1479.0
dapB_3_239_B_MM9,4991.0,1702.0,9930.0,841.0,6923.0,3584.0,12929.0,2398.0,975.0,1351.0,1675.0,3405.0,2517.0,998.0,1179.0,1770.0,2910.0,2109.0,47.0,117.0,103.0,59.0,218.0,289.0,1214.0,97.0,23.0,74.0,1323.0,30.0,421.0,354.0,776.0,90.0,3681.0,15.0,1448.0,1467.0,105.0,2298.0,597.0,3973.0,670.0,771.0,169.0,701.0,9.0,26.0,267.0,175.0,328.0,1856.0,2618.0,3261.0,2615.0,1615.0,12833.0,1313.0,449.0,1796.0,1995.0,362.0,86.0,910.0,108.0,1860.0,338.0,438.0,218.0,277.0,10.0,557.0,358.0,90.0,285.0,1150.0,485.0,75.0,5086.0,4025.0,0.0,7524.0,426.0,928.0,1314.0,879.0
dapB_3_239_C,6726.0,3011.0,5030.0,1100.0,5321.0,3772.0,2004.0,15460.0,1289.0,1458.0,2417.0,1216.0,5720.0,1708.0,1121.0,1761.0,1211.0,2425.0,140.0,101.0,213.0,238.0,744.0,1005.0,1948.0,389.0,329.0,77.0,571.0,33.0,134.0,674.0,1732.0,412.0,8078.0,277.0,1871.0,3338.0,166.0,2316.0,1851.0,3250.0,1481.0,1401.0,427.0,1821.0,138.0,68.0,611.0,61.0,38.0,733.0,2962.0,2770.0,1542.0,1013.0,10891.0,3600.0,359.0,1014.0,3749.0,1454.0,1607.0,3008.0,91.0,1572.0,460.0,196.0,566.0,15.0,178.0,659.0,785.0,259.0,560.0,864.0,1044.0,595.0,2682.0,2662.0,0.0,2759.0,185.0,1892.0,5019.0,1280.0
dapD_1_42_C,5099.0,1430.0,3475.0,3426.0,2949.0,1648.0,557.0,2865.0,9562.0,777.0,1130.0,1438.0,2634.0,857.0,729.0,1679.0,2045.0,2736.0,70.0,213.0,823.0,148.0,417.0,826.0,1400.0,213.0,91.0,243.0,899.0,4.0,923.0,202.0,1541.0,151.0,1833.0,82.0,2094.0,1569.0,296.0,1994.0,648.0,577.0,166.0,886.0,349.0,1038.0,56.0,20.0,59.0,222.0,139.0,395.0,2251.0,3075.0,1546.0,328.0,5747.0,1314.0,530.0,1023.0,3611.0,650.0,66.0,1600.0,103.0,1500.0,366.0,174.0,357.0,49.0,24.0,622.0,755.0,386.0,131.0,1109.0,1601.0,76.0,2198.0,2070.0,0.0,5761.0,884.0,1327.0,2463.0,729.0
dapD_1_42_MM10,3488.0,4202.0,6837.0,846.0,3876.0,2897.0,2162.0,701.0,823.0,13167.0,1948.0,1195.0,2328.0,161.0,3693.0,907.0,2012.0,6075.0,16.0,73.0,426.0,92.0,75.0,474.0,1603.0,284.0,12.0,11.0,1818.0,2.0,315.0,104.0,468.0,177.0,4568.0,13.0,1925.0,2224.0,235.0,3285.0,466.0,586.0,287.0,2499.0,229.0,814.0,16.0,357.0,180.0,40.0,83.0,4111.0,6548.0,2709.0,1059.0,750.0,12002.0,421.0,107.0,1408.0,3387.0,451.0,50.0,1014.0,59.0,5092.0,433.0,196.0,74.0,143.0,270.0,81.0,389.0,348.0,21.0,672.0,1548.0,125.0,1850.0,2497.0,0.0,4552.0,2287.0,1623.0,2656.0,1263.0
