,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapD_1_42_MM4,2237.0,1058.0,1023.0,613.0,825.0,523.0,105.0,453.0,530.0,803.0,2122.0,459.0,1431.0,360.0,677.0,19.0,1260.0,806.0,23.0,10.0,72.0,20.0,3.0,377.0,272.0,224.0,42.0,17.0,53.0,8.0,336.0,59.0,485.0,0.0,364.0,2.0,104.0,260.0,130.0,255.0,817.0,528.0,52.0,98.0,37.0,331.0,2.0,0.0,21.0,5.0,8.0,568.0,825.0,389.0,62.0,475.0,2244.0,775.0,233.0,1062.0,1750.0,853.0,180.0,2105.0,0.0,630.0,31.0,50.0,525.0,1.0,1.0,263.0,105.0,20.0,3.0,61.0,109.0,80.0,1661.0,417.0,0.0,674.0,88.0,127.0,291.0,227.0
dapD_1_42_MM6,1922.0,1072.0,1955.0,165.0,956.0,1116.0,30.0,281.0,415.0,527.0,18.0,3119.0,5013.0,239.0,2422.0,491.0,1316.0,673.0,29.0,28.0,6.0,18.0,428.0,152.0,475.0,501.0,0.0,0.0,214.0,10.0,528.0,18.0,147.0,131.0,1335.0,22.0,29.0,592.0,36.0,390.0,248.0,746.0,113.0,987.0,4.0,820.0,74.0,2.0,135.0,44.0,2.0,163.0,1480.0,246.0,544.0,576.0,3891.0,419.0,30.0,404.0,764.0,198.0,26.0,1178.0,3.0,1046.0,83.0,99.0,128.0,1.0,5.0,316.0,251.0,163.0,141.0,749.0,288.0,3.0,53.0,510.0,0.0,972.0,100.0,487.0,1554.0,461.0
dapD_1_42_MM8,3289.0,3856.0,2233.0,45.0,2592.0,3936.0,2004.0,1745.0,1020.0,1181.0,1087.0,2282.0,8822.0,156.0,777.0,324.0,864.0,1323.0,28.0,22.0,118.0,39.0,94.0,228.0,868.0,544.0,83.0,131.0,369.0,0.0,293.0,131.0,216.0,6.0,1512.0,1.0,692.0,417.0,98.0,1134.0,323.0,782.0,626.0,1483.0,20.0,389.0,34.0,22.0,168.0,199.0,24.0,473.0,2190.0,1759.0,11.0,978.0,5813.0,1545.0,515.0,1253.0,2742.0,2119.0,349.0,853.0,1.0,260.0,135.0,21.0,92.0,165.0,320.0,181.0,200.0,107.0,239.0,503.0,3987.0,285.0,4749.0,2687.0,0.0,2676.0,69.0,338.0,704.0,465.0
dapF_1_79_C,1849.0,1267.0,1797.0,235.0,471.0,761.0,220.0,1382.0,117.0,720.0,208.0,25.0,795.0,3914.0,257.0,1146.0,1456.0,1660.0,148.0,117.0,408.0,18.0,5.0,43.0,952.0,421.0,1.0,73.0,701.0,0.0,53.0,175.0,292.0,27.0,291.0,2.0,355.0,538.0,6.0,70.0,284.0,328.0,4.0,561.0,239.0,222.0,9.0,0.0,324.0,1.0,63.0,245.0,2407.0,1903.0,5.0,283.0,3940.0,2255.0,983.0,74.0,1101.0,265.0,215.0,1469.0,85.0,1149.0,70.0,2.0,16.0,2.0,81.0,2.0,40.0,102.0,101.0,21.0,1660.0,78.0,1516.0,942.0,0.0,1789.0,115.0,522.0,677.0,255.0
dapF_1_79_MM10,3356.0,2116.0,5274.0,854.0,4142.0,1455.0,1392.0,274.0,108.0,1039.0,400.0,410.0,753.0,983.0,16954.0,4293.0,6559.0,7828.0,63.0,316.0,863.0,109.0,19.0,901.0,2568.0,174.0,94.0,63.0,4589.0,0.0,291.0,16.0,407.0,7.0,950.0,30.0,1457.0,3411.0,56.0,5506.0,53.0,216.0,96.0,4868.0,25.0,1009.0,4.0,24.0,86.0,205.0,151.0,117.0,10338.0,237.0,1284.0,244.0,11580.0,751.0,441.0,748.0,8936.0,2119.0,1108.0,881.0,66.0,7646.0,72.0,94.0,157.0,2.0,1.0,35.0,105.0,51.0,55.0,764.0,289.0,28.0,2720.0,848.0,0.0,3446.0,1576.0,186.0,420.0,190.0
dapF_1_79_MM4,3136.0,5169.0,11895.0,426.0,1750.0,2535.0,2004.0,859.0,272.0,2366.0,197.0,791.0,2692.0,2244.0,4148.0,18611.0,3126.0,16330.0,17.0,111.0,649.0,102.0,102.0,962.0,1374.0,171.0,278.0,311.0,4128.0,2.0,88.0,103.0,407.0,47.0,9122.0,86.0,2230.0,541.0,12.0,1564.0,248.0,1465.0,375.0,2262.0,316.0,546.0,203.0,185.0,158.0,14.0,425.0,1702.0,7008.0,1246.0,687.0,1720.0,12351.0,4098.0,889.0,1400.0,4486.0,1566.0,1174.0,3835.0,9.0,2182.0,241.0,139.0,74.0,0.0,47.0,200.0,195.0,18.0,106.0,998.0,1365.0,33.0,9591.0,5754.0,0.0,3440.0,2511.0,971.0,802.0,1240.0
dapF_1_79_MM6,2648.0,5164.0,6702.0,349.0,3726.0,1214.0,607.0,1145.0,608.0,17669.0,281.0,1002.0,797.0,1820.0,9756.0,3071.0,25855.0,39635.0,73.0,231.0,321.0,98.0,342.0,1300.0,2717.0,362.0,82.0,63.0,5485.0,20.0,460.0,196.0,335.0,10.0,13093.0,182.0,3370.0,13489.0,146.0,2183.0,1592.0,2143.0,263.0,11424.0,111.0,2283.0,6.0,326.0,682.0,2128.0,62.0,2431.0,9382.0,1008.0,788.0,94.0,23052.0,2227.0,1233.0,1228.0,9885.0,2291.0,31.0,2014.0,56.0,12117.0,201.0,13.0,42.0,25.0,5.0,164.0,95.0,301.0,315.0,630.0,1290.0,6.0,3687.0,8198.0,0.0,11117.0,4148.0,1012.0,1028.0,294.0
dapF_1_79_MM8,3324.0,10162.0,19698.0,542.0,5083.0,2934.0,2101.0,745.0,1050.0,9169.0,416.0,242.0,4920.0,819.0,22426.0,4850.0,16190.0,69345.0,218.0,170.0,1068.0,31.0,138.0,3799.0,5636.0,1043.0,90.0,14.0,15494.0,0.0,1174.0,340.0,457.0,63.0,23830.0,28.0,6114.0,5421.0,74.0,4618.0,1104.0,1964.0,806.0,14706.0,425.0,2100.0,5.0,300.0,212.0,45.0,407.0,3499.0,7854.0,1232.0,971.0,405.0,40396.0,1986.0,743.0,1872.0,20958.0,3810.0,3772.0,1880.0,55.0,9468.0,1767.0,183.0,162.0,7.0,11.0,102.0,155.0,103.0,152.0,357.0,3048.0,88.0,22057.0,7660.0,0.0,11155.0,340.0,1522.0,3926.0,817.0
dnaB_1_16_B_MM4,119.0,347.0,125.0,2.0,24.0,22.0,5.0,63.0,100.0,139.0,2.0,46.0,3.0,27.0,66.0,37.0,90.0,249.0,451.0,303.0,159.0,23.0,1.0,65.0,30.0,190.0,0.0,0.0,2.0,0.0,3.0,1.0,90.0,1.0,191.0,3.0,46.0,7.0,2.0,2.0,2.0,5.0,0.0,44.0,0.0,18.0,0.0,0.0,0.0,24.0,0.0,6.0,5.0,87.0,22.0,4.0,501.0,123.0,15.0,2.0,15.0,24.0,2.0,1.0,60.0,240.0,37.0,33.0,4.0,0.0,0.0,51.0,91.0,1.0,0.0,35.0,203.0,64.0,49.0,104.0,0.0,99.0,1.0,41.0,42.0,95.0
dnaB_1_16_B_MM6,165.0,66.0,593.0,22.0,407.0,102.0,158.0,343.0,30.0,390.0,29.0,16.0,98.0,63.0,142.0,392.0,144.0,189.0,53.0,754.0,335.0,17.0,1.0,70.0,72.0,2.0,0.0,60.0,169.0,0.0,3.0,103.0,31.0,1.0,1842.0,0.0,32.0,75.0,0.0,39.0,2.0,207.0,11.0,207.0,68.0,46.0,79.0,119.0,1.0,30.0,0.0,37.0,396.0,96.0,2.0,128.0,1228.0,277.0,289.0,133.0,117.0,4.0,0.0,38.0,0.0,476.0,3.0,63.0,119.0,15.0,0.0,3.0,5.0,2.0,91.0,21.0,264.0,3.0,99.0,59.0,0.0,220.0,173.0,556.0,76.0,423.0
dnaB_1_16_B_MM8,375.0,410.0,3066.0,6.0,1245.0,569.0,352.0,286.0,90.0,1105.0,551.0,142.0,138.0,249.0,701.0,665.0,526.0,2167.0,72.0,332.0,3093.0,1.0,172.0,140.0,655.0,328.0,2.0,34.0,49.0,0.0,45.0,30.0,248.0,0.0,317.0,3.0,817.0,203.0,142.0,13.0,311.0,63.0,20.0,1764.0,20.0,202.0,135.0,0.0,621.0,227.0,1.0,136.0,1141.0,597.0,74.0,43.0,3508.0,446.0,11.0,405.0,557.0,343.0,49.0,434.0,1.0,1086.0,3.0,27.0,136.0,1.0,0.0,35.0,88.0,124.0,68.0,202.0,293.0,0.0,1583.0,2001.0,0.0,438.0,479.0,74.0,37.0,14.0
dnaB_1_16_C,66.0,12.0,293.0,70.0,146.0,418.0,113.0,51.0,37.0,142.0,2.0,71.0,67.0,44.0,107.0,3.0,106.0,198.0,3.0,13.0,76.0,576.0,1.0,2.0,142.0,6.0,1.0,0.0,28.0,0.0,9.0,22.0,110.0,1.0,195.0,25.0,67.0,4.0,113.0,41.0,28.0,38.0,1.0,7.0,16.0,72.0,0.0,0.0,0.0,0.0,5.0,135.0,42.0,145.0,11.0,1.0,1533.0,76.0,34.0,18.0,23.0,52.0,9.0,6.0,20.0,183.0,45.0,0.0,1.0,0.0,3.0,3.0,35.0,1.0,131.0,93.0,105.0,0.0,71.0,297.0,0.0,311.0,29.0,86.0,134.0,127.0
dnaE_1_10_B_MM10,1442.0,811.0,1792.0,290.0,1374.0,178.0,638.0,855.0,438.0,2271.0,318.0,293.0,368.0,323.0,340.0,304.0,2248.0,3900.0,95.0,0.0,79.0,2.0,2329.0,173.0,506.0,86.0,3.0,3.0,1243.0,0.0,240.0,222.0,57.0,4.0,153.0,0.0,13.0,113.0,1.0,431.0,690.0,249.0,52.0,3021.0,121.0,67.0,34.0,11.0,5.0,1.0,275.0,186.0,376.0,764.0,8.0,15.0,5483.0,79.0,387.0,602.0,3098.0,33.0,2494.0,831.0,28.0,253.0,2.0,13.0,14.0,0.0,5.0,5.0,88.0,65.0,242.0,56.0,1905.0,0.0,101.0,381.0,0.0,2170.0,21.0,267.0,271.0,193.0
dnaE_1_10_B_MM5,773.0,260.0,2065.0,94.0,2591.0,796.0,999.0,1327.0,594.0,2223.0,131.0,768.0,1194.0,1061.0,1140.0,857.0,1129.0,3111.0,28.0,109.0,39.0,143.0,329.0,4198.0,2861.0,777.0,79.0,3.0,377.0,67.0,347.0,250.0,203.0,5.0,2560.0,0.0,601.0,350.0,163.0,501.0,32.0,1206.0,287.0,424.0,103.0,41.0,111.0,54.0,183.0,31.0,18.0,88.0,1361.0,2310.0,70.0,780.0,6456.0,1312.0,146.0,624.0,2466.0,475.0,10.0,604.0,65.0,1369.0,124.0,8.0,5.0,1.0,15.0,144.0,81.0,4.0,8.0,371.0,974.0,33.0,131.0,2363.0,0.0,1456.0,282.0,681.0,1406.0,817.0
dnaE_1_10_B_MM8,3277.0,2115.0,7205.0,229.0,5789.0,3043.0,1158.0,1183.0,675.0,3791.0,372.0,1561.0,3104.0,695.0,8754.0,3090.0,5656.0,9682.0,46.0,184.0,808.0,71.0,453.0,3915.0,19815.0,2740.0,139.0,265.0,1395.0,25.0,1367.0,175.0,671.0,66.0,7492.0,3.0,2704.0,3805.0,115.0,1653.0,898.0,1225.0,473.0,4064.0,628.0,756.0,466.0,48.0,936.0,401.0,274.0,1435.0,5634.0,3169.0,739.0,2365.0,14671.0,5186.0,222.0,1598.0,6604.0,1315.0,66.0,1792.0,89.0,6451.0,130.0,879.0,655.0,70.0,140.0,147.0,827.0,75.0,266.0,1975.0,2608.0,239.0,4967.0,1566.0,0.0,2481.0,530.0,809.0,5133.0,609.0
dnaE_1_10_C,612.0,720.0,1188.0,269.0,668.0,730.0,563.0,353.0,148.0,339.0,255.0,305.0,280.0,322.0,832.0,1530.0,1914.0,2300.0,74.0,25.0,93.0,14.0,119.0,1135.0,2270.0,3500.0,110.0,56.0,188.0,0.0,591.0,20.0,262.0,2.0,1793.0,81.0,847.0,767.0,61.0,173.0,115.0,409.0,5.0,1135.0,93.0,119.0,36.0,104.0,20.0,77.0,175.0,664.0,531.0,1566.0,398.0,444.0,3649.0,554.0,354.0,272.0,2863.0,434.0,407.0,304.0,1.0,767.0,142.0,113.0,57.0,0.0,91.0,2.0,123.0,23.0,24.0,500.0,1047.0,79.0,749.0,451.0,0.0,687.0,308.0,545.0,1528.0,70.0
dnaX_1_33_B_MM3,153.0,25.0,312.0,8.0,26.0,19.0,17.0,191.0,30.0,138.0,75.0,46.0,1.0,31.0,3.0,170.0,3.0,149.0,35.0,20.0,0.0,0.0,0.0,12.0,45.0,2.0,211.0,1.0,11.0,19.0,0.0,2.0,1.0,0.0,90.0,0.0,2.0,70.0,1.0,1.0,23.0,2.0,1.0,3.0,67.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,4.0,0.0,183.0,114.0,5.0,63.0,144.0,39.0,1.0,29.0,1.0,105.0,46.0,49.0,27.0,0.0,0.0,34.0,69.0,2.0,1.0,1.0,108.0,2.0,73.0,71.0,0.0,145.0,21.0,548.0,29.0,52.0
dnaX_1_33_B_MM6,140.0,87.0,269.0,12.0,12.0,161.0,0.0,351.0,0.0,3.0,31.0,2.0,57.0,31.0,69.0,17.0,15.0,34.0,0.0,1.0,0.0,18.0,2.0,2.0,7.0,39.0,102.0,321.0,210.0,0.0,45.0,57.0,90.0,3.0,117.0,0.0,0.0,226.0,1.0,38.0,37.0,43.0,0.0,13.0,63.0,227.0,1.0,0.0,182.0,0.0,0.0,5.0,12.0,139.0,1.0,0.0,276.0,95.0,0.0,23.0,149.0,89.0,1.0,2.0,0.0,126.0,0.0,79.0,133.0,0.0,1.0,0.0,76.0,0.0,1.0,2.0,357.0,45.0,166.0,85.0,0.0,60.0,1.0,229.0,65.0,122.0
dnaX_1_33_B_MM9,2919.0,3710.0,17501.0,201.0,3882.0,2958.0,254.0,465.0,483.0,1676.0,338.0,169.0,699.0,952.0,13094.0,4231.0,10533.0,19660.0,7.0,71.0,696.0,17.0,161.0,102.0,751.0,198.0,77.0,8.0,35654.0,2.0,2027.0,204.0,173.0,11.0,8010.0,4.0,4064.0,3061.0,10.0,1568.0,544.0,1265.0,226.0,2838.0,19.0,913.0,160.0,72.0,178.0,178.0,9.0,710.0,14737.0,1565.0,34.0,588.0,32358.0,1218.0,1150.0,1153.0,8530.0,487.0,31.0,1419.0,21.0,6143.0,22.0,3297.0,45.0,24.0,99.0,168.0,174.0,98.0,43.0,1305.0,4137.0,34.0,20385.0,5006.0,0.0,6657.0,10276.0,2576.0,1848.0,843.0
dnaX_1_33_C,10.0,39.0,153.0,0.0,2.0,34.0,13.0,0.0,18.0,1.0,2.0,0.0,0.0,24.0,1.0,0.0,16.0,29.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,46.0,1.0,42.0,0.0,26.0,2.0,2.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,51.0,0.0,0.0,15.0,99.0,23.0,0.0
eno_3_219_B_MM10,316.0,1146.0,846.0,171.0,791.0,189.0,578.0,507.0,177.0,1476.0,316.0,393.0,1113.0,1022.0,1173.0,227.0,1895.0,914.0,31.0,130.0,2.0,35.0,507.0,136.0,226.0,214.0,0.0,2.0,2512.0,0.0,1797.0,5.0,7.0,58.0,732.0,0.0,914.0,530.0,29.0,9.0,336.0,305.0,5.0,63.0,153.0,1535.0,0.0,27.0,94.0,0.0,234.0,369.0,328.0,190.0,30.0,54.0,2447.0,640.0,1120.0,493.0,2004.0,958.0,242.0,1491.0,0.0,535.0,14.0,4.0,1.0,1.0,114.0,116.0,44.0,67.0,325.0,562.0,45.0,3.0,904.0,109.0,0.0,588.0,63.0,58.0,536.0,109.0
