,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,23286.0,4559.0,8441.0,1386.0,11791.0,10636.0,6957.0,7121.0,4668.0,5537.0,2765.0,5754.0,14892.0,2172.0,2795.0,3078.0,4918.0,9467.0,950.0,752.0,1231.0,510.0,650.0,2153.0,3212.0,1929.0,126.0,218.0,3651.0,82.0,880.0,668.0,2372.0,238.0,5420.0,464.0,2362.0,4858.0,318.0,3151.0,1458.0,893.0,628.0,5110.0,848.0,1912.0,151.0,978.0,955.0,743.0,499.0,1607.0,7662.0,3385.0,3105.0,1533.0,16662.0,4901.0,2267.0,1029.0,8407.0,2983.0,1541.0,2763.0,346.0,5551.0,1095.0,992.0,1046.0,884.0,111.0,397.0,1296.0,730.0,439.0,1601.0,5256.0,592.0,7097.0,9957.0,0.0,11248.0,2571.0,3126.0,4048.0,2221.0
dapA_1_98_B_MM7,3662.0,14935.0,5265.0,1078.0,9677.0,9814.0,1804.0,3926.0,2459.0,1802.0,295.0,1310.0,3771.0,1442.0,1540.0,3870.0,1067.0,4399.0,244.0,293.0,313.0,563.0,327.0,1121.0,2852.0,782.0,277.0,316.0,1237.0,53.0,669.0,140.0,1221.0,185.0,5337.0,136.0,1284.0,2547.0,74.0,1781.0,1620.0,1002.0,330.0,2215.0,332.0,777.0,391.0,157.0,259.0,677.0,515.0,693.0,7273.0,2441.0,1148.0,666.0,9336.0,2236.0,1076.0,1263.0,5216.0,3589.0,394.0,973.0,245.0,3522.0,587.0,486.0,643.0,25.0,58.0,1029.0,1851.0,220.0,442.0,1273.0,3085.0,327.0,2982.0,5472.0,0.0,4484.0,574.0,2089.0,3932.0,1464.0
dapA_1_98_B_MM9,7167.0,4244.0,27673.0,1913.0,8222.0,10510.0,7371.0,8071.0,5282.0,3807.0,5171.0,12017.0,6006.0,2552.0,3861.0,7578.0,7802.0,9679.0,646.0,858.0,1256.0,330.0,879.0,1108.0,4540.0,1321.0,110.0,269.0,5763.0,237.0,1013.0,912.0,2082.0,68.0,7451.0,491.0,1527.0,3770.0,119.0,3338.0,2511.0,1853.0,454.0,3610.0,440.0,2332.0,466.0,369.0,897.0,168.0,513.0,2023.0,7131.0,3153.0,3274.0,2955.0,26557.0,3681.0,1886.0,2042.0,7776.0,4229.0,653.0,4748.0,644.0,8396.0,987.0,799.0,2439.0,66.0,42.0,1706.0,1545.0,1075.0,774.0,3021.0,5735.0,510.0,6209.0,9170.0,0.0,12657.0,1286.0,2513.0,5227.0,3486.0
dapA_1_98_C,2798.0,1207.0,1892.0,3541.0,2290.0,2729.0,857.0,9590.0,862.0,695.0,791.0,1246.0,1301.0,233.0,1984.0,1598.0,1541.0,865.0,94.0,281.0,274.0,59.0,117.0,325.0,975.0,212.0,34.0,63.0,263.0,0.0,236.0,179.0,447.0,62.0,1479.0,23.0,521.0,50.0,48.0,745.0,364.0,1177.0,68.0,795.0,398.0,789.0,35.0,118.0,298.0,8.0,112.0,19.0,1112.0,714.0,385.0,508.0,3181.0,732.0,595.0,232.0,2214.0,1097.0,624.0,1389.0,35.0,2401.0,586.0,456.0,250.0,22.0,53.0,358.0,240.0,341.0,33.0,1309.0,538.0,30.0,689.0,1360.0,0.0,1886.0,245.0,428.0,489.0,425.0
dapB_3_239_B_MM10,7960.0,4587.0,10012.0,2562.0,27500.0,6255.0,4681.0,6847.0,4619.0,2530.0,1681.0,4193.0,3653.0,915.0,1844.0,2157.0,3089.0,4548.0,578.0,297.0,793.0,566.0,407.0,1410.0,2397.0,758.0,406.0,101.0,1568.0,40.0,576.0,554.0,1522.0,620.0,7424.0,143.0,2429.0,3245.0,422.0,3687.0,994.0,1790.0,693.0,5006.0,212.0,2516.0,165.0,872.0,611.0,840.0,576.0,1867.0,8416.0,3283.0,1277.0,1110.0,15208.0,2897.0,3044.0,1816.0,7871.0,1681.0,223.0,1675.0,215.0,4336.0,1751.0,874.0,1435.0,318.0,15.0,388.0,813.0,492.0,333.0,735.0,5164.0,122.0,2725.0,5228.0,0.0,15172.0,1421.0,3972.0,3603.0,3833.0
dapB_3_239_B_MM6,6398.0,3055.0,6490.0,1893.0,5126.0,14324.0,6358.0,4890.0,1823.0,1811.0,3449.0,2362.0,2803.0,1084.0,2158.0,3008.0,2262.0,3384.0,174.0,816.0,724.0,372.0,110.0,597.0,2479.0,1290.0,65.0,72.0,798.0,275.0,885.0,784.0,1698.0,175.0,3421.0,275.0,1607.0,3586.0,139.0,2213.0,1439.0,1342.0,244.0,1258.0,429.0,1729.0,118.0,266.0,456.0,23.0,149.0,599.0,2294.0,2166.0,873.0,1257.0,12986.0,3024.0,1093.0,2170.0,5607.0,1105.0,461.0,2239.0,794.0,2983.0,838.0,725.0,690.0,8.0,96.0,907.0,638.0,603.0,206.0,306.0,3972.0,54.0,2529.0,3580.0,0.0,7109.0,914.0,1714.0,4762.0,3418.0
dapB_3_239_B_MM9,6584.0,1544.0,7744.0,898.0,3921.0,2835.0,9289.0,6122.0,2579.0,1816.0,2243.0,1544.0,2657.0,855.0,1216.0,1538.0,2669.0,1973.0,65.0,425.0,242.0,53.0,199.0,531.0,1206.0,554.0,200.0,105.0,812.0,70.0,257.0,441.0,956.0,287.0,3219.0,151.0,962.0,949.0,328.0,1910.0,1015.0,936.0,198.0,1975.0,258.0,914.0,159.0,157.0,80.0,278.0,577.0,458.0,4715.0,3971.0,1617.0,982.0,6881.0,4014.0,202.0,2103.0,6460.0,1075.0,191.0,716.0,279.0,3093.0,585.0,353.0,613.0,56.0,364.0,303.0,427.0,843.0,837.0,1138.0,1185.0,272.0,1269.0,2728.0,0.0,4536.0,689.0,2652.0,1317.0,1606.0
dapB_3_239_C,8751.0,6078.0,3686.0,1276.0,6847.0,5283.0,3374.0,18624.0,1890.0,1849.0,1241.0,2130.0,4926.0,642.0,2814.0,2081.0,3170.0,5520.0,278.0,343.0,647.0,113.0,529.0,615.0,3474.0,616.0,287.0,459.0,1570.0,239.0,1193.0,337.0,1068.0,273.0,5822.0,246.0,1562.0,3214.0,282.0,2577.0,851.0,2797.0,1324.0,1804.0,297.0,1939.0,106.0,239.0,624.0,342.0,435.0,1603.0,3801.0,4274.0,1510.0,1023.0,13965.0,4412.0,2601.0,1836.0,5158.0,1176.0,278.0,3204.0,305.0,3850.0,1032.0,994.0,689.0,166.0,102.0,1230.0,753.0,218.0,286.0,1727.0,4789.0,753.0,1500.0,3731.0,0.0,7608.0,671.0,2851.0,4554.0,3536.0
dapD_1_42_C,4414.0,2237.0,4865.0,1301.0,3176.0,3053.0,1424.0,3862.0,9046.0,1611.0,1845.0,1532.0,4136.0,674.0,2219.0,1544.0,885.0,2211.0,202.0,103.0,904.0,143.0,326.0,857.0,2399.0,1130.0,138.0,86.0,1136.0,630.0,245.0,425.0,658.0,342.0,7117.0,33.0,837.0,1505.0,583.0,575.0,785.0,1149.0,553.0,1672.0,27.0,691.0,386.0,13.0,210.0,283.0,49.0,360.0,2773.0,1272.0,207.0,1029.0,5572.0,2462.0,443.0,1218.0,2173.0,1111.0,62.0,1701.0,672.0,3518.0,1171.0,650.0,568.0,91.0,227.0,451.0,524.0,778.0,259.0,950.0,3580.0,203.0,3147.0,2503.0,0.0,2580.0,681.0,1794.0,2933.0,1012.0
dapD_1_42_MM10,2513.0,1655.0,2206.0,127.0,2707.0,1386.0,1396.0,2191.0,607.0,5401.0,755.0,536.0,1795.0,140.0,1322.0,1490.0,2488.0,5059.0,174.0,57.0,341.0,8.0,11.0,429.0,926.0,480.0,56.0,9.0,138.0,0.0,295.0,700.0,712.0,53.0,1088.0,613.0,1071.0,962.0,62.0,575.0,570.0,850.0,128.0,660.0,90.0,577.0,3.0,55.0,97.0,377.0,50.0,1706.0,1947.0,722.0,866.0,1090.0,5169.0,1036.0,1003.0,882.0,1863.0,375.0,118.0,286.0,113.0,1037.0,314.0,241.0,367.0,94.0,676.0,185.0,1104.0,101.0,33.0,831.0,453.0,81.0,1852.0,1509.0,0.0,4842.0,288.0,769.0,1380.0,379.0
