,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapD_1_42_MM4,51.0,55.0,100.0,12.0,42.0,34.0,37.0,71.0,21.0,32.0,225.0,44.0,58.0,21.0,26.0,12.0,37.0,57.0,23.0,5.0,13.0,16.0,16.0,21.0,58.0,40.0,15.0,27.0,9.0,3.0,13.0,6.0,34.0,4.0,27.0,3.0,17.0,16.0,20.0,48.0,17.0,8.0,8.0,12.0,12.0,24.0,15.0,3.0,1.0,6.0,10.0,21.0,46.0,41.0,26.0,27.0,73.0,51.0,6.0,30.0,42.0,12.0,10.0,52.0,8.0,31.0,52.0,47.0,44.0,4.0,7.0,19.0,30.0,14.0,4.0,24.0,61.0,10.0,59.0,33.0,0.0,70.0,6.0,18.0,41.0,27.0
dapD_1_42_MM6,82.0,18.0,89.0,47.0,41.0,55.0,27.0,53.0,20.0,43.0,27.0,308.0,57.0,32.0,43.0,32.0,39.0,66.0,40.0,24.0,14.0,22.0,8.0,48.0,81.0,103.0,15.0,4.0,16.0,6.0,10.0,10.0,47.0,7.0,68.0,6.0,27.0,40.0,15.0,22.0,16.0,18.0,6.0,21.0,14.0,47.0,14.0,5.0,3.0,15.0,5.0,15.0,55.0,75.0,11.0,22.0,162.0,43.0,31.0,55.0,25.0,11.0,7.0,37.0,9.0,42.0,36.0,39.0,66.0,3.0,1.0,31.0,48.0,23.0,15.0,47.0,30.0,5.0,35.0,56.0,0.0,80.0,19.0,56.0,72.0,27.0
dapD_1_42_MM8,59.0,48.0,117.0,16.0,76.0,46.0,57.0,97.0,32.0,17.0,44.0,41.0,411.0,25.0,28.0,40.0,51.0,50.0,38.0,15.0,16.0,48.0,22.0,27.0,66.0,32.0,8.0,13.0,15.0,0.0,28.0,13.0,44.0,22.0,54.0,4.0,47.0,34.0,20.0,28.0,18.0,18.0,24.0,31.0,11.0,20.0,11.0,5.0,12.0,11.0,9.0,15.0,73.0,71.0,22.0,27.0,175.0,93.0,25.0,47.0,74.0,32.0,9.0,29.0,15.0,23.0,69.0,29.0,48.0,6.0,9.0,47.0,61.0,26.0,10.0,22.0,67.0,15.0,71.0,74.0,0.0,97.0,30.0,58.0,77.0,34.0
dapF_1_79_C,55.0,39.0,60.0,13.0,25.0,33.0,26.0,59.0,32.0,29.0,23.0,44.0,23.0,213.0,20.0,45.0,17.0,46.0,24.0,3.0,9.0,20.0,12.0,13.0,55.0,23.0,2.0,12.0,20.0,0.0,6.0,18.0,25.0,13.0,36.0,2.0,12.0,14.0,22.0,9.0,21.0,15.0,11.0,21.0,15.0,9.0,11.0,3.0,5.0,6.0,2.0,7.0,38.0,41.0,13.0,31.0,146.0,65.0,32.0,18.0,60.0,27.0,5.0,46.0,9.0,34.0,35.0,29.0,21.0,6.0,1.0,9.0,15.0,10.0,13.0,24.0,48.0,4.0,27.0,37.0,0.0,128.0,7.0,39.0,42.0,52.0
dapF_1_79_MM10,37.0,44.0,46.0,13.0,51.0,68.0,42.0,106.0,42.0,12.0,25.0,31.0,31.0,26.0,239.0,45.0,26.0,47.0,21.0,15.0,6.0,17.0,8.0,55.0,60.0,22.0,26.0,2.0,24.0,3.0,4.0,17.0,15.0,5.0,36.0,1.0,14.0,19.0,25.0,30.0,2.0,14.0,16.0,17.0,7.0,20.0,7.0,3.0,1.0,4.0,5.0,11.0,43.0,35.0,8.0,32.0,76.0,87.0,26.0,41.0,31.0,25.0,2.0,34.0,16.0,70.0,28.0,20.0,33.0,0.0,6.0,12.0,30.0,4.0,10.0,26.0,23.0,0.0,33.0,32.0,0.0,62.0,12.0,33.0,33.0,32.0
dapF_1_79_MM4,101.0,93.0,91.0,11.0,33.0,76.0,35.0,106.0,66.0,46.0,20.0,43.0,95.0,15.0,56.0,472.0,47.0,73.0,38.0,39.0,25.0,38.0,13.0,57.0,124.0,36.0,27.0,42.0,64.0,9.0,23.0,36.0,64.0,18.0,112.0,12.0,24.0,37.0,17.0,37.0,24.0,38.0,16.0,34.0,27.0,42.0,12.0,3.0,9.0,5.0,23.0,29.0,102.0,70.0,29.0,35.0,244.0,110.0,33.0,47.0,87.0,24.0,12.0,33.0,28.0,76.0,82.0,73.0,46.0,7.0,1.0,39.0,49.0,8.0,16.0,46.0,81.0,17.0,64.0,53.0,0.0,116.0,45.0,67.0,87.0,59.0
dapF_1_79_MM6,87.0,55.0,92.0,24.0,72.0,84.0,30.0,59.0,35.0,39.0,17.0,50.0,46.0,44.0,27.0,69.0,330.0,70.0,18.0,20.0,31.0,27.0,7.0,64.0,69.0,49.0,20.0,23.0,36.0,4.0,12.0,13.0,24.0,10.0,52.0,9.0,47.0,52.0,32.0,22.0,28.0,53.0,13.0,38.0,13.0,31.0,23.0,7.0,7.0,5.0,6.0,19.0,56.0,65.0,19.0,29.0,201.0,46.0,47.0,39.0,56.0,30.0,5.0,54.0,31.0,77.0,55.0,39.0,30.0,3.0,1.0,10.0,35.0,19.0,27.0,17.0,61.0,14.0,22.0,55.0,0.0,132.0,9.0,68.0,110.0,52.0
dapF_1_79_MM8,125.0,76.0,118.0,31.0,88.0,67.0,60.0,75.0,77.0,55.0,54.0,67.0,65.0,33.0,45.0,54.0,90.0,499.0,22.0,21.0,23.0,17.0,26.0,75.0,98.0,48.0,15.0,9.0,46.0,1.0,12.0,35.0,42.0,12.0,121.0,22.0,56.0,75.0,22.0,44.0,21.0,56.0,33.0,66.0,35.0,55.0,10.0,9.0,23.0,2.0,11.0,12.0,76.0,67.0,50.0,48.0,185.0,72.0,24.0,71.0,88.0,51.0,7.0,12.0,20.0,70.0,70.0,72.0,61.0,4.0,22.0,49.0,63.0,8.0,8.0,54.0,100.0,12.0,60.0,57.0,0.0,234.0,24.0,77.0,93.0,49.0
dnaB_1_16_B_MM4,65.0,84.0,61.0,14.0,41.0,45.0,35.0,90.0,40.0,38.0,32.0,57.0,45.0,23.0,15.0,52.0,37.0,60.0,227.0,28.0,25.0,24.0,29.0,13.0,72.0,32.0,24.0,13.0,9.0,3.0,2.0,12.0,28.0,1.0,36.0,17.0,22.0,47.0,13.0,21.0,18.0,6.0,6.0,20.0,0.0,11.0,16.0,4.0,0.0,5.0,5.0,12.0,22.0,46.0,15.0,26.0,137.0,43.0,33.0,31.0,23.0,28.0,14.0,6.0,9.0,68.0,23.0,29.0,43.0,2.0,1.0,5.0,48.0,19.0,10.0,20.0,60.0,10.0,43.0,23.0,0.0,48.0,1.0,56.0,74.0,10.0
dnaB_1_16_B_MM6,63.0,39.0,49.0,29.0,53.0,38.0,13.0,72.0,41.0,30.0,21.0,20.0,45.0,24.0,25.0,73.0,28.0,42.0,79.0,222.0,30.0,33.0,11.0,26.0,60.0,22.0,16.0,10.0,26.0,1.0,5.0,13.0,14.0,9.0,76.0,5.0,6.0,20.0,3.0,22.0,14.0,29.0,5.0,43.0,9.0,14.0,14.0,8.0,4.0,2.0,3.0,6.0,57.0,40.0,10.0,19.0,106.0,29.0,24.0,24.0,43.0,9.0,4.0,26.0,16.0,24.0,37.0,39.0,25.0,3.0,7.0,12.0,26.0,22.0,8.0,18.0,43.0,7.0,16.0,43.0,0.0,50.0,11.0,50.0,44.0,7.0
dnaB_1_16_B_MM8,46.0,24.0,51.0,9.0,44.0,47.0,28.0,39.0,49.0,33.0,40.0,19.0,35.0,29.0,27.0,29.0,27.0,60.0,7.0,33.0,205.0,21.0,22.0,40.0,65.0,42.0,9.0,11.0,11.0,3.0,13.0,10.0,29.0,7.0,36.0,4.0,15.0,11.0,9.0,4.0,12.0,14.0,8.0,22.0,4.0,25.0,4.0,0.0,3.0,2.0,1.0,8.0,45.0,36.0,12.0,9.0,129.0,34.0,13.0,26.0,36.0,20.0,6.0,19.0,9.0,40.0,39.0,34.0,38.0,2.0,7.0,14.0,42.0,11.0,8.0,23.0,33.0,1.0,50.0,63.0,0.0,39.0,16.0,30.0,32.0,17.0
dnaB_1_16_C,67.0,51.0,84.0,58.0,39.0,52.0,20.0,59.0,55.0,23.0,13.0,19.0,29.0,27.0,17.0,49.0,34.0,54.0,24.0,20.0,24.0,253.0,23.0,53.0,73.0,26.0,40.0,7.0,25.0,2.0,29.0,5.0,20.0,7.0,89.0,7.0,15.0,58.0,9.0,22.0,33.0,16.0,8.0,22.0,19.0,17.0,12.0,3.0,2.0,4.0,17.0,39.0,40.0,48.0,37.0,29.0,103.0,64.0,46.0,24.0,19.0,29.0,7.0,39.0,23.0,36.0,35.0,27.0,35.0,4.0,2.0,30.0,33.0,18.0,10.0,50.0,59.0,0.0,49.0,54.0,0.0,92.0,27.0,16.0,36.0,19.0
dnaE_1_10_B_MM10,62.0,44.0,56.0,14.0,35.0,24.0,16.0,50.0,26.0,28.0,17.0,37.0,16.0,22.0,15.0,23.0,25.0,39.0,33.0,21.0,17.0,19.0,224.0,35.0,80.0,20.0,12.0,20.0,65.0,0.0,15.0,10.0,37.0,5.0,26.0,0.0,17.0,25.0,10.0,22.0,9.0,12.0,12.0,15.0,7.0,37.0,28.0,3.0,42.0,0.0,6.0,9.0,26.0,43.0,7.0,16.0,111.0,48.0,18.0,48.0,29.0,23.0,11.0,23.0,4.0,43.0,11.0,34.0,26.0,7.0,11.0,23.0,28.0,6.0,8.0,9.0,59.0,1.0,30.0,53.0,0.0,53.0,3.0,46.0,35.0,5.0
dnaE_1_10_B_MM5,112.0,69.0,93.0,28.0,106.0,87.0,48.0,99.0,75.0,31.0,48.0,62.0,89.0,57.0,47.0,78.0,62.0,97.0,45.0,53.0,16.0,50.0,45.0,412.0,145.0,53.0,28.0,19.0,45.0,4.0,7.0,33.0,86.0,9.0,137.0,10.0,38.0,47.0,28.0,43.0,14.0,34.0,18.0,31.0,31.0,30.0,25.0,12.0,16.0,1.0,4.0,20.0,71.0,118.0,29.0,29.0,270.0,103.0,17.0,58.0,90.0,25.0,8.0,44.0,38.0,86.0,83.0,55.0,75.0,3.0,8.0,17.0,67.0,21.0,33.0,41.0,89.0,11.0,56.0,115.0,0.0,118.0,12.0,106.0,96.0,52.0
dnaE_1_10_B_MM8,269.0,166.0,273.0,78.0,222.0,182.0,47.0,219.0,175.0,101.0,91.0,84.0,169.0,89.0,125.0,144.0,142.0,259.0,108.0,128.0,90.0,99.0,62.0,85.0,1411.0,99.0,64.0,63.0,87.0,10.0,75.0,47.0,153.0,54.0,259.0,12.0,126.0,122.0,44.0,38.0,75.0,63.0,37.0,106.0,54.0,103.0,140.0,10.0,14.0,17.0,21.0,27.0,132.0,169.0,49.0,96.0,485.0,155.0,114.0,103.0,214.0,75.0,19.0,107.0,65.0,264.0,115.0,133.0,153.0,18.0,21.0,83.0,154.0,55.0,47.0,143.0,161.0,14.0,221.0,148.0,0.0,285.0,41.0,180.0,343.0,88.0
dnaE_1_10_C,76.0,54.0,108.0,30.0,78.0,93.0,27.0,93.0,55.0,30.0,43.0,39.0,43.0,38.0,38.0,59.0,60.0,60.0,25.0,19.0,24.0,45.0,27.0,80.0,149.0,367.0,18.0,10.0,56.0,3.0,21.0,20.0,35.0,10.0,89.0,15.0,41.0,55.0,30.0,30.0,21.0,46.0,9.0,34.0,21.0,30.0,11.0,4.0,7.0,1.0,11.0,30.0,70.0,101.0,32.0,34.0,219.0,84.0,51.0,60.0,36.0,47.0,4.0,15.0,28.0,85.0,75.0,73.0,47.0,7.0,5.0,56.0,68.0,38.0,34.0,38.0,75.0,18.0,53.0,65.0,0.0,118.0,21.0,97.0,84.0,42.0
dnaX_1_33_B_MM3,27.0,33.0,60.0,7.0,23.0,34.0,16.0,46.0,28.0,16.0,16.0,8.0,35.0,29.0,19.0,25.0,6.0,22.0,13.0,16.0,11.0,21.0,8.0,19.0,46.0,28.0,148.0,12.0,19.0,10.0,2.0,11.0,35.0,4.0,17.0,7.0,6.0,23.0,12.0,26.0,7.0,4.0,14.0,11.0,8.0,20.0,10.0,1.0,5.0,4.0,4.0,10.0,53.0,27.0,8.0,15.0,71.0,52.0,19.0,19.0,55.0,14.0,2.0,15.0,5.0,34.0,20.0,39.0,34.0,1.0,6.0,16.0,38.0,6.0,7.0,18.0,38.0,11.0,19.0,24.0,0.0,78.0,29.0,46.0,19.0,21.0
dnaX_1_33_B_MM6,36.0,19.0,41.0,17.0,23.0,16.0,18.0,24.0,16.0,5.0,17.0,17.0,10.0,8.0,14.0,25.0,18.0,20.0,7.0,6.0,12.0,11.0,12.0,23.0,19.0,21.0,11.0,116.0,7.0,3.0,2.0,4.0,11.0,3.0,19.0,2.0,17.0,24.0,0.0,7.0,6.0,9.0,0.0,14.0,2.0,18.0,11.0,2.0,2.0,0.0,2.0,7.0,34.0,32.0,5.0,3.0,90.0,25.0,4.0,16.0,22.0,6.0,0.0,20.0,5.0,15.0,6.0,21.0,29.0,0.0,3.0,6.0,9.0,3.0,3.0,7.0,28.0,5.0,21.0,17.0,0.0,24.0,1.0,30.0,25.0,23.0
dnaX_1_33_B_MM9,67.0,52.0,92.0,16.0,42.0,48.0,16.0,84.0,43.0,40.0,17.0,26.0,47.0,30.0,21.0,70.0,60.0,58.0,26.0,20.0,22.0,39.0,43.0,31.0,67.0,31.0,15.0,21.0,326.0,2.0,5.0,23.0,47.0,31.0,66.0,1.0,46.0,33.0,13.0,23.0,24.0,17.0,8.0,27.0,5.0,37.0,18.0,3.0,1.0,0.0,4.0,21.0,68.0,48.0,22.0,28.0,163.0,38.0,17.0,40.0,78.0,33.0,4.0,46.0,15.0,65.0,42.0,42.0,60.0,8.0,1.0,33.0,51.0,23.0,5.0,23.0,80.0,11.0,76.0,61.0,0.0,99.0,23.0,56.0,72.0,33.0
dnaX_1_33_C,7.0,3.0,9.0,1.0,1.0,10.0,6.0,4.0,20.0,3.0,7.0,6.0,4.0,1.0,2.0,5.0,1.0,3.0,9.0,2.0,10.0,6.0,0.0,5.0,8.0,0.0,3.0,1.0,0.0,19.0,0.0,3.0,8.0,1.0,18.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,2.0,11.0,4.0,0.0,7.0,9.0,6.0,0.0,7.0,4.0,6.0,4.0,1.0,8.0,0.0,0.0,4.0,14.0,2.0,1.0,2.0,6.0,1.0,0.0,6.0,0.0,8.0,1.0,11.0,6.0,5.0
eno_3_219_B_MM10,28.0,14.0,47.0,3.0,21.0,28.0,16.0,40.0,7.0,3.0,22.0,9.0,18.0,11.0,12.0,9.0,14.0,15.0,13.0,4.0,11.0,3.0,10.0,12.0,17.0,7.0,7.0,9.0,11.0,1.0,79.0,5.0,16.0,8.0,30.0,0.0,16.0,17.0,7.0,0.0,10.0,11.0,1.0,8.0,3.0,13.0,2.0,0.0,0.0,5.0,8.0,4.0,7.0,17.0,4.0,10.0,74.0,24.0,10.0,20.0,8.0,5.0,4.0,12.0,1.0,23.0,34.0,19.0,13.0,2.0,9.0,5.0,2.0,10.0,4.0,18.0,16.0,8.0,18.0,23.0,0.0,31.0,4.0,13.0,27.0,20.0
eno_3_219_B_MM5,24.0,9.0,30.0,16.0,36.0,30.0,8.0,37.0,14.0,9.0,5.0,25.0,15.0,18.0,18.0,31.0,19.0,20.0,8.0,5.0,24.0,13.0,10.0,14.0,38.0,17.0,18.0,18.0,8.0,3.0,9.0,134.0,51.0,6.0,34.0,4.0,13.0,32.0,7.0,10.0,4.0,8.0,7.0,11.0,8.0,18.0,9.0,3.0,3.0,0.0,2.0,5.0,23.0,33.0,7.0,7.0,93.0,28.0,25.0,16.0,28.0,12.0,5.0,15.0,4.0,18.0,46.0,19.0,21.0,0.0,1.0,5.0,17.0,17.0,5.0,21.0,39.0,11.0,6.0,30.0,0.0,46.0,7.0,17.0,24.0,14.0
eno_3_219_B_MM8,47.0,22.0,72.0,22.0,47.0,23.0,18.0,41.0,24.0,14.0,21.0,20.0,39.0,17.0,28.0,24.0,14.0,18.0,21.0,10.0,15.0,14.0,6.0,21.0,36.0,29.0,7.0,5.0,12.0,6.0,3.0,1.0,223.0,16.0,23.0,4.0,18.0,24.0,9.0,15.0,20.0,30.0,6.0,14.0,5.0,26.0,16.0,2.0,4.0,7.0,6.0,11.0,47.0,15.0,4.0,11.0,80.0,59.0,30.0,17.0,36.0,8.0,4.0,15.0,10.0,16.0,20.0,24.0,14.0,7.0,3.0,15.0,25.0,7.0,12.0,3.0,20.0,14.0,37.0,29.0,0.0,42.0,3.0,37.0,48.0,22.0
