,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,863.0,112.0,169.0,11.0,172.0,121.0,67.0,127.0,107.0,65.0,71.0,63.0,173.0,67.0,57.0,77.0,79.0,104.0,65.0,52.0,35.0,88.0,22.0,67.0,154.0,56.0,24.0,40.0,69.0,3.0,38.0,14.0,45.0,20.0,125.0,18.0,52.0,101.0,21.0,82.0,35.0,64.0,16.0,64.0,20.0,75.0,16.0,3.0,5.0,12.0,10.0,21.0,93.0,85.0,50.0,47.0,321.0,141.0,72.0,58.0,105.0,55.0,42.0,47.0,42.0,93.0,156.0,138.0,91.0,11.0,5.0,68.0,71.0,24.0,35.0,34.0,109.0,42.0,98.0,76.0,0.0,186.0,24.0,144.0,156.0,68.0
dapA_1_98_B_MM7,73.0,544.0,77.0,11.0,81.0,51.0,41.0,71.0,70.0,21.0,22.0,43.0,75.0,29.0,34.0,78.0,50.0,89.0,30.0,38.0,35.0,28.0,19.0,21.0,68.0,28.0,26.0,20.0,31.0,4.0,7.0,40.0,48.0,7.0,89.0,11.0,34.0,73.0,13.0,28.0,39.0,28.0,4.0,45.0,8.0,37.0,26.0,5.0,10.0,2.0,14.0,16.0,49.0,68.0,11.0,36.0,168.0,53.0,38.0,30.0,51.0,76.0,24.0,27.0,15.0,44.0,38.0,26.0,53.0,4.0,9.0,36.0,52.0,22.0,14.0,27.0,63.0,17.0,51.0,46.0,0.0,96.0,17.0,95.0,90.0,47.0
dapA_1_98_B_MM9,101.0,96.0,840.0,34.0,114.0,80.0,117.0,119.0,119.0,61.0,51.0,101.0,108.0,50.0,70.0,111.0,97.0,131.0,48.0,74.0,32.0,24.0,30.0,74.0,162.0,51.0,26.0,23.0,76.0,4.0,24.0,36.0,95.0,15.0,136.0,17.0,55.0,68.0,12.0,50.0,63.0,24.0,18.0,54.0,16.0,88.0,23.0,4.0,7.0,6.0,13.0,40.0,85.0,60.0,36.0,50.0,426.0,87.0,68.0,53.0,125.0,70.0,21.0,53.0,32.0,133.0,69.0,68.0,105.0,2.0,2.0,49.0,59.0,56.0,16.0,41.0,101.0,23.0,91.0,67.0,0.0,235.0,28.0,91.0,106.0,70.0
dapA_1_98_C,65.0,27.0,60.0,207.0,38.0,42.0,10.0,65.0,18.0,20.0,9.0,17.0,47.0,19.0,22.0,29.0,39.0,37.0,9.0,21.0,10.0,21.0,4.0,14.0,48.0,25.0,3.0,19.0,23.0,2.0,13.0,11.0,23.0,5.0,37.0,1.0,11.0,12.0,11.0,10.0,29.0,16.0,5.0,7.0,13.0,56.0,2.0,3.0,3.0,1.0,12.0,7.0,37.0,35.0,7.0,9.0,142.0,50.0,13.0,24.0,29.0,29.0,5.0,13.0,4.0,34.0,36.0,41.0,29.0,4.0,11.0,20.0,15.0,18.0,5.0,15.0,21.0,14.0,15.0,35.0,0.0,72.0,2.0,16.0,23.0,27.0
dapB_3_239_B_MM10,108.0,76.0,131.0,37.0,679.0,97.0,75.0,93.0,43.0,53.0,45.0,85.0,65.0,18.0,30.0,70.0,70.0,97.0,36.0,33.0,40.0,45.0,14.0,72.0,99.0,29.0,15.0,17.0,28.0,2.0,15.0,30.0,57.0,16.0,69.0,6.0,38.0,54.0,39.0,42.0,27.0,37.0,20.0,52.0,15.0,33.0,12.0,14.0,6.0,12.0,13.0,36.0,86.0,88.0,26.0,57.0,244.0,103.0,63.0,51.0,88.0,23.0,9.0,23.0,14.0,80.0,118.0,61.0,102.0,12.0,9.0,42.0,48.0,24.0,22.0,69.0,125.0,24.0,80.0,84.0,0.0,162.0,23.0,76.0,56.0,35.0
dapB_3_239_B_MM6,144.0,71.0,106.0,76.0,75.0,487.0,48.0,90.0,62.0,29.0,50.0,60.0,59.0,42.0,42.0,83.0,59.0,74.0,33.0,26.0,12.0,31.0,10.0,60.0,86.0,31.0,13.0,8.0,18.0,5.0,15.0,25.0,43.0,14.0,49.0,4.0,41.0,81.0,18.0,43.0,19.0,44.0,10.0,51.0,28.0,57.0,11.0,4.0,31.0,13.0,15.0,9.0,67.0,67.0,15.0,23.0,207.0,86.0,39.0,53.0,65.0,22.0,1.0,31.0,24.0,65.0,108.0,42.0,40.0,5.0,1.0,38.0,44.0,24.0,22.0,52.0,93.0,23.0,54.0,64.0,0.0,71.0,22.0,49.0,70.0,46.0
dapB_3_239_B_MM9,73.0,22.0,86.0,27.0,77.0,69.0,335.0,101.0,51.0,14.0,30.0,40.0,56.0,24.0,29.0,38.0,55.0,31.0,6.0,12.0,13.0,25.0,24.0,18.0,67.0,11.0,12.0,5.0,19.0,4.0,7.0,21.0,55.0,19.0,49.0,1.0,28.0,59.0,16.0,29.0,17.0,26.0,18.0,20.0,13.0,36.0,2.0,1.0,12.0,2.0,6.0,14.0,48.0,50.0,41.0,39.0,183.0,55.0,18.0,42.0,57.0,16.0,2.0,12.0,9.0,48.0,39.0,44.0,25.0,8.0,1.0,17.0,19.0,10.0,6.0,27.0,27.0,8.0,50.0,36.0,0.0,99.0,12.0,37.0,35.0,23.0
dapB_3_239_C,183.0,128.0,116.0,35.0,139.0,86.0,45.0,699.0,63.0,44.0,80.0,71.0,146.0,49.0,50.0,74.0,71.0,91.0,27.0,17.0,25.0,52.0,18.0,36.0,134.0,37.0,42.0,29.0,32.0,12.0,14.0,15.0,87.0,29.0,162.0,11.0,44.0,93.0,34.0,49.0,32.0,44.0,26.0,50.0,30.0,64.0,10.0,8.0,26.0,4.0,18.0,27.0,80.0,112.0,46.0,41.0,320.0,121.0,22.0,52.0,109.0,32.0,16.0,48.0,17.0,92.0,57.0,36.0,58.0,6.0,8.0,31.0,65.0,32.0,17.0,37.0,127.0,22.0,49.0,88.0,0.0,92.0,30.0,86.0,125.0,61.0
dapD_1_42_C,111.0,55.0,92.0,59.0,95.0,79.0,18.0,122.0,440.0,17.0,36.0,40.0,52.0,25.0,32.0,57.0,33.0,90.0,11.0,14.0,70.0,14.0,18.0,35.0,88.0,26.0,12.0,18.0,50.0,8.0,12.0,17.0,36.0,7.0,89.0,6.0,46.0,52.0,28.0,26.0,24.0,9.0,9.0,26.0,17.0,25.0,15.0,3.0,11.0,2.0,6.0,12.0,70.0,69.0,38.0,24.0,175.0,60.0,27.0,41.0,57.0,27.0,2.0,57.0,17.0,69.0,31.0,53.0,42.0,1.0,3.0,36.0,40.0,21.0,5.0,33.0,53.0,8.0,87.0,48.0,0.0,110.0,24.0,66.0,98.0,30.0
dapD_1_42_MM10,45.0,32.0,51.0,17.0,45.0,32.0,24.0,41.0,17.0,200.0,16.0,12.0,35.0,8.0,14.0,7.0,9.0,53.0,7.0,10.0,23.0,8.0,2.0,17.0,35.0,23.0,3.0,4.0,15.0,1.0,5.0,16.0,31.0,5.0,21.0,2.0,30.0,21.0,12.0,26.0,13.0,13.0,6.0,9.0,4.0,17.0,1.0,4.0,5.0,0.0,2.0,21.0,49.0,19.0,20.0,3.0,122.0,31.0,18.0,36.0,20.0,1.0,0.0,22.0,9.0,39.0,33.0,18.0,31.0,6.0,16.0,7.0,22.0,13.0,1.0,24.0,29.0,6.0,43.0,20.0,0.0,100.0,13.0,17.0,65.0,45.0
