,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapD_1_42_MM4,2500.0,2856.0,6166.0,621.0,1988.0,1137.0,1632.0,6641.0,1107.0,1710.0,8849.0,5445.0,5126.0,323.0,2567.0,267.0,1085.0,2471.0,15.0,64.0,531.0,302.0,820.0,203.0,1307.0,1321.0,236.0,578.0,1669.0,5.0,521.0,11.0,1248.0,251.0,3001.0,171.0,2036.0,1009.0,275.0,7282.0,971.0,169.0,463.0,428.0,166.0,845.0,121.0,11.0,51.0,607.0,84.0,295.0,3247.0,1488.0,98.0,1063.0,5675.0,2775.0,613.0,2456.0,2491.0,2058.0,309.0,1905.0,224.0,2047.0,1176.0,497.0,456.0,56.0,186.0,632.0,1039.0,453.0,644.0,2608.0,6079.0,1765.0,5608.0,1900.0,0.0,6607.0,833.0,1168.0,3332.0,1355.0
dapD_1_42_MM6,3734.0,379.0,5377.0,2942.0,2212.0,4341.0,2346.0,1818.0,799.0,3370.0,2364.0,13550.0,2377.0,1512.0,2159.0,1314.0,3901.0,4327.0,628.0,242.0,368.0,322.0,65.0,2612.0,2514.0,2130.0,76.0,252.0,793.0,2.0,188.0,233.0,1708.0,232.0,8576.0,4.0,1902.0,1309.0,408.0,1384.0,890.0,1155.0,347.0,1532.0,141.0,2728.0,230.0,210.0,91.0,568.0,274.0,199.0,6442.0,7012.0,1340.0,1310.0,15678.0,2166.0,275.0,3089.0,2516.0,1161.0,25.0,2447.0,380.0,2658.0,1114.0,326.0,833.0,10.0,56.0,854.0,754.0,217.0,645.0,2163.0,2835.0,337.0,4057.0,3335.0,0.0,4314.0,847.0,2717.0,3805.0,499.0
dapD_1_42_MM8,3950.0,900.0,11178.0,1260.0,7393.0,1861.0,7628.0,6225.0,3686.0,1227.0,4198.0,1809.0,16430.0,960.0,1630.0,1050.0,3219.0,5755.0,674.0,872.0,566.0,1110.0,195.0,1788.0,1810.0,295.0,194.0,11.0,278.0,3.0,1991.0,235.0,4974.0,442.0,9561.0,494.0,1938.0,1461.0,374.0,4547.0,2220.0,859.0,1110.0,2950.0,480.0,847.0,129.0,909.0,212.0,757.0,572.0,249.0,6059.0,3124.0,679.0,1687.0,11527.0,3997.0,750.0,3641.0,1399.0,110.0,886.0,3663.0,269.0,2937.0,823.0,576.0,666.0,78.0,224.0,897.0,1055.0,1116.0,944.0,2086.0,5277.0,363.0,5549.0,5684.0,0.0,6949.0,1545.0,2255.0,2243.0,915.0
dapF_1_79_C,1662.0,3818.0,4867.0,1528.0,1635.0,1179.0,1331.0,1126.0,1611.0,798.0,1890.0,2049.0,1047.0,5112.0,1399.0,3046.0,1386.0,2115.0,68.0,16.0,31.0,137.0,417.0,151.0,879.0,411.0,181.0,85.0,161.0,1.0,53.0,826.0,498.0,76.0,1555.0,132.0,184.0,968.0,731.0,831.0,1604.0,550.0,507.0,1040.0,329.0,356.0,280.0,0.0,7.0,411.0,19.0,379.0,2424.0,2041.0,259.0,2101.0,6710.0,3686.0,3403.0,1033.0,2757.0,1551.0,81.0,2916.0,55.0,2613.0,153.0,241.0,217.0,13.0,5.0,153.0,126.0,188.0,281.0,510.0,1992.0,23.0,468.0,785.0,0.0,4226.0,17.0,3312.0,1692.0,943.0
dapF_1_79_MM10,5705.0,5500.0,7144.0,882.0,3462.0,3765.0,1216.0,4522.0,2430.0,1660.0,941.0,767.0,1896.0,1086.0,8198.0,3108.0,3540.0,7847.0,180.0,45.0,146.0,314.0,164.0,1846.0,2754.0,1387.0,62.0,145.0,3033.0,1.0,441.0,383.0,464.0,206.0,3427.0,6.0,745.0,1986.0,1588.0,2492.0,29.0,803.0,1092.0,1897.0,163.0,1142.0,27.0,30.0,259.0,233.0,212.0,1842.0,2952.0,4234.0,152.0,3317.0,7827.0,5729.0,1464.0,2899.0,3392.0,1497.0,15.0,3668.0,160.0,8984.0,867.0,559.0,93.0,88.0,97.0,529.0,54.0,118.0,140.0,1640.0,3085.0,11.0,843.0,2438.0,0.0,5035.0,577.0,964.0,1516.0,862.0
dapF_1_79_MM4,5730.0,5354.0,9606.0,835.0,2132.0,1964.0,2689.0,5686.0,5022.0,4012.0,2551.0,2395.0,5597.0,762.0,5170.0,14383.0,2666.0,4292.0,717.0,285.0,1099.0,120.0,495.0,2451.0,6087.0,903.0,210.0,1318.0,4860.0,91.0,2137.0,1439.0,1338.0,100.0,7074.0,405.0,1231.0,2266.0,448.0,3429.0,1282.0,1940.0,1518.0,1573.0,344.0,1585.0,129.0,414.0,430.0,891.0,1123.0,1970.0,6357.0,2163.0,3491.0,2790.0,23426.0,9135.0,1695.0,2685.0,5398.0,796.0,265.0,1782.0,151.0,3268.0,1156.0,1030.0,429.0,92.0,210.0,861.0,1014.0,453.0,181.0,318.0,4017.0,680.0,1973.0,2725.0,0.0,8727.0,1933.0,2819.0,8062.0,1638.0
dapF_1_79_MM6,5162.0,5307.0,14754.0,1451.0,6515.0,4328.0,3636.0,3643.0,1819.0,332.0,2041.0,5672.0,5215.0,4517.0,2899.0,8813.0,11785.0,6399.0,311.0,262.0,497.0,591.0,23.0,3782.0,2672.0,1444.0,323.0,280.0,4082.0,3.0,1492.0,80.0,923.0,362.0,682.0,108.0,2957.0,6665.0,288.0,3091.0,247.0,3167.0,37.0,2456.0,1388.0,900.0,2240.0,1067.0,310.0,22.0,199.0,1882.0,5619.0,5018.0,1227.0,2391.0,19173.0,2282.0,1248.0,2046.0,5001.0,1944.0,26.0,2525.0,515.0,7835.0,425.0,855.0,646.0,29.0,110.0,287.0,554.0,290.0,516.0,292.0,4712.0,290.0,3081.0,2475.0,0.0,6402.0,538.0,3103.0,10938.0,4796.0
dapF_1_79_MM8,6157.0,8199.0,9997.0,2954.0,8172.0,3634.0,4971.0,3939.0,1729.0,6937.0,4034.0,5686.0,4787.0,1585.0,3229.0,5237.0,7551.0,24827.0,298.0,282.0,872.0,371.0,685.0,2407.0,4404.0,2278.0,176.0,343.0,4710.0,0.0,656.0,576.0,2198.0,133.0,10994.0,323.0,1966.0,8143.0,107.0,4908.0,1512.0,2686.0,984.0,8673.0,1014.0,4536.0,99.0,499.0,1014.0,849.0,365.0,1063.0,4924.0,4795.0,3876.0,3147.0,16222.0,3336.0,602.0,3751.0,6620.0,5236.0,1005.0,583.0,760.0,3404.0,861.0,569.0,865.0,1205.0,704.0,1414.0,995.0,473.0,399.0,3758.0,4265.0,179.0,7713.0,3425.0,0.0,18028.0,3453.0,2228.0,4692.0,1435.0
dnaB_1_16_B_MM4,1222.0,1358.0,466.0,34.0,759.0,404.0,882.0,2165.0,242.0,514.0,533.0,555.0,744.0,456.0,57.0,676.0,837.0,640.0,2090.0,274.0,446.0,335.0,544.0,46.0,654.0,263.0,137.0,65.0,202.0,102.0,375.0,464.0,438.0,186.0,1150.0,105.0,214.0,632.0,343.0,434.0,32.0,28.0,3.0,1133.0,6.0,62.0,99.0,18.0,50.0,73.0,35.0,12.0,177.0,796.0,699.0,501.0,1068.0,1016.0,780.0,1254.0,324.0,120.0,186.0,8.0,63.0,579.0,318.0,323.0,401.0,26.0,42.0,35.0,514.0,90.0,147.0,171.0,246.0,457.0,322.0,322.0,0.0,694.0,18.0,2392.0,1607.0,293.0
dnaB_1_16_B_MM6,1717.0,476.0,1451.0,171.0,1621.0,732.0,358.0,1298.0,1091.0,405.0,213.0,918.0,881.0,428.0,1006.0,2433.0,681.0,1818.0,1448.0,2534.0,643.0,787.0,177.0,489.0,428.0,72.0,3.0,42.0,172.0,0.0,644.0,123.0,670.0,118.0,733.0,90.0,11.0,32.0,126.0,143.0,69.0,454.0,238.0,1323.0,90.0,194.0,215.0,6.0,77.0,10.0,191.0,25.0,1041.0,655.0,191.0,938.0,1537.0,514.0,364.0,736.0,834.0,309.0,170.0,98.0,121.0,482.0,237.0,315.0,122.0,21.0,51.0,106.0,388.0,344.0,85.0,350.0,1319.0,3.0,578.0,589.0,0.0,767.0,115.0,1318.0,860.0,43.0
dnaB_1_16_B_MM8,2818.0,478.0,825.0,132.0,2567.0,1573.0,560.0,876.0,1400.0,3012.0,1979.0,415.0,1663.0,582.0,662.0,360.0,1204.0,1549.0,392.0,688.0,3485.0,534.0,815.0,328.0,1420.0,370.0,113.0,9.0,492.0,36.0,1502.0,531.0,159.0,74.0,4900.0,73.0,425.0,112.0,85.0,147.0,525.0,117.0,48.0,1254.0,86.0,380.0,8.0,2.0,6.0,1.0,6.0,22.0,3562.0,950.0,587.0,999.0,4770.0,1766.0,99.0,599.0,1141.0,539.0,1920.0,509.0,129.0,958.0,327.0,214.0,209.0,19.0,175.0,344.0,242.0,314.0,7.0,192.0,614.0,7.0,1671.0,269.0,0.0,1220.0,255.0,582.0,1512.0,365.0
dnaB_1_16_C,251.0,899.0,1500.0,503.0,677.0,1097.0,870.0,1128.0,602.0,378.0,61.0,357.0,319.0,122.0,254.0,775.0,1020.0,641.0,579.0,395.0,241.0,2773.0,272.0,447.0,579.0,179.0,348.0,88.0,180.0,4.0,815.0,15.0,297.0,15.0,1969.0,134.0,259.0,255.0,8.0,200.0,200.0,202.0,129.0,107.0,100.0,17.0,3.0,84.0,29.0,38.0,47.0,782.0,904.0,432.0,162.0,635.0,1886.0,870.0,619.0,345.0,441.0,130.0,132.0,728.0,31.0,292.0,227.0,362.0,527.0,36.0,2.0,198.0,92.0,234.0,9.0,681.0,756.0,2.0,1159.0,657.0,0.0,1298.0,208.0,377.0,204.0,374.0
dnaE_1_10_B_MM10,4187.0,1026.0,1167.0,548.0,1566.0,866.0,872.0,1308.0,846.0,3901.0,892.0,1199.0,548.0,479.0,1098.0,133.0,1158.0,1944.0,442.0,337.0,596.0,70.0,4462.0,1398.0,2516.0,138.0,205.0,662.0,1784.0,1.0,383.0,110.0,302.0,289.0,1405.0,72.0,169.0,2428.0,232.0,1708.0,479.0,1187.0,413.0,1432.0,372.0,1176.0,603.0,44.0,997.0,10.0,128.0,21.0,354.0,1001.0,40.0,1573.0,7438.0,1001.0,79.0,2244.0,1611.0,1270.0,1440.0,24.0,8.0,3114.0,105.0,390.0,186.0,2.0,187.0,441.0,325.0,413.0,119.0,721.0,3238.0,6.0,3733.0,3419.0,0.0,1561.0,17.0,682.0,1098.0,369.0
dnaE_1_10_B_MM5,4752.0,3964.0,3983.0,1393.0,3966.0,3177.0,1487.0,1588.0,2278.0,1328.0,1742.0,2633.0,1593.0,1238.0,2449.0,3337.0,2776.0,4049.0,379.0,692.0,56.0,258.0,1217.0,8790.0,4485.0,2045.0,406.0,246.0,740.0,55.0,96.0,418.0,2372.0,48.0,4113.0,82.0,1836.0,933.0,589.0,1393.0,608.0,590.0,25.0,1320.0,193.0,310.0,568.0,224.0,480.0,28.0,371.0,794.0,3018.0,3106.0,897.0,1667.0,11448.0,2532.0,177.0,1331.0,3812.0,1102.0,215.0,1850.0,227.0,1965.0,1036.0,692.0,639.0,167.0,87.0,589.0,1782.0,462.0,425.0,1223.0,2014.0,150.0,2452.0,1491.0,0.0,2843.0,462.0,3018.0,4161.0,3120.0
dnaE_1_10_B_MM8,5591.0,5874.0,12762.0,2342.0,11135.0,5494.0,3435.0,6906.0,4432.0,4203.0,4713.0,2372.0,5687.0,1845.0,4181.0,4778.0,5513.0,12384.0,820.0,964.0,1827.0,539.0,1274.0,4311.0,37617.0,1718.0,1131.0,894.0,3909.0,320.0,3055.0,1158.0,2159.0,813.0,15763.0,126.0,3260.0,2457.0,1243.0,3244.0,1252.0,3255.0,1463.0,5425.0,463.0,1634.0,2054.0,623.0,765.0,700.0,428.0,973.0,3826.0,6685.0,724.0,5344.0,18535.0,5621.0,3588.0,2287.0,10245.0,2381.0,1451.0,2522.0,728.0,6232.0,1922.0,1045.0,1733.0,126.0,481.0,1408.0,2799.0,1308.0,1656.0,2539.0,4237.0,615.0,4521.0,5852.0,0.0,10489.0,2194.0,8502.0,13247.0,3894.0
dnaE_1_10_C,1625.0,844.0,5510.0,1901.0,2845.0,3890.0,790.0,2264.0,3291.0,2650.0,4238.0,866.0,1845.0,798.0,2425.0,1073.0,2610.0,3114.0,486.0,413.0,682.0,204.0,413.0,2848.0,7667.0,7453.0,168.0,56.0,2089.0,46.0,62.0,319.0,926.0,281.0,4137.0,204.0,1041.0,1406.0,339.0,1054.0,1711.0,771.0,197.0,1468.0,482.0,691.0,249.0,134.0,344.0,234.0,73.0,2251.0,2361.0,2796.0,2132.0,872.0,6163.0,1632.0,2582.0,2867.0,1366.0,1095.0,162.0,107.0,238.0,2378.0,1409.0,1001.0,390.0,72.0,228.0,767.0,1298.0,450.0,1767.0,606.0,1059.0,571.0,1735.0,2140.0,0.0,3377.0,1066.0,4813.0,1534.0,1685.0
dnaX_1_33_B_MM3,547.0,446.0,262.0,92.0,502.0,285.0,264.0,565.0,441.0,184.0,459.0,492.0,161.0,651.0,249.0,217.0,533.0,619.0,112.0,23.0,92.0,48.0,291.0,412.0,1131.0,470.0,1578.0,245.0,429.0,17.0,44.0,34.0,438.0,108.0,808.0,86.0,11.0,380.0,322.0,463.0,29.0,72.0,150.0,16.0,166.0,477.0,85.0,22.0,163.0,14.0,5.0,294.0,911.0,497.0,35.0,160.0,213.0,718.0,205.0,442.0,851.0,213.0,105.0,171.0,180.0,211.0,150.0,150.0,315.0,2.0,36.0,86.0,243.0,128.0,2.0,323.0,700.0,140.0,47.0,434.0,0.0,777.0,638.0,263.0,444.0,467.0
dnaX_1_33_B_MM6,109.0,216.0,1018.0,185.0,430.0,653.0,303.0,233.0,75.0,9.0,15.0,153.0,77.0,417.0,396.0,460.0,209.0,149.0,115.0,102.0,220.0,135.0,244.0,352.0,295.0,670.0,63.0,1116.0,89.0,4.0,29.0,69.0,140.0,3.0,13.0,1.0,227.0,492.0,11.0,71.0,34.0,128.0,2.0,265.0,69.0,271.0,114.0,57.0,2.0,0.0,1.0,208.0,306.0,44.0,5.0,2.0,826.0,191.0,6.0,153.0,334.0,318.0,19.0,4.0,16.0,261.0,2.0,305.0,75.0,1.0,148.0,126.0,58.0,83.0,1.0,234.0,528.0,130.0,148.0,202.0,0.0,546.0,77.0,859.0,62.0,45.0
dnaX_1_33_B_MM9,3748.0,6579.0,9241.0,1299.0,1202.0,4095.0,1800.0,4056.0,1679.0,5763.0,359.0,2890.0,837.0,1000.0,2140.0,6658.0,4732.0,5717.0,882.0,189.0,233.0,249.0,1795.0,1083.0,1966.0,826.0,250.0,1274.0,16689.0,82.0,304.0,1337.0,2859.0,894.0,7363.0,38.0,1380.0,2866.0,226.0,753.0,886.0,1583.0,89.0,3156.0,139.0,1048.0,69.0,262.0,57.0,8.0,515.0,3736.0,4289.0,2009.0,3067.0,796.0,15086.0,1502.0,1552.0,1468.0,2378.0,1312.0,212.0,1672.0,499.0,3092.0,272.0,864.0,1244.0,13.0,123.0,1192.0,804.0,626.0,219.0,1566.0,4285.0,349.0,6267.0,6849.0,0.0,7121.0,2500.0,1897.0,5287.0,1843.0
