,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapD_1_42_MM6,63.0,36.0,109.0,25.0,49.0,44.0,13.0,37.0,14.0,60.0,20.0,281.0,74.0,29.0,41.0,38.0,53.0,52.0,0.0,5.0,15.0,1.0,8.0,12.0,40.0,37.0,2.0,0.0,25.0,0.0,2.0,1.0,31.0,1.0,70.0,1.0,23.0,34.0,0.0,31.0,18.0,13.0,3.0,32.0,0.0,34.0,5.0,1.0,4.0,2.0,0.0,30.0,65.0,95.0,18.0,22.0,194.0,35.0,19.0,32.0,32.0,27.0,8.0,21.0,2.0,46.0,21.0,15.0,16.0,1.0,5.0,10.0,26.0,12.0,6.0,42.0,52.0,6.0,33.0,72.0,0.0,85.0,26.0,36.0,64.0,24.0
dapD_1_42_MM8,105.0,81.0,145.0,9.0,118.0,95.0,109.0,79.0,69.0,39.0,62.0,38.0,424.0,16.0,41.0,38.0,66.0,79.0,3.0,2.0,1.0,9.0,12.0,23.0,41.0,4.0,0.0,0.0,13.0,0.0,24.0,15.0,25.0,17.0,109.0,2.0,42.0,38.0,1.0,59.0,49.0,28.0,22.0,56.0,3.0,15.0,1.0,6.0,7.0,16.0,2.0,13.0,90.0,71.0,10.0,27.0,245.0,89.0,6.0,46.0,82.0,20.0,16.0,38.0,5.0,37.0,17.0,6.0,8.0,1.0,6.0,13.0,16.0,13.0,4.0,27.0,87.0,2.0,123.0,83.0,0.0,110.0,6.0,23.0,43.0,17.0
dapF_1_79_C,49.0,84.0,57.0,19.0,24.0,35.0,37.0,34.0,18.0,34.0,14.0,15.0,16.0,148.0,24.0,63.0,33.0,66.0,0.0,10.0,0.0,4.0,5.0,6.0,20.0,6.0,1.0,3.0,14.0,0.0,6.0,16.0,12.0,2.0,45.0,1.0,8.0,16.0,6.0,9.0,34.0,14.0,3.0,18.0,5.0,10.0,0.0,1.0,4.0,7.0,1.0,8.0,73.0,64.0,2.0,19.0,96.0,48.0,35.0,19.0,41.0,15.0,4.0,23.0,0.0,29.0,5.0,1.0,9.0,0.0,0.0,3.0,6.0,5.0,4.0,11.0,45.0,0.0,40.0,21.0,0.0,85.0,1.0,17.0,49.0,19.0
dapF_1_79_MM10,84.0,67.0,166.0,20.0,70.0,70.0,44.0,59.0,22.0,84.0,21.0,28.0,26.0,19.0,445.0,80.0,100.0,293.0,3.0,7.0,14.0,2.0,2.0,26.0,36.0,9.0,2.0,1.0,77.0,0.0,9.0,6.0,4.0,2.0,77.0,0.0,25.0,40.0,3.0,99.0,6.0,13.0,7.0,46.0,2.0,15.0,1.0,5.0,2.0,1.0,0.0,36.0,85.0,41.0,27.0,26.0,189.0,59.0,11.0,46.0,122.0,48.0,15.0,63.0,2.0,149.0,9.0,8.0,17.0,0.0,1.0,9.0,10.0,4.0,1.0,15.0,48.0,0.0,27.0,69.0,0.0,89.0,22.0,17.0,31.0,18.0
dapF_1_79_MM4,95.0,147.0,191.0,9.0,59.0,83.0,57.0,110.0,45.0,70.0,35.0,40.0,102.0,26.0,154.0,552.0,92.0,155.0,1.0,10.0,17.0,11.0,9.0,17.0,101.0,13.0,7.0,15.0,87.0,0.0,11.0,4.0,30.0,5.0,166.0,0.0,27.0,29.0,4.0,50.0,33.0,47.0,27.0,74.0,8.0,31.0,8.0,3.0,8.0,17.0,23.0,38.0,198.0,46.0,43.0,40.0,409.0,109.0,39.0,54.0,160.0,51.0,8.0,63.0,5.0,62.0,25.0,12.0,4.0,2.0,1.0,22.0,14.0,6.0,9.0,29.0,87.0,9.0,117.0,128.0,0.0,159.0,34.0,50.0,102.0,60.0
dapF_1_79_MM6,157.0,125.0,313.0,26.0,130.0,79.0,51.0,65.0,18.0,107.0,18.0,62.0,72.0,30.0,142.0,118.0,541.0,293.0,4.0,6.0,5.0,5.0,6.0,51.0,55.0,28.0,4.0,0.0,104.0,2.0,13.0,5.0,11.0,4.0,167.0,3.0,64.0,139.0,12.0,43.0,27.0,64.0,24.0,115.0,4.0,31.0,1.0,7.0,9.0,15.0,1.0,75.0,125.0,90.0,39.0,35.0,493.0,46.0,55.0,33.0,168.0,38.0,14.0,59.0,5.0,222.0,6.0,10.0,9.0,0.0,1.0,4.0,9.0,4.0,8.0,18.0,104.0,0.0,95.0,124.0,0.0,161.0,42.0,47.0,124.0,32.0
dapF_1_79_MM8,142.0,202.0,333.0,53.0,193.0,105.0,89.0,48.0,54.0,197.0,49.0,70.0,156.0,46.0,177.0,102.0,290.0,1143.0,6.0,5.0,16.0,3.0,13.0,49.0,99.0,44.0,1.0,1.0,139.0,2.0,34.0,9.0,20.0,6.0,337.0,10.0,124.0,168.0,5.0,102.0,45.0,77.0,27.0,167.0,17.0,89.0,4.0,14.0,11.0,9.0,11.0,28.0,133.0,80.0,75.0,27.0,498.0,95.0,27.0,67.0,302.0,110.0,21.0,45.0,7.0,184.0,10.0,13.0,10.0,3.0,7.0,18.0,22.0,7.0,8.0,66.0,109.0,9.0,219.0,146.0,0.0,368.0,52.0,84.0,119.0,47.0
dnaB_1_16_B_MM4,1.0,1.0,14.0,0.0,25.0,4.0,3.0,6.0,3.0,4.0,1.0,1.0,1.0,2.0,6.0,4.0,2.0,6.0,35.0,3.0,3.0,5.0,3.0,2.0,6.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,4.0,0.0,9.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,4.0,1.0,17.0,6.0,1.0,13.0,3.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,2.0,10.0,0.0,8.0,0.0,15.0,5.0,3.0
dnaB_1_16_B_MM6,12.0,3.0,17.0,1.0,17.0,10.0,2.0,9.0,5.0,5.0,3.0,3.0,2.0,3.0,6.0,13.0,8.0,22.0,9.0,41.0,3.0,6.0,1.0,7.0,12.0,0.0,0.0,4.0,4.0,0.0,6.0,0.0,6.0,0.0,20.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,0.0,13.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,12.0,6.0,0.0,5.0,24.0,7.0,1.0,3.0,7.0,2.0,1.0,3.0,0.0,7.0,1.0,2.0,3.0,0.0,0.0,1.0,48.0,4.0,2.0,2.0,12.0,0.0,4.0,7.0,0.0,13.0,7.0,9.0,6.0,2.0
dnaB_1_16_B_MM8,28.0,14.0,63.0,6.0,40.0,17.0,4.0,21.0,4.0,21.0,13.0,12.0,12.0,6.0,23.0,14.0,11.0,24.0,1.0,13.0,101.0,2.0,13.0,9.0,14.0,7.0,1.0,0.0,15.0,1.0,8.0,15.0,5.0,0.0,40.0,2.0,15.0,9.0,1.0,3.0,3.0,6.0,5.0,9.0,2.0,4.0,1.0,0.0,6.0,2.0,0.0,4.0,31.0,22.0,8.0,6.0,100.0,38.0,1.0,6.0,27.0,7.0,8.0,7.0,0.0,38.0,2.0,2.0,4.0,0.0,6.0,1.0,20.0,6.0,4.0,3.0,10.0,0.0,33.0,16.0,0.0,19.0,9.0,8.0,15.0,4.0
dnaB_1_16_C,9.0,15.0,13.0,8.0,12.0,6.0,9.0,15.0,5.0,5.0,5.0,0.0,1.0,4.0,4.0,11.0,5.0,16.0,3.0,2.0,0.0,37.0,1.0,7.0,1.0,1.0,1.0,0.0,4.0,0.0,8.0,3.0,1.0,2.0,19.0,3.0,4.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,9.0,6.0,11.0,2.0,3.0,23.0,3.0,5.0,1.0,7.0,6.0,1.0,9.0,1.0,10.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,11.0,0.0,9.0,11.0,0.0,20.0,4.0,1.0,9.0,0.0
dnaE_1_10_B_MM10,60.0,28.0,41.0,14.0,35.0,19.0,31.0,24.0,20.0,65.0,19.0,23.0,15.0,6.0,31.0,13.0,33.0,83.0,7.0,1.0,6.0,0.0,125.0,14.0,18.0,8.0,2.0,2.0,34.0,0.0,5.0,3.0,14.0,4.0,23.0,0.0,12.0,10.0,3.0,23.0,7.0,9.0,7.0,17.0,1.0,16.0,4.0,0.0,5.0,3.0,3.0,14.0,7.0,19.0,6.0,14.0,121.0,20.0,16.0,19.0,47.0,15.0,46.0,14.0,0.0,38.0,3.0,1.0,0.0,0.0,2.0,8.0,15.0,4.0,3.0,6.0,58.0,0.0,18.0,37.0,0.0,63.0,0.0,18.0,21.0,7.0
dnaE_1_10_B_MM5,39.0,70.0,61.0,12.0,87.0,46.0,37.0,28.0,41.0,30.0,20.0,35.0,62.0,14.0,39.0,35.0,49.0,67.0,2.0,4.0,2.0,15.0,4.0,196.0,68.0,17.0,9.0,4.0,8.0,1.0,5.0,3.0,6.0,0.0,119.0,8.0,20.0,21.0,2.0,15.0,17.0,9.0,9.0,13.0,1.0,10.0,5.0,5.0,5.0,5.0,1.0,14.0,78.0,50.0,17.0,18.0,160.0,48.0,14.0,34.0,59.0,28.0,4.0,17.0,2.0,33.0,9.0,6.0,4.0,2.0,4.0,8.0,21.0,7.0,11.0,20.0,48.0,0.0,43.0,44.0,0.0,62.0,13.0,46.0,72.0,44.0
dnaE_1_10_B_MM8,163.0,118.0,235.0,29.0,175.0,126.0,70.0,65.0,84.0,109.0,55.0,67.0,119.0,30.0,103.0,122.0,100.0,283.0,12.0,23.0,29.0,7.0,18.0,67.0,911.0,60.0,12.0,18.0,41.0,3.0,34.0,26.0,40.0,9.0,233.0,2.0,79.0,73.0,19.0,36.0,47.0,54.0,11.0,83.0,31.0,26.0,28.0,5.0,24.0,13.0,16.0,38.0,118.0,114.0,27.0,71.0,434.0,123.0,46.0,54.0,169.0,55.0,16.0,46.0,5.0,146.0,33.0,25.0,24.0,7.0,4.0,20.0,45.0,26.0,12.0,59.0,113.0,10.0,121.0,83.0,0.0,142.0,49.0,99.0,167.0,32.0
dnaE_1_10_C,41.0,21.0,80.0,8.0,33.0,37.0,24.0,25.0,41.0,39.0,20.0,46.0,37.0,22.0,28.0,50.0,31.0,60.0,0.0,7.0,11.0,2.0,7.0,36.0,93.0,144.0,4.0,0.0,6.0,0.0,7.0,15.0,14.0,3.0,76.0,1.0,17.0,38.0,4.0,22.0,18.0,17.0,2.0,25.0,1.0,6.0,1.0,3.0,6.0,3.0,5.0,33.0,33.0,63.0,15.0,8.0,87.0,50.0,34.0,22.0,56.0,13.0,10.0,7.0,7.0,25.0,5.0,6.0,4.0,0.0,0.0,14.0,7.0,9.0,14.0,13.0,21.0,5.0,29.0,31.0,0.0,54.0,22.0,80.0,35.0,28.0
dnaX_1_33_B_MM3,6.0,3.0,5.0,4.0,5.0,5.0,0.0,14.0,4.0,5.0,1.0,2.0,3.0,1.0,4.0,11.0,8.0,7.0,8.0,1.0,0.0,0.0,0.0,3.0,7.0,2.0,40.0,1.0,2.0,0.0,1.0,15.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,5.0,3.0,2.0,9.0,6.0,1.0,2.0,11.0,3.0,6.0,4.0,1.0,12.0,1.0,3.0,4.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,12.0,0.0,3.0,11.0,0.0,6.0,14.0,10.0,2.0,4.0
dnaX_1_33_B_MM6,1.0,1.0,21.0,0.0,4.0,8.0,1.0,6.0,1.0,1.0,2.0,13.0,0.0,3.0,14.0,7.0,2.0,9.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,0.0,0.0,18.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,6.0,3.0,5.0,0.0,1.0,6.0,0.0,2.0,1.0,4.0,2.0,0.0,0.0,10.0,10.0,0.0,2.0,7.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0,0.0,4.0,3.0,9.0,1.0,5.0
dnaX_1_33_B_MM9,75.0,86.0,235.0,17.0,86.0,70.0,51.0,37.0,32.0,94.0,18.0,44.0,37.0,14.0,114.0,103.0,154.0,204.0,8.0,7.0,3.0,6.0,19.0,8.0,14.0,13.0,0.0,6.0,588.0,1.0,16.0,4.0,26.0,19.0,129.0,2.0,41.0,101.0,3.0,35.0,13.0,43.0,4.0,64.0,1.0,17.0,3.0,2.0,3.0,4.0,1.0,68.0,182.0,63.0,18.0,13.0,375.0,48.0,31.0,28.0,87.0,35.0,5.0,30.0,3.0,113.0,27.0,18.0,10.0,1.0,2.0,23.0,9.0,8.0,2.0,39.0,119.0,4.0,167.0,104.0,0.0,176.0,79.0,81.0,107.0,20.0
dnaX_1_33_C,2.0,0.0,9.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,9.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,5.0,0.0
eno_3_219_B_MM10,26.0,21.0,38.0,14.0,14.0,46.0,12.0,55.0,8.0,33.0,7.0,22.0,14.0,12.0,13.0,7.0,35.0,40.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,12.0,0.0,86.0,3.0,10.0,4.0,16.0,0.0,16.0,12.0,2.0,2.0,6.0,12.0,0.0,4.0,7.0,17.0,0.0,1.0,4.0,0.0,5.0,2.0,13.0,18.0,4.0,3.0,105.0,30.0,35.0,10.0,17.0,9.0,4.0,29.0,0.0,25.0,17.0,2.0,3.0,3.0,2.0,3.0,1.0,5.0,6.0,6.0,12.0,0.0,36.0,32.0,0.0,35.0,2.0,7.0,21.0,5.0
eno_3_219_B_MM5,26.0,4.0,23.0,8.0,20.0,5.0,0.0,34.0,19.0,8.0,3.0,8.0,7.0,0.0,9.0,9.0,10.0,14.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,2.0,1.0,5.0,10.0,0.0,1.0,49.0,20.0,2.0,14.0,3.0,4.0,9.0,7.0,8.0,2.0,8.0,2.0,3.0,1.0,14.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,18.0,1.0,1.0,37.0,29.0,17.0,9.0,16.0,20.0,0.0,3.0,0.0,12.0,2.0,7.0,9.0,0.0,0.0,4.0,3.0,7.0,4.0,5.0,10.0,1.0,1.0,21.0,0.0,21.0,1.0,4.0,7.0,0.0
eno_3_219_B_MM8,27.0,5.0,37.0,7.0,22.0,13.0,7.0,21.0,9.0,8.0,17.0,5.0,12.0,5.0,14.0,16.0,4.0,25.0,0.0,1.0,1.0,1.0,0.0,6.0,10.0,5.0,3.0,0.0,3.0,0.0,2.0,5.0,88.0,2.0,13.0,5.0,11.0,5.0,5.0,6.0,7.0,11.0,7.0,10.0,2.0,7.0,4.0,5.0,1.0,0.0,4.0,2.0,19.0,8.0,4.0,15.0,71.0,44.0,22.0,31.0,23.0,7.0,0.0,15.0,3.0,8.0,4.0,8.0,4.0,3.0,0.0,6.0,9.0,4.0,8.0,2.0,15.0,6.0,11.0,11.0,0.0,48.0,1.0,6.0,50.0,14.0
