,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,31284.0,7153.0,13072.0,915.0,10545.0,11423.0,9316.0,7512.0,2503.0,4743.0,5320.0,2088.0,10730.0,1989.0,4711.0,2510.0,2193.0,7679.0,79.0,231.0,443.0,164.0,255.0,1029.0,1441.0,545.0,43.0,68.0,3263.0,11.0,1539.0,124.0,382.0,270.0,7980.0,240.0,1783.0,2474.0,55.0,3331.0,583.0,2169.0,110.0,5010.0,1062.0,2015.0,119.0,164.0,136.0,97.0,61.0,1915.0,4482.0,2721.0,567.0,1505.0,13586.0,3981.0,735.0,1684.0,3826.0,2093.0,1545.0,776.0,161.0,5053.0,417.0,661.0,334.0,86.0,66.0,266.0,1313.0,338.0,694.0,1888.0,4976.0,106.0,7790.0,2863.0,0.0,9186.0,1648.0,1200.0,2369.0,995.0
dapA_1_98_B_MM7,3644.0,25150.0,4197.0,713.0,8220.0,3542.0,4484.0,2395.0,1313.0,1457.0,1139.0,2635.0,4356.0,613.0,5619.0,1915.0,6292.0,6651.0,20.0,70.0,785.0,52.0,243.0,546.0,1778.0,403.0,27.0,123.0,1032.0,1.0,215.0,114.0,535.0,33.0,3725.0,55.0,885.0,3977.0,247.0,812.0,1685.0,1027.0,240.0,3215.0,82.0,1114.0,93.0,108.0,149.0,346.0,136.0,1068.0,2920.0,1780.0,269.0,645.0,13568.0,1043.0,1654.0,1094.0,4511.0,2924.0,480.0,707.0,14.0,2839.0,233.0,167.0,246.0,126.0,237.0,113.0,643.0,106.0,170.0,1059.0,4402.0,130.0,7141.0,2565.0,0.0,3409.0,565.0,1174.0,1468.0,547.0
dapA_1_98_B_MM9,7564.0,3752.0,56232.0,1136.0,12603.0,12576.0,9475.0,2148.0,1626.0,4638.0,2068.0,2950.0,5692.0,3131.0,6057.0,7330.0,13867.0,15918.0,139.0,545.0,768.0,190.0,701.0,1890.0,4554.0,1142.0,45.0,39.0,11824.0,61.0,1607.0,489.0,979.0,244.0,8664.0,115.0,2601.0,977.0,69.0,3925.0,1986.0,1082.0,185.0,6680.0,133.0,1281.0,117.0,208.0,296.0,388.0,291.0,5303.0,7381.0,2646.0,313.0,2158.0,38717.0,1790.0,795.0,1404.0,8486.0,3162.0,236.0,2588.0,172.0,16135.0,312.0,553.0,406.0,268.0,51.0,382.0,672.0,779.0,172.0,1418.0,4071.0,567.0,12908.0,4734.0,0.0,12372.0,1238.0,1234.0,3791.0,557.0
dapA_1_98_C,1719.0,830.0,512.0,5902.0,3722.0,1800.0,2035.0,1948.0,770.0,943.0,277.0,222.0,1878.0,295.0,569.0,676.0,2226.0,1439.0,54.0,96.0,25.0,25.0,23.0,208.0,430.0,198.0,2.0,9.0,805.0,2.0,48.0,132.0,1051.0,7.0,1728.0,45.0,280.0,229.0,43.0,176.0,313.0,341.0,534.0,1038.0,83.0,483.0,3.0,9.0,45.0,104.0,21.0,625.0,1137.0,609.0,303.0,156.0,9826.0,1688.0,192.0,251.0,715.0,866.0,135.0,565.0,8.0,1771.0,155.0,83.0,272.0,13.0,244.0,111.0,79.0,127.0,155.0,325.0,469.0,10.0,1784.0,916.0,0.0,2309.0,113.0,134.0,649.0,525.0
dapB_3_239_B_MM10,13032.0,12690.0,12645.0,2380.0,28095.0,5110.0,4844.0,2807.0,708.0,4132.0,1057.0,1919.0,1819.0,791.0,2358.0,1651.0,3397.0,6098.0,133.0,98.0,137.0,109.0,549.0,773.0,1905.0,748.0,34.0,32.0,2444.0,19.0,411.0,496.0,849.0,320.0,4248.0,32.0,1696.0,3067.0,116.0,1997.0,1594.0,2239.0,490.0,8360.0,248.0,1278.0,38.0,22.0,133.0,301.0,176.0,1407.0,7438.0,2395.0,1137.0,2982.0,11041.0,4093.0,384.0,1697.0,3846.0,985.0,501.0,321.0,166.0,3551.0,443.0,268.0,259.0,65.0,482.0,492.0,419.0,329.0,408.0,3049.0,3548.0,119.0,6332.0,4852.0,0.0,10317.0,253.0,996.0,2016.0,1181.0
dapB_3_239_B_MM6,8704.0,4633.0,16250.0,2280.0,5647.0,18699.0,1470.0,3876.0,917.0,1355.0,892.0,727.0,2969.0,551.0,2052.0,2523.0,2513.0,3007.0,83.0,186.0,216.0,169.0,221.0,540.0,1506.0,546.0,85.0,115.0,1210.0,47.0,1386.0,317.0,263.0,547.0,4804.0,52.0,1741.0,1387.0,92.0,1779.0,1858.0,1952.0,1262.0,2506.0,279.0,1330.0,19.0,52.0,179.0,46.0,182.0,686.0,1169.0,1891.0,1021.0,754.0,9192.0,1820.0,2006.0,2532.0,2720.0,1426.0,383.0,1234.0,122.0,1642.0,179.0,133.0,115.0,34.0,49.0,507.0,235.0,70.0,325.0,901.0,2715.0,369.0,2267.0,4084.0,0.0,3479.0,356.0,1861.0,2464.0,816.0
dapB_3_239_B_MM9,4437.0,2854.0,7867.0,2104.0,2262.0,1112.0,13673.0,3918.0,697.0,1337.0,765.0,1469.0,1673.0,606.0,1045.0,695.0,1666.0,1772.0,355.0,38.0,587.0,78.0,295.0,230.0,973.0,141.0,14.0,17.0,2026.0,1.0,196.0,160.0,2170.0,374.0,2860.0,27.0,572.0,2352.0,196.0,1335.0,663.0,507.0,72.0,1414.0,130.0,741.0,36.0,37.0,61.0,180.0,218.0,510.0,1451.0,969.0,394.0,794.0,8097.0,3242.0,625.0,1479.0,4838.0,803.0,421.0,751.0,26.0,1138.0,116.0,149.0,175.0,86.0,62.0,191.0,201.0,129.0,96.0,964.0,1093.0,117.0,2563.0,2384.0,0.0,5718.0,159.0,1104.0,719.0,464.0
dapB_3_239_C,9118.0,4305.0,5051.0,1783.0,4219.0,4218.0,1038.0,14677.0,763.0,1684.0,1229.0,988.0,2098.0,484.0,1424.0,1222.0,2662.0,1383.0,103.0,108.0,292.0,112.0,113.0,747.0,1140.0,350.0,47.0,59.0,917.0,29.0,364.0,345.0,1372.0,80.0,3985.0,65.0,2758.0,3377.0,164.0,1540.0,1560.0,1008.0,230.0,3757.0,312.0,902.0,28.0,37.0,248.0,195.0,96.0,537.0,1701.0,2672.0,420.0,971.0,9736.0,2924.0,2545.0,1573.0,3137.0,1932.0,136.0,1660.0,97.0,1804.0,179.0,158.0,190.0,115.0,67.0,320.0,332.0,314.0,491.0,1275.0,4243.0,194.0,1871.0,2376.0,0.0,5631.0,888.0,1214.0,3650.0,959.0
dapD_1_42_C,1633.0,1039.0,1549.0,890.0,1654.0,1943.0,628.0,925.0,7588.0,431.0,873.0,455.0,1469.0,838.0,641.0,1338.0,1175.0,2088.0,17.0,137.0,50.0,27.0,120.0,302.0,906.0,243.0,9.0,21.0,2786.0,0.0,239.0,216.0,292.0,23.0,2022.0,23.0,599.0,408.0,65.0,1109.0,190.0,559.0,115.0,817.0,205.0,1466.0,124.0,92.0,114.0,53.0,91.0,425.0,2300.0,640.0,880.0,547.0,9446.0,618.0,371.0,864.0,2062.0,218.0,907.0,912.0,88.0,2584.0,192.0,197.0,300.0,35.0,84.0,286.0,674.0,244.0,18.0,1917.0,3579.0,426.0,3287.0,685.0,0.0,3298.0,79.0,643.0,1407.0,547.0
dapD_1_42_MM10,3445.0,1957.0,7073.0,661.0,3200.0,1178.0,1468.0,2215.0,371.0,24646.0,494.0,851.0,1417.0,739.0,1518.0,886.0,1258.0,6266.0,8.0,49.0,710.0,32.0,91.0,393.0,1182.0,538.0,56.0,28.0,1460.0,4.0,187.0,106.0,463.0,149.0,831.0,29.0,2920.0,912.0,74.0,1466.0,607.0,197.0,132.0,1215.0,183.0,662.0,12.0,34.0,76.0,31.0,21.0,485.0,7928.0,424.0,206.0,493.0,12337.0,1125.0,363.0,775.0,3049.0,327.0,66.0,315.0,47.0,7792.0,89.0,109.0,205.0,8.0,44.0,41.0,223.0,74.0,57.0,618.0,1575.0,273.0,11031.0,2143.0,0.0,8272.0,589.0,690.0,3009.0,411.0
