,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,18832.0,2642.0,4072.0,577.0,3677.0,3633.0,2188.0,3913.0,2906.0,1594.0,3403.0,1476.0,5126.0,2010.0,1806.0,1824.0,838.0,2907.0,624.0,1664.0,670.0,2555.0,430.0,2482.0,3235.0,1265.0,309.0,725.0,1206.0,214.0,1146.0,439.0,889.0,826.0,4403.0,520.0,1418.0,1410.0,353.0,1624.0,602.0,1316.0,148.0,1735.0,897.0,2112.0,772.0,312.0,85.0,55.0,211.0,960.0,1820.0,2084.0,757.0,1592.0,7684.0,4526.0,922.0,2609.0,1707.0,1642.0,308.0,424.0,1477.0,2637.0,2569.0,2849.0,2037.0,103.0,206.0,1438.0,1936.0,948.0,955.0,1499.0,3152.0,357.0,2401.0,987.0,0.0,5723.0,970.0,2424.0,5212.0,2108.0
dapA_1_98_B_MM7,1395.0,10409.0,1460.0,280.0,1588.0,975.0,1091.0,1659.0,1228.0,348.0,512.0,1656.0,1927.0,573.0,1654.0,963.0,1809.0,1913.0,485.0,515.0,1030.0,927.0,392.0,752.0,2380.0,459.0,282.0,509.0,291.0,45.0,147.0,513.0,887.0,111.0,2097.0,293.0,604.0,1711.0,688.0,402.0,1066.0,453.0,265.0,1354.0,227.0,767.0,816.0,268.0,118.0,82.0,422.0,284.0,1099.0,1183.0,315.0,318.0,4895.0,1483.0,1244.0,1061.0,1332.0,1370.0,211.0,548.0,113.0,721.0,1205.0,1186.0,1323.0,541.0,300.0,400.0,1114.0,552.0,301.0,785.0,1930.0,466.0,1791.0,856.0,0.0,2055.0,221.0,2787.0,1482.0,892.0
dapA_1_98_B_MM9,2718.0,944.0,16831.0,1013.0,2392.0,2461.0,2005.0,1619.0,1867.0,926.0,1431.0,2386.0,3074.0,1968.0,1047.0,2628.0,2181.0,2384.0,1515.0,2229.0,682.0,1658.0,327.0,1799.0,3044.0,1294.0,579.0,517.0,1795.0,248.0,754.0,805.0,1937.0,314.0,2227.0,321.0,944.0,368.0,346.0,738.0,1660.0,813.0,108.0,1244.0,338.0,1203.0,807.0,260.0,121.0,162.0,516.0,1214.0,1834.0,1875.0,165.0,1372.0,9438.0,2084.0,638.0,1746.0,2057.0,1528.0,98.0,869.0,1054.0,3357.0,1685.0,2566.0,2059.0,456.0,164.0,751.0,1359.0,1715.0,384.0,977.0,1955.0,586.0,2405.0,1467.0,0.0,5548.0,258.0,1950.0,3783.0,860.0
dapA_1_98_C,1101.0,732.0,494.0,4732.0,1527.0,1061.0,640.0,1208.0,873.0,553.0,134.0,153.0,1428.0,167.0,388.0,565.0,1498.0,607.0,278.0,548.0,58.0,622.0,136.0,621.0,1407.0,211.0,246.0,99.0,496.0,39.0,44.0,258.0,994.0,68.0,1176.0,96.0,357.0,178.0,195.0,101.0,372.0,382.0,201.0,569.0,143.0,576.0,33.0,16.0,84.0,130.0,37.0,172.0,887.0,972.0,305.0,287.0,6572.0,1944.0,325.0,523.0,722.0,271.0,202.0,409.0,143.0,1344.0,697.0,473.0,976.0,93.0,221.0,160.0,301.0,295.0,400.0,284.0,734.0,48.0,662.0,602.0,0.0,2048.0,69.0,242.0,1073.0,662.0
dapB_3_239_B_MM10,3637.0,2922.0,3286.0,1502.0,12737.0,2006.0,1708.0,2612.0,1040.0,1393.0,1034.0,1470.0,1206.0,479.0,771.0,1118.0,1492.0,2391.0,1312.0,408.0,227.0,764.0,548.0,1197.0,2359.0,770.0,283.0,426.0,752.0,350.0,146.0,1287.0,1230.0,740.0,1769.0,213.0,906.0,1701.0,527.0,674.0,873.0,1151.0,250.0,2203.0,440.0,880.0,334.0,168.0,163.0,112.0,545.0,555.0,2584.0,1856.0,724.0,1703.0,3992.0,3309.0,469.0,1020.0,733.0,498.0,151.0,176.0,383.0,1892.0,2129.0,1970.0,1373.0,178.0,761.0,2114.0,950.0,771.0,766.0,2287.0,2289.0,270.0,2658.0,1848.0,0.0,5641.0,184.0,1809.0,1417.0,807.0
dapB_3_239_B_MM6,3704.0,1473.0,3770.0,1356.0,2039.0,11295.0,837.0,2207.0,1780.0,738.0,1185.0,963.0,1881.0,2110.0,784.0,1384.0,1587.0,1302.0,1104.0,948.0,540.0,1123.0,431.0,914.0,1691.0,922.0,807.0,561.0,648.0,59.0,656.0,1045.0,593.0,663.0,1403.0,42.0,1001.0,823.0,269.0,608.0,1163.0,1114.0,387.0,1015.0,495.0,1032.0,180.0,37.0,140.0,65.0,324.0,397.0,469.0,1906.0,783.0,957.0,3996.0,2129.0,1248.0,1785.0,824.0,808.0,219.0,520.0,1138.0,1250.0,1211.0,1238.0,1048.0,205.0,100.0,1440.0,874.0,301.0,867.0,819.0,2206.0,636.0,822.0,1789.0,0.0,1844.0,497.0,1484.0,1773.0,796.0
dapB_3_239_B_MM9,1614.0,504.0,2182.0,663.0,888.0,868.0,8767.0,3121.0,1185.0,525.0,534.0,678.0,1442.0,684.0,513.0,473.0,846.0,530.0,861.0,303.0,503.0,743.0,165.0,409.0,1814.0,553.0,143.0,72.0,626.0,178.0,227.0,172.0,1699.0,840.0,824.0,43.0,689.0,2407.0,386.0,355.0,289.0,262.0,64.0,672.0,175.0,1007.0,139.0,71.0,145.0,114.0,360.0,294.0,758.0,803.0,414.0,727.0,4272.0,1886.0,1136.0,1387.0,1576.0,568.0,135.0,600.0,304.0,915.0,806.0,1236.0,842.0,128.0,103.0,684.0,426.0,405.0,314.0,981.0,676.0,351.0,1178.0,834.0,0.0,3490.0,204.0,1910.0,1167.0,1007.0
dapB_3_239_C,4948.0,3138.0,2904.0,1312.0,2321.0,2148.0,629.0,16454.0,1392.0,1383.0,2156.0,1629.0,2335.0,1202.0,2019.0,2234.0,2590.0,1455.0,1467.0,1123.0,729.0,2226.0,418.0,1867.0,2875.0,1070.0,679.0,312.0,839.0,480.0,301.0,363.0,2845.0,405.0,3443.0,184.0,2051.0,3178.0,760.0,1216.0,886.0,649.0,308.0,2522.0,683.0,1556.0,361.0,117.0,449.0,188.0,533.0,550.0,1979.0,1887.0,388.0,1227.0,7380.0,2566.0,1486.0,1609.0,2077.0,2059.0,98.0,842.0,423.0,2521.0,1544.0,1343.0,1562.0,497.0,319.0,939.0,1331.0,842.0,548.0,716.0,4123.0,615.0,1204.0,2493.0,0.0,4860.0,1214.0,3171.0,3737.0,1761.0
dapD_1_42_C,1170.0,1370.0,1862.0,1347.0,2450.0,2410.0,651.0,1579.0,9192.0,273.0,1098.0,442.0,1340.0,1255.0,751.0,1557.0,1085.0,1933.0,249.0,806.0,181.0,276.0,201.0,974.0,1927.0,937.0,348.0,316.0,2130.0,41.0,381.0,708.0,781.0,77.0,1964.0,278.0,554.0,529.0,327.0,680.0,188.0,579.0,134.0,1010.0,431.0,1439.0,509.0,152.0,355.0,60.0,171.0,481.0,1911.0,1163.0,575.0,826.0,5583.0,1112.0,741.0,1234.0,1465.0,248.0,380.0,1243.0,398.0,1386.0,913.0,1209.0,1300.0,191.0,111.0,628.0,1563.0,882.0,94.0,1345.0,1652.0,653.0,2593.0,762.0,0.0,2368.0,175.0,1290.0,2798.0,1684.0
dapD_1_42_MM10,1437.0,600.0,844.0,551.0,978.0,634.0,400.0,1295.0,267.0,4874.0,173.0,675.0,415.0,625.0,270.0,252.0,396.0,777.0,150.0,384.0,549.0,258.0,173.0,542.0,1046.0,608.0,161.0,150.0,170.0,7.0,87.0,143.0,796.0,47.0,231.0,37.0,828.0,316.0,116.0,729.0,307.0,55.0,119.0,161.0,267.0,202.0,85.0,85.0,43.0,10.0,29.0,68.0,1098.0,207.0,167.0,154.0,2435.0,715.0,375.0,769.0,599.0,68.0,9.0,192.0,314.0,1056.0,479.0,442.0,982.0,21.0,106.0,98.0,526.0,382.0,65.0,248.0,493.0,431.0,1525.0,765.0,0.0,3292.0,201.0,576.0,1741.0,464.0
