,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,19545.0,5630.0,9251.0,650.0,10837.0,12026.0,5717.0,6603.0,2694.0,5555.0,1853.0,3746.0,9484.0,1153.0,2456.0,2116.0,4083.0,7701.0,197.0,69.0,446.0,84.0,306.0,799.0,1201.0,587.0,43.0,6.0,3062.0,14.0,540.0,111.0,656.0,163.0,3269.0,107.0,1615.0,3102.0,8.0,2517.0,1139.0,1028.0,184.0,4276.0,236.0,1604.0,106.0,134.0,381.0,585.0,112.0,1013.0,7513.0,1512.0,908.0,617.0,10084.0,3421.0,601.0,991.0,6854.0,3094.0,1180.0,2542.0,60.0,5396.0,180.0,104.0,198.0,34.0,99.0,237.0,147.0,80.0,62.0,1310.0,3207.0,134.0,7958.0,5398.0,0.0,6784.0,775.0,765.0,1418.0,939.0
dapA_1_98_B_MM7,3595.0,16604.0,10413.0,606.0,12652.0,7120.0,4114.0,2762.0,1191.0,2560.0,127.0,775.0,3331.0,1253.0,2013.0,3926.0,1488.0,6990.0,70.0,321.0,352.0,80.0,443.0,478.0,1337.0,421.0,62.0,13.0,1675.0,2.0,666.0,77.0,170.0,14.0,3732.0,42.0,1453.0,2475.0,59.0,2029.0,729.0,904.0,435.0,3991.0,97.0,252.0,91.0,78.0,85.0,788.0,24.0,1741.0,11792.0,1092.0,551.0,690.0,13988.0,879.0,1050.0,1117.0,5156.0,2605.0,184.0,740.0,32.0,6194.0,81.0,49.0,77.0,0.0,4.0,211.0,213.0,57.0,249.0,770.0,4244.0,10.0,3975.0,5969.0,0.0,3382.0,171.0,407.0,815.0,587.0
dapA_1_98_B_MM9,7478.0,8614.0,58417.0,1114.0,22010.0,17113.0,14669.0,4074.0,2268.0,13493.0,1475.0,2656.0,4592.0,2060.0,11649.0,10498.0,21722.0,28581.0,172.0,405.0,1054.0,128.0,560.0,723.0,4524.0,785.0,21.0,78.0,16285.0,6.0,1360.0,700.0,562.0,44.0,7085.0,65.0,1838.0,5871.0,63.0,4121.0,2018.0,1995.0,220.0,9736.0,152.0,2993.0,220.0,83.0,612.0,210.0,142.0,5170.0,14067.0,1775.0,1142.0,1645.0,46662.0,1847.0,1020.0,1153.0,17944.0,4390.0,1870.0,4065.0,130.0,22051.0,265.0,112.0,2648.0,32.0,56.0,486.0,220.0,142.0,85.0,2187.0,5013.0,147.0,16608.0,18111.0,0.0,11634.0,2004.0,800.0,1859.0,1112.0
dapA_1_98_C,1783.0,625.0,1285.0,2297.0,1701.0,1706.0,441.0,4400.0,344.0,668.0,767.0,341.0,1408.0,154.0,1647.0,695.0,592.0,266.0,0.0,38.0,158.0,13.0,10.0,92.0,254.0,45.0,0.0,2.0,78.0,0.0,32.0,26.0,98.0,0.0,331.0,0.0,316.0,75.0,2.0,610.0,548.0,606.0,1.0,533.0,87.0,120.0,0.0,37.0,63.0,4.0,1.0,27.0,504.0,369.0,247.0,145.0,2507.0,416.0,265.0,394.0,1291.0,838.0,209.0,333.0,0.0,1376.0,92.0,88.0,63.0,0.0,1.0,69.0,73.0,86.0,16.0,755.0,1225.0,90.0,800.0,708.0,0.0,775.0,167.0,81.0,183.0,194.0
dapB_3_239_B_MM10,8012.0,8141.0,25076.0,1408.0,28346.0,5264.0,5401.0,3298.0,824.0,3363.0,1026.0,1543.0,1165.0,299.0,1719.0,1593.0,4527.0,3818.0,84.0,67.0,822.0,44.0,284.0,1018.0,2106.0,542.0,47.0,106.0,2579.0,0.0,645.0,425.0,639.0,80.0,4082.0,3.0,1776.0,1557.0,21.0,2633.0,893.0,2198.0,384.0,7914.0,103.0,2733.0,41.0,222.0,212.0,231.0,45.0,2506.0,9312.0,3282.0,289.0,1076.0,15764.0,2780.0,1802.0,640.0,7099.0,2677.0,291.0,1095.0,51.0,2201.0,218.0,120.0,946.0,3.0,3.0,150.0,160.0,57.0,220.0,294.0,3412.0,121.0,2606.0,4836.0,0.0,10557.0,528.0,1014.0,1051.0,1313.0
dapB_3_239_B_MM6,6449.0,5554.0,13686.0,830.0,4947.0,12051.0,5183.0,2555.0,359.0,1521.0,1216.0,1878.0,2672.0,606.0,1245.0,966.0,2433.0,3145.0,51.0,200.0,130.0,3.0,178.0,336.0,1210.0,368.0,6.0,7.0,1153.0,0.0,334.0,191.0,836.0,15.0,2549.0,174.0,1733.0,2596.0,69.0,2132.0,891.0,1389.0,383.0,1844.0,213.0,2247.0,41.0,86.0,371.0,8.0,120.0,951.0,1826.0,1625.0,304.0,1004.0,12748.0,1508.0,1468.0,1343.0,3526.0,872.0,737.0,2642.0,748.0,1492.0,430.0,97.0,101.0,3.0,5.0,150.0,185.0,194.0,39.0,316.0,2161.0,1.0,2619.0,3182.0,0.0,3556.0,339.0,1366.0,2173.0,1586.0
dapB_3_239_B_MM9,9041.0,2241.0,9463.0,582.0,3931.0,2547.0,6988.0,2775.0,636.0,1414.0,1265.0,456.0,1916.0,285.0,742.0,743.0,1440.0,1523.0,2.0,82.0,273.0,104.0,89.0,568.0,820.0,45.0,55.0,18.0,1244.0,1.0,103.0,51.0,359.0,180.0,1353.0,1.0,270.0,479.0,203.0,2004.0,388.0,957.0,78.0,1891.0,32.0,775.0,3.0,3.0,45.0,242.0,30.0,480.0,4456.0,1531.0,734.0,955.0,6045.0,2012.0,83.0,995.0,3860.0,850.0,25.0,823.0,121.0,1467.0,96.0,112.0,368.0,15.0,151.0,91.0,144.0,5.0,243.0,868.0,607.0,4.0,1587.0,2112.0,0.0,2640.0,482.0,326.0,345.0,185.0
dapB_3_239_C,6584.0,3530.0,2450.0,308.0,4362.0,3806.0,2081.0,9647.0,1188.0,846.0,391.0,546.0,2145.0,206.0,839.0,1174.0,1140.0,2772.0,120.0,125.0,176.0,52.0,293.0,161.0,1172.0,38.0,108.0,69.0,579.0,1.0,508.0,121.0,681.0,5.0,2922.0,24.0,897.0,1779.0,152.0,1876.0,1626.0,2036.0,649.0,914.0,56.0,698.0,59.0,28.0,137.0,316.0,39.0,401.0,1741.0,1670.0,511.0,453.0,6205.0,4986.0,1913.0,1314.0,3146.0,340.0,165.0,2909.0,10.0,1341.0,130.0,120.0,233.0,3.0,2.0,153.0,73.0,39.0,92.0,910.0,4324.0,65.0,1037.0,1581.0,0.0,2901.0,152.0,859.0,2421.0,1141.0
dapD_1_42_C,2203.0,1964.0,2152.0,311.0,1633.0,875.0,289.0,824.0,3287.0,638.0,446.0,949.0,4190.0,184.0,268.0,368.0,325.0,932.0,2.0,36.0,200.0,8.0,21.0,185.0,330.0,54.0,2.0,1.0,380.0,2.0,209.0,215.0,118.0,190.0,1343.0,0.0,112.0,513.0,105.0,272.0,861.0,340.0,301.0,1171.0,8.0,71.0,91.0,7.0,141.0,68.0,3.0,116.0,875.0,138.0,138.0,176.0,2033.0,671.0,392.0,747.0,552.0,503.0,10.0,348.0,26.0,1204.0,81.0,46.0,139.0,36.0,4.0,83.0,54.0,338.0,190.0,307.0,808.0,8.0,936.0,794.0,0.0,1270.0,98.0,402.0,561.0,348.0
dapD_1_42_MM10,1819.0,3308.0,7962.0,157.0,2468.0,1078.0,1291.0,821.0,52.0,14127.0,306.0,260.0,1598.0,160.0,5580.0,1373.0,8836.0,14292.0,16.0,38.0,538.0,27.0,12.0,356.0,1281.0,332.0,6.0,47.0,1253.0,1.0,1057.0,115.0,280.0,26.0,3257.0,84.0,2274.0,2789.0,17.0,1346.0,392.0,864.0,86.0,1772.0,150.0,568.0,29.0,110.0,132.0,566.0,51.0,4100.0,5396.0,859.0,432.0,268.0,11812.0,867.0,1036.0,897.0,3871.0,726.0,202.0,325.0,6.0,4576.0,28.0,63.0,34.0,0.0,586.0,97.0,206.0,29.0,5.0,538.0,521.0,63.0,7903.0,2907.0,0.0,6705.0,563.0,353.0,556.0,114.0
