,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapD_1_42_MM4,107.0,77.0,87.0,29.0,52.0,42.0,44.0,74.0,32.0,64.0,282.0,60.0,128.0,15.0,46.0,38.0,80.0,67.0,0.0,0.0,10.0,0.0,9.0,4.0,21.0,26.0,0.0,1.0,24.0,3.0,10.0,3.0,36.0,2.0,79.0,1.0,21.0,37.0,8.0,78.0,23.0,11.0,3.0,35.0,8.0,23.0,1.0,1.0,4.0,8.0,0.0,47.0,47.0,50.0,20.0,21.0,186.0,65.0,17.0,33.0,53.0,37.0,16.0,43.0,0.0,50.0,16.0,9.0,22.0,2.0,1.0,8.0,8.0,8.0,7.0,40.0,44.0,8.0,114.0,53.0,0.0,104.0,6.0,9.0,43.0,30.0
dapD_1_42_MM6,119.0,60.0,103.0,33.0,77.0,57.0,24.0,50.0,34.0,71.0,19.0,351.0,105.0,11.0,80.0,30.0,63.0,81.0,2.0,4.0,7.0,9.0,10.0,20.0,56.0,27.0,0.0,0.0,28.0,0.0,9.0,2.0,24.0,0.0,130.0,1.0,45.0,27.0,6.0,45.0,19.0,27.0,4.0,43.0,6.0,59.0,4.0,6.0,2.0,11.0,1.0,20.0,82.0,83.0,28.0,16.0,233.0,29.0,30.0,35.0,50.0,22.0,3.0,59.0,1.0,43.0,9.0,9.0,9.0,0.0,0.0,15.0,15.0,3.0,7.0,55.0,54.0,6.0,54.0,65.0,0.0,103.0,48.0,21.0,55.0,22.0
dapD_1_42_MM8,163.0,133.0,208.0,29.0,120.0,91.0,93.0,89.0,74.0,80.0,88.0,69.0,551.0,21.0,50.0,46.0,67.0,148.0,0.0,0.0,6.0,4.0,9.0,19.0,37.0,7.0,0.0,0.0,35.0,0.0,29.0,3.0,31.0,9.0,140.0,4.0,48.0,31.0,3.0,43.0,20.0,30.0,14.0,84.0,11.0,24.0,3.0,6.0,6.0,9.0,16.0,25.0,112.0,91.0,20.0,32.0,380.0,89.0,16.0,54.0,77.0,121.0,18.0,57.0,7.0,48.0,7.0,9.0,8.0,0.0,3.0,15.0,3.0,15.0,8.0,50.0,138.0,6.0,219.0,122.0,0.0,122.0,10.0,21.0,39.0,19.0
dapF_1_79_C,69.0,90.0,133.0,16.0,32.0,28.0,25.0,46.0,15.0,30.0,25.0,39.0,40.0,238.0,24.0,88.0,34.0,106.0,5.0,1.0,5.0,5.0,12.0,3.0,10.0,9.0,1.0,0.0,27.0,0.0,8.0,4.0,35.0,4.0,39.0,1.0,14.0,10.0,18.0,6.0,46.0,26.0,11.0,38.0,3.0,10.0,0.0,0.0,2.0,6.0,8.0,9.0,60.0,62.0,7.0,16.0,245.0,84.0,61.0,43.0,40.0,45.0,9.0,48.0,0.0,32.0,2.0,1.0,2.0,0.0,4.0,1.0,5.0,5.0,0.0,22.0,41.0,4.0,51.0,40.0,0.0,90.0,2.0,17.0,29.0,13.0
dapF_1_79_MM10,152.0,168.0,263.0,33.0,131.0,91.0,61.0,81.0,47.0,182.0,39.0,47.0,44.0,37.0,837.0,134.0,244.0,489.0,4.0,2.0,14.0,6.0,8.0,38.0,78.0,24.0,0.0,5.0,123.0,0.0,6.0,6.0,6.0,3.0,135.0,0.0,70.0,110.0,2.0,124.0,2.0,24.0,14.0,121.0,5.0,28.0,2.0,4.0,7.0,10.0,15.0,95.0,214.0,81.0,20.0,34.0,374.0,99.0,27.0,45.0,235.0,70.0,13.0,89.0,0.0,286.0,9.0,3.0,4.0,3.0,3.0,10.0,11.0,3.0,3.0,49.0,53.0,3.0,77.0,133.0,0.0,149.0,79.0,12.0,46.0,45.0
dapF_1_79_MM4,212.0,255.0,332.0,27.0,77.0,107.0,63.0,138.0,108.0,108.0,25.0,50.0,205.0,45.0,237.0,945.0,163.0,362.0,5.0,19.0,13.0,4.0,16.0,31.0,83.0,17.0,6.0,10.0,154.0,1.0,31.0,15.0,30.0,1.0,239.0,14.0,94.0,90.0,14.0,74.0,34.0,60.0,24.0,110.0,8.0,59.0,8.0,4.0,11.0,20.0,15.0,48.0,312.0,71.0,67.0,70.0,732.0,158.0,46.0,68.0,260.0,66.0,25.0,95.0,0.0,85.0,9.0,8.0,8.0,0.0,1.0,7.0,10.0,10.0,8.0,30.0,121.0,11.0,179.0,154.0,0.0,217.0,40.0,46.0,120.0,39.0
dapF_1_79_MM6,215.0,283.0,575.0,18.0,203.0,121.0,59.0,76.0,42.0,247.0,49.0,129.0,133.0,54.0,254.0,267.0,1201.0,673.0,8.0,5.0,25.0,3.0,21.0,70.0,103.0,52.0,5.0,3.0,208.0,0.0,33.0,3.0,15.0,3.0,323.0,2.0,114.0,369.0,8.0,84.0,27.0,95.0,8.0,201.0,13.0,51.0,5.0,7.0,25.0,29.0,3.0,111.0,273.0,104.0,59.0,54.0,988.0,63.0,80.0,61.0,272.0,60.0,22.0,121.0,2.0,426.0,17.0,7.0,13.0,0.0,3.0,12.0,6.0,13.0,25.0,30.0,165.0,4.0,184.0,262.0,0.0,363.0,70.0,56.0,222.0,56.0
dapF_1_79_MM8,317.0,370.0,658.0,70.0,290.0,176.0,153.0,84.0,62.0,497.0,95.0,78.0,196.0,51.0,410.0,193.0,632.0,2423.0,1.0,12.0,38.0,0.0,18.0,84.0,136.0,57.0,2.0,6.0,315.0,1.0,32.0,20.0,62.0,3.0,584.0,12.0,173.0,394.0,6.0,222.0,64.0,116.0,31.0,419.0,20.0,121.0,3.0,5.0,32.0,18.0,5.0,111.0,330.0,107.0,89.0,42.0,1032.0,99.0,54.0,87.0,571.0,144.0,53.0,38.0,11.0,293.0,19.0,11.0,9.0,7.0,9.0,24.0,18.0,12.0,5.0,87.0,156.0,6.0,412.0,230.0,0.0,596.0,127.0,50.0,145.0,49.0
dnaB_1_16_B_MM4,21.0,10.0,5.0,0.0,1.0,2.0,1.0,1.0,3.0,6.0,0.0,1.0,4.0,8.0,7.0,8.0,4.0,6.0,34.0,1.0,6.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,13.0,2.0,5.0,7.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,7.0,2.0,16.0,7.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,2.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,1.0,1.0,1.0,5.0,2.0
dnaB_1_16_B_MM6,2.0,10.0,34.0,0.0,14.0,12.0,4.0,15.0,9.0,10.0,2.0,2.0,9.0,6.0,6.0,10.0,19.0,14.0,1.0,54.0,8.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,5.0,0.0,2.0,4.0,4.0,0.0,24.0,2.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,14.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,4.0,0.0,2.0,31.0,13.0,5.0,3.0,5.0,7.0,0.0,9.0,0.0,9.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,22.0,7.0,13.0,1.0,11.0,5.0,0.0,9.0,2.0,7.0,7.0,3.0
dnaB_1_16_B_MM8,45.0,14.0,72.0,4.0,31.0,40.0,22.0,20.0,12.0,50.0,25.0,14.0,27.0,7.0,33.0,25.0,38.0,64.0,0.0,9.0,141.0,0.0,16.0,4.0,25.0,4.0,0.0,0.0,13.0,0.0,17.0,3.0,8.0,1.0,102.0,1.0,14.0,17.0,4.0,5.0,8.0,4.0,10.0,38.0,1.0,4.0,4.0,0.0,7.0,1.0,0.0,8.0,41.0,19.0,9.0,9.0,164.0,35.0,3.0,12.0,34.0,13.0,14.0,6.0,1.0,36.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,0.0,0.0,5.0,22.0,2.0,80.0,36.0,0.0,26.0,15.0,4.0,20.0,4.0
dnaB_1_16_C,6.0,10.0,3.0,7.0,11.0,3.0,2.0,3.0,8.0,0.0,0.0,2.0,3.0,1.0,2.0,9.0,5.0,3.0,0.0,1.0,6.0,45.0,2.0,4.0,4.0,3.0,0.0,0.0,7.0,0.0,10.0,1.0,2.0,4.0,10.0,0.0,3.0,9.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,28.0,3.0,4.0,0.0,4.0,0.0,2.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,2.0,6.0,0.0,8.0,1.0,3.0,2.0,2.0
dnaE_1_10_B_MM10,76.0,40.0,65.0,13.0,52.0,19.0,41.0,49.0,17.0,87.0,14.0,23.0,23.0,11.0,66.0,15.0,62.0,153.0,4.0,2.0,3.0,3.0,209.0,10.0,30.0,12.0,3.0,9.0,69.0,0.0,3.0,3.0,7.0,4.0,27.0,0.0,7.0,22.0,0.0,31.0,35.0,15.0,8.0,51.0,1.0,14.0,0.0,0.0,12.0,0.0,1.0,19.0,25.0,24.0,7.0,24.0,169.0,18.0,17.0,42.0,64.0,34.0,80.0,26.0,0.0,64.0,1.0,4.0,3.0,0.0,3.0,10.0,5.0,4.0,4.0,10.0,81.0,0.0,34.0,45.0,0.0,70.0,3.0,7.0,32.0,11.0
dnaE_1_10_B_MM5,66.0,63.0,103.0,20.0,114.0,85.0,27.0,41.0,25.0,47.0,14.0,32.0,52.0,25.0,58.0,47.0,81.0,165.0,1.0,9.0,2.0,7.0,16.0,337.0,127.0,45.0,3.0,0.0,12.0,0.0,15.0,15.0,22.0,2.0,115.0,1.0,17.0,27.0,3.0,31.0,17.0,22.0,4.0,32.0,0.0,21.0,0.0,1.0,14.0,1.0,1.0,8.0,76.0,90.0,16.0,29.0,267.0,83.0,9.0,38.0,77.0,21.0,7.0,17.0,1.0,39.0,7.0,2.0,2.0,4.0,3.0,4.0,12.0,4.0,4.0,23.0,32.0,1.0,49.0,61.0,0.0,63.0,9.0,54.0,99.0,30.0
dnaE_1_10_B_MM8,169.0,149.0,348.0,32.0,235.0,170.0,78.0,108.0,76.0,266.0,70.0,79.0,160.0,49.0,238.0,103.0,208.0,495.0,2.0,16.0,40.0,11.0,21.0,100.0,1396.0,76.0,2.0,7.0,55.0,1.0,74.0,20.0,58.0,10.0,395.0,0.0,142.0,156.0,9.0,73.0,60.0,73.0,26.0,224.0,10.0,35.0,19.0,3.0,14.0,24.0,12.0,89.0,178.0,168.0,39.0,97.0,701.0,136.0,56.0,76.0,334.0,60.0,36.0,81.0,6.0,208.0,17.0,25.0,18.0,2.0,4.0,18.0,40.0,10.0,18.0,64.0,103.0,6.0,191.0,118.0,0.0,196.0,44.0,131.0,294.0,58.0
dnaE_1_10_C,50.0,41.0,100.0,6.0,46.0,63.0,27.0,42.0,22.0,45.0,22.0,37.0,42.0,21.0,77.0,30.0,78.0,100.0,3.0,4.0,6.0,6.0,13.0,46.0,144.0,209.0,2.0,5.0,12.0,0.0,16.0,11.0,13.0,3.0,58.0,6.0,28.0,55.0,4.0,29.0,22.0,15.0,6.0,59.0,2.0,6.0,0.0,3.0,2.0,3.0,7.0,34.0,39.0,65.0,43.0,25.0,149.0,38.0,28.0,44.0,52.0,21.0,5.0,8.0,2.0,60.0,17.0,3.0,0.0,0.0,2.0,7.0,9.0,5.0,19.0,13.0,35.0,3.0,34.0,38.0,0.0,36.0,19.0,67.0,46.0,21.0
dnaX_1_33_B_MM3,7.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,3.0,6.0,1.0,7.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,18.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,7.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.0,1.0,4.0,2.0,3.0,2.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,1.0,5.0,1.0,10.0,6.0,0.0,5.0,2.0,0.0,1.0,4.0
dnaX_1_33_B_MM6,3.0,1.0,10.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,6.0,9.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,23.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,7.0
dnaX_1_33_B_MM9,139.0,211.0,468.0,56.0,138.0,137.0,56.0,54.0,41.0,250.0,27.0,42.0,34.0,49.0,228.0,173.0,306.0,486.0,3.0,11.0,17.0,2.0,27.0,9.0,31.0,11.0,1.0,5.0,1366.0,0.0,31.0,27.0,21.0,10.0,328.0,0.0,91.0,130.0,1.0,59.0,40.0,67.0,14.0,165.0,6.0,44.0,6.0,9.0,6.0,5.0,3.0,122.0,376.0,82.0,28.0,32.0,896.0,62.0,29.0,52.0,163.0,64.0,6.0,57.0,0.0,241.0,16.0,20.0,11.0,2.0,5.0,12.0,13.0,8.0,6.0,64.0,165.0,7.0,364.0,247.0,0.0,276.0,177.0,66.0,144.0,45.0
dnaX_1_33_C,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
eno_3_219_B_MM10,27.0,16.0,68.0,4.0,24.0,76.0,13.0,48.0,13.0,68.0,13.0,13.0,24.0,15.0,34.0,29.0,46.0,34.0,2.0,0.0,3.0,1.0,5.0,2.0,11.0,6.0,0.0,1.0,25.0,0.0,141.0,11.0,3.0,0.0,38.0,0.0,16.0,46.0,0.0,6.0,13.0,14.0,1.0,17.0,6.0,35.0,1.0,8.0,8.0,2.0,5.0,8.0,22.0,29.0,1.0,10.0,217.0,38.0,26.0,9.0,25.0,18.0,14.0,36.0,0.0,36.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,12.0,31.0,2.0,30.0,41.0,0.0,43.0,4.0,2.0,41.0,6.0
eno_3_219_B_MM5,8.0,12.0,33.0,11.0,24.0,20.0,6.0,43.0,14.0,23.0,16.0,13.0,6.0,14.0,9.0,21.0,8.0,37.0,1.0,1.0,5.0,0.0,0.0,1.0,19.0,1.0,5.0,0.0,7.0,0.0,3.0,60.0,31.0,0.0,11.0,0.0,11.0,15.0,3.0,9.0,5.0,8.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,0.0,0.0,2.0,16.0,10.0,1.0,8.0,60.0,34.0,31.0,17.0,27.0,27.0,0.0,6.0,0.0,9.0,22.0,5.0,0.0,0.0,0.0,1.0,8.0,6.0,9.0,4.0,19.0,1.0,11.0,15.0,0.0,15.0,0.0,11.0,3.0,5.0
eno_3_219_B_MM8,24.0,14.0,37.0,4.0,18.0,17.0,3.0,50.0,8.0,14.0,13.0,14.0,9.0,9.0,18.0,14.0,12.0,17.0,2.0,0.0,1.0,4.0,3.0,2.0,1.0,5.0,1.0,0.0,12.0,0.0,12.0,13.0,103.0,0.0,7.0,0.0,10.0,13.0,1.0,8.0,12.0,25.0,1.0,2.0,2.0,17.0,5.0,4.0,1.0,1.0,8.0,1.0,25.0,13.0,5.0,7.0,71.0,30.0,36.0,34.0,44.0,9.0,2.0,18.0,0.0,11.0,2.0,7.0,0.0,4.0,1.0,11.0,7.0,2.0,9.0,5.0,19.0,4.0,22.0,18.0,0.0,35.0,4.0,7.0,20.0,8.0
