,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapD_1_42_MM4,65.0,54.0,51.0,15.0,32.0,44.0,18.0,51.0,15.0,18.0,141.0,63.0,137.0,4.0,34.0,15.0,32.0,38.0,1.0,0.0,1.0,1.0,9.0,24.0,23.0,12.0,0.0,1.0,11.0,0.0,10.0,1.0,10.0,3.0,36.0,1.0,7.0,11.0,0.0,83.0,27.0,20.0,2.0,22.0,4.0,22.0,2.0,0.0,0.0,0.0,1.0,36.0,70.0,13.0,3.0,6.0,94.0,38.0,4.0,21.0,36.0,40.0,10.0,42.0,0.0,50.0,11.0,1.0,4.0,0.0,9.0,22.0,6.0,0.0,3.0,15.0,46.0,18.0,75.0,41.0,0.0,47.0,8.0,6.0,31.0,7.0
dapD_1_42_MM6,64.0,28.0,75.0,39.0,59.0,39.0,13.0,19.0,7.0,70.0,22.0,216.0,116.0,21.0,51.0,13.0,49.0,28.0,1.0,0.0,1.0,0.0,0.0,11.0,34.0,15.0,0.0,1.0,9.0,0.0,26.0,26.0,18.0,6.0,117.0,0.0,18.0,21.0,0.0,50.0,16.0,18.0,6.0,35.0,1.0,72.0,2.0,1.0,1.0,0.0,0.0,19.0,75.0,45.0,6.0,16.0,197.0,13.0,4.0,24.0,28.0,35.0,2.0,49.0,0.0,41.0,6.0,13.0,13.0,0.0,0.0,9.0,8.0,6.0,7.0,13.0,44.0,1.0,44.0,41.0,0.0,61.0,7.0,24.0,33.0,12.0
dapD_1_42_MM8,101.0,101.0,177.0,15.0,140.0,97.0,86.0,63.0,34.0,74.0,57.0,92.0,404.0,25.0,26.0,41.0,59.0,134.0,1.0,8.0,5.0,4.0,3.0,12.0,26.0,12.0,0.0,1.0,12.0,0.0,44.0,2.0,22.0,2.0,104.0,2.0,40.0,40.0,3.0,91.0,35.0,23.0,33.0,57.0,3.0,13.0,1.0,5.0,5.0,12.0,5.0,9.0,92.0,44.0,1.0,36.0,305.0,93.0,10.0,30.0,93.0,35.0,11.0,75.0,0.0,7.0,8.0,4.0,0.0,1.0,1.0,3.0,21.0,12.0,10.0,23.0,126.0,8.0,114.0,114.0,0.0,104.0,6.0,4.0,30.0,14.0
dapF_1_79_C,84.0,124.0,144.0,14.0,15.0,28.0,11.0,23.0,10.0,33.0,27.0,16.0,25.0,187.0,35.0,86.0,49.0,117.0,5.0,12.0,10.0,6.0,10.0,4.0,36.0,24.0,2.0,3.0,29.0,0.0,1.0,0.0,5.0,5.0,57.0,5.0,6.0,13.0,5.0,11.0,14.0,17.0,13.0,13.0,1.0,10.0,1.0,0.0,1.0,11.0,2.0,20.0,71.0,41.0,4.0,19.0,207.0,86.0,57.0,17.0,105.0,51.0,3.0,54.0,1.0,29.0,6.0,1.0,1.0,0.0,4.0,1.0,6.0,3.0,3.0,14.0,49.0,0.0,37.0,47.0,0.0,94.0,2.0,38.0,15.0,15.0
dapF_1_79_MM10,131.0,159.0,419.0,24.0,131.0,115.0,58.0,61.0,7.0,376.0,39.0,27.0,40.0,32.0,776.0,223.0,403.0,800.0,0.0,7.0,19.0,4.0,0.0,69.0,85.0,20.0,1.0,8.0,284.0,0.0,15.0,4.0,12.0,0.0,139.0,4.0,60.0,153.0,0.0,120.0,6.0,35.0,18.0,265.0,0.0,31.0,0.0,1.0,14.0,6.0,2.0,156.0,324.0,72.0,34.0,33.0,497.0,73.0,45.0,27.0,313.0,72.0,24.0,95.0,0.0,550.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,44.0,51.0,1.0,124.0,168.0,0.0,148.0,57.0,27.0,31.0,23.0
dapF_1_79_MM4,122.0,212.0,467.0,9.0,59.0,84.0,67.0,63.0,46.0,193.0,29.0,37.0,154.0,42.0,248.0,746.0,181.0,493.0,3.0,13.0,23.0,0.0,7.0,55.0,100.0,30.0,2.0,15.0,188.0,4.0,51.0,6.0,33.0,2.0,261.0,3.0,107.0,55.0,0.0,125.0,15.0,73.0,20.0,114.0,11.0,41.0,6.0,2.0,11.0,22.0,15.0,86.0,357.0,66.0,41.0,56.0,879.0,153.0,38.0,70.0,241.0,64.0,15.0,112.0,3.0,92.0,3.0,3.0,0.0,0.0,2.0,14.0,12.0,3.0,5.0,17.0,125.0,2.0,270.0,146.0,0.0,225.0,80.0,48.0,99.0,43.0
dapF_1_79_MM6,218.0,309.0,874.0,31.0,208.0,84.0,63.0,21.0,21.0,458.0,29.0,67.0,121.0,82.0,344.0,336.0,1131.0,1070.0,1.0,11.0,20.0,7.0,6.0,77.0,111.0,39.0,5.0,1.0,438.0,2.0,70.0,8.0,8.0,3.0,412.0,5.0,166.0,472.0,1.0,89.0,26.0,67.0,4.0,348.0,6.0,57.0,7.0,12.0,25.0,17.0,3.0,240.0,310.0,79.0,33.0,59.0,1209.0,85.0,55.0,30.0,421.0,110.0,42.0,96.0,2.0,612.0,14.0,4.0,4.0,4.0,2.0,2.0,11.0,4.0,2.0,18.0,128.0,1.0,263.0,297.0,0.0,293.0,107.0,34.0,110.0,51.0
dapF_1_79_MM8,265.0,410.0,862.0,67.0,272.0,158.0,112.0,88.0,34.0,838.0,42.0,78.0,139.0,33.0,781.0,196.0,1082.0,2908.0,1.0,9.0,57.0,3.0,13.0,128.0,192.0,45.0,7.0,7.0,482.0,0.0,52.0,9.0,24.0,9.0,730.0,1.0,206.0,471.0,3.0,242.0,29.0,79.0,44.0,785.0,22.0,122.0,2.0,17.0,32.0,35.0,19.0,166.0,448.0,71.0,57.0,46.0,1605.0,107.0,55.0,83.0,881.0,184.0,56.0,48.0,1.0,516.0,44.0,2.0,6.0,8.0,4.0,13.0,5.0,6.0,6.0,70.0,202.0,3.0,642.0,253.0,0.0,635.0,200.0,34.0,91.0,38.0
dnaB_1_16_B_MM4,3.0,10.0,6.0,0.0,15.0,2.0,4.0,4.0,3.0,6.0,1.0,3.0,4.0,2.0,2.0,7.0,12.0,5.0,18.0,10.0,2.0,4.0,6.0,0.0,3.0,6.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,10.0,10.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,9.0,0.0,2.0,2.0,0.0,5.0,0.0,3.0,5.0,3.0
dnaB_1_16_B_MM6,2.0,6.0,24.0,0.0,29.0,21.0,1.0,5.0,5.0,13.0,2.0,0.0,7.0,5.0,5.0,32.0,17.0,35.0,6.0,28.0,12.0,4.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,0.0,4.0,1.0,6.0,0.0,33.0,0.0,1.0,3.0,0.0,0.0,1.0,7.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,16.0,1.0,1.0,12.0,53.0,6.0,10.0,15.0,11.0,3.0,3.0,8.0,0.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,28.0,0.0,3.0,5.0,0.0,7.0,5.0,14.0,7.0,2.0
dnaB_1_16_B_MM8,29.0,19.0,57.0,0.0,51.0,44.0,30.0,15.0,9.0,88.0,27.0,4.0,2.0,7.0,36.0,30.0,17.0,103.0,4.0,9.0,154.0,0.0,9.0,11.0,31.0,14.0,4.0,0.0,9.0,0.0,50.0,4.0,1.0,0.0,123.0,0.0,14.0,10.0,1.0,1.0,7.0,3.0,2.0,69.0,1.0,2.0,4.0,0.0,6.0,1.0,0.0,2.0,47.0,23.0,12.0,2.0,190.0,35.0,11.0,7.0,38.0,18.0,13.0,9.0,0.0,81.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,14.0,0.0,75.0,42.0,0.0,30.0,10.0,0.0,7.0,2.0
dnaB_1_16_C,6.0,15.0,9.0,7.0,2.0,7.0,2.0,1.0,0.0,3.0,0.0,14.0,2.0,0.0,2.0,6.0,2.0,10.0,1.0,2.0,0.0,30.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,4.0,4.0,16.0,1.0,4.0,25.0,0.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,4.0,5.0,1.0,4.0,6.0,0.0,6.0,18.0,0.0,19.0,7.0,1.0,9.0,2.0
dnaE_1_10_B_MM10,68.0,37.0,58.0,14.0,64.0,18.0,30.0,27.0,9.0,112.0,19.0,18.0,11.0,9.0,69.0,13.0,78.0,231.0,0.0,2.0,4.0,0.0,143.0,15.0,32.0,1.0,1.0,0.0,66.0,0.0,11.0,2.0,5.0,0.0,19.0,0.0,7.0,4.0,1.0,18.0,24.0,25.0,2.0,67.0,3.0,11.0,2.0,0.0,4.0,0.0,8.0,4.0,13.0,43.0,4.0,21.0,194.0,19.0,10.0,49.0,101.0,23.0,107.0,19.0,0.0,38.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,3.0,5.0,12.0,59.0,1.0,77.0,30.0,0.0,73.0,3.0,6.0,18.0,7.0
dnaE_1_10_B_MM5,52.0,47.0,108.0,17.0,89.0,52.0,36.0,24.0,21.0,105.0,6.0,21.0,17.0,51.0,81.0,76.0,89.0,186.0,0.0,3.0,0.0,7.0,5.0,247.0,137.0,39.0,2.0,1.0,13.0,0.0,13.0,7.0,27.0,1.0,128.0,1.0,30.0,24.0,1.0,37.0,2.0,31.0,15.0,49.0,5.0,14.0,3.0,1.0,8.0,15.0,1.0,15.0,78.0,81.0,28.0,18.0,254.0,35.0,12.0,24.0,92.0,33.0,6.0,17.0,4.0,44.0,1.0,0.0,4.0,1.0,0.0,8.0,19.0,4.0,3.0,24.0,25.0,1.0,58.0,50.0,0.0,66.0,14.0,21.0,68.0,31.0
dnaE_1_10_B_MM8,136.0,144.0,376.0,24.0,221.0,139.0,49.0,64.0,50.0,294.0,20.0,35.0,152.0,66.0,324.0,161.0,279.0,612.0,5.0,7.0,43.0,3.0,10.0,142.0,1154.0,84.0,10.0,12.0,53.0,3.0,66.0,14.0,24.0,1.0,366.0,1.0,160.0,184.0,24.0,38.0,40.0,96.0,19.0,201.0,24.0,55.0,19.0,5.0,19.0,33.0,16.0,51.0,209.0,140.0,32.0,148.0,798.0,113.0,69.0,61.0,293.0,87.0,29.0,54.0,9.0,269.0,8.0,8.0,32.0,1.0,6.0,4.0,42.0,6.0,15.0,36.0,136.0,3.0,210.0,127.0,0.0,133.0,48.0,104.0,215.0,22.0
dnaE_1_10_C,24.0,25.0,125.0,6.0,58.0,59.0,8.0,39.0,15.0,63.0,16.0,29.0,21.0,22.0,74.0,54.0,81.0,101.0,3.0,3.0,13.0,1.0,3.0,59.0,199.0,175.0,1.0,1.0,6.0,0.0,17.0,0.0,9.0,0.0,63.0,1.0,15.0,62.0,5.0,16.0,10.0,28.0,1.0,80.0,7.0,14.0,0.0,4.0,6.0,2.0,12.0,14.0,43.0,82.0,21.0,21.0,204.0,22.0,31.0,24.0,77.0,7.0,20.0,9.0,0.0,47.0,2.0,1.0,3.0,0.0,4.0,6.0,16.0,1.0,4.0,16.0,20.0,0.0,27.0,23.0,0.0,50.0,14.0,29.0,25.0,21.0
dnaX_1_33_B_MM3,3.0,0.0,14.0,1.0,1.0,7.0,4.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,0.0,1.0,1.0,10.0,0.0,19.0,0.0,1.0,0.0,2.0,9.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,3.0,13.0,0.0,5.0,11.0,1.0,1.0,0.0,4.0,1.0,9.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,1.0,0.0
dnaX_1_33_B_MM6,14.0,8.0,10.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,4.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,9.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,27.0,0.0,3.0,4.0,0.0,2.0,0.0,9.0,2.0,2.0
dnaX_1_33_B_MM9,149.0,272.0,817.0,14.0,155.0,83.0,30.0,43.0,17.0,493.0,17.0,31.0,44.0,37.0,392.0,328.0,679.0,823.0,1.0,2.0,18.0,2.0,15.0,8.0,26.0,12.0,8.0,1.0,1810.0,0.0,46.0,9.0,6.0,7.0,651.0,0.0,175.0,291.0,4.0,78.0,14.0,35.0,1.0,286.0,0.0,36.0,3.0,8.0,5.0,8.0,6.0,256.0,616.0,48.0,27.0,17.0,1336.0,73.0,45.0,40.0,250.0,47.0,7.0,49.0,3.0,423.0,14.0,41.0,8.0,6.0,0.0,22.0,6.0,0.0,12.0,65.0,168.0,16.0,619.0,344.0,0.0,239.0,281.0,74.0,151.0,25.0
dnaX_1_33_C,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
eno_3_219_B_MM10,31.0,24.0,81.0,1.0,23.0,64.0,15.0,55.0,16.0,67.0,12.0,8.0,28.0,16.0,41.0,17.0,38.0,102.0,3.0,2.0,1.0,0.0,11.0,5.0,23.0,3.0,0.0,1.0,76.0,0.0,99.0,1.0,3.0,2.0,18.0,0.0,30.0,31.0,0.0,6.0,9.0,11.0,0.0,17.0,11.0,14.0,2.0,2.0,16.0,0.0,12.0,12.0,29.0,25.0,0.0,11.0,246.0,34.0,14.0,8.0,49.0,16.0,10.0,29.0,0.0,60.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,2.0,8.0,10.0,21.0,0.0,42.0,41.0,0.0,41.0,1.0,3.0,45.0,3.0
eno_3_219_B_MM5,5.0,15.0,9.0,5.0,11.0,10.0,1.0,22.0,4.0,6.0,9.0,10.0,1.0,0.0,10.0,1.0,10.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,8.0,40.0,21.0,7.0,21.0,12.0,7.0,14.0,3.0,7.0,3.0,20.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,2.0,2.0,28.0,17.0,9.0,28.0,19.0,3.0,0.0,1.0,0.0,14.0,9.0,1.0,2.0,0.0,0.0,0.0,2.0,8.0,2.0,3.0,35.0,6.0,17.0,5.0,0.0,14.0,1.0,2.0,3.0,4.0
eno_3_219_B_MM8,19.0,7.0,38.0,7.0,19.0,16.0,6.0,18.0,12.0,11.0,4.0,1.0,19.0,5.0,8.0,6.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,9.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,88.0,8.0,3.0,1.0,22.0,2.0,1.0,17.0,6.0,6.0,1.0,3.0,2.0,17.0,0.0,0.0,0.0,9.0,10.0,0.0,6.0,6.0,3.0,10.0,50.0,57.0,27.0,16.0,36.0,3.0,0.0,21.0,1.0,6.0,0.0,5.0,2.0,0.0,0.0,3.0,26.0,2.0,3.0,4.0,7.0,0.0,20.0,17.0,0.0,20.0,2.0,7.0,33.0,4.0
