,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,28294.0,5791.0,7104.0,1338.0,8002.0,7329.0,4621.0,6801.0,5254.0,2470.0,6331.0,2765.0,9803.0,3027.0,3085.0,3196.0,1273.0,4879.0,550.0,1151.0,724.0,1698.0,693.0,3081.0,3666.0,1533.0,182.0,768.0,2499.0,119.0,2082.0,598.0,1078.0,588.0,8672.0,586.0,1554.0,3155.0,262.0,2619.0,695.0,2047.0,170.0,2952.0,936.0,3215.0,739.0,414.0,269.0,80.0,387.0,1889.0,3362.0,3142.0,2566.0,2956.0,12584.0,5276.0,1191.0,3016.0,2314.0,2515.0,633.0,1327.0,1059.0,4605.0,2460.0,2393.0,1860.0,277.0,127.0,893.0,2683.0,1012.0,1047.0,2097.0,4021.0,395.0,4619.0,1884.0,0.0,10458.0,1239.0,3240.0,8144.0,3194.0
dapA_1_98_B_MM7,2682.0,17420.0,2012.0,594.0,3194.0,1949.0,2180.0,2768.0,1911.0,731.0,1358.0,2643.0,2871.0,893.0,3430.0,1493.0,3486.0,3805.0,305.0,439.0,1113.0,559.0,268.0,789.0,2936.0,706.0,206.0,337.0,519.0,43.0,155.0,409.0,1044.0,76.0,3610.0,335.0,632.0,2565.0,407.0,585.0,1570.0,668.0,443.0,1939.0,159.0,1158.0,744.0,533.0,255.0,110.0,583.0,611.0,1484.0,2066.0,207.0,574.0,8650.0,1368.0,1533.0,1216.0,2205.0,2586.0,370.0,898.0,73.0,1273.0,1318.0,878.0,1557.0,577.0,577.0,333.0,1665.0,460.0,309.0,901.0,4273.0,459.0,4172.0,1558.0,0.0,3165.0,468.0,4085.0,2752.0,925.0
dapA_1_98_B_MM9,5406.0,1997.0,26177.0,1937.0,5035.0,5080.0,4339.0,2282.0,3628.0,1308.0,2467.0,4122.0,5535.0,2961.0,1837.0,4461.0,3803.0,4335.0,1494.0,1823.0,544.0,1035.0,614.0,1929.0,3995.0,1261.0,286.0,226.0,3616.0,113.0,767.0,763.0,1287.0,451.0,4210.0,517.0,1242.0,508.0,419.0,1871.0,2374.0,1057.0,126.0,2102.0,309.0,1403.0,534.0,525.0,253.0,141.0,888.0,2102.0,2843.0,2814.0,282.0,1806.0,16681.0,2542.0,800.0,3006.0,2773.0,1878.0,144.0,1649.0,810.0,6081.0,1672.0,2192.0,1801.0,542.0,130.0,797.0,1996.0,1880.0,433.0,1234.0,2876.0,906.0,4278.0,1987.0,0.0,10741.0,460.0,2017.0,7488.0,1097.0
dapA_1_98_C,2306.0,964.0,687.0,6939.0,3090.0,1894.0,1723.0,2545.0,1561.0,1511.0,299.0,121.0,2105.0,365.0,629.0,814.0,2179.0,1188.0,419.0,616.0,48.0,323.0,73.0,616.0,1112.0,334.0,173.0,51.0,690.0,65.0,53.0,327.0,1330.0,26.0,2093.0,232.0,590.0,182.0,134.0,262.0,534.0,366.0,191.0,723.0,140.0,661.0,48.0,21.0,233.0,116.0,53.0,389.0,1493.0,1553.0,337.0,578.0,11006.0,2221.0,270.0,580.0,859.0,626.0,126.0,357.0,113.0,2422.0,1015.0,494.0,704.0,131.0,223.0,429.0,372.0,321.0,389.0,394.0,545.0,40.0,1439.0,1138.0,0.0,3635.0,153.0,330.0,2012.0,1615.0
dapB_3_239_B_MM10,8804.0,6003.0,6517.0,2911.0,20668.0,4095.0,3710.0,4329.0,1362.0,3211.0,1549.0,2815.0,1983.0,871.0,1753.0,1582.0,2361.0,4587.0,1087.0,384.0,270.0,551.0,575.0,1413.0,2623.0,1306.0,184.0,361.0,1107.0,179.0,248.0,1164.0,1549.0,1145.0,2998.0,100.0,1613.0,3161.0,425.0,940.0,983.0,1743.0,329.0,4768.0,559.0,1066.0,227.0,96.0,287.0,173.0,890.0,1104.0,4715.0,4340.0,994.0,2603.0,8819.0,4968.0,633.0,2503.0,1294.0,853.0,295.0,255.0,288.0,2712.0,2500.0,1818.0,1364.0,408.0,734.0,2392.0,1264.0,779.0,873.0,4227.0,4072.0,538.0,3983.0,3244.0,0.0,9271.0,360.0,2834.0,2030.0,1093.0
dapB_3_239_B_MM6,7279.0,2709.0,6330.0,2308.0,4524.0,16554.0,1152.0,3543.0,2714.0,1501.0,1538.0,1195.0,4248.0,1486.0,1152.0,2332.0,2700.0,2628.0,917.0,589.0,446.0,912.0,1038.0,898.0,2117.0,1059.0,354.0,362.0,1002.0,26.0,1317.0,777.0,432.0,682.0,3262.0,41.0,1521.0,1110.0,313.0,1162.0,1217.0,1587.0,929.0,1720.0,425.0,1105.0,63.0,100.0,277.0,78.0,1043.0,315.0,1031.0,2525.0,821.0,1246.0,7481.0,1523.0,1359.0,2967.0,1584.0,1026.0,236.0,1364.0,947.0,2046.0,863.0,888.0,898.0,186.0,48.0,1478.0,1456.0,344.0,652.0,1210.0,2916.0,618.0,1349.0,3806.0,0.0,3181.0,702.0,1599.0,2699.0,1067.0
dapB_3_239_B_MM9,2658.0,1228.0,3919.0,1525.0,2071.0,1289.0,13110.0,5619.0,2550.0,1070.0,1248.0,1376.0,2228.0,1081.0,1036.0,764.0,1491.0,1367.0,558.0,259.0,713.0,667.0,124.0,518.0,1726.0,671.0,86.0,60.0,966.0,84.0,449.0,269.0,2261.0,610.0,2410.0,50.0,390.0,3250.0,266.0,721.0,404.0,459.0,81.0,1055.0,538.0,984.0,135.0,120.0,123.0,368.0,873.0,426.0,1202.0,1419.0,1200.0,839.0,7380.0,3570.0,1984.0,1810.0,3625.0,1110.0,207.0,1100.0,161.0,1599.0,722.0,1139.0,937.0,305.0,151.0,796.0,703.0,560.0,414.0,1357.0,1261.0,410.0,1909.0,1779.0,0.0,6960.0,201.0,3508.0,2130.0,1437.0
dapB_3_239_C,8134.0,5867.0,5278.0,2416.0,5117.0,4252.0,1148.0,23195.0,2084.0,2954.0,3186.0,1848.0,3101.0,1455.0,2640.0,3491.0,3920.0,1860.0,936.0,863.0,1010.0,1519.0,648.0,1525.0,3183.0,1164.0,307.0,247.0,1491.0,222.0,313.0,396.0,2686.0,309.0,6962.0,171.0,3094.0,5317.0,678.0,1752.0,1225.0,1092.0,262.0,3634.0,945.0,1560.0,341.0,204.0,571.0,662.0,702.0,791.0,3354.0,3300.0,690.0,1597.0,13189.0,4131.0,2751.0,1833.0,4163.0,2261.0,180.0,1147.0,574.0,3289.0,1185.0,1377.0,1151.0,446.0,212.0,957.0,1578.0,1463.0,785.0,1030.0,5644.0,719.0,1840.0,4407.0,0.0,7916.0,3795.0,6125.0,5230.0,2173.0
dapD_1_42_C,2203.0,2252.0,2489.0,1328.0,3867.0,4295.0,1154.0,2551.0,13182.0,703.0,2012.0,725.0,2307.0,1753.0,1049.0,2010.0,1986.0,4070.0,229.0,607.0,175.0,187.0,229.0,840.0,1970.0,1539.0,222.0,337.0,3465.0,40.0,505.0,572.0,892.0,114.0,2912.0,210.0,902.0,764.0,447.0,1160.0,248.0,1129.0,287.0,1586.0,485.0,2098.0,631.0,305.0,462.0,93.0,217.0,540.0,3978.0,1993.0,631.0,777.0,9444.0,1237.0,816.0,1335.0,3435.0,445.0,791.0,1817.0,225.0,2399.0,907.0,853.0,1223.0,229.0,67.0,946.0,2379.0,660.0,161.0,2807.0,2055.0,616.0,4435.0,948.0,0.0,3357.0,222.0,1605.0,4600.0,2869.0
dapD_1_42_MM10,2733.0,1057.0,1521.0,797.0,1779.0,1429.0,1336.0,2062.0,752.0,7479.0,457.0,902.0,729.0,592.0,412.0,504.0,235.0,1462.0,81.0,125.0,697.0,165.0,155.0,478.0,674.0,844.0,242.0,164.0,259.0,8.0,74.0,175.0,836.0,64.0,258.0,78.0,1335.0,324.0,90.0,675.0,493.0,81.0,111.0,211.0,420.0,314.0,77.0,151.0,101.0,19.0,41.0,100.0,2284.0,382.0,129.0,375.0,4084.0,669.0,258.0,889.0,993.0,122.0,17.0,345.0,198.0,2214.0,310.0,328.0,1147.0,27.0,90.0,118.0,657.0,358.0,54.0,424.0,940.0,363.0,3398.0,855.0,0.0,4638.0,208.0,679.0,3359.0,486.0
