,dapA_1_98_B_MM3,dapA_1_98_B_MM7,dapA_1_98_B_MM9,dapA_1_98_C,dapB_3_239_B_MM10,dapB_3_239_B_MM6,dapB_3_239_B_MM9,dapB_3_239_C,dapD_1_42_C,dapD_1_42_MM10,dapD_1_42_MM4,dapD_1_42_MM6,dapD_1_42_MM8,dapF_1_79_C,dapF_1_79_MM10,dapF_1_79_MM4,dapF_1_79_MM6,dapF_1_79_MM8,dnaB_1_16_B_MM4,dnaB_1_16_B_MM6,dnaB_1_16_B_MM8,dnaB_1_16_C,dnaE_1_10_B_MM10,dnaE_1_10_B_MM5,dnaE_1_10_B_MM8,dnaE_1_10_C,dnaX_1_33_B_MM3,dnaX_1_33_B_MM6,dnaX_1_33_B_MM9,dnaX_1_33_C,eno_3_219_B_MM10,eno_3_219_B_MM5,eno_3_219_B_MM8,eno_3_219_C,fake_negC_rand_42,fbaA_1_28_B_MM5,fbaA_1_28_B_MM7,fbaA_1_28_B_MM9,fbaA_1_28_C,gapA_1_33_B_MM10,gapA_1_33_B_MM5,gapA_1_33_B_MM8,gapA_1_33_C,holB_3_220_B_MM10,holB_3_220_B_MM5,holB_3_220_B_MM9,holB_3_220_C,ligA_1_82_B_MM5,ligA_1_82_B_MM7,ligA_1_82_B_MM9,ligA_1_82_C,negC_rand_42,parE_1_26_B_MM10,parE_1_26_B_MM5,parE_1_26_B_MM8,parE_1_26_C,pfkA_1_43_B_MM10,pfkA_1_43_B_MM5,pfkA_1_43_B_MM9,pfkA_1_43_C,pgi_3_279_B_MM10,pgi_3_279_B_MM5,pgi_3_279_B_MM8,pgi_3_279_C,purD_1_47_C,purD_1_47_MM10,purD_1_47_MM4,purD_1_47_MM6,purD_1_47_MM8,purF_1_23_C,purF_1_23_MM10,purF_1_23_MM4,purF_1_23_MM6,purF_1_23_MM8,purL_1_25_B_MM3,purL_1_25_B_MM8,purL_1_25_B_MM9,purL_1_25_C,purN_3_238_B_MM10,purN_3_238_B_MM5,purN_3_238_B_MM8,purN_3_238_C,tpiA_1_45_B_MM10,tpiA_1_45_B_MM4,tpiA_1_45_B_MM7,tpiA_1_45_C
dapA_1_98_B_MM3,29023.0,11429.0,20338.0,131.0,22538.0,8312.0,5898.0,7797.0,1664.0,6024.0,1751.0,1989.0,8801.0,1743.0,3640.0,1959.0,5120.0,7826.0,106.0,138.0,919.0,210.0,543.0,435.0,1857.0,397.0,45.0,153.0,3493.0,38.0,354.0,709.0,289.0,75.0,4082.0,94.0,3763.0,7362.0,401.0,7588.0,1905.0,2867.0,472.0,4555.0,160.0,1844.0,50.0,8.0,231.0,82.0,81.0,1341.0,4961.0,1945.0,1763.0,1267.0,18018.0,3193.0,3205.0,1145.0,6099.0,1906.0,3384.0,3476.0,144.0,5365.0,206.0,443.0,264.0,142.0,54.0,565.0,403.0,237.0,191.0,1672.0,3636.0,104.0,8549.0,5058.0,0.0,5078.0,646.0,2378.0,1530.0,810.0
dapA_1_98_B_MM7,5817.0,30727.0,13035.0,103.0,7885.0,6269.0,6327.0,3407.0,3851.0,5461.0,1720.0,2688.0,4878.0,828.0,5730.0,5099.0,7165.0,11127.0,373.0,168.0,693.0,34.0,35.0,262.0,582.0,687.0,266.0,47.0,6954.0,0.0,63.0,144.0,67.0,36.0,5431.0,0.0,3656.0,5342.0,47.0,3101.0,1758.0,1862.0,141.0,4534.0,107.0,1826.0,101.0,21.0,555.0,939.0,8.0,3152.0,5095.0,1071.0,202.0,2797.0,14054.0,1744.0,927.0,965.0,1779.0,6000.0,6870.0,1485.0,43.0,2746.0,33.0,199.0,92.0,1.0,127.0,104.0,186.0,91.0,14.0,1674.0,2555.0,509.0,4851.0,8714.0,0.0,6184.0,869.0,1644.0,2845.0,707.0
dapA_1_98_B_MM9,7850.0,25634.0,98623.0,2097.0,31914.0,16849.0,28825.0,4657.0,1584.0,30264.0,1865.0,2950.0,7333.0,1258.0,26637.0,6837.0,20219.0,49428.0,193.0,402.0,2263.0,216.0,400.0,1912.0,6202.0,1941.0,139.0,211.0,21253.0,81.0,1572.0,495.0,421.0,26.0,25931.0,116.0,6288.0,10821.0,339.0,7225.0,2465.0,694.0,1784.0,14422.0,115.0,4324.0,109.0,12.0,790.0,1054.0,84.0,17852.0,11313.0,3174.0,2751.0,1609.0,69027.0,2458.0,2360.0,1393.0,16776.0,7843.0,3505.0,1202.0,9.0,24353.0,260.0,232.0,200.0,3.0,9.0,378.0,273.0,290.0,121.0,1560.0,7041.0,141.0,26310.0,7931.0,0.0,10545.0,6133.0,1646.0,1810.0,2144.0
dapA_1_98_C,2559.0,100.0,2436.0,3467.0,882.0,1630.0,845.0,300.0,621.0,536.0,522.0,234.0,2716.0,397.0,808.0,400.0,390.0,1691.0,0.0,246.0,89.0,12.0,2.0,75.0,168.0,157.0,0.0,131.0,292.0,0.0,529.0,51.0,13.0,1.0,1886.0,1.0,134.0,594.0,43.0,112.0,212.0,646.0,4.0,245.0,76.0,737.0,0.0,4.0,6.0,47.0,304.0,24.0,1190.0,563.0,20.0,152.0,4714.0,660.0,371.0,503.0,899.0,3049.0,7.0,790.0,10.0,980.0,26.0,5.0,5.0,0.0,105.0,53.0,1.0,86.0,6.0,423.0,743.0,4.0,2058.0,872.0,0.0,1039.0,17.0,276.0,601.0,308.0
dapB_3_239_B_MM10,14727.0,4595.0,30355.0,1298.0,32514.0,4109.0,3376.0,2908.0,724.0,4631.0,1425.0,1807.0,4316.0,706.0,1570.0,6997.0,4386.0,8524.0,62.0,377.0,1401.0,155.0,108.0,1818.0,1752.0,251.0,69.0,20.0,5163.0,1.0,1449.0,137.0,615.0,13.0,7574.0,4.0,1734.0,2219.0,356.0,5070.0,1011.0,2469.0,1299.0,8828.0,321.0,2228.0,183.0,57.0,269.0,991.0,1237.0,3238.0,14702.0,1782.0,1258.0,1997.0,16342.0,1745.0,1799.0,1956.0,8231.0,1882.0,973.0,1409.0,8.0,2658.0,378.0,86.0,146.0,214.0,37.0,139.0,158.0,114.0,404.0,2312.0,5737.0,245.0,9054.0,6282.0,0.0,6660.0,1429.0,1057.0,2327.0,1060.0
dapB_3_239_B_MM6,8689.0,9786.0,13103.0,2646.0,8572.0,17492.0,4496.0,2289.0,1171.0,930.0,1375.0,2424.0,2158.0,758.0,1770.0,1980.0,3668.0,4946.0,209.0,191.0,374.0,5.0,176.0,672.0,1506.0,317.0,152.0,4.0,643.0,19.0,1551.0,131.0,661.0,484.0,3639.0,8.0,899.0,4871.0,519.0,4236.0,457.0,2461.0,536.0,5347.0,519.0,1971.0,6.0,4.0,755.0,336.0,228.0,1104.0,8478.0,3197.0,758.0,375.0,14477.0,4097.0,1230.0,1901.0,8091.0,397.0,45.0,3266.0,64.0,4477.0,70.0,199.0,53.0,49.0,2.0,237.0,435.0,222.0,32.0,1754.0,2041.0,16.0,5773.0,3401.0,0.0,3781.0,667.0,1470.0,4376.0,1291.0
dapB_3_239_B_MM9,7178.0,2970.0,19487.0,550.0,9345.0,4767.0,13399.0,2435.0,676.0,1080.0,2106.0,1782.0,1930.0,856.0,1120.0,1265.0,3307.0,2073.0,49.0,9.0,38.0,299.0,126.0,469.0,1034.0,40.0,12.0,21.0,2233.0,0.0,421.0,194.0,792.0,74.0,3351.0,2.0,1565.0,1021.0,93.0,2883.0,527.0,3699.0,918.0,699.0,55.0,1154.0,5.0,2.0,197.0,163.0,218.0,1324.0,3114.0,3628.0,2785.0,1581.0,13167.0,1359.0,183.0,2084.0,2132.0,179.0,105.0,847.0,13.0,1439.0,142.0,224.0,151.0,9.0,6.0,318.0,292.0,23.0,220.0,539.0,279.0,70.0,5707.0,4748.0,0.0,7093.0,233.0,307.0,1118.0,167.0
dapB_3_239_C,7297.0,3651.0,5127.0,896.0,5932.0,3519.0,1443.0,12232.0,578.0,495.0,1689.0,1074.0,4738.0,864.0,509.0,1264.0,729.0,1132.0,17.0,33.0,93.0,173.0,282.0,529.0,1000.0,203.0,47.0,13.0,418.0,0.0,152.0,510.0,1474.0,443.0,5339.0,149.0,1247.0,5283.0,29.0,2100.0,2458.0,4628.0,1341.0,1734.0,269.0,1702.0,64.0,138.0,327.0,8.0,7.0,552.0,1590.0,2039.0,1332.0,1015.0,9363.0,4895.0,239.0,833.0,3135.0,844.0,1122.0,3653.0,20.0,662.0,420.0,29.0,115.0,3.0,18.0,209.0,164.0,62.0,151.0,618.0,731.0,41.0,2940.0,2012.0,0.0,1747.0,77.0,876.0,4702.0,799.0
dapD_1_42_C,2008.0,734.0,1649.0,2897.0,555.0,901.0,52.0,1849.0,4345.0,405.0,536.0,406.0,1711.0,455.0,268.0,959.0,1051.0,1184.0,10.0,51.0,497.0,99.0,200.0,146.0,176.0,27.0,1.0,91.0,407.0,0.0,209.0,718.0,701.0,21.0,1473.0,272.0,1366.0,792.0,196.0,1238.0,310.0,239.0,110.0,326.0,186.0,463.0,7.0,1.0,19.0,83.0,36.0,97.0,1397.0,1462.0,326.0,138.0,4014.0,1082.0,239.0,781.0,3556.0,754.0,23.0,995.0,4.0,926.0,299.0,37.0,587.0,1.0,0.0,223.0,546.0,300.0,69.0,462.0,1534.0,15.0,1952.0,1128.0,0.0,3250.0,371.0,514.0,1012.0,323.0
dapD_1_42_MM10,6219.0,8136.0,21458.0,755.0,4967.0,3080.0,2686.0,741.0,507.0,32506.0,1425.0,1329.0,3005.0,206.0,12495.0,1512.0,5461.0,19452.0,7.0,55.0,672.0,36.0,36.0,653.0,3043.0,1034.0,8.0,4.0,6845.0,0.0,853.0,195.0,703.0,54.0,12525.0,4.0,4825.0,5865.0,188.0,5703.0,357.0,668.0,31.0,8849.0,159.0,1893.0,4.0,224.0,47.0,19.0,133.0,15560.0,20761.0,2564.0,1227.0,353.0,29093.0,546.0,48.0,1607.0,10635.0,505.0,38.0,2714.0,7.0,14558.0,124.0,56.0,49.0,64.0,277.0,15.0,103.0,262.0,6.0,710.0,2411.0,6.0,4795.0,6270.0,0.0,7150.0,7369.0,1570.0,2025.0,1176.0
