,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,8472.0,2739.0,2194.0,1647.0,1217.0,1459.0,1588.0,954.0,781.0,1248.0,693.0,700.0,2076.0,1565.0,930.0,5413.0,3335.0,2493.0,896.0,4123.0
folA_1_56_B_MM11,2958.0,6435.0,1880.0,1447.0,903.0,1126.0,971.0,738.0,801.0,1299.0,612.0,696.0,1836.0,1928.0,584.0,5593.0,3574.0,2192.0,730.0,3847.0
folA_1_56_B_MM14,2370.0,2261.0,5690.0,1291.0,758.0,900.0,945.0,720.0,1019.0,1060.0,682.0,572.0,1510.0,1192.0,690.0,4528.0,3297.0,2040.0,635.0,2919.0
folA_1_56_B_MM2,1439.0,980.0,613.0,3610.0,974.0,1136.0,1046.0,611.0,401.0,706.0,228.0,317.0,729.0,925.0,484.0,3496.0,2532.0,1537.0,406.0,2848.0
folA_1_56_B_MM3,955.0,640.0,403.0,891.0,2402.0,682.0,673.0,589.0,233.0,442.0,201.0,193.0,592.0,788.0,429.0,2679.0,2058.0,925.0,331.0,2328.0
folA_1_56_B_MM6,1524.0,952.0,688.0,1293.0,838.0,3401.0,1268.0,756.0,455.0,702.0,265.0,326.0,980.0,1127.0,473.0,3679.0,2691.0,1508.0,488.0,2772.0
folA_1_56_B_MM9,1968.0,940.0,974.0,1522.0,856.0,1273.0,3624.0,733.0,369.0,730.0,213.0,367.0,835.0,1046.0,534.0,3682.0,2632.0,1610.0,563.0,3583.0
folA_1_56_C,712.0,504.0,320.0,918.0,443.0,534.0,573.0,1814.0,232.0,370.0,165.0,218.0,407.0,467.0,192.0,1978.0,1353.0,811.0,269.0,1349.0
folA_3_242_B_MM3,1721.0,2144.0,1916.0,1292.0,804.0,1150.0,909.0,970.0,4585.0,1685.0,897.0,667.0,2037.0,1495.0,1116.0,5961.0,4055.0,3060.0,739.0,3806.0
folA_3_242_C,1243.0,1115.0,891.0,1113.0,616.0,738.0,672.0,772.0,848.0,3051.0,286.0,466.0,987.0,923.0,523.0,3680.0,3468.0,1975.0,607.0,3190.0
negC_rand_42,756.0,642.0,475.0,428.0,173.0,265.0,394.0,228.0,444.0,619.0,3110.0,169.0,563.0,426.0,172.0,1254.0,1078.0,563.0,233.0,1155.0
thyA_1_60_B_MM12,966.0,813.0,670.0,413.0,291.0,378.0,453.0,231.0,387.0,462.0,219.0,1762.0,691.0,568.0,246.0,1817.0,1306.0,567.0,282.0,1185.0
thyA_1_60_B_MM13,2303.0,1712.0,1444.0,1022.0,617.0,979.0,844.0,628.0,892.0,1020.0,590.0,722.0,5193.0,1575.0,792.0,4421.0,3605.0,1745.0,742.0,2793.0
thyA_1_60_B_MM2,1493.0,1354.0,1053.0,1454.0,968.0,1223.0,979.0,1001.0,605.0,1168.0,347.0,441.0,1244.0,3683.0,675.0,2362.0,1536.0,1306.0,679.0,1735.0
thyA_1_60_C,828.0,903.0,825.0,765.0,827.0,826.0,685.0,618.0,352.0,760.0,284.0,208.0,620.0,767.0,1986.0,1598.0,1559.0,928.0,232.0,1002.0
thyA_3_233_B_MM4,4765.0,3478.0,3694.0,3486.0,2645.0,3654.0,3987.0,2389.0,1423.0,3220.0,1163.0,1134.0,2933.0,1976.0,1309.0,17702.0,6154.0,3850.0,1415.0,5331.0
thyA_3_233_B_MM5,3912.0,3060.0,2386.0,3241.0,2162.0,2799.0,2889.0,1723.0,1477.0,3226.0,926.0,805.0,2635.0,1808.0,969.0,7045.0,13626.0,3355.0,1342.0,5509.0
thyA_3_233_B_MM6,2539.0,1855.0,1492.0,1891.0,1547.0,1757.0,1818.0,1456.0,732.0,1995.0,577.0,699.0,1654.0,1313.0,722.0,4593.0,3828.0,7629.0,991.0,3519.0
thyA_3_233_B_MM7,1207.0,554.0,708.0,698.0,572.0,898.0,601.0,668.0,448.0,494.0,213.0,469.0,774.0,589.0,337.0,2123.0,1289.0,1052.0,2131.0,1231.0
thyA_3_233_C,4914.0,3278.0,3696.0,4785.0,3655.0,3677.0,3571.0,3249.0,1963.0,3454.0,1144.0,1196.0,3339.0,1965.0,1923.0,10740.0,7790.0,5015.0,1818.0,18355.0
