,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,4686.0,2150.0,1584.0,837.0,534.0,590.0,686.0,839.0,619.0,1143.0,663.0,619.0,1830.0,1323.0,790.0,6306.0,3353.0,1936.0,855.0,3235.0
folA_1_56_B_MM11,2044.0,3671.0,2276.0,4578.0,548.0,482.0,589.0,686.0,747.0,1214.0,391.0,772.0,1616.0,1728.0,667.0,6843.0,2532.0,2095.0,750.0,3790.0
folA_1_56_B_MM14,1552.0,1983.0,3055.0,505.0,481.0,328.0,620.0,795.0,767.0,550.0,604.0,527.0,1261.0,1146.0,966.0,5727.0,3214.0,1643.0,798.0,3022.0
folA_1_56_B_MM2,763.0,327.0,216.0,1840.0,477.0,430.0,469.0,540.0,132.0,236.0,103.0,168.0,515.0,710.0,197.0,3559.0,1886.0,853.0,144.0,1895.0
folA_1_56_B_MM3,563.0,244.0,240.0,568.0,866.0,289.0,224.0,434.0,129.0,270.0,42.0,87.0,370.0,643.0,255.0,2883.0,1361.0,789.0,265.0,1294.0
folA_1_56_B_MM6,771.0,550.0,281.0,553.0,562.0,1313.0,538.0,405.0,148.0,464.0,240.0,195.0,342.0,1012.0,298.0,3902.0,1381.0,1244.0,310.0,12866.0
folA_1_56_B_MM9,1083.0,665.0,338.0,761.0,1045.0,358.0,1111.0,600.0,302.0,459.0,126.0,140.0,510.0,996.0,566.0,4689.0,2250.0,1007.0,581.0,2292.0
folA_1_56_C,386.0,158.0,158.0,609.0,241.0,407.0,168.0,780.0,111.0,208.0,59.0,144.0,291.0,315.0,127.0,2308.0,1063.0,699.0,128.0,1158.0
folA_3_242_B_MM3,849.0,1414.0,1372.0,543.0,634.0,250.0,356.0,934.0,2252.0,1549.0,673.0,549.0,1864.0,1236.0,906.0,6316.0,3124.0,2480.0,811.0,3896.0
folA_3_242_C,1199.0,762.0,617.0,494.0,294.0,346.0,411.0,480.0,609.0,1587.0,153.0,211.0,873.0,1438.0,547.0,15573.0,3308.0,1876.0,690.0,2490.0
negC_rand_42,487.0,487.0,652.0,346.0,186.0,139.0,201.0,160.0,287.0,345.0,2567.0,176.0,696.0,430.0,268.0,1520.0,1161.0,605.0,366.0,956.0
thyA_1_60_B_MM12,715.0,754.0,674.0,185.0,120.0,216.0,378.0,382.0,435.0,303.0,104.0,865.0,744.0,600.0,442.0,3483.0,1526.0,3109.0,244.0,1100.0
thyA_1_60_B_MM13,1972.0,1401.0,1383.0,633.0,600.0,717.0,535.0,319.0,988.0,1106.0,330.0,1313.0,4459.0,1845.0,768.0,6988.0,3351.0,2027.0,698.0,3254.0
thyA_1_60_B_MM2,1352.0,1129.0,859.0,1094.0,975.0,1028.0,758.0,938.0,456.0,1356.0,475.0,362.0,1452.0,1894.0,975.0,3168.0,1778.0,1254.0,862.0,1732.0
thyA_1_60_C,770.0,540.0,646.0,590.0,731.0,400.0,695.0,457.0,532.0,741.0,174.0,167.0,785.0,796.0,1208.0,2789.0,1345.0,857.0,481.0,1232.0
thyA_3_233_B_MM4,5395.0,3721.0,2966.0,3462.0,3346.0,3491.0,3444.0,2999.0,1634.0,5073.0,1301.0,1087.0,4123.0,1716.0,1590.0,18565.0,7634.0,4657.0,1850.0,7120.0
thyA_3_233_B_MM5,3915.0,2722.0,1823.0,1526.0,1518.0,1704.0,1730.0,2143.0,1080.0,2772.0,469.0,825.0,2503.0,1585.0,847.0,8446.0,8595.0,3204.0,1178.0,5102.0
thyA_3_233_B_MM6,2069.0,1378.0,1223.0,1119.0,832.0,979.0,1156.0,1204.0,584.0,1888.0,603.0,334.0,1792.0,949.0,919.0,6641.0,9095.0,4362.0,1026.0,3152.0
thyA_3_233_B_MM7,709.0,768.0,661.0,552.0,534.0,560.0,470.0,474.0,307.0,817.0,279.0,382.0,634.0,519.0,214.0,3205.0,1661.0,1084.0,1538.0,1550.0
thyA_3_233_C,4291.0,2710.0,3292.0,3587.0,3288.0,2657.0,2575.0,2852.0,1632.0,3556.0,849.0,1246.0,3597.0,1514.0,1399.0,13833.0,7251.0,4384.0,1979.0,12405.0
