,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,702.0,93.0,91.0,23.0,13.0,18.0,32.0,20.0,27.0,22.0,23.0,33.0,100.0,62.0,37.0,288.0,181.0,153.0,65.0,168.0
folA_1_56_B_MM11,125.0,705.0,133.0,20.0,23.0,16.0,18.0,21.0,46.0,28.0,20.0,47.0,132.0,92.0,39.0,320.0,210.0,145.0,50.0,215.0
folA_1_56_B_MM14,80.0,123.0,788.0,15.0,12.0,9.0,19.0,18.0,41.0,14.0,18.0,32.0,106.0,75.0,40.0,231.0,218.0,130.0,73.0,165.0
folA_1_56_B_MM2,17.0,15.0,19.0,195.0,6.0,12.0,12.0,6.0,15.0,16.0,3.0,2.0,23.0,46.0,19.0,167.0,138.0,72.0,20.0,104.0
folA_1_56_B_MM3,9.0,16.0,16.0,20.0,117.0,8.0,7.0,11.0,1.0,8.0,1.0,5.0,7.0,26.0,14.0,111.0,77.0,32.0,16.0,89.0
folA_1_56_B_MM6,20.0,15.0,11.0,16.0,13.0,212.0,10.0,13.0,5.0,15.0,2.0,7.0,13.0,41.0,15.0,202.0,112.0,61.0,19.0,142.0
folA_1_56_B_MM9,49.0,28.0,10.0,20.0,17.0,22.0,194.0,10.0,2.0,16.0,4.0,7.0,21.0,60.0,28.0,169.0,130.0,65.0,26.0,155.0
folA_1_56_C,18.0,13.0,14.0,20.0,13.0,7.0,9.0,171.0,5.0,8.0,2.0,4.0,9.0,23.0,19.0,87.0,60.0,42.0,23.0,61.0
folA_3_242_B_MM3,51.0,86.0,127.0,30.0,13.0,13.0,22.0,27.0,501.0,47.0,30.0,32.0,108.0,87.0,76.0,390.0,319.0,209.0,47.0,313.0
folA_3_242_C,24.0,30.0,29.0,36.0,10.0,12.0,18.0,22.0,34.0,265.0,10.0,11.0,45.0,49.0,42.0,346.0,229.0,134.0,56.0,217.0
negC_rand_42,25.0,31.0,24.0,13.0,5.0,12.0,3.0,11.0,13.0,14.0,201.0,4.0,52.0,32.0,9.0,96.0,70.0,52.0,20.0,61.0
thyA_1_60_B_MM12,39.0,53.0,30.0,7.0,5.0,8.0,6.0,9.0,33.0,14.0,11.0,179.0,29.0,30.0,13.0,136.0,85.0,44.0,24.0,114.0
thyA_1_60_B_MM13,103.0,98.0,92.0,35.0,14.0,16.0,18.0,15.0,39.0,31.0,46.0,50.0,697.0,94.0,35.0,370.0,211.0,115.0,76.0,235.0
thyA_1_60_B_MM2,68.0,55.0,47.0,76.0,39.0,53.0,31.0,48.0,23.0,80.0,15.0,18.0,75.0,432.0,50.0,199.0,163.0,103.0,45.0,158.0
thyA_1_60_C,55.0,36.0,59.0,38.0,34.0,45.0,40.0,37.0,20.0,37.0,15.0,19.0,52.0,25.0,227.0,130.0,115.0,57.0,23.0,79.0
thyA_3_233_B_MM4,227.0,232.0,224.0,183.0,120.0,169.0,154.0,123.0,102.0,169.0,51.0,63.0,253.0,123.0,97.0,2270.0,637.0,303.0,119.0,413.0
thyA_3_233_B_MM5,168.0,225.0,189.0,106.0,53.0,100.0,104.0,78.0,72.0,200.0,22.0,54.0,182.0,141.0,91.0,599.0,1588.0,291.0,136.0,368.0
thyA_3_233_B_MM6,141.0,137.0,83.0,77.0,30.0,45.0,39.0,68.0,51.0,92.0,20.0,32.0,120.0,90.0,38.0,398.0,332.0,1219.0,83.0,257.0
thyA_3_233_B_MM7,64.0,52.0,35.0,19.0,16.0,21.0,22.0,14.0,44.0,19.0,12.0,14.0,70.0,42.0,19.0,145.0,98.0,88.0,430.0,125.0
thyA_3_233_C,162.0,272.0,249.0,169.0,136.0,113.0,139.0,187.0,141.0,226.0,61.0,84.0,266.0,134.0,120.0,807.0,656.0,399.0,181.0,2179.0
