,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,8286.0,2384.0,1878.0,705.0,422.0,534.0,567.0,343.0,396.0,450.0,465.0,403.0,1750.0,1215.0,763.0,5577.0,3320.0,2242.0,864.0,4711.0
folA_1_56_B_MM11,3008.0,6030.0,1726.0,567.0,313.0,388.0,402.0,314.0,630.0,668.0,395.0,507.0,1524.0,1237.0,712.0,6225.0,3236.0,1711.0,693.0,2935.0
folA_1_56_B_MM14,2231.0,1992.0,4742.0,603.0,245.0,289.0,312.0,254.0,585.0,485.0,394.0,314.0,1221.0,1071.0,354.0,4383.0,2965.0,1748.0,778.0,2866.0
folA_1_56_B_MM2,327.0,363.0,186.0,1940.0,270.0,439.0,293.0,205.0,128.0,291.0,86.0,98.0,233.0,687.0,387.0,2789.0,1618.0,606.0,288.0,1916.0
folA_1_56_B_MM3,259.0,144.0,116.0,414.0,1146.0,218.0,174.0,186.0,56.0,137.0,43.0,45.0,137.0,590.0,265.0,2111.0,1259.0,516.0,146.0,1469.0
folA_1_56_B_MM6,574.0,383.0,258.0,593.0,363.0,1696.0,352.0,237.0,114.0,253.0,64.0,134.0,289.0,973.0,286.0,3417.0,1466.0,784.0,294.0,2970.0
folA_1_56_B_MM9,660.0,378.0,194.0,664.0,349.0,479.0,1839.0,295.0,103.0,258.0,75.0,89.0,313.0,849.0,468.0,3725.0,1957.0,1037.0,367.0,2749.0
folA_1_56_C,229.0,204.0,131.0,303.0,132.0,159.0,159.0,901.0,52.0,129.0,30.0,52.0,84.0,317.0,195.0,1540.0,824.0,470.0,84.0,951.0
folA_3_242_B_MM3,1191.0,1585.0,1620.0,667.0,362.0,412.0,317.0,234.0,4577.0,1174.0,561.0,431.0,1628.0,1172.0,822.0,5311.0,3178.0,2251.0,561.0,5271.0
folA_3_242_C,460.0,532.0,413.0,405.0,243.0,363.0,200.0,192.0,736.0,2341.0,162.0,172.0,526.0,823.0,356.0,5508.0,2711.0,1524.0,546.0,2340.0
negC_rand_42,789.0,485.0,347.0,165.0,83.0,86.0,60.0,101.0,149.0,158.0,1303.0,115.0,352.0,355.0,151.0,1051.0,776.0,507.0,232.0,914.0
thyA_1_60_B_MM12,607.0,457.0,367.0,152.0,86.0,147.0,119.0,69.0,182.0,192.0,113.0,908.0,423.0,230.0,192.0,1062.0,483.0,441.0,138.0,605.0
thyA_1_60_B_MM13,2052.0,1456.0,1305.0,486.0,306.0,409.0,358.0,165.0,970.0,730.0,458.0,422.0,4585.0,1197.0,602.0,4957.0,2600.0,1873.0,510.0,2561.0
thyA_1_60_B_MM2,1400.0,1132.0,734.0,1315.0,835.0,1237.0,683.0,757.0,547.0,770.0,210.0,218.0,940.0,2689.0,595.0,3060.0,2113.0,1061.0,295.0,1522.0
thyA_1_60_C,801.0,1231.0,606.0,930.0,446.0,604.0,426.0,426.0,340.0,582.0,156.0,146.0,458.0,644.0,1562.0,1736.0,1093.0,475.0,201.0,968.0
thyA_3_233_B_MM4,4897.0,3816.0,3487.0,4093.0,2376.0,3017.0,2994.0,1638.0,1139.0,3317.0,529.0,558.0,2483.0,1917.0,1132.0,20219.0,5345.0,3516.0,1472.0,6523.0
thyA_3_233_B_MM5,3529.0,3366.0,2516.0,2825.0,1527.0,2201.0,1891.0,1229.0,995.0,3793.0,421.0,422.0,2487.0,1962.0,752.0,8563.0,11145.0,3598.0,1278.0,4814.0
thyA_3_233_B_MM6,2866.0,1857.0,1233.0,1708.0,665.0,1096.0,990.0,707.0,623.0,1936.0,447.0,329.0,1395.0,893.0,524.0,5515.0,3633.0,6582.0,772.0,2246.0
thyA_3_233_B_MM7,816.0,594.0,409.0,494.0,202.0,357.0,256.0,248.0,453.0,566.0,149.0,164.0,572.0,458.0,258.0,1698.0,1518.0,562.0,1764.0,695.0
thyA_3_233_C,4104.0,3360.0,3761.0,4557.0,2775.0,2777.0,3265.0,2332.0,1851.0,2810.0,1361.0,562.0,2772.0,1638.0,1690.0,11947.0,7240.0,5464.0,1924.0,16046.0
