,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,907.0,344.0,164.0,292.0,238.0,212.0,267.0,207.0,86.0,207.0,95.0,82.0,238.0,163.0,75.0,628.0,363.0,277.0,77.0,337.0
folA_1_56_B_MM11,373.0,628.0,150.0,207.0,201.0,156.0,174.0,156.0,72.0,142.0,57.0,54.0,145.0,97.0,43.0,536.0,346.0,193.0,43.0,248.0
folA_1_56_B_MM14,266.0,269.0,562.0,213.0,198.0,174.0,179.0,139.0,86.0,113.0,53.0,39.0,131.0,140.0,67.0,489.0,380.0,192.0,94.0,249.0
folA_1_56_B_MM2,201.0,164.0,109.0,505.0,140.0,121.0,131.0,75.0,41.0,121.0,45.0,34.0,108.0,87.0,47.0,437.0,267.0,194.0,35.0,216.0
folA_1_56_B_MM3,161.0,104.0,100.0,173.0,332.0,82.0,109.0,78.0,30.0,78.0,37.0,44.0,69.0,52.0,19.0,277.0,232.0,89.0,27.0,156.0
folA_1_56_B_MM6,218.0,135.0,98.0,143.0,140.0,315.0,150.0,118.0,55.0,99.0,28.0,55.0,130.0,97.0,59.0,403.0,327.0,159.0,60.0,237.0
folA_1_56_B_MM9,293.0,226.0,139.0,280.0,188.0,185.0,378.0,129.0,57.0,166.0,30.0,50.0,181.0,112.0,67.0,571.0,292.0,197.0,61.0,278.0
folA_1_56_C,85.0,110.0,52.0,93.0,51.0,100.0,65.0,205.0,46.0,56.0,21.0,22.0,49.0,49.0,22.0,183.0,109.0,90.0,23.0,84.0
folA_3_242_B_MM3,262.0,206.0,174.0,203.0,133.0,153.0,199.0,118.0,376.0,172.0,63.0,64.0,170.0,120.0,82.0,642.0,350.0,236.0,87.0,339.0
folA_3_242_C,217.0,167.0,108.0,175.0,128.0,140.0,152.0,107.0,95.0,332.0,46.0,46.0,161.0,88.0,57.0,436.0,301.0,175.0,53.0,213.0
negC_rand_42,100.0,64.0,63.0,70.0,61.0,43.0,65.0,47.0,22.0,54.0,232.0,30.0,44.0,58.0,13.0,218.0,138.0,62.0,30.0,98.0
thyA_1_60_B_MM12,72.0,64.0,54.0,78.0,45.0,77.0,71.0,38.0,28.0,37.0,12.0,77.0,71.0,34.0,16.0,172.0,130.0,55.0,12.0,81.0
thyA_1_60_B_MM13,215.0,138.0,116.0,162.0,116.0,130.0,123.0,105.0,71.0,158.0,59.0,50.0,414.0,105.0,44.0,501.0,229.0,144.0,64.0,225.0
thyA_1_60_B_MM2,182.0,123.0,83.0,186.0,88.0,84.0,112.0,78.0,50.0,98.0,31.0,42.0,91.0,198.0,49.0,256.0,166.0,93.0,38.0,130.0
thyA_1_60_C,106.0,99.0,84.0,93.0,59.0,83.0,99.0,61.0,38.0,45.0,17.0,5.0,55.0,36.0,107.0,223.0,114.0,73.0,25.0,78.0
thyA_3_233_B_MM4,621.0,459.0,353.0,491.0,317.0,337.0,388.0,254.0,185.0,346.0,136.0,139.0,308.0,180.0,113.0,1738.0,726.0,360.0,146.0,488.0
thyA_3_233_B_MM5,478.0,406.0,266.0,345.0,263.0,320.0,311.0,181.0,150.0,312.0,86.0,85.0,221.0,160.0,85.0,779.0,1160.0,340.0,77.0,408.0
thyA_3_233_B_MM6,236.0,195.0,147.0,235.0,159.0,206.0,170.0,115.0,68.0,177.0,49.0,43.0,121.0,118.0,62.0,466.0,409.0,641.0,78.0,224.0
thyA_3_233_B_MM7,114.0,63.0,53.0,97.0,68.0,61.0,81.0,48.0,44.0,52.0,13.0,30.0,48.0,52.0,19.0,165.0,169.0,87.0,152.0,73.0
thyA_3_233_C,504.0,299.0,396.0,426.0,312.0,334.0,384.0,230.0,226.0,278.0,133.0,86.0,303.0,133.0,115.0,1178.0,640.0,431.0,139.0,1225.0
