,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,32396.0,15203.0,12391.0,305.0,236.0,337.0,379.0,224.0,988.0,298.0,3700.0,1377.0,12486.0,75.0,42.0,580.0,1143.0,10730.0,5516.0,113.0
folA_1_56_B_MM11,14821.0,46318.0,17199.0,369.0,269.0,493.0,377.0,223.0,2922.0,623.0,6097.0,1543.0,16514.0,266.0,106.0,604.0,1254.0,12476.0,5803.0,257.0
folA_1_56_B_MM14,11449.0,19346.0,51120.0,359.0,226.0,255.0,448.0,168.0,4313.0,539.0,7928.0,1559.0,16638.0,52.0,28.0,661.0,2510.0,16074.0,6760.0,171.0
folA_1_56_B_MM2,233.0,283.0,157.0,802.0,162.0,190.0,164.0,72.0,119.0,140.0,64.0,51.0,167.0,44.0,26.0,118.0,76.0,110.0,43.0,39.0
folA_1_56_B_MM3,255.0,164.0,152.0,136.0,520.0,122.0,166.0,53.0,56.0,89.0,94.0,35.0,208.0,12.0,19.0,134.0,81.0,102.0,66.0,64.0
folA_1_56_B_MM6,276.0,274.0,175.0,225.0,75.0,709.0,184.0,153.0,46.0,116.0,114.0,79.0,324.0,48.0,7.0,167.0,62.0,256.0,87.0,42.0
folA_1_56_B_MM9,447.0,257.0,217.0,215.0,132.0,252.0,940.0,123.0,54.0,119.0,89.0,89.0,243.0,22.0,23.0,151.0,80.0,166.0,61.0,130.0
folA_1_56_C,128.0,164.0,76.0,90.0,46.0,45.0,44.0,269.0,31.0,92.0,21.0,87.0,55.0,5.0,6.0,21.0,29.0,61.0,28.0,59.0
folA_3_242_B_MM3,1550.0,4747.0,8521.0,304.0,225.0,132.0,155.0,124.0,16437.0,633.0,3903.0,1234.0,10825.0,47.0,49.0,462.0,1254.0,11906.0,5773.0,172.0
folA_3_242_C,300.0,494.0,588.0,163.0,205.0,86.0,131.0,115.0,1165.0,1598.0,223.0,224.0,679.0,56.0,34.0,150.0,371.0,966.0,545.0,114.0
negC_rand_42,3743.0,4775.0,5174.0,187.0,65.0,91.0,126.0,49.0,1557.0,124.0,28149.0,470.0,5175.0,9.0,8.0,107.0,251.0,4157.0,2571.0,74.0
thyA_1_60_B_MM12,1754.0,2233.0,1469.0,53.0,21.0,51.0,83.0,54.0,1010.0,210.0,570.0,3608.0,3139.0,7.0,12.0,109.0,473.0,1161.0,552.0,51.0
thyA_1_60_B_MM13,11637.0,13228.0,15090.0,272.0,372.0,187.0,236.0,104.0,4706.0,813.0,6155.0,1782.0,50462.0,75.0,29.0,428.0,774.0,7361.0,6287.0,109.0
thyA_1_60_B_MM2,64.0,144.0,111.0,76.0,37.0,26.0,41.0,31.0,31.0,45.0,26.0,43.0,66.0,207.0,56.0,53.0,26.0,44.0,30.0,36.0
thyA_1_60_C,44.0,27.0,47.0,14.0,35.0,43.0,34.0,14.0,21.0,11.0,9.0,13.0,49.0,17.0,75.0,47.0,44.0,28.0,15.0,20.0
thyA_3_233_B_MM4,539.0,320.0,286.0,90.0,66.0,107.0,153.0,57.0,146.0,179.0,68.0,106.0,577.0,66.0,38.0,1612.0,573.0,1242.0,699.0,322.0
thyA_3_233_B_MM5,1869.0,1548.0,1463.0,108.0,53.0,77.0,159.0,31.0,657.0,439.0,336.0,358.0,739.0,48.0,44.0,368.0,4016.0,5000.0,3476.0,277.0
thyA_3_233_B_MM6,10736.0,9678.0,9510.0,237.0,102.0,113.0,277.0,141.0,3136.0,835.0,3957.0,1047.0,4800.0,30.0,28.0,377.0,1565.0,32996.0,6326.0,173.0
thyA_3_233_B_MM7,7406.0,4877.0,7048.0,68.0,46.0,36.0,80.0,19.0,3847.0,245.0,2209.0,782.0,4166.0,21.0,11.0,226.0,601.0,5880.0,17274.0,75.0
thyA_3_233_C,389.0,245.0,209.0,74.0,173.0,90.0,79.0,83.0,475.0,112.0,135.0,57.0,227.0,37.0,38.0,342.0,413.0,1671.0,566.0,1084.0
