,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,36607.0,14991.0,14210.0,3792.0,2065.0,2620.0,1839.0,1687.0,1457.0,1508.0,3473.0,4454.0,11769.0,861.0,498.0,6984.0,6329.0,11905.0,6025.0,2020.0
folA_1_56_B_MM11,19331.0,31182.0,12965.0,3060.0,1524.0,2142.0,1175.0,1257.0,4041.0,2160.0,4077.0,6129.0,12493.0,572.0,337.0,5899.0,5152.0,10099.0,5736.0,1810.0
folA_1_56_B_MM14,14008.0,16877.0,28428.0,3087.0,1340.0,1730.0,1150.0,966.0,3806.0,1667.0,4214.0,4545.0,11610.0,455.0,202.0,5289.0,8214.0,12929.0,6666.0,1931.0
folA_1_56_B_MM2,1340.0,1491.0,783.0,5113.0,1403.0,2303.0,1584.0,1060.0,355.0,1013.0,587.0,337.0,1148.0,332.0,214.0,2018.0,1041.0,642.0,331.0,1162.0
folA_1_56_B_MM3,1182.0,656.0,445.0,3508.0,2367.0,1764.0,717.0,806.0,314.0,470.0,350.0,248.0,625.0,286.0,141.0,1878.0,600.0,530.0,183.0,677.0
folA_1_56_B_MM6,2365.0,2034.0,1133.0,2883.0,1733.0,4567.0,1680.0,2349.0,364.0,1373.0,1109.0,765.0,1050.0,757.0,149.0,2219.0,892.0,715.0,358.0,1196.0
folA_1_56_B_MM9,2500.0,1520.0,788.0,3700.0,1398.0,2959.0,3751.0,1321.0,653.0,1270.0,347.0,552.0,1289.0,670.0,193.0,3369.0,993.0,1246.0,506.0,1458.0
folA_1_56_C,825.0,638.0,370.0,1063.0,542.0,816.0,510.0,1947.0,222.0,339.0,148.0,340.0,349.0,132.0,49.0,1025.0,452.0,395.0,98.0,449.0
folA_3_242_B_MM3,4382.0,6861.0,10021.0,2881.0,1055.0,1517.0,993.0,770.0,17560.0,3321.0,3813.0,5616.0,10593.0,384.0,457.0,4359.0,3460.0,13364.0,4158.0,2608.0
folA_3_242_C,1468.0,1692.0,1043.0,2634.0,866.0,1330.0,681.0,1898.0,3347.0,3984.0,523.0,745.0,1633.0,386.0,213.0,3706.0,2009.0,2662.0,1299.0,955.0
negC_rand_42,5503.0,3838.0,2906.0,981.0,346.0,416.0,247.0,460.0,960.0,431.0,7761.0,1417.0,3477.0,232.0,93.0,910.0,1019.0,4179.0,2233.0,342.0
thyA_1_60_B_MM12,5760.0,6440.0,3843.0,1150.0,509.0,856.0,522.0,242.0,1796.0,923.0,1419.0,6910.0,6995.0,196.0,110.0,1711.0,1857.0,5556.0,1987.0,682.0
thyA_1_60_B_MM13,13402.0,12027.0,10466.0,2612.0,1922.0,2094.0,1319.0,833.0,5449.0,2070.0,4051.0,6345.0,29686.0,682.0,280.0,5028.0,3237.0,10904.0,5086.0,1370.0
thyA_1_60_B_MM2,966.0,631.0,321.0,933.0,385.0,686.0,447.0,737.0,273.0,292.0,149.0,289.0,482.0,826.0,208.0,1646.0,1095.0,475.0,112.0,545.0
thyA_1_60_C,489.0,677.0,368.0,583.0,242.0,362.0,275.0,217.0,107.0,331.0,95.0,112.0,180.0,247.0,658.0,859.0,1627.0,150.0,60.0,313.0
thyA_3_233_B_MM4,5374.0,3212.0,2804.0,3543.0,1648.0,1754.0,1716.0,1081.0,851.0,2053.0,390.0,987.0,2241.0,772.0,571.0,19315.0,6762.0,6889.0,2830.0,4466.0
thyA_3_233_B_MM5,6737.0,5878.0,4525.0,1998.0,770.0,1151.0,1194.0,670.0,1451.0,2538.0,501.0,1807.0,3377.0,462.0,229.0,7584.0,11153.0,13354.0,5267.0,2445.0
thyA_3_233_B_MM6,15231.0,9883.0,8096.0,3184.0,739.0,1159.0,906.0,775.0,3690.0,2472.0,2963.0,4116.0,7320.0,353.0,135.0,6379.0,6713.0,24751.0,5260.0,1155.0
thyA_3_233_B_MM7,6009.0,4415.0,3056.0,957.0,407.0,404.0,386.0,380.0,4747.0,1234.0,1406.0,1702.0,3237.0,160.0,103.0,2040.0,3047.0,3323.0,7715.0,472.0
thyA_3_233_C,2631.0,1592.0,1754.0,2860.0,1291.0,1183.0,1366.0,1097.0,1021.0,1145.0,848.0,752.0,1369.0,262.0,450.0,9447.0,5532.0,8592.0,3310.0,6904.0
