,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,28292.0,8336.0,6282.0,4606.0,2542.0,2825.0,2728.0,2265.0,1543.0,2278.0,2179.0,2834.0,7246.0,1951.0,1079.0,9290.0,7817.0,7432.0,2894.0,4709.0
folA_1_56_B_MM11,10485.0,22576.0,6554.0,3781.0,1863.0,2068.0,1977.0,1792.0,2262.0,2161.0,2042.0,3377.0,6782.0,1586.0,772.0,9857.0,7180.0,5779.0,3186.0,4086.0
folA_1_56_B_MM14,7602.0,8163.0,19045.0,3275.0,1649.0,2217.0,1538.0,1620.0,2403.0,1554.0,1908.0,2623.0,6243.0,1377.0,472.0,8266.0,7967.0,6925.0,3515.0,4436.0
folA_1_56_B_MM2,2124.0,2076.0,1165.0,8233.0,1744.0,2343.0,1614.0,1259.0,726.0,1217.0,646.0,473.0,1463.0,690.0,351.0,3363.0,2584.0,1398.0,750.0,2003.0
folA_1_56_B_MM3,1512.0,1009.0,770.0,2580.0,3897.0,1748.0,1032.0,1003.0,390.0,756.0,315.0,316.0,1079.0,511.0,277.0,2385.0,1336.0,1060.0,428.0,1419.0
folA_1_56_B_MM6,2757.0,2245.0,1320.0,3186.0,1842.0,6796.0,2266.0,1494.0,535.0,1537.0,481.0,879.0,1858.0,866.0,358.0,3919.0,2025.0,1475.0,692.0,2976.0
folA_1_56_B_MM9,3139.0,1905.0,1078.0,4213.0,1791.0,3055.0,6476.0,1621.0,649.0,1419.0,382.0,716.0,1662.0,985.0,493.0,4785.0,2550.0,2259.0,890.0,2816.0
folA_1_56_C,1429.0,903.0,716.0,1337.0,713.0,959.0,640.0,3545.0,339.0,610.0,197.0,341.0,670.0,317.0,146.0,1597.0,1005.0,834.0,208.0,873.0
folA_3_242_B_MM3,3911.0,4765.0,5276.0,3517.0,1457.0,2106.0,1527.0,1348.0,13913.0,2772.0,2143.0,2614.0,6053.0,1103.0,776.0,6482.0,5263.0,6201.0,2173.0,5184.0
folA_3_242_C,2176.0,1909.0,1430.0,3013.0,1029.0,2052.0,1195.0,1259.0,2325.0,5801.0,458.0,833.0,1648.0,686.0,343.0,5030.0,2960.0,2890.0,1110.0,1753.0
negC_rand_42,2814.0,1764.0,1534.0,949.0,401.0,510.0,448.0,566.0,565.0,550.0,5964.0,768.0,1585.0,421.0,174.0,1512.0,1732.0,2052.0,1114.0,1023.0
thyA_1_60_B_MM12,3492.0,3278.0,2237.0,1318.0,703.0,1035.0,759.0,455.0,1069.0,776.0,684.0,5935.0,3319.0,447.0,372.0,2683.0,2106.0,3079.0,968.0,1349.0
thyA_1_60_B_MM13,7736.0,6017.0,5655.0,3254.0,1678.0,2277.0,1886.0,1175.0,3073.0,1924.0,1924.0,3151.0,19546.0,1296.0,696.0,7406.0,5425.0,6554.0,2326.0,3062.0
thyA_1_60_B_MM2,2120.0,1562.0,795.0,1641.0,861.0,1434.0,678.0,709.0,541.0,598.0,339.0,477.0,1083.0,2968.0,602.0,2897.0,2010.0,1221.0,391.0,1530.0
thyA_1_60_C,1271.0,1386.0,741.0,1107.0,443.0,654.0,522.0,354.0,296.0,590.0,200.0,260.0,547.0,580.0,1991.0,1811.0,1190.0,599.0,182.0,769.0
thyA_3_233_B_MM4,8528.0,5417.0,4976.0,5131.0,2393.0,2869.0,2964.0,1685.0,1491.0,2821.0,871.0,1496.0,3458.0,1501.0,957.0,31187.0,8754.0,7228.0,2776.0,7837.0
thyA_3_233_B_MM5,7675.0,6383.0,5269.0,3730.0,1836.0,2757.0,2293.0,1743.0,1708.0,3385.0,1047.0,1713.0,4788.0,1444.0,690.0,11819.0,23140.0,10113.0,3369.0,6190.0
thyA_3_233_B_MM6,8111.0,5627.0,4016.0,4139.0,1503.0,2416.0,1851.0,1576.0,1879.0,2974.0,1811.0,1802.0,4700.0,882.0,512.0,8181.0,7928.0,19606.0,2677.0,2765.0
thyA_3_233_B_MM7,3183.0,2194.0,1680.0,1348.0,568.0,810.0,802.0,856.0,1625.0,1226.0,814.0,826.0,1963.0,541.0,275.0,3470.0,3744.0,2103.0,6508.0,1183.0
thyA_3_233_C,6275.0,4737.0,4453.0,5088.0,2533.0,2570.0,2907.0,2167.0,2181.0,2269.0,2068.0,1451.0,3355.0,1377.0,1179.0,14857.0,10755.0,10616.0,4223.0,18963.0
