,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,14594.0,2898.0,2411.0,4635.0,2991.0,2925.0,3082.0,2366.0,1097.0,2620.0,784.0,1058.0,2418.0,1493.0,793.0,4992.0,3340.0,2483.0,945.0,2712.0
folA_1_56_B_MM11,3684.0,9832.0,1914.0,3581.0,2116.0,2131.0,2200.0,1721.0,923.0,2128.0,608.0,1075.0,1666.0,1143.0,593.0,4668.0,2851.0,1714.0,715.0,2371.0
folA_1_56_B_MM14,2797.0,2356.0,8489.0,3155.0,2233.0,2057.0,1770.0,1754.0,821.0,1594.0,571.0,853.0,1532.0,987.0,426.0,3792.0,2977.0,2083.0,903.0,2717.0
folA_1_56_B_MM2,2250.0,2221.0,1230.0,10765.0,1821.0,2392.0,1845.0,1336.0,754.0,1744.0,678.0,654.0,1510.0,792.0,429.0,2762.0,2111.0,1205.0,570.0,1984.0
folA_1_56_B_MM3,1961.0,1176.0,995.0,2706.0,6534.0,1916.0,1425.0,1186.0,575.0,1217.0,435.0,451.0,1155.0,709.0,376.0,2491.0,1382.0,1036.0,371.0,1516.0
folA_1_56_B_MM6,2930.0,1986.0,1437.0,3115.0,1895.0,8779.0,2518.0,1289.0,743.0,1952.0,532.0,987.0,1814.0,957.0,326.0,3580.0,1819.0,1293.0,568.0,2665.0
folA_1_56_B_MM9,3391.0,2264.0,1203.0,4382.0,2119.0,2871.0,8886.0,1722.0,812.0,2091.0,518.0,792.0,1680.0,964.0,449.0,3713.0,2126.0,1592.0,636.0,2406.0
folA_1_56_C,1479.0,931.0,651.0,1264.0,797.0,1010.0,798.0,4376.0,367.0,727.0,214.0,418.0,601.0,312.0,203.0,1434.0,926.0,713.0,244.0,903.0
folA_3_242_B_MM3,2630.0,1870.0,1630.0,3417.0,1985.0,1847.0,1846.0,1353.0,7105.0,2360.0,773.0,933.0,1746.0,895.0,633.0,3651.0,2541.0,1993.0,549.0,3205.0
folA_3_242_C,2310.0,1774.0,1334.0,2821.0,1394.0,1913.0,1399.0,1253.0,1061.0,7379.0,442.0,718.0,1429.0,724.0,321.0,3544.0,2188.0,1668.0,617.0,1882.0
negC_rand_42,1057.0,527.0,437.0,1050.0,511.0,558.0,587.0,554.0,218.0,601.0,2727.0,256.0,454.0,404.0,147.0,956.0,767.0,581.0,275.0,740.0
thyA_1_60_B_MM12,1198.0,1073.0,597.0,1304.0,800.0,1001.0,784.0,341.0,295.0,759.0,231.0,3050.0,908.0,406.0,256.0,1512.0,1016.0,936.0,294.0,976.0
thyA_1_60_B_MM13,2622.0,1627.0,1400.0,2758.0,1820.0,2267.0,2042.0,1108.0,934.0,1906.0,526.0,962.0,7405.0,918.0,429.0,3625.0,2274.0,1808.0,596.0,2085.0
thyA_1_60_B_MM2,1557.0,1216.0,733.0,1627.0,952.0,1479.0,730.0,660.0,544.0,784.0,279.0,393.0,892.0,3640.0,516.0,2173.0,1657.0,962.0,303.0,1254.0
thyA_1_60_C,895.0,984.0,591.0,1111.0,535.0,771.0,502.0,469.0,252.0,525.0,130.0,251.0,399.0,478.0,2262.0,1411.0,964.0,436.0,158.0,731.0
thyA_3_233_B_MM4,4167.0,3163.0,2704.0,4297.0,2291.0,3007.0,2827.0,1708.0,937.0,2476.0,510.0,1013.0,1921.0,1240.0,762.0,17251.0,3640.0,2841.0,1085.0,3765.0
thyA_3_233_B_MM5,3171.0,2382.0,1996.0,3602.0,1725.0,2677.0,2018.0,1576.0,814.0,2747.0,451.0,807.0,2013.0,1318.0,533.0,5332.0,11691.0,2872.0,985.0,3331.0
thyA_3_233_B_MM6,2862.0,1557.0,1164.0,3194.0,1405.0,2106.0,1615.0,1255.0,669.0,1826.0,549.0,687.0,1350.0,743.0,444.0,3694.0,2818.0,8006.0,772.0,1538.0
thyA_3_233_B_MM7,1042.0,539.0,482.0,1244.0,517.0,727.0,697.0,526.0,437.0,685.0,216.0,310.0,517.0,439.0,179.0,1241.0,1256.0,624.0,2771.0,626.0
thyA_3_233_C,3666.0,2547.0,2651.0,4536.0,2660.0,2860.0,2796.0,2271.0,1493.0,2198.0,1099.0,981.0,2029.0,1115.0,1080.0,6970.0,4740.0,3833.0,1398.0,14322.0
