,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,37143.0,16493.0,14020.0,377.0,291.0,430.0,490.0,248.0,1231.0,430.0,3625.0,1969.0,13020.0,84.0,23.0,792.0,1655.0,12777.0,6342.0,216.0
folA_1_56_B_MM11,15809.0,52583.0,19531.0,395.0,236.0,503.0,383.0,282.0,3072.0,675.0,5899.0,2448.0,17878.0,412.0,120.0,866.0,2122.0,14690.0,6608.0,310.0
folA_1_56_B_MM14,11575.0,21805.0,66879.0,539.0,309.0,345.0,506.0,210.0,4991.0,606.0,8786.0,2165.0,18981.0,88.0,41.0,1327.0,4599.0,19944.0,8284.0,281.0
folA_1_56_B_MM2,355.0,253.0,140.0,1165.0,154.0,171.0,257.0,119.0,105.0,147.0,70.0,54.0,204.0,25.0,5.0,115.0,60.0,115.0,41.0,61.0
folA_1_56_B_MM3,260.0,237.0,190.0,205.0,568.0,120.0,106.0,103.0,54.0,121.0,87.0,60.0,191.0,44.0,1.0,144.0,59.0,141.0,124.0,56.0
folA_1_56_B_MM6,382.0,416.0,208.0,286.0,124.0,881.0,273.0,160.0,101.0,113.0,152.0,72.0,339.0,28.0,23.0,131.0,58.0,199.0,109.0,64.0
folA_1_56_B_MM9,519.0,302.0,239.0,377.0,201.0,286.0,1153.0,153.0,92.0,155.0,93.0,82.0,290.0,20.0,18.0,170.0,90.0,145.0,72.0,75.0
folA_1_56_C,178.0,122.0,67.0,134.0,47.0,69.0,70.0,467.0,49.0,51.0,55.0,39.0,82.0,1.0,6.0,56.0,32.0,83.0,38.0,64.0
folA_3_242_B_MM3,1861.0,5407.0,10554.0,363.0,217.0,217.0,253.0,251.0,23114.0,791.0,4556.0,1889.0,13106.0,58.0,28.0,571.0,1967.0,15510.0,6902.0,222.0
folA_3_242_C,436.0,570.0,659.0,256.0,160.0,172.0,108.0,140.0,1652.0,2113.0,265.0,271.0,782.0,20.0,21.0,275.0,555.0,1094.0,586.0,129.0
negC_rand_42,3684.0,4758.0,5651.0,180.0,66.0,82.0,162.0,58.0,1669.0,182.0,32977.0,622.0,5780.0,24.0,14.0,167.0,429.0,5629.0,3241.0,106.0
thyA_1_60_B_MM12,2556.0,3142.0,2073.0,94.0,71.0,92.0,98.0,61.0,1513.0,268.0,850.0,6343.0,4508.0,34.0,14.0,254.0,925.0,1626.0,865.0,79.0
thyA_1_60_B_MM13,12057.0,15272.0,18266.0,316.0,340.0,293.0,293.0,165.0,5830.0,916.0,7197.0,2984.0,60246.0,108.0,18.0,645.0,1429.0,11050.0,7847.0,149.0
thyA_1_60_B_MM2,90.0,93.0,45.0,29.0,42.0,38.0,28.0,47.0,28.0,26.0,35.0,50.0,97.0,234.0,45.0,68.0,37.0,63.0,22.0,37.0
thyA_1_60_C,53.0,41.0,34.0,20.0,23.0,29.0,20.0,9.0,19.0,30.0,15.0,11.0,86.0,20.0,150.0,56.0,37.0,31.0,16.0,29.0
thyA_3_233_B_MM4,653.0,497.0,446.0,89.0,87.0,154.0,107.0,96.0,225.0,221.0,138.0,218.0,570.0,61.0,36.0,2713.0,1175.0,2153.0,981.0,360.0
thyA_3_233_B_MM5,2656.0,2454.0,2629.0,141.0,70.0,92.0,143.0,48.0,834.0,555.0,524.0,684.0,1426.0,61.0,19.0,656.0,7052.0,8148.0,5064.0,245.0
thyA_3_233_B_MM6,12164.0,12412.0,11933.0,186.0,111.0,154.0,296.0,160.0,4006.0,1170.0,4610.0,1851.0,6665.0,47.0,26.0,712.0,2652.0,47598.0,7894.0,259.0
thyA_3_233_B_MM7,7676.0,5442.0,8332.0,76.0,80.0,53.0,100.0,50.0,4484.0,331.0,2655.0,1074.0,5188.0,30.0,8.0,364.0,1003.0,7782.0,24187.0,78.0
thyA_3_233_C,403.0,259.0,339.0,101.0,108.0,70.0,95.0,55.0,599.0,244.0,191.0,70.0,328.0,43.0,33.0,1001.0,646.0,2576.0,891.0,1619.0
