,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,2796.0,1095.0,846.0,23.0,16.0,25.0,43.0,31.0,53.0,20.0,188.0,136.0,749.0,9.0,3.0,36.0,139.0,774.0,374.0,16.0
folA_1_56_B_MM11,1016.0,3796.0,1145.0,26.0,19.0,24.0,25.0,12.0,164.0,32.0,314.0,172.0,1054.0,14.0,9.0,55.0,148.0,860.0,449.0,18.0
folA_1_56_B_MM14,834.0,1233.0,5307.0,27.0,23.0,20.0,23.0,11.0,226.0,44.0,409.0,137.0,1082.0,3.0,2.0,69.0,262.0,1195.0,520.0,11.0
folA_1_56_B_MM2,21.0,17.0,7.0,89.0,14.0,5.0,8.0,8.0,10.0,8.0,6.0,1.0,18.0,2.0,0.0,12.0,7.0,5.0,9.0,1.0
folA_1_56_B_MM3,6.0,8.0,7.0,20.0,57.0,14.0,5.0,4.0,1.0,1.0,7.0,1.0,7.0,2.0,1.0,8.0,4.0,20.0,1.0,5.0
folA_1_56_B_MM6,19.0,33.0,13.0,20.0,8.0,66.0,12.0,7.0,7.0,8.0,9.0,7.0,17.0,2.0,0.0,4.0,1.0,8.0,2.0,5.0
folA_1_56_B_MM9,40.0,22.0,18.0,23.0,10.0,19.0,115.0,7.0,9.0,7.0,3.0,4.0,24.0,0.0,6.0,13.0,8.0,8.0,9.0,4.0
folA_1_56_C,9.0,11.0,11.0,13.0,6.0,2.0,5.0,45.0,4.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,4.0,8.0,2.0,1.0
folA_3_242_B_MM3,118.0,276.0,602.0,21.0,5.0,7.0,7.0,10.0,1482.0,36.0,200.0,115.0,715.0,4.0,1.0,21.0,100.0,803.0,423.0,14.0
folA_3_242_C,26.0,40.0,37.0,30.0,6.0,9.0,6.0,3.0,77.0,122.0,19.0,21.0,47.0,4.0,1.0,19.0,32.0,70.0,28.0,7.0
negC_rand_42,233.0,348.0,351.0,11.0,3.0,5.0,4.0,5.0,70.0,21.0,1715.0,65.0,326.0,1.0,0.0,16.0,24.0,321.0,188.0,3.0
thyA_1_60_B_MM12,136.0,158.0,113.0,8.0,5.0,8.0,5.0,8.0,55.0,15.0,37.0,357.0,192.0,0.0,0.0,15.0,49.0,107.0,49.0,6.0
thyA_1_60_B_MM13,672.0,963.0,1060.0,27.0,18.0,26.0,29.0,12.0,271.0,30.0,388.0,166.0,3817.0,8.0,2.0,32.0,83.0,576.0,390.0,14.0
thyA_1_60_B_MM2,5.0,3.0,6.0,3.0,5.0,2.0,1.0,7.0,5.0,3.0,3.0,3.0,4.0,17.0,2.0,7.0,4.0,5.0,1.0,2.0
thyA_1_60_C,3.0,5.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,2.0,14.0,7.0,4.0,6.0,3.0,2.0
thyA_3_233_B_MM4,43.0,37.0,42.0,5.0,9.0,9.0,9.0,2.0,15.0,17.0,1.0,12.0,44.0,5.0,7.0,239.0,71.0,125.0,60.0,21.0
thyA_3_233_B_MM5,157.0,178.0,160.0,9.0,7.0,6.0,6.0,0.0,41.0,30.0,33.0,37.0,97.0,5.0,1.0,63.0,565.0,454.0,280.0,17.0
thyA_3_233_B_MM6,716.0,757.0,762.0,31.0,10.0,10.0,27.0,8.0,250.0,65.0,226.0,106.0,407.0,6.0,6.0,45.0,166.0,3395.0,450.0,19.0
thyA_3_233_B_MM7,442.0,393.0,466.0,4.0,3.0,1.0,2.0,9.0,237.0,38.0,130.0,52.0,243.0,0.0,0.0,35.0,70.0,403.0,1575.0,4.0
thyA_3_233_C,15.0,34.0,40.0,4.0,3.0,3.0,7.0,7.0,21.0,3.0,20.0,1.0,36.0,6.0,6.0,64.0,41.0,138.0,45.0,120.0
