,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,38080.0,12989.0,10150.0,202.0,93.0,159.0,204.0,81.0,897.0,243.0,2468.0,864.0,10591.0,26.0,9.0,212.0,834.0,9097.0,5204.0,77.0
folA_1_56_B_MM11,14146.0,37880.0,10291.0,172.0,62.0,139.0,139.0,89.0,2058.0,447.0,2830.0,1228.0,10093.0,25.0,15.0,273.0,796.0,7179.0,4367.0,66.0
folA_1_56_B_MM14,11616.0,12889.0,36131.0,167.0,90.0,100.0,149.0,110.0,2490.0,415.0,3074.0,845.0,10658.0,25.0,13.0,242.0,1369.0,9139.0,5177.0,65.0
folA_1_56_B_MM2,112.0,139.0,60.0,410.0,58.0,70.0,68.0,23.0,38.0,45.0,30.0,17.0,88.0,13.0,3.0,34.0,42.0,80.0,20.0,10.0
folA_1_56_B_MM3,56.0,62.0,41.0,54.0,183.0,63.0,36.0,16.0,18.0,44.0,24.0,11.0,58.0,5.0,2.0,37.0,26.0,32.0,11.0,12.0
folA_1_56_B_MM6,167.0,283.0,129.0,103.0,34.0,348.0,88.0,30.0,28.0,83.0,27.0,40.0,104.0,17.0,20.0,49.0,26.0,51.0,34.0,32.0
folA_1_56_B_MM9,232.0,179.0,135.0,144.0,62.0,118.0,1340.0,47.0,49.0,56.0,41.0,41.0,122.0,12.0,2.0,73.0,35.0,106.0,32.0,32.0
folA_1_56_C,68.0,52.0,47.0,39.0,13.0,27.0,20.0,193.0,17.0,22.0,24.0,11.0,36.0,4.0,1.0,25.0,17.0,41.0,19.0,7.0
folA_3_242_B_MM3,1709.0,4136.0,6744.0,127.0,60.0,82.0,93.0,55.0,17846.0,615.0,2148.0,770.0,7609.0,28.0,17.0,165.0,463.0,6368.0,3582.0,130.0
folA_3_242_C,195.0,327.0,328.0,94.0,35.0,66.0,47.0,56.0,1004.0,1501.0,120.0,163.0,431.0,17.0,1.0,107.0,213.0,599.0,336.0,43.0
negC_rand_42,3651.0,2933.0,2646.0,30.0,23.0,46.0,19.0,20.0,638.0,117.0,10761.0,231.0,2716.0,9.0,3.0,53.0,105.0,2352.0,1558.0,31.0
thyA_1_60_B_MM12,1088.0,1184.0,658.0,38.0,24.0,25.0,43.0,5.0,358.0,109.0,194.0,1957.0,1511.0,10.0,4.0,52.0,166.0,617.0,233.0,20.0
thyA_1_60_B_MM13,9581.0,8283.0,8197.0,110.0,49.0,114.0,117.0,48.0,3348.0,363.0,2517.0,774.0,33769.0,27.0,13.0,235.0,406.0,4499.0,2955.0,72.0
thyA_1_60_B_MM2,39.0,36.0,35.0,17.0,11.0,24.0,13.0,7.0,5.0,8.0,7.0,8.0,35.0,122.0,7.0,38.0,25.0,30.0,10.0,22.0
thyA_1_60_C,30.0,53.0,23.0,7.0,9.0,6.0,3.0,5.0,17.0,13.0,11.0,3.0,14.0,5.0,72.0,24.0,15.0,22.0,25.0,10.0
thyA_3_233_B_MM4,219.0,141.0,147.0,53.0,30.0,40.0,44.0,27.0,64.0,68.0,25.0,43.0,114.0,15.0,28.0,1057.0,250.0,463.0,320.0,89.0
thyA_3_233_B_MM5,872.0,811.0,635.0,44.0,26.0,53.0,50.0,14.0,206.0,287.0,94.0,152.0,845.0,19.0,8.0,212.0,2303.0,2406.0,1905.0,370.0
thyA_3_233_B_MM6,9499.0,6400.0,4626.0,210.0,34.0,72.0,73.0,29.0,1946.0,741.0,1683.0,365.0,2655.0,13.0,8.0,192.0,606.0,20603.0,3691.0,58.0
thyA_3_233_B_MM7,5067.0,3736.0,2908.0,39.0,28.0,23.0,45.0,20.0,2621.0,346.0,1029.0,195.0,1954.0,8.0,3.0,72.0,304.0,2216.0,12554.0,32.0
thyA_3_233_C,148.0,130.0,161.0,34.0,19.0,35.0,80.0,20.0,50.0,41.0,27.0,34.0,159.0,20.0,39.0,221.0,250.0,634.0,307.0,752.0
