,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,26515.0,9022.0,7791.0,366.0,267.0,290.0,398.0,270.0,1333.0,447.0,2506.0,2128.0,6256.0,114.0,89.0,1465.0,3071.0,7599.0,3203.0,341.0
folA_1_56_B_MM11,8444.0,36942.0,15799.0,325.0,255.0,285.0,307.0,375.0,5109.0,1059.0,3473.0,2560.0,13620.0,123.0,49.0,1359.0,4075.0,15235.0,5255.0,402.0
folA_1_56_B_MM14,7769.0,16151.0,45359.0,303.0,215.0,234.0,223.0,198.0,6637.0,1151.0,4437.0,2751.0,13538.0,89.0,51.0,2589.0,7824.0,15514.0,6600.0,414.0
folA_1_56_B_MM2,222.0,217.0,126.0,749.0,119.0,189.0,115.0,105.0,90.0,94.0,54.0,58.0,262.0,173.0,15.0,243.0,123.0,145.0,110.0,84.0
folA_1_56_B_MM3,137.0,100.0,55.0,148.0,416.0,112.0,90.0,38.0,36.0,65.0,41.0,62.0,94.0,39.0,14.0,160.0,89.0,294.0,37.0,76.0
folA_1_56_B_MM6,259.0,183.0,241.0,202.0,96.0,725.0,110.0,98.0,72.0,80.0,81.0,94.0,380.0,39.0,24.0,339.0,153.0,247.0,62.0,135.0
folA_1_56_B_MM9,637.0,378.0,270.0,231.0,108.0,226.0,808.0,118.0,166.0,104.0,121.0,68.0,192.0,42.0,27.0,562.0,372.0,463.0,167.0,137.0
folA_1_56_C,200.0,141.0,59.0,128.0,66.0,107.0,33.0,447.0,19.0,50.0,36.0,42.0,85.0,4.0,7.0,311.0,120.0,298.0,104.0,49.0
folA_3_242_B_MM3,2259.0,10656.0,18512.0,325.0,189.0,223.0,176.0,201.0,38277.0,3934.0,4700.0,3134.0,19945.0,85.0,101.0,1318.0,3656.0,18698.0,7466.0,413.0
folA_3_242_C,519.0,928.0,1045.0,237.0,106.0,122.0,87.0,92.0,2916.0,4092.0,282.0,403.0,2001.0,37.0,36.0,659.0,1746.0,3512.0,1632.0,221.0
negC_rand_42,2583.0,3465.0,4191.0,94.0,57.0,105.0,107.0,85.0,2124.0,390.0,19051.0,847.0,3945.0,26.0,21.0,275.0,749.0,5139.0,2976.0,86.0
thyA_1_60_B_MM12,2286.0,2786.0,2491.0,75.0,56.0,67.0,106.0,53.0,1531.0,537.0,798.0,6178.0,4279.0,75.0,28.0,764.0,2127.0,3111.0,1002.0,144.0
thyA_1_60_B_MM13,6975.0,11310.0,12950.0,272.0,257.0,258.0,258.0,136.0,6274.0,1723.0,4098.0,4367.0,44191.0,177.0,88.0,1167.0,3018.0,13090.0,6381.0,283.0
thyA_1_60_B_MM2,111.0,133.0,77.0,42.0,104.0,46.0,76.0,29.0,82.0,108.0,36.0,142.0,104.0,332.0,52.0,222.0,104.0,106.0,54.0,50.0
thyA_1_60_C,75.0,80.0,111.0,42.0,57.0,28.0,14.0,69.0,54.0,25.0,26.0,43.0,47.0,21.0,191.0,146.0,65.0,98.0,50.0,46.0
thyA_3_233_B_MM4,1162.0,742.0,955.0,272.0,144.0,201.0,227.0,212.0,486.0,489.0,171.0,474.0,923.0,97.0,71.0,4853.0,2338.0,4283.0,1488.0,553.0
thyA_3_233_B_MM5,4276.0,4244.0,4533.0,195.0,128.0,176.0,384.0,132.0,1529.0,1529.0,687.0,1765.0,2402.0,66.0,60.0,1764.0,13225.0,15997.0,7252.0,672.0
thyA_3_233_B_MM6,10208.0,11107.0,12434.0,283.0,209.0,170.0,397.0,195.0,4943.0,3945.0,4135.0,2120.0,10028.0,83.0,119.0,2083.0,6256.0,50521.0,7710.0,587.0
thyA_3_233_B_MM7,4388.0,5595.0,6715.0,92.0,67.0,88.0,221.0,155.0,3258.0,1755.0,2378.0,959.0,4971.0,66.0,13.0,902.0,3006.0,8364.0,23878.0,220.0
thyA_3_233_C,525.0,917.0,1037.0,144.0,152.0,176.0,167.0,123.0,350.0,266.0,300.0,185.0,923.0,84.0,63.0,1339.0,1578.0,3993.0,2226.0,3247.0
