,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,616.0,204.0,127.0,92.0,65.0,98.0,97.0,54.0,41.0,74.0,28.0,40.0,129.0,74.0,42.0,278.0,253.0,135.0,43.0,235.0
folA_1_56_B_MM11,186.0,466.0,112.0,75.0,73.0,70.0,59.0,52.0,39.0,55.0,18.0,55.0,118.0,112.0,40.0,296.0,269.0,135.0,56.0,150.0
folA_1_56_B_MM14,147.0,162.0,446.0,74.0,46.0,64.0,58.0,61.0,45.0,49.0,31.0,31.0,80.0,77.0,34.0,276.0,184.0,114.0,43.0,148.0
folA_1_56_B_MM2,53.0,77.0,30.0,354.0,62.0,42.0,33.0,37.0,14.0,46.0,15.0,17.0,34.0,36.0,28.0,182.0,156.0,76.0,26.0,148.0
folA_1_56_B_MM3,46.0,36.0,36.0,47.0,157.0,56.0,26.0,34.0,17.0,40.0,11.0,8.0,35.0,36.0,26.0,140.0,115.0,49.0,34.0,113.0
folA_1_56_B_MM6,86.0,56.0,57.0,71.0,66.0,214.0,65.0,43.0,12.0,49.0,8.0,18.0,58.0,62.0,28.0,230.0,166.0,72.0,16.0,163.0
folA_1_56_B_MM9,130.0,88.0,39.0,90.0,40.0,74.0,198.0,44.0,27.0,32.0,13.0,23.0,37.0,58.0,25.0,235.0,147.0,103.0,43.0,186.0
folA_1_56_C,48.0,45.0,17.0,41.0,37.0,29.0,26.0,141.0,15.0,12.0,4.0,5.0,19.0,21.0,12.0,110.0,93.0,56.0,7.0,77.0
folA_3_242_B_MM3,133.0,154.0,123.0,74.0,56.0,60.0,75.0,32.0,289.0,99.0,41.0,41.0,129.0,62.0,53.0,322.0,249.0,143.0,47.0,238.0
folA_3_242_C,88.0,75.0,52.0,73.0,42.0,68.0,51.0,43.0,58.0,194.0,25.0,17.0,51.0,58.0,35.0,216.0,187.0,92.0,31.0,138.0
negC_rand_42,42.0,51.0,36.0,26.0,12.0,13.0,16.0,17.0,20.0,21.0,164.0,11.0,36.0,30.0,13.0,66.0,66.0,37.0,10.0,59.0
thyA_1_60_B_MM12,56.0,39.0,31.0,28.0,12.0,10.0,19.0,12.0,25.0,19.0,13.0,91.0,41.0,28.0,11.0,99.0,58.0,35.0,17.0,41.0
thyA_1_60_B_MM13,110.0,115.0,68.0,55.0,28.0,51.0,41.0,36.0,42.0,42.0,29.0,45.0,376.0,61.0,38.0,272.0,173.0,98.0,26.0,146.0
thyA_1_60_B_MM2,106.0,75.0,53.0,89.0,72.0,79.0,59.0,45.0,40.0,64.0,18.0,36.0,73.0,192.0,35.0,149.0,114.0,61.0,29.0,110.0
thyA_1_60_C,53.0,54.0,52.0,66.0,37.0,45.0,38.0,35.0,25.0,32.0,9.0,18.0,37.0,30.0,116.0,90.0,74.0,55.0,18.0,51.0
thyA_3_233_B_MM4,281.0,247.0,195.0,217.0,178.0,233.0,221.0,186.0,83.0,199.0,55.0,74.0,176.0,94.0,68.0,1216.0,426.0,211.0,72.0,324.0
thyA_3_233_B_MM5,242.0,222.0,153.0,181.0,147.0,190.0,143.0,111.0,85.0,180.0,46.0,53.0,138.0,116.0,52.0,455.0,960.0,220.0,57.0,285.0
thyA_3_233_B_MM6,144.0,99.0,61.0,111.0,87.0,124.0,92.0,87.0,27.0,108.0,43.0,26.0,92.0,71.0,46.0,269.0,258.0,559.0,51.0,177.0
thyA_3_233_B_MM7,79.0,46.0,32.0,37.0,25.0,38.0,31.0,24.0,29.0,42.0,16.0,20.0,40.0,27.0,10.0,109.0,72.0,60.0,152.0,65.0
thyA_3_233_C,271.0,218.0,234.0,284.0,217.0,255.0,216.0,200.0,150.0,195.0,78.0,67.0,204.0,93.0,89.0,591.0,429.0,282.0,115.0,1108.0
