,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,10721.0,1940.0,1437.0,501.0,330.0,426.0,541.0,434.0,418.0,578.0,465.0,691.0,1825.0,1565.0,966.0,6095.0,3670.0,2522.0,899.0,2758.0
folA_1_56_B_MM11,2206.0,12014.0,2523.0,452.0,283.0,313.0,342.0,332.0,809.0,543.0,559.0,692.0,2109.0,2105.0,728.0,5973.0,3726.0,2045.0,966.0,4524.0
folA_1_56_B_MM14,1495.0,1873.0,10870.0,385.0,236.0,233.0,239.0,324.0,901.0,490.0,486.0,473.0,1911.0,1923.0,616.0,4854.0,3622.0,2100.0,857.0,3080.0
folA_1_56_B_MM2,362.0,316.0,203.0,3214.0,225.0,189.0,248.0,246.0,163.0,248.0,81.0,186.0,591.0,1029.0,494.0,2584.0,1585.0,793.0,238.0,1677.0
folA_1_56_B_MM3,195.0,187.0,244.0,192.0,2248.0,119.0,143.0,226.0,106.0,184.0,66.0,105.0,300.0,556.0,489.0,2052.0,1379.0,556.0,131.0,1691.0
folA_1_56_B_MM6,406.0,302.0,238.0,298.0,203.0,2783.0,269.0,162.0,156.0,257.0,80.0,181.0,386.0,824.0,340.0,3244.0,1527.0,737.0,328.0,1934.0
folA_1_56_B_MM9,531.0,314.0,232.0,453.0,229.0,362.0,3639.0,225.0,209.0,311.0,130.0,107.0,431.0,1329.0,531.0,2933.0,2076.0,953.0,352.0,3272.0
folA_1_56_C,251.0,250.0,157.0,277.0,175.0,180.0,202.0,2101.0,118.0,183.0,63.0,100.0,212.0,389.0,298.0,1383.0,752.0,565.0,190.0,759.0
folA_3_242_B_MM3,1138.0,1602.0,1815.0,529.0,399.0,399.0,401.0,509.0,9545.0,1129.0,823.0,826.0,2547.0,2446.0,1660.0,7507.0,6325.0,4871.0,961.0,4609.0
folA_3_242_C,489.0,640.0,562.0,575.0,229.0,242.0,289.0,334.0,547.0,5424.0,142.0,340.0,809.0,1385.0,657.0,5099.0,4399.0,3063.0,878.0,4381.0
negC_rand_42,515.0,584.0,555.0,187.0,76.0,97.0,121.0,122.0,367.0,186.0,4047.0,116.0,769.0,760.0,331.0,1316.0,1204.0,772.0,387.0,1109.0
thyA_1_60_B_MM12,782.0,894.0,623.0,189.0,115.0,139.0,165.0,123.0,417.0,386.0,102.0,3593.0,680.0,783.0,218.0,2793.0,1640.0,763.0,202.0,1692.0
thyA_1_60_B_MM13,2236.0,2217.0,1863.0,443.0,404.0,426.0,406.0,307.0,1002.0,798.0,597.0,663.0,13907.0,2212.0,999.0,6220.0,4715.0,2233.0,999.0,3954.0
thyA_1_60_B_MM2,1363.0,1917.0,1232.0,1104.0,824.0,886.0,908.0,787.0,905.0,1408.0,280.0,422.0,1188.0,9055.0,729.0,3911.0,2534.0,1907.0,1021.0,2132.0
thyA_1_60_C,843.0,780.0,918.0,590.0,562.0,586.0,475.0,349.0,493.0,807.0,204.0,201.0,991.0,883.0,4915.0,2010.0,1837.0,769.0,411.0,1317.0
thyA_3_233_B_MM4,4019.0,3684.0,4488.0,2705.0,1593.0,2199.0,2571.0,1604.0,1735.0,4449.0,708.0,1395.0,4123.0,3324.0,2049.0,33514.0,9199.0,5272.0,1999.0,6967.0
thyA_3_233_B_MM5,3350.0,2874.0,2919.0,1592.0,1187.0,1295.0,1888.0,968.0,1643.0,3446.0,701.0,839.0,3005.0,2544.0,1944.0,9895.0,24115.0,3715.0,1695.0,6088.0
thyA_3_233_B_MM6,1852.0,2183.0,1603.0,963.0,544.0,588.0,816.0,694.0,831.0,1911.0,447.0,724.0,2513.0,1793.0,841.0,5888.0,4637.0,15498.0,981.0,5279.0
thyA_3_233_B_MM7,818.0,861.0,830.0,438.0,313.0,255.0,251.0,373.0,502.0,639.0,398.0,481.0,1297.0,1051.0,469.0,3603.0,1687.0,1002.0,5275.0,1742.0
thyA_3_233_C,3392.0,3881.0,4572.0,2302.0,2038.0,1593.0,2533.0,2191.0,1663.0,3661.0,909.0,1388.0,4633.0,2547.0,2258.0,12708.0,8827.0,6454.0,3387.0,34178.0
