,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,29064.0,7541.0,5955.0,13490.0,8788.0,8488.0,8444.0,7592.0,2727.0,6945.0,2356.0,3445.0,6959.0,3244.0,2233.0,11053.0,7613.0,5667.0,2593.0,6258.0
folA_1_56_B_MM11,9596.0,19051.0,4981.0,11204.0,5903.0,6300.0,6042.0,5825.0,2627.0,5874.0,1898.0,3396.0,5002.0,2646.0,1374.0,10542.0,6567.0,3824.0,1848.0,5604.0
folA_1_56_B_MM14,7474.0,6733.0,15322.0,9895.0,6880.0,6015.0,4459.0,5939.0,2421.0,4465.0,1805.0,2285.0,4772.0,2525.0,901.0,8842.0,6704.0,4656.0,2088.0,6064.0
folA_1_56_B_MM2,6042.0,5841.0,3310.0,23072.0,5023.0,6712.0,5296.0,3865.0,2127.0,4661.0,2131.0,1896.0,4439.0,2135.0,1264.0,6218.0,4532.0,2621.0,1111.0,4146.0
folA_1_56_B_MM3,5869.0,3350.0,2755.0,8437.0,13575.0,5704.0,4166.0,3999.0,1880.0,3232.0,1328.0,1211.0,4246.0,1651.0,773.0,5541.0,3065.0,2201.0,928.0,3235.0
folA_1_56_B_MM6,8091.0,5565.0,4379.0,8973.0,5430.0,18054.0,5951.0,4433.0,2062.0,5189.0,1809.0,2370.0,4629.0,2248.0,781.0,7511.0,3839.0,2754.0,1380.0,5815.0
folA_1_56_B_MM9,10168.0,5973.0,3178.0,12990.0,6209.0,8697.0,16556.0,5731.0,2443.0,5636.0,1505.0,2417.0,4861.0,2394.0,1143.0,8347.0,4554.0,3670.0,1517.0,5689.0
folA_1_56_C,4789.0,3329.0,2282.0,4361.0,2760.0,3298.0,2385.0,10742.0,1251.0,2582.0,674.0,1466.0,2047.0,949.0,494.0,3495.0,2282.0,1909.0,495.0,2244.0
folA_3_242_B_MM3,8172.0,5302.0,4961.0,11881.0,6394.0,5952.0,5792.0,4716.0,15615.0,6940.0,2263.0,3385.0,5430.0,2356.0,1573.0,8498.0,5810.0,5150.0,1369.0,8470.0
folA_3_242_C,6617.0,4954.0,3373.0,9457.0,4576.0,5905.0,3956.0,4468.0,3591.0,14821.0,1454.0,2027.0,4050.0,1720.0,706.0,8331.0,5010.0,3679.0,1358.0,3833.0
negC_rand_42,3016.0,1587.0,1297.0,3466.0,1669.0,1670.0,1394.0,2013.0,589.0,1611.0,5418.0,682.0,1427.0,827.0,416.0,2222.0,1597.0,1620.0,744.0,1588.0
thyA_1_60_B_MM12,3542.0,2788.0,1816.0,4129.0,2394.0,2930.0,2223.0,1278.0,972.0,2252.0,610.0,5766.0,3091.0,968.0,765.0,3642.0,2450.0,2504.0,820.0,2059.0
thyA_1_60_B_MM13,7166.0,4864.0,3925.0,9224.0,5734.0,6251.0,6161.0,3792.0,2995.0,5473.0,1737.0,2794.0,15629.0,2562.0,1182.0,9247.0,5311.0,4383.0,1683.0,4192.0
thyA_1_60_B_MM2,3616.0,2478.0,1530.0,4346.0,2640.0,3655.0,1837.0,1898.0,1122.0,1889.0,594.0,1041.0,2065.0,5233.0,981.0,5172.0,3420.0,2008.0,610.0,2476.0
thyA_1_60_C,2326.0,2802.0,1273.0,2969.0,1358.0,1813.0,1280.0,1133.0,671.0,1221.0,348.0,623.0,961.0,1231.0,3375.0,2711.0,2303.0,873.0,361.0,1514.0
thyA_3_233_B_MM4,10095.0,7138.0,6325.0,11308.0,6288.0,7023.0,6338.0,4802.0,2091.0,5996.0,1265.0,2492.0,4828.0,2781.0,1853.0,30869.0,8018.0,6251.0,2127.0,8918.0
thyA_3_233_B_MM5,8452.0,6100.0,4711.0,9175.0,4381.0,5987.0,4691.0,4009.0,2102.0,7076.0,1139.0,2436.0,4942.0,2881.0,1228.0,12014.0,19878.0,6757.0,2376.0,7226.0
thyA_3_233_B_MM6,7292.0,3736.0,2666.0,8892.0,3637.0,5373.0,3688.0,3788.0,1640.0,4341.0,1331.0,1959.0,3543.0,1633.0,828.0,7845.0,5979.0,13105.0,1624.0,3470.0
thyA_3_233_B_MM7,2673.0,1622.0,1144.0,3397.0,1400.0,2028.0,1739.0,1634.0,1599.0,1936.0,481.0,815.0,1550.0,969.0,392.0,2804.0,2740.0,1235.0,4320.0,1361.0
thyA_3_233_C,8708.0,6332.0,6845.0,12488.0,7090.0,7492.0,7245.0,6426.0,3637.0,5437.0,2985.0,2872.0,5464.0,2708.0,2746.0,17604.0,10951.0,9117.0,3495.0,24651.0
