,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,32162.0,12660.0,9877.0,377.0,200.0,243.0,316.0,224.0,636.0,228.0,2425.0,1359.0,9531.0,55.0,22.0,320.0,961.0,8801.0,4987.0,104.0
folA_1_56_B_MM11,14508.0,37843.0,13117.0,340.0,216.0,251.0,236.0,197.0,2135.0,362.0,3951.0,1920.0,11866.0,37.0,41.0,383.0,1049.0,8484.0,6067.0,99.0
folA_1_56_B_MM14,12189.0,16591.0,37484.0,381.0,154.0,188.0,157.0,170.0,2731.0,576.0,4185.0,1396.0,13073.0,23.0,20.0,348.0,1803.0,12324.0,6835.0,110.0
folA_1_56_B_MM2,332.0,230.0,125.0,698.0,121.0,193.0,133.0,77.0,43.0,75.0,49.0,48.0,149.0,9.0,21.0,63.0,55.0,95.0,42.0,38.0
folA_1_56_B_MM3,123.0,171.0,83.0,182.0,420.0,145.0,102.0,81.0,107.0,69.0,34.0,35.0,103.0,18.0,11.0,82.0,9.0,54.0,58.0,45.0
folA_1_56_B_MM6,219.0,377.0,170.0,243.0,102.0,615.0,241.0,246.0,40.0,103.0,56.0,124.0,165.0,132.0,36.0,113.0,49.0,85.0,45.0,72.0
folA_1_56_B_MM9,298.0,269.0,87.0,357.0,131.0,381.0,1748.0,113.0,50.0,106.0,36.0,83.0,148.0,29.0,13.0,188.0,56.0,138.0,69.0,54.0
folA_1_56_C,114.0,85.0,85.0,97.0,41.0,94.0,36.0,347.0,19.0,65.0,16.0,24.0,59.0,9.0,13.0,45.0,27.0,70.0,23.0,18.0
folA_3_242_B_MM3,1479.0,3490.0,6974.0,283.0,136.0,131.0,129.0,78.0,15087.0,557.0,2479.0,1121.0,7942.0,71.0,33.0,266.0,657.0,7468.0,3976.0,167.0
folA_3_242_C,279.0,561.0,288.0,257.0,158.0,138.0,75.0,72.0,1301.0,1387.0,121.0,162.0,400.0,33.0,5.0,229.0,228.0,650.0,329.0,58.0
negC_rand_42,3933.0,3622.0,3497.0,101.0,75.0,54.0,49.0,53.0,719.0,186.0,12295.0,501.0,3363.0,11.0,4.0,107.0,204.0,3109.0,2848.0,42.0
thyA_1_60_B_MM12,1789.0,1664.0,908.0,91.0,35.0,62.0,60.0,37.0,497.0,169.0,356.0,2848.0,2142.0,7.0,7.0,82.0,282.0,1235.0,482.0,31.0
thyA_1_60_B_MM13,10733.0,11657.0,12038.0,218.0,191.0,207.0,173.0,116.0,4255.0,440.0,4534.0,1410.0,39308.0,51.0,23.0,347.0,629.0,6772.0,4795.0,117.0
thyA_1_60_B_MM2,42.0,63.0,46.0,49.0,71.0,44.0,20.0,18.0,32.0,26.0,14.0,18.0,42.0,157.0,6.0,68.0,58.0,129.0,20.0,23.0
thyA_1_60_C,30.0,37.0,28.0,18.0,8.0,25.0,15.0,6.0,37.0,12.0,6.0,24.0,17.0,17.0,115.0,41.0,54.0,26.0,12.0,23.0
thyA_3_233_B_MM4,393.0,237.0,230.0,142.0,110.0,129.0,176.0,73.0,74.0,104.0,27.0,81.0,156.0,30.0,71.0,1386.0,346.0,751.0,514.0,187.0
thyA_3_233_B_MM5,1502.0,1346.0,1099.0,86.0,45.0,89.0,56.0,29.0,391.0,547.0,156.0,288.0,1203.0,45.0,9.0,268.0,3256.0,4272.0,2882.0,139.0
thyA_3_233_B_MM6,11042.0,9269.0,6799.0,381.0,59.0,143.0,153.0,106.0,2889.0,654.0,2838.0,836.0,3924.0,21.0,16.0,254.0,1122.0,24164.0,4842.0,67.0
thyA_3_233_B_MM7,6514.0,4802.0,4232.0,64.0,66.0,39.0,56.0,36.0,4222.0,347.0,1634.0,393.0,3164.0,14.0,11.0,94.0,509.0,2952.0,13567.0,36.0
thyA_3_233_C,251.0,200.0,241.0,148.0,58.0,103.0,184.0,29.0,79.0,68.0,67.0,49.0,226.0,26.0,107.0,490.0,406.0,1204.0,704.0,994.0
