,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,1182.0,555.0,400.0,253.0,177.0,176.0,202.0,124.0,110.0,103.0,110.0,109.0,446.0,87.0,91.0,672.0,514.0,497.0,175.0,429.0
folA_1_56_B_MM11,653.0,1319.0,459.0,165.0,149.0,132.0,104.0,103.0,179.0,129.0,130.0,161.0,609.0,100.0,63.0,743.0,497.0,571.0,214.0,306.0
folA_1_56_B_MM14,452.0,479.0,1435.0,158.0,118.0,119.0,93.0,116.0,147.0,110.0,123.0,129.0,391.0,93.0,36.0,698.0,538.0,499.0,228.0,282.0
folA_1_56_B_MM2,126.0,128.0,73.0,446.0,149.0,125.0,115.0,77.0,36.0,64.0,39.0,27.0,114.0,47.0,11.0,336.0,132.0,156.0,35.0,128.0
folA_1_56_B_MM3,111.0,110.0,39.0,95.0,219.0,79.0,81.0,100.0,19.0,45.0,47.0,25.0,65.0,45.0,26.0,207.0,132.0,113.0,42.0,153.0
folA_1_56_B_MM6,183.0,139.0,71.0,141.0,92.0,288.0,150.0,106.0,32.0,83.0,57.0,31.0,117.0,48.0,18.0,341.0,210.0,96.0,53.0,211.0
folA_1_56_B_MM9,242.0,149.0,87.0,135.0,99.0,151.0,325.0,81.0,28.0,91.0,19.0,37.0,142.0,81.0,24.0,405.0,223.0,139.0,68.0,194.0
folA_1_56_C,101.0,74.0,44.0,84.0,68.0,52.0,85.0,127.0,23.0,67.0,34.0,27.0,42.0,43.0,5.0,159.0,94.0,61.0,5.0,78.0
folA_3_242_B_MM3,159.0,435.0,348.0,165.0,96.0,152.0,76.0,112.0,773.0,197.0,195.0,143.0,480.0,69.0,44.0,766.0,448.0,564.0,200.0,373.0
folA_3_242_C,163.0,125.0,112.0,158.0,84.0,118.0,83.0,78.0,108.0,244.0,58.0,79.0,155.0,63.0,33.0,614.0,342.0,242.0,85.0,216.0
negC_rand_42,205.0,202.0,118.0,26.0,24.0,57.0,46.0,45.0,75.0,31.0,587.0,66.0,160.0,38.0,20.0,213.0,173.0,130.0,71.0,132.0
thyA_1_60_B_MM12,122.0,161.0,131.0,47.0,19.0,71.0,61.0,47.0,63.0,28.0,61.0,177.0,166.0,21.0,10.0,206.0,157.0,111.0,24.0,76.0
thyA_1_60_B_MM13,425.0,463.0,381.0,129.0,120.0,114.0,96.0,121.0,200.0,90.0,148.0,161.0,1152.0,125.0,48.0,598.0,363.0,371.0,185.0,193.0
thyA_1_60_B_MM2,178.0,90.0,89.0,97.0,69.0,79.0,87.0,92.0,27.0,96.0,21.0,38.0,73.0,168.0,57.0,276.0,110.0,118.0,50.0,107.0
thyA_1_60_C,119.0,63.0,65.0,78.0,48.0,57.0,75.0,52.0,27.0,42.0,9.0,12.0,56.0,42.0,74.0,198.0,101.0,86.0,13.0,59.0
thyA_3_233_B_MM4,625.0,511.0,361.0,366.0,325.0,301.0,288.0,206.0,175.0,351.0,94.0,125.0,408.0,129.0,135.0,2597.0,952.0,730.0,261.0,643.0
thyA_3_233_B_MM5,495.0,552.0,382.0,235.0,223.0,262.0,179.0,145.0,195.0,256.0,69.0,88.0,376.0,126.0,49.0,1063.0,1488.0,702.0,258.0,464.0
thyA_3_233_B_MM6,422.0,387.0,339.0,176.0,123.0,136.0,121.0,145.0,179.0,198.0,110.0,77.0,289.0,89.0,37.0,642.0,730.0,1426.0,153.0,299.0
thyA_3_233_B_MM7,220.0,181.0,128.0,86.0,47.0,77.0,68.0,36.0,144.0,80.0,41.0,48.0,164.0,41.0,8.0,269.0,178.0,268.0,430.0,124.0
thyA_3_233_C,414.0,331.0,361.0,329.0,291.0,220.0,225.0,281.0,197.0,240.0,129.0,98.0,278.0,102.0,107.0,1516.0,777.0,731.0,291.0,1098.0
