,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,16116.0,4535.0,3714.0,323.0,249.0,302.0,372.0,221.0,509.0,499.0,882.0,731.0,2635.0,2135.0,1231.0,10329.0,5092.0,3534.0,1275.0,6679.0
folA_1_56_B_MM11,4598.0,14705.0,4310.0,313.0,207.0,254.0,303.0,261.0,1340.0,799.0,866.0,726.0,3076.0,2721.0,1408.0,11836.0,6513.0,4194.0,1343.0,6760.0
folA_1_56_B_MM14,3774.0,4285.0,13535.0,252.0,194.0,221.0,229.0,219.0,1749.0,793.0,966.0,627.0,3191.0,2467.0,1372.0,11750.0,6620.0,3614.0,1498.0,6553.0
folA_1_56_B_MM2,202.0,156.0,104.0,1351.0,104.0,124.0,108.0,149.0,73.0,148.0,41.0,46.0,213.0,812.0,272.0,2203.0,1165.0,408.0,108.0,1732.0
folA_1_56_B_MM3,140.0,98.0,102.0,126.0,1086.0,116.0,73.0,62.0,59.0,87.0,32.0,46.0,146.0,589.0,320.0,1962.0,903.0,375.0,94.0,1533.0
folA_1_56_B_MM6,246.0,198.0,158.0,179.0,120.0,1609.0,159.0,175.0,85.0,160.0,63.0,60.0,280.0,1187.0,454.0,3476.0,1429.0,581.0,153.0,2561.0
folA_1_56_B_MM9,475.0,238.0,201.0,207.0,138.0,189.0,2353.0,142.0,80.0,206.0,87.0,63.0,254.0,1287.0,652.0,5288.0,2192.0,883.0,287.0,3354.0
folA_1_56_C,147.0,84.0,79.0,116.0,60.0,102.0,77.0,895.0,50.0,69.0,23.0,41.0,108.0,331.0,234.0,1399.0,685.0,388.0,95.0,1053.0
folA_3_242_B_MM3,1149.0,2999.0,3698.0,328.0,190.0,269.0,278.0,217.0,11119.0,1308.0,838.0,655.0,4159.0,3158.0,1757.0,12609.0,7816.0,5119.0,1780.0,8993.0
folA_3_242_C,501.0,620.0,667.0,235.0,123.0,159.0,182.0,155.0,1211.0,5124.0,142.0,248.0,1054.0,2349.0,1283.0,10093.0,6639.0,3250.0,1155.0,6109.0
negC_rand_42,1177.0,878.0,847.0,89.0,61.0,97.0,90.0,99.0,509.0,221.0,5402.0,228.0,910.0,718.0,456.0,2451.0,1946.0,1170.0,546.0,1899.0
thyA_1_60_B_MM12,1015.0,836.0,593.0,83.0,63.0,73.0,93.0,80.0,412.0,337.0,243.0,2236.0,875.0,761.0,456.0,3258.0,1322.0,891.0,251.0,1766.0
thyA_1_60_B_MM13,3239.0,3393.0,3067.0,300.0,288.0,249.0,281.0,247.0,1687.0,1061.0,911.0,955.0,14166.0,2897.0,1472.0,11747.0,7248.0,4241.0,1698.0,6580.0
thyA_1_60_B_MM2,2265.0,2515.0,2321.0,1284.0,1145.0,1230.0,1273.0,976.0,1064.0,2402.0,575.0,454.0,2455.0,8703.0,1367.0,6384.0,3915.0,2497.0,1362.0,3166.0
thyA_1_60_C,1629.0,1527.0,1567.0,970.0,990.0,749.0,821.0,545.0,683.0,1298.0,364.0,280.0,1360.0,1375.0,5109.0,4421.0,2677.0,1753.0,714.0,2175.0
thyA_3_233_B_MM4,8935.0,7214.0,6048.0,2903.0,2056.0,3002.0,3950.0,2007.0,2829.0,8640.0,1639.0,1455.0,6744.0,3725.0,2125.0,45527.0,13607.0,9037.0,3143.0,10742.0
thyA_3_233_B_MM5,6268.0,5457.0,5209.0,1539.0,1014.0,1509.0,2412.0,1146.0,2197.0,5445.0,1312.0,907.0,5233.0,3007.0,2154.0,15434.0,29691.0,7570.0,2912.0,11003.0
thyA_3_233_B_MM6,4062.0,2977.0,2742.0,687.0,525.0,672.0,748.0,629.0,1191.0,3184.0,902.0,479.0,3131.0,2212.0,1293.0,10107.0,8643.0,16909.0,1785.0,6790.0
thyA_3_233_B_MM7,1777.0,1283.0,1314.0,222.0,146.0,195.0,314.0,199.0,631.0,1039.0,441.0,237.0,1326.0,841.0,535.0,4939.0,3029.0,2185.0,7067.0,2871.0
thyA_3_233_C,8589.0,6422.0,8188.0,3141.0,2491.0,3011.0,4160.0,2672.0,4140.0,8329.0,1718.0,1068.0,7224.0,4017.0,2839.0,24834.0,15988.0,10869.0,4331.0,47229.0
