,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,905.0,181.0,117.0,133.0,73.0,97.0,112.0,65.0,34.0,67.0,33.0,38.0,150.0,80.0,43.0,380.0,234.0,147.0,47.0,211.0
folA_1_56_B_MM11,188.0,701.0,122.0,99.0,79.0,79.0,60.0,71.0,40.0,68.0,29.0,51.0,132.0,96.0,29.0,330.0,252.0,125.0,55.0,202.0
folA_1_56_B_MM14,141.0,141.0,664.0,75.0,56.0,69.0,63.0,47.0,45.0,61.0,31.0,35.0,113.0,61.0,31.0,306.0,190.0,114.0,44.0,197.0
folA_1_56_B_MM2,74.0,88.0,45.0,572.0,54.0,79.0,66.0,49.0,19.0,54.0,14.0,19.0,64.0,41.0,28.0,243.0,161.0,102.0,27.0,156.0
folA_1_56_B_MM3,53.0,31.0,40.0,63.0,286.0,71.0,35.0,33.0,20.0,23.0,14.0,13.0,39.0,43.0,24.0,175.0,90.0,74.0,15.0,112.0
folA_1_56_B_MM6,78.0,87.0,54.0,80.0,70.0,455.0,77.0,47.0,24.0,46.0,8.0,34.0,60.0,55.0,19.0,279.0,158.0,100.0,36.0,210.0
folA_1_56_B_MM9,106.0,76.0,45.0,103.0,56.0,59.0,436.0,51.0,21.0,53.0,14.0,28.0,56.0,47.0,30.0,287.0,192.0,100.0,36.0,183.0
folA_1_56_C,39.0,33.0,27.0,63.0,26.0,42.0,30.0,261.0,10.0,21.0,4.0,3.0,26.0,19.0,14.0,107.0,73.0,50.0,24.0,96.0
folA_3_242_B_MM3,120.0,117.0,92.0,83.0,57.0,65.0,42.0,50.0,436.0,76.0,22.0,19.0,88.0,71.0,41.0,378.0,216.0,157.0,46.0,256.0
folA_3_242_C,107.0,91.0,56.0,86.0,36.0,71.0,49.0,47.0,43.0,430.0,20.0,42.0,66.0,47.0,42.0,316.0,200.0,123.0,50.0,172.0
negC_rand_42,41.0,51.0,30.0,26.0,17.0,12.0,20.0,25.0,23.0,22.0,209.0,12.0,28.0,22.0,10.0,95.0,70.0,41.0,18.0,61.0
thyA_1_60_B_MM12,72.0,52.0,42.0,33.0,23.0,33.0,22.0,16.0,16.0,32.0,18.0,184.0,31.0,28.0,8.0,136.0,71.0,44.0,10.0,82.0
thyA_1_60_B_MM13,145.0,119.0,80.0,74.0,49.0,66.0,57.0,46.0,50.0,45.0,28.0,56.0,454.0,61.0,40.0,302.0,201.0,99.0,31.0,159.0
thyA_1_60_B_MM2,97.0,68.0,70.0,106.0,64.0,77.0,76.0,70.0,29.0,77.0,18.0,33.0,75.0,354.0,26.0,180.0,104.0,82.0,43.0,100.0
thyA_1_60_C,72.0,48.0,45.0,70.0,38.0,52.0,35.0,49.0,22.0,37.0,11.0,17.0,46.0,25.0,187.0,174.0,91.0,54.0,23.0,77.0
thyA_3_233_B_MM4,303.0,245.0,205.0,314.0,204.0,266.0,199.0,220.0,74.0,185.0,67.0,80.0,176.0,128.0,65.0,2133.0,519.0,255.0,102.0,376.0
thyA_3_233_B_MM5,223.0,171.0,143.0,224.0,153.0,158.0,137.0,129.0,71.0,139.0,45.0,52.0,138.0,85.0,62.0,499.0,1327.0,263.0,90.0,285.0
thyA_3_233_B_MM6,140.0,132.0,60.0,160.0,98.0,105.0,84.0,93.0,43.0,92.0,19.0,32.0,97.0,62.0,32.0,317.0,284.0,842.0,68.0,193.0
thyA_3_233_B_MM7,62.0,44.0,32.0,44.0,36.0,47.0,30.0,37.0,30.0,42.0,7.0,17.0,28.0,26.0,15.0,154.0,86.0,71.0,271.0,73.0
thyA_3_233_C,236.0,222.0,189.0,301.0,226.0,248.0,182.0,203.0,103.0,177.0,88.0,68.0,200.0,133.0,85.0,739.0,427.0,284.0,93.0,1593.0
