,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,51371.0,22481.0,18588.0,657.0,562.0,680.0,630.0,1530.0,1350.0,568.0,5342.0,3421.0,15568.0,124.0,91.0,1065.0,2578.0,14549.0,7543.0,315.0
folA_1_56_B_MM11,19556.0,73252.0,30730.0,696.0,477.0,627.0,473.0,786.0,4491.0,1063.0,7312.0,3071.0,22326.0,329.0,126.0,1222.0,2778.0,19528.0,9613.0,410.0
folA_1_56_B_MM14,16781.0,27333.0,83012.0,617.0,539.0,435.0,414.0,625.0,6523.0,1117.0,9743.0,2958.0,24450.0,95.0,78.0,1917.0,5788.0,21000.0,11058.0,343.0
folA_1_56_B_MM2,454.0,376.0,264.0,1439.0,276.0,273.0,280.0,300.0,147.0,212.0,113.0,53.0,580.0,38.0,11.0,163.0,86.0,160.0,125.0,71.0
folA_1_56_B_MM3,293.0,230.0,142.0,345.0,919.0,280.0,183.0,210.0,78.0,226.0,77.0,80.0,199.0,26.0,51.0,259.0,91.0,344.0,59.0,117.0
folA_1_56_B_MM6,454.0,395.0,367.0,488.0,378.0,1224.0,306.0,294.0,208.0,199.0,167.0,108.0,633.0,31.0,31.0,222.0,119.0,218.0,86.0,80.0
folA_1_56_B_MM9,840.0,463.0,285.0,602.0,326.0,438.0,1266.0,302.0,128.0,225.0,111.0,117.0,342.0,34.0,37.0,352.0,192.0,243.0,165.0,106.0
folA_1_56_C,250.0,298.0,145.0,272.0,141.0,147.0,91.0,1090.0,44.0,99.0,60.0,81.0,184.0,10.0,13.0,65.0,50.0,423.0,280.0,46.0
folA_3_242_B_MM3,2259.0,6404.0,14665.0,534.0,368.0,361.0,247.0,418.0,29208.0,1183.0,5180.0,2357.0,16317.0,68.0,55.0,652.0,2055.0,17975.0,9540.0,269.0
folA_3_242_C,524.0,840.0,787.0,477.0,178.0,240.0,214.0,292.0,1622.0,2687.0,211.0,294.0,1168.0,66.0,19.0,350.0,669.0,1276.0,495.0,128.0
negC_rand_42,5268.0,5899.0,7421.0,258.0,164.0,203.0,217.0,221.0,1811.0,381.0,39711.0,884.0,7071.0,41.0,18.0,181.0,539.0,6857.0,4169.0,82.0
thyA_1_60_B_MM12,3214.0,3471.0,2707.0,177.0,131.0,121.0,117.0,102.0,1558.0,351.0,1133.0,6644.0,5122.0,53.0,18.0,325.0,1300.0,2764.0,889.0,88.0
thyA_1_60_B_MM13,15554.0,20605.0,22492.0,620.0,522.0,465.0,384.0,424.0,7080.0,1066.0,8495.0,4586.0,79956.0,234.0,102.0,851.0,1963.0,14789.0,10059.0,242.0
thyA_1_60_B_MM2,128.0,165.0,74.0,52.0,64.0,50.0,42.0,92.0,63.0,86.0,31.0,76.0,150.0,312.0,44.0,137.0,70.0,81.0,42.0,16.0
thyA_1_60_C,49.0,103.0,123.0,52.0,101.0,17.0,27.0,31.0,37.0,18.0,30.0,19.0,54.0,44.0,198.0,52.0,39.0,52.0,108.0,20.0
thyA_3_233_B_MM4,1032.0,651.0,653.0,199.0,146.0,218.0,135.0,256.0,320.0,252.0,153.0,210.0,901.0,54.0,79.0,3487.0,1363.0,2372.0,1218.0,380.0
thyA_3_233_B_MM5,3461.0,3121.0,3527.0,142.0,116.0,124.0,178.0,138.0,1217.0,724.0,663.0,937.0,1804.0,63.0,29.0,1212.0,9154.0,10209.0,5888.0,414.0
thyA_3_233_B_MM6,17129.0,14544.0,16607.0,369.0,218.0,195.0,624.0,303.0,5172.0,1440.0,6358.0,1669.0,8624.0,82.0,73.0,1246.0,3550.0,53515.0,10011.0,377.0
thyA_3_233_B_MM7,12837.0,8786.0,10317.0,149.0,113.0,87.0,231.0,343.0,4687.0,769.0,4354.0,960.0,6351.0,27.0,14.0,770.0,1763.0,10272.0,36226.0,163.0
thyA_3_233_C,508.0,908.0,1068.0,187.0,123.0,106.0,144.0,144.0,229.0,183.0,383.0,98.0,1094.0,64.0,46.0,767.0,817.0,2713.0,1768.0,2471.0
