,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,62246.0,29561.0,24396.0,1303.0,901.0,1176.0,1537.0,628.0,2238.0,1198.0,7364.0,4688.0,23081.0,460.0,236.0,3556.0,3136.0,19520.0,9690.0,818.0
folA_1_56_B_MM11,30644.0,75759.0,29409.0,1242.0,930.0,1412.0,1274.0,736.0,6701.0,2008.0,10710.0,5391.0,26329.0,687.0,351.0,2882.0,3773.0,21027.0,9060.0,908.0
folA_1_56_B_MM14,22309.0,33258.0,78419.0,1282.0,726.0,874.0,1218.0,787.0,9462.0,1586.0,13633.0,5223.0,26716.0,338.0,150.0,4116.0,6171.0,26053.0,10964.0,891.0
folA_1_56_B_MM2,1187.0,1153.0,574.0,2702.0,749.0,724.0,587.0,322.0,421.0,594.0,188.0,279.0,897.0,228.0,105.0,1057.0,536.0,445.0,116.0,247.0
folA_1_56_B_MM3,1011.0,624.0,456.0,661.0,1718.0,620.0,588.0,295.0,175.0,473.0,191.0,114.0,565.0,92.0,149.0,918.0,361.0,333.0,457.0,296.0
folA_1_56_B_MM6,1280.0,994.0,691.0,1052.0,518.0,2254.0,847.0,658.0,318.0,471.0,423.0,365.0,973.0,140.0,57.0,977.0,415.0,676.0,196.0,222.0
folA_1_56_B_MM9,1720.0,1137.0,1051.0,1296.0,688.0,989.0,3207.0,678.0,266.0,712.0,304.0,307.0,815.0,200.0,118.0,1298.0,564.0,755.0,282.0,691.0
folA_1_56_C,496.0,575.0,268.0,399.0,238.0,283.0,362.0,1084.0,182.0,401.0,162.0,345.0,307.0,62.0,36.0,285.0,204.0,264.0,64.0,194.0
folA_3_242_B_MM3,3752.0,11355.0,16703.0,1151.0,1010.0,661.0,565.0,928.0,28624.0,2032.0,9589.0,4568.0,20058.0,308.0,303.0,3159.0,3169.0,20429.0,9209.0,740.0
folA_3_242_C,1096.0,1511.0,1591.0,884.0,836.0,617.0,551.0,539.0,3238.0,4249.0,612.0,674.0,1773.0,290.0,87.0,1218.0,1425.0,2524.0,870.0,617.0
negC_rand_42,7713.0,8271.0,8283.0,677.0,156.0,334.0,379.0,156.0,3465.0,458.0,47691.0,1623.0,9011.0,92.0,57.0,764.0,760.0,6508.0,3938.0,279.0
thyA_1_60_B_MM12,6322.0,7157.0,5492.0,329.0,160.0,281.0,300.0,281.0,4016.0,822.0,1635.0,12800.0,9206.0,210.0,93.0,1051.0,1782.0,4057.0,2037.0,380.0
thyA_1_60_B_MM13,23606.0,22799.0,24190.0,1068.0,1173.0,730.0,838.0,455.0,9823.0,2111.0,10105.0,7132.0,76328.0,406.0,146.0,2383.0,2652.0,12026.0,9709.0,703.0
thyA_1_60_B_MM2,349.0,563.0,579.0,357.0,303.0,154.0,249.0,195.0,213.0,262.0,100.0,225.0,372.0,932.0,161.0,367.0,178.0,223.0,136.0,117.0
thyA_1_60_C,183.0,192.0,192.0,101.0,178.0,230.0,227.0,83.0,69.0,103.0,33.0,61.0,238.0,66.0,473.0,385.0,186.0,132.0,57.0,81.0
thyA_3_233_B_MM4,2361.0,1483.0,1696.0,651.0,516.0,593.0,828.0,413.0,687.0,1135.0,444.0,749.0,2001.0,485.0,311.0,9085.0,3142.0,4733.0,2120.0,2223.0
thyA_3_233_B_MM5,5023.0,3630.0,3598.0,584.0,384.0,416.0,910.0,200.0,1879.0,1441.0,846.0,1767.0,1904.0,271.0,168.0,2553.0,11292.0,11138.0,6280.0,1784.0
thyA_3_233_B_MM6,18313.0,16366.0,15162.0,690.0,386.0,592.0,854.0,535.0,5718.0,2085.0,6517.0,3957.0,8361.0,144.0,155.0,2357.0,4126.0,52800.0,9721.0,873.0
thyA_3_233_B_MM7,13313.0,7848.0,11371.0,316.0,231.0,162.0,200.0,155.0,6280.0,601.0,3329.0,3065.0,7177.0,109.0,99.0,1313.0,1477.0,9812.0,22861.0,381.0
thyA_3_233_C,1809.0,979.0,1003.0,557.0,796.0,420.0,533.0,421.0,1219.0,745.0,489.0,451.0,1001.0,200.0,224.0,3046.0,2414.0,5032.0,1570.0,3933.0
