,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,16057.0,6696.0,5318.0,8190.0,6292.0,5750.0,5728.0,5501.0,2796.0,5340.0,2180.0,1837.0,4856.0,4305.0,1854.0,17839.0,8916.0,4976.0,1645.0,9539.0
folA_1_56_B_MM11,6332.0,10211.0,4745.0,5172.0,4769.0,4126.0,4307.0,4254.0,2289.0,4563.0,1322.0,1314.0,3398.0,3004.0,1921.0,14259.0,8281.0,4810.0,1152.0,7171.0
folA_1_56_B_MM14,5575.0,4578.0,8537.0,5441.0,4633.0,3959.0,4090.0,4155.0,2353.0,3804.0,1381.0,1191.0,2878.0,3043.0,1730.0,14326.0,7854.0,3474.0,1365.0,7015.0
folA_1_56_B_MM2,5346.0,3507.0,2071.0,10106.0,3762.0,3519.0,4030.0,3271.0,1395.0,3592.0,1126.0,1104.0,3235.0,2099.0,905.0,10888.0,6336.0,2750.0,1047.0,6169.0
folA_1_56_B_MM3,4004.0,2512.0,1751.0,4345.0,6810.0,2654.0,3555.0,2693.0,1158.0,2202.0,975.0,981.0,2217.0,1481.0,898.0,8054.0,4491.0,2321.0,668.0,3886.0
folA_1_56_B_MM6,5381.0,3570.0,2558.0,5339.0,4106.0,7423.0,4691.0,3702.0,1647.0,3241.0,940.0,1107.0,2831.0,2730.0,970.0,12394.0,6766.0,4124.0,1276.0,6362.0
folA_1_56_B_MM9,6852.0,4069.0,2648.0,6592.0,4808.0,4700.0,9214.0,4438.0,1803.0,4260.0,1353.0,1375.0,3378.0,2909.0,1331.0,16017.0,7454.0,4207.0,1331.0,6938.0
folA_1_56_C,2900.0,2222.0,977.0,2607.0,1625.0,2233.0,2116.0,4645.0,813.0,1810.0,580.0,631.0,1592.0,962.0,662.0,5692.0,3266.0,2419.0,645.0,3022.0
folA_3_242_B_MM3,4810.0,3969.0,4933.0,5691.0,4737.0,3990.0,4357.0,4645.0,8028.0,5605.0,1633.0,1340.0,4759.0,3107.0,2182.0,15813.0,9479.0,5174.0,1543.0,8950.0
folA_3_242_C,5031.0,3596.0,2686.0,5580.0,2997.0,3072.0,3348.0,3231.0,1955.0,8294.0,768.0,874.0,3590.0,2277.0,1327.0,11849.0,7452.0,3327.0,1200.0,6199.0
negC_rand_42,1996.0,1190.0,1201.0,1795.0,1322.0,1278.0,1290.0,1673.0,644.0,1216.0,5962.0,400.0,921.0,621.0,692.0,3191.0,2384.0,1352.0,614.0,2155.0
thyA_1_60_B_MM12,2139.0,1528.0,1123.0,1711.0,1410.0,1459.0,1514.0,1301.0,696.0,1354.0,391.0,2215.0,1354.0,1121.0,616.0,4689.0,2962.0,1470.0,314.0,1730.0
thyA_1_60_B_MM13,5062.0,3639.0,2742.0,3931.0,3420.0,3307.0,3333.0,3184.0,1656.0,3380.0,1040.0,1897.0,7913.0,2938.0,1556.0,11512.0,7103.0,3746.0,1420.0,4992.0
thyA_1_60_B_MM2,3256.0,2994.0,2233.0,3567.0,2883.0,2295.0,2361.0,2339.0,1202.0,2616.0,863.0,922.0,2461.0,4277.0,1448.0,7282.0,4286.0,2447.0,1172.0,3120.0
thyA_1_60_C,2266.0,1502.0,1575.0,2295.0,2051.0,1680.0,1524.0,1569.0,961.0,1460.0,608.0,455.0,1227.0,1502.0,2494.0,5364.0,2904.0,1763.0,548.0,1966.0
thyA_3_233_B_MM4,14302.0,9054.0,7105.0,13721.0,8737.0,8975.0,9577.0,8182.0,3860.0,10673.0,2833.0,2791.0,7029.0,4958.0,2468.0,34864.0,16917.0,9767.0,3202.0,12476.0
thyA_3_233_B_MM5,10670.0,6919.0,5844.0,9205.0,6530.0,7065.0,6905.0,6305.0,2945.0,7664.0,2251.0,2397.0,5542.0,3161.0,2619.0,17578.0,21622.0,8102.0,2618.0,11626.0
thyA_3_233_B_MM6,5626.0,3526.0,2988.0,5631.0,3875.0,4102.0,4212.0,4728.0,1513.0,5016.0,1503.0,1044.0,3344.0,2384.0,1341.0,11260.0,9462.0,10095.0,1805.0,6227.0
thyA_3_233_B_MM7,3049.0,1517.0,1157.0,2254.0,1531.0,1425.0,1886.0,1464.0,883.0,1715.0,702.0,388.0,1250.0,830.0,557.0,4757.0,3069.0,1981.0,3264.0,2937.0
thyA_3_233_C,13213.0,7507.0,8740.0,11946.0,8778.0,8295.0,9223.0,8968.0,5414.0,9822.0,2525.0,2108.0,7011.0,4032.0,2930.0,27100.0,16508.0,10297.0,4315.0,28896.0
