,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,16237.0,3276.0,2574.0,5034.0,4019.0,3572.0,3535.0,3760.0,1353.0,3520.0,1084.0,1188.0,2713.0,1629.0,931.0,6509.0,4037.0,2376.0,965.0,3991.0
folA_1_56_B_MM11,3453.0,11577.0,2277.0,3791.0,2987.0,2596.0,2426.0,2658.0,1105.0,2823.0,700.0,897.0,1742.0,1505.0,718.0,5386.0,3643.0,2152.0,733.0,3236.0
folA_1_56_B_MM14,3080.0,2615.0,10315.0,3533.0,3157.0,2510.0,2399.0,2955.0,1258.0,2579.0,730.0,822.0,1669.0,1432.0,785.0,5333.0,3763.0,1892.0,806.0,3240.0
folA_1_56_B_MM2,3288.0,2059.0,1345.0,12984.0,2588.0,2332.0,2410.0,2102.0,1002.0,2203.0,653.0,824.0,2031.0,1150.0,473.0,3859.0,2842.0,1488.0,540.0,2721.0
folA_1_56_B_MM3,2454.0,1552.0,1192.0,2971.0,10077.0,1936.0,1952.0,1926.0,783.0,1576.0,554.0,734.0,1510.0,904.0,497.0,3116.0,2245.0,1213.0,489.0,2181.0
folA_1_56_B_MM6,3320.0,2128.0,1594.0,3537.0,2789.0,10548.0,2866.0,2551.0,973.0,2173.0,664.0,850.0,1925.0,1271.0,524.0,4389.0,3094.0,1772.0,687.0,2804.0
folA_1_56_B_MM9,4238.0,2228.0,1569.0,4106.0,3147.0,3105.0,11492.0,2867.0,1011.0,2729.0,805.0,892.0,1981.0,1307.0,673.0,5382.0,3255.0,1975.0,712.0,3160.0
folA_1_56_C,1862.0,1158.0,743.0,1743.0,1106.0,1435.0,1230.0,6715.0,594.0,1353.0,401.0,471.0,1070.0,521.0,357.0,2094.0,1530.0,1063.0,346.0,1404.0
folA_3_242_B_MM3,2793.0,2144.0,2493.0,4035.0,3135.0,2680.0,2554.0,3181.0,9482.0,3182.0,896.0,934.0,2181.0,1402.0,998.0,5587.0,4108.0,2466.0,746.0,4057.0
folA_3_242_C,3024.0,2200.0,1557.0,3415.0,2270.0,2167.0,2166.0,2382.0,1164.0,10004.0,557.0,711.0,1942.0,1093.0,674.0,4153.0,3489.0,1751.0,672.0,2610.0
negC_rand_42,1012.0,574.0,597.0,1246.0,756.0,770.0,796.0,961.0,384.0,816.0,4778.0,271.0,580.0,425.0,273.0,1211.0,992.0,590.0,283.0,1028.0
thyA_1_60_B_MM12,1305.0,919.0,777.0,1252.0,1199.0,1205.0,963.0,812.0,443.0,1069.0,256.0,3661.0,893.0,777.0,402.0,2243.0,1817.0,965.0,242.0,1160.0
thyA_1_60_B_MM13,2654.0,1935.0,1557.0,2940.0,2545.0,2285.0,1969.0,2088.0,1009.0,2355.0,635.0,1150.0,9005.0,1474.0,768.0,4456.0,3270.0,1790.0,736.0,2464.0
thyA_1_60_B_MM2,1631.0,1469.0,1158.0,1846.0,1437.0,1318.0,1103.0,1367.0,619.0,1394.0,405.0,488.0,1095.0,5444.0,626.0,2710.0,1906.0,1252.0,503.0,1437.0
thyA_1_60_C,988.0,872.0,756.0,1236.0,950.0,865.0,718.0,789.0,407.0,795.0,191.0,341.0,669.0,612.0,3145.0,1844.0,1249.0,825.0,289.0,846.0
thyA_3_233_B_MM4,5149.0,3186.0,2723.0,5215.0,3455.0,3920.0,3574.0,3578.0,1443.0,4306.0,970.0,1366.0,2641.0,1531.0,947.0,21375.0,6004.0,3622.0,1195.0,4406.0
thyA_3_233_B_MM5,4412.0,2986.0,2454.0,4359.0,3085.0,3257.0,3191.0,3090.0,1225.0,3339.0,827.0,1348.0,2479.0,1446.0,1078.0,6495.0,17630.0,3411.0,1140.0,4871.0
thyA_3_233_B_MM6,2754.0,1615.0,1462.0,3029.0,2038.0,2236.0,1933.0,2503.0,743.0,2419.0,626.0,722.0,1473.0,1037.0,597.0,4037.0,3859.0,9902.0,763.0,2816.0
thyA_3_233_B_MM7,1330.0,780.0,647.0,1206.0,800.0,845.0,865.0,883.0,391.0,812.0,329.0,258.0,691.0,405.0,284.0,1908.0,1429.0,896.0,4306.0,1225.0
thyA_3_233_C,5610.0,3186.0,3866.0,6270.0,4552.0,4220.0,3901.0,4743.0,2241.0,4395.0,1152.0,1297.0,3107.0,1823.0,1375.0,9709.0,6815.0,4552.0,1773.0,24151.0
