,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,18561.0,10768.0,8417.0,335.0,180.0,135.0,233.0,222.0,335.0,144.0,2377.0,1232.0,7783.0,91.0,48.0,937.0,2722.0,11069.0,4514.0,299.0
folA_1_56_B_MM11,9972.0,33440.0,25011.0,215.0,132.0,204.0,230.0,325.0,3040.0,535.0,5570.0,2058.0,20181.0,125.0,55.0,1192.0,3462.0,26815.0,9483.0,419.0
folA_1_56_B_MM14,7814.0,21471.0,58697.0,348.0,220.0,108.0,105.0,250.0,5040.0,615.0,8226.0,1841.0,24687.0,68.0,60.0,2680.0,9881.0,25782.0,12339.0,325.0
folA_1_56_B_MM2,216.0,180.0,28.0,302.0,86.0,110.0,103.0,187.0,27.0,52.0,44.0,32.0,321.0,20.0,14.0,233.0,72.0,76.0,106.0,91.0
folA_1_56_B_MM3,81.0,17.0,44.0,101.0,174.0,100.0,53.0,36.0,35.0,39.0,7.0,19.0,34.0,47.0,7.0,118.0,67.0,370.0,26.0,51.0
folA_1_56_B_MM6,120.0,123.0,77.0,166.0,85.0,298.0,101.0,83.0,17.0,51.0,74.0,32.0,440.0,28.0,31.0,283.0,94.0,211.0,44.0,215.0
folA_1_56_B_MM9,322.0,185.0,116.0,151.0,111.0,155.0,273.0,124.0,55.0,43.0,27.0,57.0,99.0,28.0,10.0,434.0,147.0,232.0,153.0,110.0
folA_1_56_C,102.0,192.0,38.0,49.0,29.0,27.0,26.0,354.0,12.0,24.0,14.0,32.0,95.0,2.0,9.0,84.0,26.0,658.0,160.0,70.0
folA_3_242_B_MM3,384.0,3948.0,13098.0,210.0,45.0,210.0,110.0,147.0,16146.0,659.0,3474.0,1644.0,17943.0,35.0,73.0,598.0,2392.0,25885.0,13629.0,219.0
folA_3_242_C,121.0,424.0,336.0,139.0,52.0,77.0,71.0,53.0,1054.0,631.0,47.0,90.0,633.0,49.0,24.0,388.0,980.0,1526.0,772.0,127.0
negC_rand_42,2455.0,4883.0,7722.0,54.0,53.0,192.0,28.0,50.0,1703.0,215.0,30266.0,398.0,7498.0,25.0,6.0,111.0,536.0,9930.0,5193.0,75.0
thyA_1_60_B_MM12,1713.0,2417.0,1294.0,37.0,31.0,43.0,50.0,19.0,966.0,73.0,637.0,2362.0,3142.0,18.0,12.0,401.0,1255.0,1742.0,606.0,48.0
thyA_1_60_B_MM13,8024.0,16771.0,23538.0,354.0,350.0,231.0,166.0,138.0,6881.0,676.0,8595.0,3435.0,61575.0,278.0,218.0,746.0,2432.0,21978.0,13932.0,196.0
thyA_1_60_B_MM2,78.0,95.0,34.0,27.0,17.0,36.0,46.0,20.0,67.0,101.0,12.0,61.0,58.0,107.0,33.0,126.0,49.0,80.0,103.0,128.0
thyA_1_60_C,23.0,115.0,133.0,17.0,202.0,19.0,15.0,23.0,19.0,12.0,18.0,9.0,32.0,25.0,101.0,174.0,55.0,34.0,214.0,57.0
thyA_3_233_B_MM4,755.0,497.0,566.0,237.0,140.0,186.0,165.0,159.0,302.0,269.0,75.0,1019.0,879.0,13.0,40.0,1883.0,1606.0,3751.0,1741.0,453.0
thyA_3_233_B_MM5,4039.0,4417.0,4751.0,83.0,85.0,88.0,98.0,96.0,1211.0,657.0,522.0,1188.0,1617.0,46.0,36.0,1307.0,6910.0,17957.0,10484.0,485.0
thyA_3_233_B_MM6,12805.0,15804.0,20324.0,290.0,182.0,91.0,429.0,177.0,7389.0,2031.0,8107.0,1211.0,11549.0,47.0,118.0,1899.0,5690.0,57017.0,13411.0,927.0
thyA_3_233_B_MM7,6256.0,8374.0,11935.0,59.0,14.0,32.0,216.0,388.0,5752.0,711.0,4597.0,697.0,7386.0,19.0,6.0,851.0,2686.0,13919.0,30682.0,159.0
thyA_3_233_C,376.0,1001.0,832.0,182.0,143.0,68.0,107.0,86.0,90.0,143.0,240.0,92.0,1045.0,24.0,36.0,754.0,1992.0,4228.0,2459.0,1655.0
