,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,14515.0,4306.0,3297.0,1081.0,681.0,780.0,917.0,809.0,835.0,905.0,1134.0,786.0,2801.0,2084.0,1146.0,10586.0,5684.0,3329.0,1309.0,6906.0
folA_1_56_B_MM11,4355.0,11441.0,3403.0,795.0,555.0,606.0,652.0,671.0,1402.0,1255.0,774.0,708.0,2440.0,2251.0,1180.0,10724.0,5886.0,3559.0,1118.0,5999.0
folA_1_56_B_MM14,3192.0,3261.0,9868.0,787.0,549.0,582.0,448.0,644.0,1358.0,1088.0,811.0,595.0,2194.0,2152.0,1057.0,9399.0,5513.0,2467.0,1278.0,5410.0
folA_1_56_B_MM2,700.0,509.0,300.0,3315.0,457.0,531.0,499.0,625.0,229.0,384.0,134.0,141.0,476.0,1113.0,508.0,5107.0,3019.0,1275.0,389.0,3858.0
folA_1_56_B_MM3,484.0,288.0,229.0,486.0,2131.0,371.0,317.0,429.0,144.0,220.0,97.0,95.0,321.0,835.0,536.0,3993.0,2258.0,874.0,260.0,2817.0
folA_1_56_B_MM6,881.0,483.0,358.0,841.0,648.0,3260.0,566.0,623.0,200.0,456.0,140.0,172.0,546.0,1566.0,562.0,6673.0,3449.0,1480.0,469.0,4195.0
folA_1_56_B_MM9,1229.0,613.0,385.0,754.0,547.0,676.0,3426.0,659.0,213.0,430.0,188.0,195.0,522.0,1540.0,825.0,7974.0,3947.0,1831.0,587.0,5095.0
folA_1_56_C,422.0,298.0,206.0,465.0,234.0,397.0,290.0,2301.0,182.0,213.0,76.0,113.0,218.0,584.0,403.0,2968.0,1921.0,786.0,202.0,2209.0
folA_3_242_B_MM3,1660.0,2716.0,3301.0,864.0,538.0,601.0,552.0,685.0,8664.0,2050.0,799.0,662.0,2944.0,2116.0,1480.0,11093.0,6847.0,4201.0,1290.0,7892.0
folA_3_242_C,822.0,967.0,827.0,735.0,339.0,545.0,371.0,471.0,1112.0,4849.0,233.0,306.0,1057.0,1711.0,1090.0,8628.0,6071.0,2547.0,976.0,5081.0
negC_rand_42,1091.0,753.0,689.0,249.0,146.0,232.0,172.0,191.0,427.0,338.0,4380.0,178.0,708.0,566.0,283.0,2102.0,1595.0,947.0,427.0,1575.0
thyA_1_60_B_MM12,995.0,812.0,597.0,182.0,183.0,266.0,180.0,148.0,362.0,406.0,216.0,1790.0,689.0,746.0,296.0,2451.0,1511.0,880.0,198.0,1308.0
thyA_1_60_B_MM13,3367.0,2714.0,2243.0,649.0,541.0,607.0,534.0,522.0,1356.0,1245.0,733.0,923.0,9091.0,2539.0,1181.0,8983.0,5589.0,3082.0,1123.0,4942.0
thyA_1_60_B_MM2,2141.0,2152.0,1770.0,1943.0,1796.0,1497.0,1280.0,1644.0,928.0,2034.0,466.0,392.0,1812.0,6492.0,1005.0,5414.0,3485.0,2034.0,879.0,2671.0
thyA_1_60_C,1331.0,1296.0,1115.0,1253.0,1251.0,1052.0,880.0,979.0,550.0,1159.0,302.0,229.0,977.0,1068.0,3582.0,3965.0,2227.0,1519.0,466.0,1691.0
thyA_3_233_B_MM4,8611.0,6190.0,5068.0,6740.0,4665.0,5589.0,5271.0,5037.0,2702.0,7484.0,1739.0,1298.0,5338.0,3110.0,1881.0,38532.0,13115.0,8249.0,2671.0,10283.0
thyA_3_233_B_MM5,6572.0,4980.0,4484.0,4337.0,2943.0,3529.0,3601.0,3461.0,1917.0,5201.0,1221.0,917.0,4278.0,2499.0,1942.0,14079.0,26462.0,6435.0,2317.0,10100.0
thyA_3_233_B_MM6,3973.0,2578.0,2120.0,2205.0,1414.0,1695.0,1684.0,2074.0,1062.0,3415.0,958.0,515.0,2529.0,1737.0,1028.0,8808.0,7307.0,12769.0,1343.0,5600.0
thyA_3_233_B_MM7,1678.0,1143.0,1272.0,759.0,379.0,561.0,793.0,647.0,504.0,1047.0,418.0,194.0,944.0,744.0,339.0,4086.0,2379.0,1626.0,5121.0,2421.0
thyA_3_233_C,8585.0,5505.0,7110.0,6970.0,5327.0,5505.0,5685.0,7073.0,3756.0,6822.0,1734.0,1057.0,5535.0,3307.0,2471.0,22291.0,13978.0,8614.0,3876.0,38594.0
