,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,1035.0,385.0,249.0,346.0,272.0,290.0,309.0,262.0,96.0,163.0,65.0,96.0,282.0,144.0,76.0,502.0,303.0,205.0,71.0,305.0
folA_1_56_B_MM11,361.0,792.0,232.0,293.0,195.0,242.0,228.0,192.0,97.0,194.0,71.0,94.0,200.0,115.0,68.0,479.0,273.0,189.0,87.0,270.0
folA_1_56_B_MM14,309.0,286.0,820.0,261.0,190.0,163.0,179.0,249.0,121.0,144.0,78.0,100.0,215.0,122.0,45.0,403.0,322.0,238.0,91.0,279.0
folA_1_56_B_MM2,227.0,187.0,82.0,901.0,160.0,201.0,124.0,129.0,75.0,124.0,74.0,62.0,129.0,83.0,49.0,286.0,185.0,144.0,26.0,218.0
folA_1_56_B_MM3,182.0,145.0,109.0,221.0,574.0,161.0,132.0,125.0,38.0,103.0,56.0,32.0,122.0,50.0,30.0,223.0,156.0,92.0,43.0,159.0
folA_1_56_B_MM6,236.0,242.0,103.0,215.0,156.0,565.0,192.0,154.0,45.0,129.0,46.0,52.0,161.0,103.0,48.0,346.0,238.0,133.0,57.0,223.0
folA_1_56_B_MM9,350.0,292.0,121.0,248.0,222.0,206.0,592.0,198.0,62.0,170.0,59.0,99.0,150.0,96.0,50.0,376.0,204.0,161.0,80.0,253.0
folA_1_56_C,172.0,97.0,47.0,106.0,67.0,119.0,89.0,359.0,43.0,63.0,26.0,35.0,97.0,41.0,16.0,143.0,101.0,86.0,20.0,97.0
folA_3_242_B_MM3,265.0,264.0,224.0,243.0,186.0,189.0,165.0,154.0,493.0,212.0,119.0,89.0,231.0,110.0,53.0,431.0,337.0,219.0,75.0,361.0
folA_3_242_C,252.0,214.0,130.0,260.0,149.0,185.0,136.0,141.0,86.0,360.0,64.0,66.0,193.0,73.0,45.0,353.0,241.0,171.0,77.0,200.0
negC_rand_42,128.0,78.0,95.0,87.0,62.0,42.0,54.0,74.0,44.0,68.0,307.0,32.0,65.0,38.0,33.0,144.0,126.0,58.0,33.0,91.0
thyA_1_60_B_MM12,107.0,108.0,90.0,103.0,56.0,123.0,99.0,55.0,46.0,85.0,30.0,208.0,104.0,44.0,18.0,149.0,127.0,96.0,18.0,91.0
thyA_1_60_B_MM13,287.0,207.0,204.0,238.0,173.0,183.0,165.0,141.0,104.0,154.0,116.0,112.0,645.0,116.0,60.0,413.0,223.0,175.0,56.0,234.0
thyA_1_60_B_MM2,184.0,128.0,107.0,150.0,103.0,109.0,87.0,78.0,63.0,95.0,27.0,31.0,119.0,243.0,50.0,237.0,143.0,98.0,38.0,110.0
thyA_1_60_C,103.0,77.0,70.0,82.0,84.0,67.0,71.0,42.0,45.0,38.0,20.0,27.0,55.0,48.0,131.0,152.0,108.0,78.0,13.0,71.0
thyA_3_233_B_MM4,428.0,303.0,295.0,345.0,288.0,287.0,317.0,296.0,166.0,243.0,140.0,133.0,326.0,140.0,93.0,1538.0,538.0,289.0,91.0,398.0
thyA_3_233_B_MM5,370.0,315.0,226.0,265.0,211.0,251.0,188.0,146.0,130.0,217.0,78.0,102.0,256.0,123.0,61.0,504.0,1120.0,292.0,104.0,334.0
thyA_3_233_B_MM6,231.0,173.0,145.0,227.0,183.0,156.0,165.0,173.0,68.0,160.0,59.0,81.0,137.0,78.0,43.0,393.0,321.0,878.0,97.0,241.0
thyA_3_233_B_MM7,84.0,97.0,78.0,75.0,81.0,43.0,71.0,80.0,50.0,50.0,9.0,29.0,94.0,38.0,19.0,142.0,128.0,87.0,195.0,94.0
thyA_3_233_C,405.0,269.0,322.0,390.0,370.0,266.0,266.0,342.0,192.0,265.0,134.0,151.0,340.0,148.0,102.0,817.0,581.0,392.0,140.0,1162.0
