,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,619.0,178.0,133.0,30.0,16.0,28.0,62.0,20.0,38.0,18.0,36.0,43.0,158.0,99.0,52.0,545.0,360.0,245.0,112.0,312.0
folA_1_56_B_MM11,201.0,627.0,217.0,32.0,18.0,11.0,26.0,19.0,76.0,31.0,39.0,48.0,196.0,156.0,81.0,750.0,414.0,224.0,102.0,484.0
folA_1_56_B_MM14,141.0,167.0,746.0,20.0,8.0,19.0,21.0,16.0,57.0,26.0,44.0,37.0,138.0,120.0,38.0,578.0,463.0,207.0,109.0,356.0
folA_1_56_B_MM2,24.0,21.0,3.0,113.0,19.0,12.0,16.0,22.0,2.0,8.0,1.0,4.0,28.0,63.0,46.0,430.0,234.0,97.0,21.0,287.0
folA_1_56_B_MM3,7.0,5.0,4.0,9.0,59.0,11.0,1.0,24.0,10.0,13.0,0.0,2.0,18.0,43.0,16.0,229.0,110.0,54.0,16.0,244.0
folA_1_56_B_MM6,18.0,16.0,7.0,15.0,12.0,98.0,15.0,14.0,10.0,12.0,10.0,6.0,12.0,79.0,11.0,477.0,184.0,67.0,33.0,396.0
folA_1_56_B_MM9,68.0,36.0,22.0,31.0,21.0,22.0,102.0,25.0,6.0,11.0,10.0,6.0,20.0,86.0,46.0,427.0,250.0,102.0,50.0,295.0
folA_1_56_C,17.0,22.0,13.0,32.0,17.0,22.0,18.0,113.0,6.0,10.0,2.0,7.0,10.0,38.0,22.0,226.0,121.0,61.0,34.0,185.0
folA_3_242_B_MM3,66.0,126.0,196.0,34.0,17.0,14.0,16.0,36.0,417.0,39.0,44.0,37.0,205.0,154.0,113.0,898.0,599.0,400.0,115.0,670.0
folA_3_242_C,30.0,28.0,32.0,20.0,17.0,16.0,19.0,17.0,35.0,176.0,13.0,23.0,59.0,113.0,36.0,693.0,484.0,224.0,81.0,416.0
negC_rand_42,46.0,46.0,59.0,13.0,3.0,2.0,6.0,9.0,24.0,8.0,202.0,13.0,30.0,48.0,42.0,231.0,140.0,71.0,36.0,157.0
thyA_1_60_B_MM12,77.0,100.0,58.0,2.0,5.0,8.0,1.0,8.0,28.0,16.0,18.0,128.0,64.0,35.0,14.0,327.0,134.0,80.0,42.0,203.0
thyA_1_60_B_MM13,120.0,134.0,148.0,20.0,14.0,26.0,17.0,19.0,75.0,33.0,38.0,87.0,578.0,158.0,82.0,708.0,402.0,209.0,143.0,445.0
thyA_1_60_B_MM2,118.0,142.0,84.0,92.0,74.0,69.0,68.0,89.0,49.0,130.0,26.0,30.0,118.0,293.0,58.0,483.0,259.0,161.0,108.0,224.0
thyA_1_60_C,96.0,90.0,112.0,49.0,44.0,50.0,54.0,48.0,29.0,52.0,25.0,28.0,81.0,70.0,191.0,287.0,148.0,81.0,61.0,192.0
thyA_3_233_B_MM4,366.0,436.0,418.0,327.0,218.0,212.0,210.0,236.0,170.0,302.0,87.0,134.0,389.0,235.0,166.0,3771.0,1306.0,813.0,246.0,1062.0
thyA_3_233_B_MM5,297.0,343.0,351.0,152.0,100.0,121.0,163.0,106.0,161.0,254.0,60.0,73.0,312.0,176.0,138.0,1421.0,1717.0,563.0,242.0,872.0
thyA_3_233_B_MM6,193.0,215.0,141.0,150.0,51.0,77.0,61.0,83.0,65.0,140.0,32.0,70.0,229.0,139.0,58.0,948.0,673.0,1472.0,134.0,545.0
thyA_3_233_B_MM7,85.0,76.0,82.0,42.0,21.0,26.0,37.0,49.0,47.0,54.0,28.0,21.0,90.0,58.0,25.0,416.0,239.0,176.0,460.0,222.0
thyA_3_233_C,249.0,383.0,468.0,358.0,197.0,216.0,254.0,281.0,229.0,308.0,91.0,104.0,417.0,216.0,181.0,1888.0,1110.0,736.0,408.0,2519.0
