,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,288.0,115.0,68.0,23.0,32.0,25.0,23.0,20.0,30.0,45.0,18.0,29.0,75.0,22.0,26.0,230.0,103.0,81.0,19.0,132.0
folA_1_56_B_MM11,111.0,209.0,96.0,93.0,15.0,15.0,20.0,25.0,14.0,37.0,31.0,34.0,91.0,71.0,23.0,281.0,127.0,83.0,34.0,142.0
folA_1_56_B_MM14,101.0,105.0,189.0,39.0,12.0,10.0,29.0,14.0,31.0,39.0,28.0,16.0,64.0,34.0,39.0,199.0,168.0,78.0,46.0,104.0
folA_1_56_B_MM2,40.0,12.0,4.0,64.0,15.0,26.0,13.0,22.0,7.0,20.0,7.0,7.0,16.0,9.0,32.0,118.0,45.0,28.0,11.0,58.0
folA_1_56_B_MM3,11.0,8.0,2.0,12.0,34.0,9.0,6.0,6.0,0.0,3.0,2.0,4.0,16.0,16.0,15.0,88.0,57.0,29.0,17.0,68.0
folA_1_56_B_MM6,26.0,17.0,18.0,21.0,6.0,42.0,17.0,4.0,4.0,1.0,9.0,17.0,22.0,33.0,5.0,118.0,68.0,47.0,15.0,276.0
folA_1_56_B_MM9,59.0,27.0,14.0,24.0,28.0,22.0,53.0,11.0,22.0,28.0,0.0,5.0,14.0,28.0,27.0,173.0,67.0,59.0,22.0,59.0
folA_1_56_C,21.0,17.0,5.0,25.0,7.0,8.0,3.0,28.0,7.0,5.0,5.0,7.0,23.0,5.0,6.0,74.0,72.0,29.0,3.0,36.0
folA_3_242_B_MM3,52.0,78.0,64.0,15.0,6.0,6.0,19.0,32.0,113.0,55.0,38.0,16.0,89.0,40.0,39.0,268.0,91.0,115.0,22.0,95.0
folA_3_242_C,31.0,57.0,35.0,21.0,22.0,27.0,13.0,29.0,32.0,72.0,2.0,9.0,35.0,28.0,19.0,398.0,120.0,95.0,36.0,87.0
negC_rand_42,36.0,17.0,29.0,10.0,6.0,7.0,4.0,10.0,29.0,17.0,112.0,8.0,44.0,14.0,4.0,102.0,87.0,57.0,18.0,49.0
thyA_1_60_B_MM12,57.0,25.0,37.0,5.0,1.0,1.0,5.0,17.0,21.0,2.0,17.0,38.0,24.0,11.0,1.0,130.0,42.0,53.0,10.0,48.0
thyA_1_60_B_MM13,62.0,50.0,48.0,21.0,24.0,27.0,43.0,7.0,11.0,22.0,23.0,24.0,192.0,70.0,23.0,265.0,120.0,84.0,38.0,97.0
thyA_1_60_B_MM2,82.0,48.0,48.0,18.0,32.0,39.0,55.0,28.0,33.0,60.0,12.0,24.0,57.0,75.0,20.0,146.0,71.0,80.0,32.0,59.0
thyA_1_60_C,13.0,64.0,22.0,30.0,13.0,21.0,37.0,18.0,19.0,25.0,5.0,12.0,25.0,17.0,43.0,132.0,52.0,42.0,3.0,44.0
thyA_3_233_B_MM4,223.0,188.0,141.0,102.0,136.0,163.0,176.0,101.0,66.0,155.0,51.0,68.0,161.0,129.0,47.0,837.0,385.0,199.0,66.0,284.0
thyA_3_233_B_MM5,182.0,156.0,104.0,47.0,73.0,81.0,90.0,70.0,47.0,113.0,17.0,13.0,68.0,115.0,22.0,418.0,460.0,168.0,53.0,152.0
thyA_3_233_B_MM6,115.0,85.0,48.0,58.0,79.0,31.0,23.0,35.0,33.0,71.0,33.0,38.0,63.0,29.0,24.0,248.0,275.0,347.0,46.0,109.0
thyA_3_233_B_MM7,39.0,36.0,23.0,23.0,11.0,23.0,10.0,16.0,33.0,16.0,8.0,17.0,21.0,17.0,11.0,150.0,36.0,68.0,89.0,47.0
thyA_3_233_C,153.0,111.0,115.0,167.0,98.0,105.0,88.0,83.0,77.0,157.0,48.0,46.0,156.0,48.0,49.0,611.0,293.0,176.0,65.0,434.0
