,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,2139.0,687.0,543.0,112.0,83.0,139.0,92.0,60.0,66.0,89.0,144.0,149.0,459.0,60.0,22.0,517.0,474.0,646.0,241.0,144.0
folA_1_56_B_MM11,759.0,1922.0,503.0,113.0,55.0,100.0,87.0,42.0,143.0,73.0,119.0,141.0,439.0,33.0,16.0,432.0,440.0,528.0,207.0,148.0
folA_1_56_B_MM14,586.0,523.0,2120.0,89.0,52.0,73.0,87.0,57.0,172.0,57.0,189.0,124.0,418.0,35.0,16.0,484.0,579.0,617.0,237.0,116.0
folA_1_56_B_MM2,85.0,63.0,38.0,283.0,51.0,74.0,55.0,48.0,25.0,37.0,19.0,12.0,40.0,14.0,15.0,153.0,80.0,70.0,32.0,71.0
folA_1_56_B_MM3,47.0,26.0,28.0,94.0,131.0,37.0,25.0,22.0,9.0,17.0,15.0,10.0,28.0,11.0,3.0,81.0,53.0,50.0,15.0,38.0
folA_1_56_B_MM6,69.0,60.0,46.0,69.0,45.0,245.0,44.0,35.0,20.0,50.0,19.0,20.0,64.0,21.0,10.0,133.0,71.0,51.0,18.0,87.0
folA_1_56_B_MM9,147.0,78.0,64.0,86.0,47.0,101.0,180.0,39.0,16.0,37.0,12.0,29.0,40.0,19.0,19.0,152.0,112.0,90.0,38.0,97.0
folA_1_56_C,37.0,26.0,22.0,53.0,31.0,34.0,24.0,133.0,8.0,21.0,3.0,12.0,18.0,12.0,6.0,55.0,35.0,38.0,11.0,16.0
folA_3_242_B_MM3,163.0,375.0,388.0,78.0,47.0,50.0,37.0,47.0,795.0,95.0,142.0,114.0,355.0,30.0,24.0,300.0,282.0,468.0,161.0,102.0
folA_3_242_C,85.0,91.0,92.0,66.0,31.0,61.0,44.0,42.0,89.0,248.0,12.0,38.0,117.0,15.0,6.0,205.0,142.0,184.0,61.0,72.0
negC_rand_42,186.0,166.0,143.0,28.0,10.0,31.0,16.0,27.0,74.0,32.0,744.0,37.0,141.0,14.0,3.0,97.0,101.0,182.0,109.0,37.0
thyA_1_60_B_MM12,179.0,221.0,150.0,47.0,11.0,24.0,25.0,10.0,47.0,38.0,48.0,300.0,171.0,11.0,5.0,124.0,98.0,140.0,46.0,34.0
thyA_1_60_B_MM13,549.0,478.0,364.0,64.0,37.0,56.0,60.0,31.0,157.0,101.0,128.0,159.0,1229.0,28.0,12.0,311.0,244.0,390.0,180.0,85.0
thyA_1_60_B_MM2,71.0,83.0,27.0,40.0,24.0,26.0,22.0,12.0,15.0,17.0,18.0,24.0,33.0,98.0,12.0,113.0,67.0,54.0,27.0,34.0
thyA_1_60_C,36.0,33.0,27.0,26.0,9.0,11.0,14.0,12.0,13.0,17.0,5.0,10.0,29.0,13.0,48.0,55.0,35.0,30.0,12.0,26.0
thyA_3_233_B_MM4,315.0,264.0,191.0,116.0,106.0,89.0,114.0,58.0,69.0,165.0,55.0,74.0,168.0,37.0,20.0,1576.0,585.0,524.0,189.0,293.0
thyA_3_233_B_MM5,445.0,431.0,257.0,87.0,39.0,100.0,85.0,48.0,119.0,129.0,54.0,79.0,183.0,26.0,9.0,546.0,1305.0,631.0,276.0,167.0
thyA_3_233_B_MM6,571.0,432.0,291.0,70.0,51.0,76.0,58.0,42.0,122.0,136.0,133.0,103.0,258.0,26.0,26.0,444.0,505.0,1916.0,253.0,110.0
thyA_3_233_B_MM7,267.0,164.0,175.0,32.0,10.0,15.0,14.0,22.0,111.0,61.0,38.0,57.0,159.0,7.0,6.0,215.0,210.0,190.0,570.0,32.0
thyA_3_233_C,190.0,118.0,114.0,96.0,69.0,58.0,67.0,50.0,92.0,58.0,45.0,40.0,84.0,35.0,22.0,569.0,411.0,405.0,159.0,618.0
