,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,848.0,170.0,131.0,3.0,4.0,7.0,14.0,5.0,14.0,13.0,21.0,22.0,86.0,61.0,33.0,317.0,180.0,150.0,53.0,177.0
folA_1_56_B_MM11,161.0,807.0,162.0,5.0,4.0,8.0,10.0,2.0,45.0,15.0,13.0,19.0,130.0,92.0,47.0,384.0,277.0,197.0,86.0,198.0
folA_1_56_B_MM14,164.0,211.0,942.0,4.0,6.0,6.0,12.0,1.0,51.0,18.0,37.0,27.0,98.0,77.0,51.0,382.0,291.0,178.0,69.0,195.0
folA_1_56_B_MM2,9.0,6.0,4.0,51.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,7.0,9.0,19.0,25.0,3.0,6.0,22.0
folA_1_56_B_MM3,7.0,1.0,2.0,2.0,29.0,0.0,1.0,2.0,0.0,5.0,1.0,1.0,3.0,15.0,0.0,39.0,13.0,4.0,2.0,34.0
folA_1_56_B_MM6,2.0,4.0,3.0,1.0,3.0,65.0,1.0,0.0,3.0,4.0,0.0,0.0,5.0,20.0,7.0,73.0,40.0,15.0,4.0,53.0
folA_1_56_B_MM9,9.0,8.0,8.0,2.0,0.0,4.0,67.0,2.0,3.0,3.0,1.0,1.0,4.0,38.0,11.0,109.0,48.0,18.0,8.0,71.0
folA_1_56_C,2.0,1.0,1.0,0.0,1.0,1.0,2.0,20.0,2.0,1.0,0.0,1.0,3.0,8.0,1.0,14.0,15.0,5.0,2.0,14.0
folA_3_242_B_MM3,50.0,134.0,148.0,4.0,0.0,2.0,4.0,4.0,564.0,28.0,35.0,22.0,138.0,83.0,75.0,438.0,298.0,212.0,79.0,349.0
folA_3_242_C,29.0,29.0,32.0,7.0,0.0,4.0,4.0,0.0,31.0,223.0,8.0,8.0,28.0,62.0,39.0,365.0,257.0,96.0,33.0,197.0
negC_rand_42,48.0,54.0,53.0,5.0,3.0,0.0,2.0,3.0,17.0,12.0,233.0,7.0,47.0,20.0,9.0,124.0,82.0,51.0,33.0,89.0
thyA_1_60_B_MM12,32.0,35.0,30.0,5.0,2.0,0.0,0.0,0.0,7.0,8.0,7.0,105.0,23.0,26.0,15.0,61.0,24.0,18.0,13.0,42.0
thyA_1_60_B_MM13,130.0,147.0,127.0,5.0,4.0,11.0,8.0,2.0,38.0,24.0,32.0,30.0,664.0,65.0,30.0,371.0,247.0,148.0,56.0,187.0
thyA_1_60_B_MM2,80.0,92.0,89.0,20.0,26.0,27.0,37.0,15.0,31.0,52.0,18.0,18.0,87.0,373.0,35.0,196.0,163.0,89.0,41.0,84.0
thyA_1_60_C,52.0,74.0,48.0,21.0,12.0,26.0,23.0,13.0,22.0,34.0,6.0,2.0,44.0,29.0,277.0,135.0,89.0,60.0,22.0,61.0
thyA_3_233_B_MM4,290.0,276.0,285.0,53.0,22.0,70.0,106.0,30.0,128.0,215.0,69.0,42.0,242.0,101.0,69.0,2173.0,540.0,305.0,113.0,370.0
thyA_3_233_B_MM5,267.0,264.0,225.0,25.0,12.0,36.0,65.0,11.0,110.0,176.0,37.0,31.0,208.0,125.0,86.0,626.0,1780.0,321.0,117.0,376.0
thyA_3_233_B_MM6,154.0,200.0,122.0,20.0,7.0,13.0,22.0,5.0,47.0,93.0,17.0,17.0,127.0,55.0,31.0,350.0,308.0,1047.0,84.0,185.0
thyA_3_233_B_MM7,68.0,44.0,53.0,5.0,3.0,4.0,7.0,5.0,28.0,16.0,12.0,11.0,51.0,32.0,26.0,156.0,137.0,75.0,356.0,62.0
thyA_3_233_C,310.0,285.0,389.0,68.0,53.0,72.0,106.0,34.0,159.0,167.0,89.0,39.0,268.0,135.0,96.0,854.0,645.0,347.0,151.0,2271.0
