,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,414.0,163.0,113.0,1.0,4.0,5.0,5.0,1.0,2.0,2.0,28.0,27.0,72.0,52.0,55.0,543.0,211.0,179.0,54.0,288.0
folA_1_56_B_MM11,168.0,437.0,142.0,0.0,0.0,1.0,2.0,1.0,23.0,3.0,16.0,32.0,94.0,63.0,60.0,656.0,293.0,151.0,54.0,289.0
folA_1_56_B_MM14,161.0,153.0,463.0,2.0,4.0,2.0,6.0,0.0,26.0,2.0,35.0,40.0,74.0,94.0,34.0,580.0,319.0,169.0,76.0,280.0
folA_1_56_B_MM2,1.0,2.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,7.0,3.0,50.0,12.0,5.0,3.0,26.0
folA_1_56_B_MM3,0.0,1.0,2.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,19.0,14.0,1.0,2.0,15.0
folA_1_56_B_MM6,0.0,4.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,3.0,59.0,16.0,2.0,2.0,45.0
folA_1_56_B_MM9,6.0,9.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,18.0,127.0,41.0,9.0,5.0,86.0
folA_1_56_C,1.0,0.0,0.0,0.0,1.0,9.0,0.0,7.0,0.0,2.0,0.0,1.0,4.0,2.0,3.0,26.0,3.0,3.0,2.0,13.0
folA_3_242_B_MM3,5.0,89.0,125.0,0.0,4.0,0.0,2.0,0.0,197.0,6.0,10.0,23.0,107.0,101.0,54.0,767.0,308.0,211.0,55.0,501.0
folA_3_242_C,1.0,6.0,4.0,2.0,0.0,1.0,1.0,0.0,9.0,44.0,1.0,5.0,19.0,78.0,41.0,578.0,313.0,77.0,23.0,266.0
negC_rand_42,38.0,49.0,41.0,1.0,0.0,0.0,1.0,0.0,9.0,2.0,128.0,11.0,28.0,26.0,13.0,200.0,137.0,55.0,16.0,130.0
thyA_1_60_B_MM12,44.0,48.0,39.0,0.0,0.0,1.0,2.0,2.0,14.0,6.0,23.0,70.0,32.0,21.0,13.0,246.0,82.0,57.0,33.0,114.0
thyA_1_60_B_MM13,101.0,122.0,105.0,1.0,5.0,1.0,7.0,1.0,35.0,7.0,26.0,50.0,270.0,111.0,44.0,694.0,308.0,160.0,72.0,255.0
thyA_1_60_B_MM2,77.0,106.0,93.0,12.0,28.0,38.0,57.0,32.0,32.0,64.0,31.0,23.0,110.0,161.0,44.0,372.0,181.0,109.0,51.0,149.0
thyA_1_60_C,85.0,83.0,74.0,8.0,7.0,8.0,22.0,12.0,27.0,40.0,12.0,6.0,79.0,65.0,81.0,277.0,112.0,65.0,33.0,86.0
thyA_3_233_B_MM4,413.0,448.0,454.0,24.0,17.0,31.0,107.0,9.0,131.0,304.0,74.0,103.0,348.0,181.0,92.0,2480.0,782.0,518.0,172.0,698.0
thyA_3_233_B_MM5,287.0,276.0,273.0,22.0,13.0,16.0,22.0,9.0,102.0,188.0,39.0,61.0,226.0,142.0,81.0,1048.0,1086.0,314.0,104.0,576.0
thyA_3_233_B_MM6,169.0,152.0,136.0,3.0,2.0,1.0,7.0,5.0,34.0,82.0,20.0,42.0,108.0,95.0,51.0,689.0,456.0,613.0,83.0,282.0
thyA_3_233_B_MM7,63.0,60.0,65.0,8.0,0.0,1.0,5.0,0.0,32.0,13.0,9.0,11.0,90.0,45.0,28.0,326.0,123.0,67.0,165.0,87.0
thyA_3_233_C,428.0,358.0,443.0,41.0,37.0,48.0,108.0,24.0,198.0,284.0,74.0,84.0,363.0,135.0,115.0,1669.0,835.0,459.0,195.0,1387.0
