,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,835.0,238.0,155.0,18.0,5.0,12.0,18.0,6.0,23.0,20.0,26.0,28.0,123.0,78.0,39.0,398.0,226.0,163.0,81.0,241.0
folA_1_56_B_MM11,233.0,796.0,151.0,11.0,3.0,14.0,13.0,10.0,42.0,28.0,22.0,34.0,164.0,98.0,54.0,432.0,276.0,163.0,51.0,267.0
folA_1_56_B_MM14,196.0,187.0,846.0,20.0,11.0,11.0,10.0,4.0,63.0,24.0,37.0,25.0,122.0,78.0,51.0,400.0,279.0,206.0,89.0,251.0
folA_1_56_B_MM2,13.0,8.0,10.0,57.0,5.0,1.0,5.0,2.0,2.0,6.0,3.0,2.0,6.0,29.0,11.0,79.0,57.0,14.0,6.0,74.0
folA_1_56_B_MM3,8.0,9.0,1.0,1.0,55.0,6.0,0.0,1.0,1.0,2.0,0.0,1.0,6.0,19.0,5.0,79.0,37.0,8.0,3.0,63.0
folA_1_56_B_MM6,14.0,8.0,3.0,5.0,5.0,75.0,6.0,6.0,1.0,3.0,2.0,2.0,9.0,45.0,17.0,125.0,51.0,24.0,8.0,91.0
folA_1_56_B_MM9,25.0,10.0,12.0,12.0,8.0,7.0,102.0,5.0,5.0,5.0,2.0,1.0,13.0,57.0,39.0,170.0,81.0,45.0,10.0,145.0
folA_1_56_C,3.0,6.0,3.0,10.0,4.0,6.0,3.0,33.0,3.0,1.0,0.0,0.0,6.0,15.0,8.0,44.0,28.0,17.0,4.0,30.0
folA_3_242_B_MM3,60.0,169.0,149.0,17.0,10.0,10.0,19.0,5.0,514.0,24.0,34.0,24.0,160.0,126.0,64.0,475.0,284.0,249.0,61.0,311.0
folA_3_242_C,24.0,23.0,39.0,8.0,5.0,6.0,7.0,3.0,45.0,200.0,10.0,9.0,40.0,78.0,49.0,383.0,293.0,144.0,61.0,246.0
negC_rand_42,60.0,51.0,70.0,3.0,0.0,5.0,3.0,2.0,22.0,7.0,217.0,17.0,45.0,28.0,18.0,157.0,94.0,51.0,31.0,96.0
thyA_1_60_B_MM12,37.0,49.0,34.0,3.0,4.0,4.0,6.0,3.0,17.0,11.0,12.0,120.0,42.0,22.0,8.0,118.0,60.0,28.0,10.0,56.0
thyA_1_60_B_MM13,153.0,153.0,123.0,15.0,6.0,6.0,8.0,4.0,68.0,27.0,39.0,37.0,648.0,126.0,51.0,455.0,310.0,175.0,64.0,219.0
thyA_1_60_B_MM2,98.0,109.0,107.0,60.0,41.0,51.0,43.0,27.0,54.0,86.0,28.0,29.0,105.0,388.0,41.0,212.0,157.0,101.0,43.0,127.0
thyA_1_60_C,81.0,74.0,59.0,32.0,31.0,40.0,41.0,14.0,26.0,59.0,15.0,13.0,44.0,48.0,200.0,194.0,100.0,63.0,27.0,76.0
thyA_3_233_B_MM4,343.0,381.0,319.0,112.0,100.0,139.0,141.0,61.0,119.0,288.0,53.0,61.0,277.0,154.0,101.0,2213.0,559.0,381.0,122.0,422.0
thyA_3_233_B_MM5,284.0,254.0,202.0,51.0,42.0,73.0,101.0,32.0,99.0,205.0,54.0,27.0,238.0,173.0,84.0,674.0,1481.0,290.0,116.0,397.0
thyA_3_233_B_MM6,172.0,161.0,134.0,33.0,22.0,25.0,38.0,22.0,67.0,130.0,35.0,31.0,119.0,84.0,44.0,460.0,365.0,946.0,101.0,201.0
thyA_3_233_B_MM7,90.0,61.0,49.0,3.0,7.0,14.0,20.0,5.0,37.0,43.0,17.0,15.0,63.0,42.0,27.0,180.0,151.0,64.0,365.0,101.0
thyA_3_233_C,350.0,311.0,309.0,137.0,82.0,128.0,165.0,84.0,160.0,289.0,86.0,55.0,312.0,151.0,115.0,974.0,641.0,408.0,140.0,1939.0
