,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,877.0,225.0,175.0,11.0,4.0,2.0,18.0,3.0,18.0,12.0,23.0,19.0,117.0,87.0,37.0,431.0,286.0,175.0,51.0,238.0
folA_1_56_B_MM11,231.0,883.0,197.0,3.0,2.0,7.0,11.0,3.0,54.0,11.0,33.0,30.0,133.0,118.0,61.0,512.0,332.0,183.0,66.0,294.0
folA_1_56_B_MM14,218.0,206.0,967.0,4.0,3.0,4.0,8.0,5.0,43.0,17.0,32.0,29.0,145.0,99.0,63.0,497.0,366.0,177.0,80.0,282.0
folA_1_56_B_MM2,6.0,10.0,2.0,45.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,3.0,18.0,5.0,69.0,15.0,7.0,4.0,57.0
folA_1_56_B_MM3,3.0,2.0,4.0,3.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,30.0,13.0,7.0,2.0,29.0
folA_1_56_B_MM6,1.0,7.0,4.0,2.0,5.0,46.0,1.0,4.0,0.0,3.0,1.0,2.0,3.0,22.0,5.0,104.0,29.0,9.0,2.0,84.0
folA_1_56_B_MM9,16.0,15.0,6.0,1.0,3.0,3.0,88.0,0.0,2.0,7.0,2.0,0.0,8.0,45.0,28.0,160.0,66.0,22.0,4.0,142.0
folA_1_56_C,6.0,4.0,0.0,4.0,1.0,0.0,1.0,22.0,0.0,1.0,1.0,1.0,0.0,8.0,5.0,31.0,23.0,8.0,0.0,22.0
folA_3_242_B_MM3,37.0,134.0,163.0,4.0,2.0,3.0,8.0,3.0,503.0,32.0,44.0,27.0,164.0,96.0,60.0,563.0,338.0,208.0,60.0,358.0
folA_3_242_C,18.0,23.0,19.0,6.0,3.0,2.0,5.0,1.0,44.0,158.0,4.0,3.0,23.0,74.0,36.0,421.0,276.0,115.0,38.0,256.0
negC_rand_42,63.0,56.0,63.0,2.0,3.0,2.0,4.0,1.0,22.0,8.0,233.0,11.0,40.0,21.0,19.0,163.0,106.0,42.0,22.0,100.0
thyA_1_60_B_MM12,38.0,43.0,28.0,2.0,3.0,1.0,4.0,0.0,9.0,0.0,9.0,103.0,24.0,19.0,10.0,100.0,56.0,28.0,9.0,62.0
thyA_1_60_B_MM13,156.0,131.0,148.0,7.0,3.0,2.0,6.0,2.0,44.0,30.0,24.0,11.0,643.0,105.0,64.0,479.0,290.0,134.0,73.0,234.0
thyA_1_60_B_MM2,112.0,106.0,102.0,35.0,21.0,48.0,48.0,26.0,45.0,69.0,24.0,17.0,85.0,404.0,55.0,257.0,164.0,115.0,63.0,134.0
thyA_1_60_C,61.0,69.0,70.0,26.0,24.0,38.0,34.0,24.0,33.0,39.0,14.0,14.0,52.0,70.0,229.0,191.0,114.0,64.0,22.0,103.0
thyA_3_233_B_MM4,346.0,358.0,338.0,66.0,39.0,98.0,157.0,41.0,103.0,238.0,78.0,57.0,277.0,156.0,103.0,2640.0,717.0,388.0,136.0,481.0
thyA_3_233_B_MM5,304.0,307.0,295.0,46.0,19.0,36.0,68.0,23.0,130.0,215.0,63.0,35.0,253.0,177.0,90.0,762.0,1919.0,365.0,108.0,411.0
thyA_3_233_B_MM6,206.0,183.0,144.0,18.0,5.0,10.0,18.0,8.0,68.0,80.0,29.0,24.0,129.0,79.0,36.0,442.0,429.0,1068.0,84.0,236.0
thyA_3_233_B_MM7,74.0,83.0,60.0,1.0,4.0,6.0,4.0,4.0,37.0,28.0,12.0,8.0,80.0,38.0,24.0,220.0,145.0,88.0,345.0,117.0
thyA_3_233_C,433.0,402.0,467.0,87.0,64.0,102.0,184.0,60.0,184.0,241.0,77.0,46.0,342.0,152.0,138.0,1227.0,782.0,475.0,166.0,2421.0
