,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,2221.0,736.0,485.0,203.0,158.0,202.0,205.0,124.0,117.0,134.0,127.0,158.0,519.0,92.0,63.0,474.0,432.0,409.0,179.0,189.0
folA_1_56_B_MM11,738.0,1824.0,442.0,195.0,149.0,139.0,144.0,108.0,111.0,165.0,134.0,174.0,459.0,70.0,39.0,418.0,337.0,358.0,132.0,133.0
folA_1_56_B_MM14,549.0,536.0,1864.0,163.0,105.0,147.0,115.0,121.0,174.0,124.0,155.0,176.0,366.0,83.0,29.0,380.0,479.0,396.0,151.0,147.0
folA_1_56_B_MM2,143.0,103.0,76.0,798.0,93.0,144.0,104.0,73.0,35.0,93.0,27.0,32.0,114.0,45.0,16.0,170.0,112.0,83.0,43.0,82.0
folA_1_56_B_MM3,94.0,114.0,64.0,119.0,350.0,117.0,88.0,49.0,21.0,70.0,28.0,17.0,77.0,33.0,11.0,134.0,83.0,63.0,29.0,64.0
folA_1_56_B_MM6,204.0,160.0,105.0,166.0,113.0,516.0,121.0,90.0,44.0,100.0,33.0,55.0,135.0,48.0,16.0,179.0,114.0,108.0,53.0,78.0
folA_1_56_B_MM9,254.0,170.0,96.0,144.0,132.0,157.0,507.0,107.0,30.0,78.0,31.0,41.0,118.0,32.0,25.0,220.0,162.0,120.0,58.0,116.0
folA_1_56_C,88.0,57.0,26.0,110.0,60.0,61.0,46.0,260.0,28.0,49.0,13.0,25.0,62.0,11.0,4.0,92.0,59.0,50.0,26.0,39.0
folA_3_242_B_MM3,231.0,338.0,355.0,141.0,87.0,141.0,86.0,102.0,865.0,166.0,117.0,118.0,366.0,61.0,26.0,358.0,299.0,383.0,135.0,146.0
folA_3_242_C,163.0,155.0,125.0,165.0,76.0,110.0,89.0,105.0,121.0,416.0,40.0,59.0,165.0,37.0,22.0,242.0,193.0,167.0,69.0,89.0
negC_rand_42,174.0,155.0,119.0,52.0,24.0,26.0,42.0,27.0,48.0,44.0,676.0,57.0,120.0,18.0,12.0,76.0,93.0,131.0,55.0,53.0
thyA_1_60_B_MM12,208.0,177.0,126.0,53.0,31.0,47.0,42.0,52.0,59.0,47.0,57.0,343.0,132.0,25.0,9.0,148.0,129.0,114.0,43.0,48.0
thyA_1_60_B_MM13,455.0,432.0,333.0,147.0,93.0,135.0,125.0,93.0,137.0,119.0,139.0,123.0,1167.0,50.0,28.0,278.0,229.0,228.0,131.0,92.0
thyA_1_60_B_MM2,98.0,73.0,60.0,56.0,41.0,55.0,61.0,47.0,37.0,47.0,13.0,33.0,54.0,192.0,24.0,112.0,75.0,52.0,39.0,56.0
thyA_1_60_C,81.0,47.0,36.0,37.0,32.0,34.0,35.0,36.0,15.0,34.0,20.0,11.0,31.0,34.0,142.0,91.0,43.0,24.0,12.0,34.0
thyA_3_233_B_MM4,363.0,289.0,235.0,190.0,133.0,136.0,121.0,132.0,83.0,153.0,64.0,86.0,213.0,78.0,36.0,1706.0,428.0,337.0,121.0,224.0
thyA_3_233_B_MM5,414.0,316.0,248.0,161.0,108.0,138.0,136.0,91.0,120.0,139.0,60.0,121.0,189.0,59.0,38.0,464.0,1440.0,467.0,170.0,188.0
thyA_3_233_B_MM6,443.0,305.0,223.0,116.0,79.0,130.0,86.0,95.0,124.0,133.0,67.0,93.0,231.0,46.0,18.0,291.0,386.0,1452.0,140.0,119.0
thyA_3_233_B_MM7,225.0,165.0,129.0,56.0,35.0,46.0,77.0,43.0,128.0,44.0,47.0,50.0,95.0,14.0,1.0,130.0,153.0,145.0,470.0,36.0
thyA_3_233_C,276.0,230.0,168.0,174.0,132.0,149.0,127.0,123.0,97.0,109.0,85.0,71.0,170.0,40.0,44.0,634.0,475.0,381.0,154.0,958.0
