,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,3087.0,1120.0,721.0,13.0,8.0,16.0,30.0,8.0,54.0,12.0,208.0,54.0,818.0,5.0,3.0,31.0,80.0,645.0,368.0,11.0
folA_1_56_B_MM11,1003.0,3282.0,775.0,15.0,5.0,12.0,19.0,9.0,151.0,31.0,227.0,76.0,751.0,14.0,1.0,21.0,55.0,561.0,283.0,8.0
folA_1_56_B_MM14,813.0,978.0,3870.0,12.0,6.0,16.0,14.0,11.0,173.0,27.0,261.0,73.0,710.0,1.0,3.0,33.0,108.0,649.0,314.0,7.0
folA_1_56_B_MM2,12.0,12.0,4.0,48.0,6.0,3.0,7.0,0.0,2.0,8.0,7.0,3.0,16.0,0.0,0.0,8.0,3.0,8.0,2.0,3.0
folA_1_56_B_MM3,4.0,1.0,2.0,4.0,16.0,7.0,6.0,1.0,2.0,4.0,5.0,0.0,9.0,0.0,0.0,5.0,3.0,3.0,1.0,4.0
folA_1_56_B_MM6,14.0,22.0,10.0,8.0,6.0,30.0,5.0,1.0,1.0,7.0,4.0,1.0,13.0,1.0,2.0,8.0,4.0,13.0,2.0,5.0
folA_1_56_B_MM9,24.0,7.0,12.0,18.0,0.0,6.0,64.0,1.0,6.0,8.0,6.0,3.0,7.0,2.0,2.0,9.0,5.0,5.0,5.0,2.0
folA_1_56_C,1.0,4.0,3.0,0.0,0.0,3.0,3.0,21.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,3.0,1.0,2.0
folA_3_242_B_MM3,114.0,328.0,485.0,7.0,9.0,13.0,5.0,8.0,1280.0,40.0,183.0,39.0,587.0,0.0,0.0,16.0,37.0,532.0,308.0,12.0
folA_3_242_C,19.0,26.0,28.0,8.0,3.0,0.0,3.0,7.0,67.0,99.0,3.0,10.0,37.0,4.0,1.0,10.0,21.0,55.0,29.0,6.0
negC_rand_42,230.0,289.0,229.0,2.0,4.0,6.0,2.0,3.0,67.0,12.0,1208.0,20.0,248.0,0.0,0.0,6.0,11.0,200.0,127.0,2.0
thyA_1_60_B_MM12,73.0,78.0,54.0,0.0,0.0,8.0,4.0,0.0,19.0,4.0,16.0,158.0,84.0,0.0,1.0,8.0,11.0,38.0,16.0,4.0
thyA_1_60_B_MM13,674.0,616.0,610.0,9.0,3.0,11.0,21.0,2.0,183.0,18.0,193.0,47.0,2584.0,3.0,1.0,17.0,32.0,256.0,215.0,6.0
thyA_1_60_B_MM2,4.0,5.0,5.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,15.0,0.0,6.0,3.0,5.0,0.0,3.0
thyA_1_60_C,0.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,14.0,4.0,4.0,1.0,7.0,0.0
thyA_3_233_B_MM4,32.0,13.0,15.0,4.0,2.0,6.0,2.0,0.0,4.0,2.0,1.0,2.0,22.0,2.0,0.0,158.0,37.0,34.0,18.0,10.0
thyA_3_233_B_MM5,97.0,56.0,53.0,1.0,1.0,7.0,2.0,1.0,24.0,18.0,14.0,11.0,41.0,3.0,2.0,22.0,238.0,185.0,121.0,19.0
thyA_3_233_B_MM6,605.0,508.0,377.0,6.0,6.0,3.0,7.0,1.0,148.0,43.0,128.0,27.0,171.0,2.0,1.0,27.0,75.0,2082.0,249.0,9.0
thyA_3_233_B_MM7,345.0,281.0,236.0,1.0,0.0,1.0,3.0,6.0,171.0,20.0,76.0,16.0,152.0,1.0,1.0,5.0,30.0,240.0,1307.0,4.0
thyA_3_233_C,14.0,16.0,14.0,8.0,2.0,6.0,3.0,1.0,15.0,6.0,6.0,4.0,18.0,0.0,1.0,33.0,23.0,43.0,19.0,86.0
