,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,414.0,177.0,103.0,71.0,36.0,44.0,79.0,29.0,36.0,31.0,62.0,27.0,108.0,48.0,20.0,182.0,160.0,108.0,47.0,127.0
folA_1_56_B_MM11,165.0,328.0,98.0,49.0,30.0,32.0,47.0,25.0,36.0,44.0,24.0,34.0,90.0,38.0,18.0,200.0,166.0,114.0,48.0,83.0
folA_1_56_B_MM14,83.0,135.0,296.0,39.0,30.0,19.0,48.0,26.0,43.0,26.0,38.0,29.0,71.0,19.0,15.0,175.0,199.0,137.0,23.0,84.0
folA_1_56_B_MM2,37.0,38.0,19.0,74.0,18.0,42.0,33.0,20.0,8.0,16.0,9.0,10.0,25.0,14.0,13.0,94.0,74.0,46.0,10.0,78.0
folA_1_56_B_MM3,23.0,22.0,17.0,17.0,56.0,20.0,11.0,18.0,7.0,5.0,4.0,9.0,17.0,25.0,5.0,47.0,73.0,22.0,17.0,40.0
folA_1_56_B_MM6,62.0,30.0,18.0,26.0,16.0,119.0,45.0,16.0,4.0,38.0,12.0,8.0,31.0,11.0,8.0,110.0,70.0,53.0,13.0,76.0
folA_1_56_B_MM9,88.0,52.0,18.0,51.0,36.0,68.0,90.0,21.0,12.0,29.0,12.0,26.0,25.0,14.0,20.0,155.0,129.0,62.0,35.0,84.0
folA_1_56_C,35.0,18.0,3.0,30.0,11.0,25.0,23.0,58.0,13.0,9.0,8.0,1.0,8.0,4.0,6.0,60.0,33.0,31.0,8.0,24.0
folA_3_242_B_MM3,92.0,137.0,83.0,40.0,19.0,41.0,36.0,24.0,221.0,59.0,35.0,26.0,114.0,26.0,25.0,203.0,163.0,129.0,56.0,132.0
folA_3_242_C,54.0,48.0,12.0,39.0,7.0,34.0,22.0,25.0,45.0,84.0,14.0,19.0,53.0,19.0,7.0,132.0,120.0,65.0,25.0,63.0
negC_rand_42,45.0,46.0,42.0,17.0,9.0,13.0,4.0,15.0,18.0,17.0,120.0,11.0,54.0,10.0,6.0,38.0,61.0,30.0,21.0,39.0
thyA_1_60_B_MM12,42.0,40.0,22.0,17.0,10.0,8.0,10.0,3.0,27.0,6.0,7.0,41.0,39.0,9.0,3.0,48.0,44.0,20.0,17.0,19.0
thyA_1_60_B_MM13,145.0,84.0,65.0,61.0,32.0,36.0,38.0,9.0,35.0,28.0,21.0,26.0,216.0,35.0,6.0,166.0,104.0,61.0,37.0,63.0
thyA_1_60_B_MM2,45.0,25.0,25.0,22.0,19.0,21.0,27.0,26.0,13.0,27.0,3.0,11.0,19.0,65.0,12.0,88.0,44.0,56.0,10.0,48.0
thyA_1_60_C,34.0,40.0,21.0,22.0,18.0,24.0,8.0,11.0,6.0,28.0,8.0,5.0,5.0,17.0,28.0,51.0,48.0,11.0,11.0,16.0
thyA_3_233_B_MM4,198.0,131.0,104.0,104.0,80.0,105.0,141.0,103.0,60.0,115.0,45.0,30.0,80.0,57.0,39.0,671.0,275.0,170.0,52.0,229.0
thyA_3_233_B_MM5,194.0,181.0,113.0,103.0,56.0,82.0,74.0,49.0,66.0,119.0,35.0,23.0,89.0,54.0,26.0,307.0,505.0,236.0,82.0,182.0
thyA_3_233_B_MM6,139.0,93.0,88.0,80.0,44.0,66.0,48.0,34.0,48.0,77.0,43.0,25.0,116.0,21.0,4.0,154.0,215.0,387.0,43.0,106.0
thyA_3_233_B_MM7,49.0,38.0,45.0,26.0,25.0,21.0,14.0,21.0,20.0,22.0,4.0,8.0,24.0,6.0,2.0,50.0,94.0,50.0,76.0,27.0
thyA_3_233_C,180.0,134.0,146.0,103.0,81.0,114.0,68.0,78.0,91.0,85.0,47.0,19.0,72.0,51.0,19.0,426.0,320.0,167.0,73.0,444.0
