,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,3894.0,1722.0,1143.0,70.0,41.0,64.0,88.0,45.0,63.0,49.0,240.0,250.0,1230.0,25.0,11.0,239.0,303.0,1317.0,637.0,68.0
folA_1_56_B_MM11,1815.0,5141.0,1772.0,65.0,58.0,79.0,53.0,38.0,281.0,86.0,469.0,393.0,1721.0,30.0,21.0,266.0,382.0,1755.0,860.0,75.0
folA_1_56_B_MM14,1349.0,1836.0,7230.0,61.0,40.0,59.0,45.0,26.0,377.0,79.0,697.0,326.0,1662.0,21.0,20.0,319.0,915.0,2104.0,858.0,71.0
folA_1_56_B_MM2,38.0,44.0,16.0,207.0,30.0,46.0,34.0,31.0,17.0,12.0,19.0,11.0,25.0,2.0,3.0,58.0,21.0,19.0,8.0,16.0
folA_1_56_B_MM3,28.0,10.0,19.0,41.0,92.0,27.0,13.0,18.0,5.0,8.0,8.0,3.0,13.0,3.0,1.0,49.0,12.0,29.0,6.0,11.0
folA_1_56_B_MM6,87.0,52.0,30.0,42.0,36.0,139.0,52.0,31.0,12.0,31.0,5.0,20.0,45.0,11.0,1.0,68.0,35.0,32.0,12.0,10.0
folA_1_56_B_MM9,104.0,75.0,21.0,65.0,32.0,61.0,158.0,33.0,11.0,20.0,12.0,25.0,45.0,12.0,9.0,86.0,36.0,42.0,17.0,19.0
folA_1_56_C,29.0,24.0,17.0,31.0,9.0,18.0,11.0,65.0,5.0,4.0,4.0,9.0,15.0,3.0,4.0,18.0,8.0,17.0,7.0,13.0
folA_3_242_B_MM3,186.0,626.0,1022.0,46.0,25.0,47.0,26.0,21.0,1765.0,121.0,332.0,237.0,993.0,23.0,9.0,180.0,209.0,1101.0,533.0,60.0
folA_3_242_C,80.0,74.0,88.0,48.0,20.0,37.0,33.0,14.0,162.0,205.0,30.0,39.0,133.0,6.0,7.0,107.0,63.0,130.0,73.0,39.0
negC_rand_42,417.0,577.0,665.0,30.0,16.0,12.0,21.0,9.0,159.0,27.0,2565.0,121.0,532.0,8.0,3.0,61.0,64.0,589.0,320.0,25.0
thyA_1_60_B_MM12,319.0,428.0,335.0,27.0,8.0,22.0,16.0,5.0,123.0,25.0,97.0,766.0,465.0,7.0,6.0,104.0,170.0,391.0,117.0,22.0
thyA_1_60_B_MM13,1250.0,1463.0,1651.0,55.0,26.0,55.0,49.0,21.0,433.0,78.0,624.0,383.0,4708.0,27.0,8.0,234.0,193.0,1016.0,698.0,61.0
thyA_1_60_B_MM2,27.0,20.0,21.0,23.0,13.0,10.0,6.0,10.0,5.0,8.0,6.0,12.0,35.0,54.0,7.0,57.0,27.0,6.0,6.0,17.0
thyA_1_60_C,16.0,19.0,16.0,8.0,7.0,10.0,9.0,4.0,1.0,11.0,6.0,4.0,14.0,19.0,47.0,27.0,13.0,17.0,7.0,6.0
thyA_3_233_B_MM4,171.0,137.0,116.0,60.0,40.0,38.0,67.0,41.0,50.0,48.0,23.0,64.0,146.0,14.0,12.0,976.0,363.0,427.0,209.0,150.0
thyA_3_233_B_MM5,324.0,364.0,349.0,28.0,35.0,25.0,34.0,19.0,92.0,47.0,58.0,135.0,165.0,23.0,8.0,322.0,1105.0,1277.0,698.0,108.0
thyA_3_233_B_MM6,1137.0,1310.0,1224.0,64.0,21.0,34.0,48.0,26.0,391.0,95.0,417.0,258.0,634.0,12.0,10.0,277.0,563.0,5853.0,864.0,98.0
thyA_3_233_B_MM7,657.0,622.0,705.0,11.0,6.0,2.0,35.0,13.0,340.0,53.0,262.0,146.0,396.0,8.0,2.0,102.0,185.0,791.0,2271.0,18.0
thyA_3_233_C,93.0,104.0,92.0,36.0,22.0,22.0,29.0,22.0,25.0,28.0,27.0,24.0,86.0,14.0,11.0,303.0,224.0,419.0,176.0,378.0
