,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,2061.0,575.0,488.0,6.0,4.0,4.0,14.0,4.0,27.0,5.0,76.0,52.0,315.0,6.0,2.0,32.0,133.0,528.0,201.0,8.0
folA_1_56_B_MM11,619.0,2354.0,564.0,9.0,1.0,8.0,6.0,3.0,97.0,15.0,115.0,63.0,442.0,2.0,1.0,32.0,145.0,622.0,242.0,9.0
folA_1_56_B_MM14,523.0,656.0,3084.0,10.0,4.0,4.0,11.0,9.0,137.0,29.0,191.0,63.0,474.0,1.0,3.0,99.0,511.0,712.0,270.0,4.0
folA_1_56_B_MM2,3.0,9.0,2.0,15.0,4.0,1.0,2.0,5.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0
folA_1_56_B_MM3,6.0,2.0,3.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0
folA_1_56_B_MM6,3.0,3.0,6.0,0.0,1.0,9.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,6.0,4.0,1.0,3.0,1.0
folA_1_56_B_MM9,8.0,9.0,6.0,1.0,2.0,2.0,46.0,1.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,9.0,2.0,8.0,1.0,1.0
folA_1_56_C,3.0,0.0,5.0,0.0,0.0,1.0,2.0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0
folA_3_242_B_MM3,54.0,258.0,399.0,2.0,2.0,5.0,2.0,0.0,964.0,20.0,108.0,45.0,389.0,0.0,2.0,22.0,70.0,517.0,202.0,8.0
folA_3_242_C,5.0,12.0,14.0,1.0,1.0,2.0,4.0,1.0,54.0,66.0,1.0,5.0,24.0,0.0,1.0,8.0,18.0,45.0,24.0,4.0
negC_rand_42,172.0,164.0,185.0,4.0,2.0,0.0,2.0,0.0,49.0,5.0,736.0,20.0,152.0,0.0,1.0,9.0,20.0,234.0,127.0,8.0
thyA_1_60_B_MM12,76.0,85.0,69.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,25.0,146.0,84.0,3.0,0.0,10.0,41.0,83.0,28.0,1.0
thyA_1_60_B_MM13,398.0,478.0,482.0,2.0,6.0,4.0,13.0,6.0,177.0,17.0,133.0,70.0,1794.0,3.0,1.0,30.0,60.0,393.0,233.0,6.0
thyA_1_60_B_MM2,1.0,5.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,6.0,9.0,1.0,9.0,3.0,2.0,1.0,1.0
thyA_1_60_C,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,1.0,1.0
thyA_3_233_B_MM4,25.0,16.0,21.0,1.0,6.0,3.0,11.0,2.0,11.0,5.0,8.0,7.0,22.0,2.0,2.0,144.0,42.0,80.0,37.0,14.0
thyA_3_233_B_MM5,159.0,163.0,147.0,2.0,3.0,3.0,2.0,2.0,25.0,13.0,15.0,27.0,57.0,2.0,7.0,35.0,389.0,380.0,187.0,8.0
thyA_3_233_B_MM6,522.0,535.0,473.0,11.0,4.0,9.0,16.0,2.0,122.0,37.0,119.0,60.0,223.0,4.0,0.0,56.0,156.0,2878.0,279.0,17.0
thyA_3_233_B_MM7,214.0,232.0,230.0,1.0,2.0,0.0,7.0,7.0,122.0,12.0,52.0,41.0,141.0,2.0,0.0,21.0,86.0,254.0,1114.0,4.0
thyA_3_233_C,10.0,11.0,22.0,2.0,2.0,4.0,1.0,5.0,6.0,5.0,5.0,1.0,19.0,2.0,0.0,23.0,25.0,58.0,32.0,84.0
