,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,1812.0,713.0,533.0,8.0,5.0,13.0,16.0,8.0,27.0,3.0,112.0,51.0,497.0,2.0,1.0,24.0,106.0,673.0,324.0,7.0
folA_1_56_B_MM11,636.0,3104.0,1007.0,11.0,7.0,10.0,13.0,14.0,93.0,18.0,238.0,103.0,1020.0,11.0,1.0,27.0,138.0,976.0,487.0,13.0
folA_1_56_B_MM14,579.0,1047.0,5082.0,12.0,6.0,5.0,11.0,6.0,146.0,20.0,355.0,68.0,1039.0,2.0,2.0,56.0,351.0,1432.0,569.0,6.0
folA_1_56_B_MM2,4.0,7.0,2.0,20.0,2.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0
folA_1_56_B_MM3,3.0,2.0,3.0,2.0,8.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,5.0,0.0,3.0
folA_1_56_B_MM6,8.0,13.0,5.0,3.0,3.0,9.0,2.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,1.0,5.0,4.0,5.0,4.0,2.0
folA_1_56_B_MM9,13.0,8.0,5.0,2.0,1.0,7.0,50.0,2.0,0.0,1.0,0.0,1.0,9.0,3.0,1.0,10.0,5.0,9.0,4.0,1.0
folA_1_56_C,2.0,4.0,3.0,3.0,2.0,0.0,0.0,11.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0
folA_3_242_B_MM3,53.0,185.0,454.0,7.0,1.0,5.0,1.0,0.0,856.0,24.0,135.0,56.0,542.0,2.0,1.0,23.0,64.0,649.0,387.0,9.0
folA_3_242_C,6.0,19.0,31.0,3.0,3.0,1.0,2.0,0.0,34.0,56.0,5.0,11.0,33.0,2.0,1.0,12.0,15.0,41.0,26.0,3.0
negC_rand_42,150.0,296.0,371.0,1.0,0.0,10.0,3.0,4.0,48.0,9.0,1586.0,22.0,391.0,2.0,0.0,4.0,20.0,440.0,192.0,5.0
thyA_1_60_B_MM12,72.0,103.0,68.0,2.0,1.0,0.0,0.0,1.0,32.0,7.0,23.0,173.0,123.0,0.0,0.0,6.0,26.0,71.0,27.0,2.0
thyA_1_60_B_MM13,475.0,854.0,1134.0,11.0,12.0,10.0,13.0,4.0,208.0,22.0,371.0,97.0,3534.0,3.0,3.0,37.0,81.0,683.0,501.0,4.0
thyA_1_60_B_MM2,1.0,6.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,12.0,1.0,6.0,3.0,1.0,5.0,2.0
thyA_1_60_C,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,2.0,0.0
thyA_3_233_B_MM4,21.0,21.0,20.0,3.0,5.0,6.0,2.0,3.0,9.0,4.0,5.0,2.0,22.0,2.0,2.0,182.0,63.0,92.0,49.0,17.0
thyA_3_233_B_MM5,148.0,160.0,174.0,4.0,1.0,2.0,3.0,5.0,35.0,8.0,25.0,19.0,78.0,3.0,0.0,36.0,480.0,610.0,356.0,14.0
thyA_3_233_B_MM6,698.0,799.0,856.0,14.0,5.0,8.0,16.0,7.0,201.0,29.0,273.0,45.0,397.0,1.0,7.0,53.0,175.0,4151.0,548.0,14.0
thyA_3_233_B_MM7,335.0,397.0,508.0,2.0,2.0,3.0,8.0,5.0,248.0,16.0,168.0,33.0,278.0,3.0,0.0,22.0,69.0,516.0,1797.0,6.0
thyA_3_233_C,11.0,29.0,31.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,13.0,8.0,27.0,1.0,2.0,25.0,37.0,95.0,46.0,100.0
