,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,2351.0,702.0,510.0,16.0,10.0,13.0,24.0,8.0,32.0,9.0,91.0,99.0,377.0,6.0,1.0,53.0,159.0,505.0,211.0,11.0
folA_1_56_B_MM11,666.0,2482.0,600.0,14.0,4.0,9.0,14.0,10.0,124.0,22.0,136.0,134.0,491.0,8.0,1.0,43.0,177.0,588.0,237.0,11.0
folA_1_56_B_MM14,609.0,737.0,3053.0,14.0,13.0,11.0,18.0,10.0,133.0,27.0,175.0,92.0,487.0,3.0,2.0,130.0,441.0,714.0,262.0,10.0
folA_1_56_B_MM2,4.0,9.0,5.0,66.0,3.0,10.0,4.0,4.0,5.0,3.0,0.0,1.0,12.0,1.0,0.0,9.0,7.0,7.0,2.0,4.0
folA_1_56_B_MM3,5.0,4.0,6.0,5.0,36.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,7.0,3.0,13.0,0.0,1.0
folA_1_56_B_MM6,8.0,16.0,4.0,6.0,5.0,46.0,5.0,4.0,2.0,6.0,5.0,3.0,15.0,2.0,3.0,13.0,3.0,7.0,7.0,8.0
folA_1_56_B_MM9,25.0,16.0,7.0,8.0,5.0,9.0,68.0,2.0,1.0,3.0,4.0,2.0,6.0,0.0,1.0,7.0,6.0,10.0,5.0,6.0
folA_1_56_C,10.0,4.0,1.0,4.0,0.0,4.0,1.0,15.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,2.0,11.0,2.0,1.0
folA_3_242_B_MM3,92.0,353.0,439.0,5.0,5.0,9.0,9.0,4.0,1079.0,40.0,139.0,95.0,479.0,2.0,1.0,44.0,81.0,478.0,212.0,19.0
folA_3_242_C,14.0,33.0,24.0,8.0,5.0,12.0,3.0,1.0,81.0,83.0,9.0,15.0,47.0,0.0,2.0,24.0,22.0,67.0,34.0,8.0
negC_rand_42,198.0,186.0,188.0,4.0,1.0,1.0,3.0,7.0,54.0,11.0,847.0,35.0,181.0,3.0,1.0,16.0,25.0,221.0,124.0,0.0
thyA_1_60_B_MM12,139.0,136.0,102.0,6.0,4.0,5.0,2.0,0.0,49.0,20.0,58.0,306.0,129.0,4.0,0.0,13.0,50.0,106.0,35.0,2.0
thyA_1_60_B_MM13,455.0,483.0,537.0,11.0,10.0,11.0,17.0,10.0,198.0,28.0,145.0,122.0,1942.0,2.0,4.0,44.0,87.0,410.0,225.0,12.0
thyA_1_60_B_MM2,8.0,7.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,0.0,12.0,3.0,8.0,6.0,4.0,0.0,2.0
thyA_1_60_C,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,5.0,1.0,14.0,10.0,0.0,4.0,1.0,4.0
thyA_3_233_B_MM4,39.0,38.0,33.0,10.0,5.0,8.0,3.0,7.0,12.0,16.0,13.0,8.0,36.0,0.0,3.0,232.0,83.0,107.0,73.0,24.0
thyA_3_233_B_MM5,223.0,191.0,162.0,5.0,3.0,6.0,11.0,1.0,25.0,19.0,14.0,52.0,44.0,2.0,3.0,66.0,525.0,430.0,225.0,15.0
thyA_3_233_B_MM6,506.0,479.0,470.0,16.0,2.0,12.0,13.0,5.0,120.0,54.0,130.0,82.0,256.0,4.0,1.0,53.0,202.0,2741.0,321.0,15.0
thyA_3_233_B_MM7,258.0,195.0,230.0,2.0,1.0,2.0,7.0,8.0,120.0,22.0,56.0,48.0,143.0,3.0,1.0,34.0,77.0,281.0,1024.0,3.0
thyA_3_233_C,14.0,30.0,20.0,8.0,5.0,3.0,4.0,6.0,11.0,6.0,4.0,5.0,22.0,5.0,1.0,60.0,38.0,93.0,37.0,124.0
