,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,1555.0,631.0,390.0,162.0,88.0,136.0,103.0,94.0,84.0,64.0,107.0,176.0,468.0,43.0,38.0,416.0,344.0,484.0,174.0,150.0
folA_1_56_B_MM11,682.0,1633.0,633.0,114.0,69.0,109.0,93.0,76.0,167.0,96.0,184.0,214.0,608.0,51.0,12.0,349.0,359.0,601.0,230.0,121.0
folA_1_56_B_MM14,444.0,642.0,2136.0,91.0,66.0,87.0,73.0,61.0,260.0,87.0,214.0,140.0,617.0,46.0,42.0,316.0,404.0,656.0,269.0,105.0
folA_1_56_B_MM2,84.0,56.0,56.0,445.0,67.0,83.0,59.0,63.0,18.0,49.0,20.0,29.0,48.0,31.0,4.0,133.0,56.0,59.0,22.0,62.0
folA_1_56_B_MM3,56.0,59.0,21.0,98.0,177.0,73.0,39.0,65.0,10.0,42.0,16.0,16.0,37.0,16.0,17.0,104.0,32.0,56.0,8.0,40.0
folA_1_56_B_MM6,122.0,92.0,58.0,120.0,77.0,201.0,78.0,59.0,33.0,56.0,19.0,36.0,76.0,16.0,32.0,119.0,51.0,49.0,30.0,63.0
folA_1_56_B_MM9,146.0,95.0,43.0,113.0,52.0,108.0,222.0,53.0,20.0,59.0,27.0,19.0,62.0,26.0,7.0,167.0,92.0,68.0,28.0,69.0
folA_1_56_C,63.0,55.0,23.0,62.0,32.0,46.0,36.0,116.0,18.0,22.0,2.0,11.0,23.0,11.0,1.0,67.0,40.0,32.0,13.0,34.0
folA_3_242_B_MM3,167.0,390.0,536.0,120.0,41.0,85.0,62.0,56.0,859.0,144.0,212.0,179.0,564.0,13.0,27.0,276.0,239.0,621.0,242.0,129.0
folA_3_242_C,109.0,121.0,81.0,126.0,57.0,80.0,53.0,64.0,134.0,209.0,26.0,33.0,114.0,22.0,23.0,184.0,136.0,166.0,58.0,85.0
negC_rand_42,160.0,210.0,186.0,30.0,17.0,28.0,33.0,23.0,81.0,30.0,793.0,72.0,184.0,10.0,5.0,79.0,73.0,208.0,114.0,29.0
thyA_1_60_B_MM12,178.0,207.0,176.0,36.0,49.0,30.0,28.0,15.0,76.0,50.0,65.0,384.0,204.0,19.0,13.0,124.0,119.0,133.0,44.0,54.0
thyA_1_60_B_MM13,492.0,556.0,516.0,91.0,57.0,90.0,62.0,64.0,225.0,115.0,225.0,220.0,1587.0,43.0,8.0,277.0,211.0,435.0,241.0,95.0
thyA_1_60_B_MM2,55.0,55.0,43.0,47.0,25.0,61.0,31.0,26.0,21.0,17.0,16.0,16.0,53.0,83.0,11.0,80.0,40.0,43.0,15.0,32.0
thyA_1_60_C,47.0,34.0,17.0,19.0,15.0,26.0,17.0,7.0,33.0,20.0,16.0,9.0,15.0,18.0,51.0,67.0,25.0,15.0,16.0,39.0
thyA_3_233_B_MM4,285.0,246.0,168.0,154.0,120.0,94.0,129.0,84.0,73.0,103.0,39.0,81.0,148.0,50.0,20.0,1194.0,498.0,424.0,135.0,220.0
thyA_3_233_B_MM5,318.0,311.0,219.0,101.0,55.0,66.0,72.0,38.0,92.0,112.0,58.0,97.0,172.0,37.0,16.0,426.0,1052.0,631.0,273.0,133.0
thyA_3_233_B_MM6,484.0,483.0,394.0,113.0,46.0,54.0,64.0,43.0,191.0,139.0,161.0,120.0,297.0,19.0,12.0,452.0,390.0,2172.0,302.0,140.0
thyA_3_233_B_MM7,227.0,208.0,181.0,27.0,14.0,15.0,36.0,23.0,144.0,34.0,90.0,65.0,147.0,15.0,3.0,149.0,168.0,264.0,552.0,58.0
thyA_3_233_C,181.0,144.0,169.0,123.0,97.0,79.0,79.0,82.0,96.0,88.0,50.0,52.0,125.0,24.0,19.0,528.0,440.0,442.0,160.0,585.0
