,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,1761.0,565.0,404.0,219.0,134.0,171.0,192.0,101.0,83.0,113.0,155.0,160.0,439.0,68.0,26.0,380.0,352.0,355.0,129.0,185.0
folA_1_56_B_MM11,639.0,1368.0,343.0,137.0,107.0,129.0,145.0,133.0,167.0,96.0,117.0,151.0,338.0,51.0,25.0,328.0,283.0,281.0,109.0,151.0
folA_1_56_B_MM14,456.0,446.0,1654.0,147.0,109.0,114.0,109.0,138.0,127.0,102.0,115.0,116.0,301.0,47.0,36.0,276.0,274.0,311.0,114.0,103.0
folA_1_56_B_MM2,147.0,108.0,73.0,560.0,78.0,94.0,70.0,69.0,38.0,65.0,27.0,43.0,92.0,32.0,11.0,136.0,103.0,55.0,23.0,57.0
folA_1_56_B_MM3,88.0,72.0,60.0,94.0,302.0,74.0,61.0,63.0,32.0,44.0,17.0,21.0,63.0,22.0,13.0,117.0,61.0,64.0,14.0,60.0
folA_1_56_B_MM6,113.0,136.0,80.0,144.0,89.0,381.0,137.0,105.0,38.0,74.0,28.0,59.0,88.0,47.0,18.0,157.0,86.0,78.0,41.0,72.0
folA_1_56_B_MM9,195.0,139.0,88.0,147.0,93.0,141.0,420.0,103.0,41.0,85.0,27.0,48.0,87.0,45.0,24.0,215.0,117.0,121.0,37.0,105.0
folA_1_56_C,62.0,52.0,43.0,63.0,49.0,62.0,48.0,245.0,24.0,45.0,15.0,13.0,40.0,24.0,13.0,69.0,44.0,32.0,19.0,31.0
folA_3_242_B_MM3,215.0,296.0,290.0,140.0,92.0,124.0,78.0,97.0,780.0,139.0,128.0,129.0,292.0,46.0,36.0,309.0,234.0,280.0,115.0,130.0
folA_3_242_C,149.0,158.0,140.0,135.0,90.0,94.0,76.0,84.0,115.0,385.0,35.0,55.0,93.0,50.0,18.0,188.0,171.0,133.0,48.0,95.0
negC_rand_42,146.0,143.0,103.0,35.0,26.0,31.0,32.0,42.0,55.0,56.0,556.0,48.0,113.0,24.0,7.0,80.0,80.0,104.0,47.0,52.0
thyA_1_60_B_MM12,172.0,157.0,139.0,41.0,27.0,52.0,49.0,40.0,70.0,48.0,38.0,368.0,155.0,21.0,9.0,96.0,75.0,110.0,41.0,35.0
thyA_1_60_B_MM13,469.0,322.0,252.0,132.0,91.0,120.0,98.0,76.0,120.0,129.0,115.0,141.0,1027.0,38.0,28.0,246.0,215.0,201.0,89.0,100.0
thyA_1_60_B_MM2,73.0,59.0,41.0,84.0,42.0,44.0,38.0,47.0,19.0,32.0,14.0,17.0,56.0,138.0,20.0,97.0,81.0,40.0,38.0,37.0
thyA_1_60_C,35.0,31.0,30.0,32.0,32.0,27.0,29.0,22.0,3.0,17.0,8.0,9.0,21.0,15.0,84.0,59.0,40.0,33.0,9.0,34.0
thyA_3_233_B_MM4,309.0,247.0,167.0,173.0,137.0,151.0,151.0,100.0,81.0,138.0,49.0,63.0,158.0,58.0,27.0,1113.0,373.0,257.0,85.0,189.0
thyA_3_233_B_MM5,383.0,236.0,197.0,133.0,99.0,101.0,99.0,70.0,95.0,122.0,64.0,63.0,167.0,56.0,30.0,398.0,990.0,318.0,105.0,178.0
thyA_3_233_B_MM6,332.0,265.0,186.0,122.0,85.0,84.0,90.0,83.0,103.0,129.0,52.0,81.0,179.0,38.0,13.0,228.0,285.0,1157.0,98.0,97.0
thyA_3_233_B_MM7,202.0,117.0,104.0,64.0,34.0,31.0,48.0,33.0,90.0,51.0,49.0,45.0,119.0,14.0,5.0,101.0,105.0,101.0,367.0,24.0
thyA_3_233_C,236.0,226.0,156.0,168.0,130.0,123.0,114.0,108.0,78.0,121.0,59.0,73.0,127.0,43.0,50.0,462.0,324.0,311.0,138.0,701.0
