,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,1866.0,621.0,437.0,188.0,175.0,183.0,177.0,153.0,115.0,141.0,170.0,148.0,494.0,93.0,34.0,494.0,347.0,401.0,176.0,220.0
folA_1_56_B_MM11,631.0,1399.0,393.0,208.0,126.0,160.0,102.0,117.0,137.0,130.0,138.0,177.0,331.0,73.0,27.0,421.0,363.0,320.0,160.0,167.0
folA_1_56_B_MM14,450.0,476.0,1431.0,146.0,93.0,133.0,136.0,89.0,175.0,117.0,151.0,143.0,326.0,68.0,23.0,355.0,369.0,387.0,141.0,166.0
folA_1_56_B_MM2,118.0,106.0,50.0,578.0,95.0,138.0,104.0,84.0,26.0,72.0,35.0,33.0,89.0,37.0,14.0,195.0,129.0,74.0,38.0,82.0
folA_1_56_B_MM3,84.0,69.0,52.0,141.0,322.0,72.0,85.0,62.0,29.0,43.0,33.0,26.0,57.0,20.0,21.0,132.0,86.0,58.0,37.0,73.0
folA_1_56_B_MM6,168.0,131.0,86.0,141.0,104.0,444.0,135.0,122.0,34.0,84.0,38.0,41.0,100.0,36.0,15.0,178.0,128.0,93.0,35.0,106.0
folA_1_56_B_MM9,212.0,180.0,97.0,148.0,133.0,183.0,364.0,78.0,47.0,102.0,37.0,60.0,130.0,50.0,24.0,203.0,142.0,132.0,36.0,125.0
folA_1_56_C,77.0,76.0,37.0,99.0,51.0,64.0,44.0,229.0,32.0,31.0,9.0,19.0,42.0,7.0,10.0,89.0,64.0,45.0,20.0,44.0
folA_3_242_B_MM3,237.0,287.0,354.0,127.0,63.0,130.0,100.0,108.0,832.0,140.0,160.0,122.0,386.0,56.0,52.0,415.0,332.0,395.0,131.0,194.0
folA_3_242_C,164.0,165.0,93.0,152.0,109.0,126.0,122.0,88.0,146.0,370.0,50.0,59.0,115.0,45.0,21.0,259.0,201.0,126.0,77.0,89.0
negC_rand_42,138.0,152.0,128.0,56.0,19.0,35.0,40.0,62.0,57.0,39.0,551.0,50.0,130.0,18.0,15.0,117.0,93.0,101.0,45.0,44.0
thyA_1_60_B_MM12,192.0,203.0,133.0,50.0,36.0,45.0,39.0,34.0,67.0,51.0,51.0,336.0,146.0,16.0,13.0,132.0,94.0,112.0,31.0,46.0
thyA_1_60_B_MM13,441.0,374.0,292.0,171.0,103.0,126.0,131.0,71.0,128.0,122.0,144.0,148.0,1065.0,61.0,30.0,288.0,209.0,271.0,121.0,133.0
thyA_1_60_B_MM2,122.0,64.0,56.0,89.0,65.0,59.0,43.0,57.0,25.0,57.0,20.0,26.0,78.0,153.0,20.0,121.0,61.0,50.0,22.0,54.0
thyA_1_60_C,53.0,47.0,36.0,42.0,33.0,44.0,35.0,27.0,19.0,44.0,16.0,17.0,30.0,26.0,109.0,78.0,45.0,46.0,15.0,35.0
thyA_3_233_B_MM4,397.0,276.0,229.0,213.0,165.0,153.0,148.0,125.0,106.0,178.0,85.0,71.0,193.0,62.0,31.0,1512.0,512.0,345.0,139.0,288.0
thyA_3_233_B_MM5,427.0,339.0,269.0,171.0,105.0,125.0,132.0,81.0,123.0,174.0,60.0,89.0,191.0,57.0,17.0,532.0,1294.0,441.0,155.0,232.0
thyA_3_233_B_MM6,391.0,337.0,186.0,139.0,98.0,126.0,100.0,108.0,106.0,134.0,93.0,106.0,223.0,54.0,26.0,351.0,353.0,1265.0,126.0,122.0
thyA_3_233_B_MM7,190.0,144.0,110.0,64.0,27.0,36.0,48.0,31.0,72.0,51.0,58.0,58.0,91.0,20.0,16.0,161.0,144.0,142.0,466.0,74.0
thyA_3_233_C,303.0,233.0,183.0,206.0,182.0,135.0,130.0,133.0,138.0,120.0,64.0,67.0,176.0,57.0,37.0,584.0,459.0,394.0,159.0,860.0
