,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,1208.0,814.0,639.0,12.0,9.0,7.0,11.0,23.0,15.0,5.0,156.0,58.0,481.0,2.0,6.0,16.0,68.0,625.0,309.0,4.0
folA_1_56_B_MM11,692.0,2010.0,961.0,7.0,3.0,24.0,15.0,11.0,98.0,16.0,251.0,114.0,883.0,16.0,8.0,32.0,83.0,730.0,437.0,9.0
folA_1_56_B_MM14,485.0,966.0,3164.0,9.0,5.0,3.0,8.0,12.0,153.0,29.0,370.0,86.0,1014.0,1.0,2.0,41.0,176.0,1107.0,452.0,9.0
folA_1_56_B_MM2,2.0,1.0,0.0,17.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0
folA_1_56_B_MM3,0.0,2.0,1.0,4.0,4.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0
folA_1_56_B_MM6,5.0,4.0,4.0,2.0,2.0,8.0,2.0,2.0,0.0,3.0,6.0,1.0,7.0,2.0,0.0,0.0,5.0,2.0,2.0,3.0
folA_1_56_B_MM9,15.0,12.0,4.0,17.0,4.0,10.0,30.0,5.0,2.0,4.0,0.0,0.0,7.0,2.0,1.0,19.0,3.0,6.0,7.0,4.0
folA_1_56_C,4.0,12.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,8.0,5.0
folA_3_242_B_MM3,27.0,174.0,394.0,4.0,1.0,10.0,3.0,2.0,554.0,12.0,139.0,51.0,541.0,3.0,3.0,18.0,54.0,726.0,389.0,10.0
folA_3_242_C,0.0,15.0,8.0,6.0,1.0,1.0,0.0,2.0,49.0,26.0,6.0,5.0,28.0,0.0,1.0,11.0,23.0,20.0,12.0,2.0
negC_rand_42,191.0,309.0,406.0,6.0,4.0,1.0,3.0,2.0,47.0,4.0,1412.0,31.0,357.0,1.0,0.0,3.0,30.0,352.0,251.0,1.0
thyA_1_60_B_MM12,78.0,101.0,72.0,3.0,2.0,3.0,0.0,2.0,42.0,7.0,34.0,95.0,169.0,1.0,0.0,7.0,27.0,62.0,30.0,0.0
thyA_1_60_B_MM13,507.0,777.0,932.0,18.0,6.0,9.0,8.0,3.0,220.0,19.0,372.0,126.0,2140.0,15.0,1.0,20.0,33.0,466.0,379.0,5.0
thyA_1_60_B_MM2,7.0,4.0,2.0,3.0,5.0,3.0,1.0,1.0,0.0,2.0,0.0,7.0,3.0,14.0,2.0,5.0,3.0,4.0,3.0,2.0
thyA_1_60_C,3.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,5.0,1.0,9.0,4.0,11.0,0.0
thyA_3_233_B_MM4,23.0,13.0,12.0,4.0,4.0,3.0,5.0,5.0,6.0,3.0,0.0,12.0,34.0,3.0,1.0,98.0,42.0,94.0,30.0,9.0
thyA_3_233_B_MM5,81.0,116.0,121.0,6.0,1.0,4.0,6.0,2.0,31.0,13.0,9.0,21.0,47.0,2.0,1.0,38.0,207.0,406.0,288.0,9.0
thyA_3_233_B_MM6,716.0,789.0,676.0,13.0,10.0,2.0,21.0,6.0,214.0,38.0,271.0,55.0,277.0,4.0,6.0,42.0,116.0,2106.0,484.0,14.0
thyA_3_233_B_MM7,398.0,393.0,433.0,0.0,3.0,1.0,11.0,2.0,260.0,8.0,166.0,34.0,206.0,2.0,0.0,15.0,66.0,395.0,884.0,5.0
thyA_3_233_C,7.0,24.0,20.0,0.0,1.0,6.0,1.0,1.0,5.0,3.0,9.0,1.0,21.0,2.0,4.0,18.0,28.0,89.0,55.0,55.0
