,folA_1_56_B_MM10,folA_1_56_B_MM11,folA_1_56_B_MM14,folA_1_56_B_MM2,folA_1_56_B_MM3,folA_1_56_B_MM6,folA_1_56_B_MM9,folA_1_56_C,folA_3_242_B_MM3,folA_3_242_C,negC_rand_42,thyA_1_60_B_MM12,thyA_1_60_B_MM13,thyA_1_60_B_MM2,thyA_1_60_C,thyA_3_233_B_MM4,thyA_3_233_B_MM5,thyA_3_233_B_MM6,thyA_3_233_B_MM7,thyA_3_233_C
folA_1_56_B_MM10,31769.0,12811.0,13183.0,299.0,237.0,221.0,244.0,170.0,287.0,226.0,1678.0,4194.0,8243.0,88.0,55.0,1323.0,4155.0,25075.0,3645.0,477.0
folA_1_56_B_MM11,21451.0,56174.0,22725.0,346.0,163.0,189.0,156.0,137.0,2343.0,286.0,3043.0,3520.0,13547.0,100.0,61.0,1410.0,3763.0,20055.0,6285.0,323.0
folA_1_56_B_MM14,18240.0,29339.0,34966.0,143.0,88.0,151.0,98.0,83.0,3112.0,444.0,3867.0,3012.0,11672.0,104.0,56.0,1982.0,14053.0,19827.0,8340.0,394.0
folA_1_56_B_MM2,91.0,79.0,45.0,739.0,67.0,151.0,97.0,94.0,45.0,84.0,24.0,59.0,114.0,40.0,21.0,338.0,147.0,436.0,98.0,171.0
folA_1_56_B_MM3,87.0,93.0,32.0,202.0,272.0,65.0,86.0,43.0,17.0,59.0,10.0,20.0,35.0,19.0,63.0,244.0,27.0,73.0,8.0,89.0
folA_1_56_B_MM6,389.0,188.0,102.0,295.0,187.0,476.0,417.0,102.0,42.0,99.0,29.0,61.0,118.0,37.0,4.0,338.0,174.0,94.0,50.0,183.0
folA_1_56_B_MM9,420.0,135.0,79.0,293.0,134.0,301.0,866.0,64.0,49.0,82.0,19.0,55.0,96.0,61.0,40.0,397.0,234.0,200.0,46.0,121.0
folA_1_56_C,97.0,222.0,92.0,176.0,9.0,23.0,51.0,676.0,6.0,44.0,10.0,24.0,19.0,14.0,1.0,291.0,51.0,68.0,20.0,61.0
folA_3_242_B_MM3,1078.0,6136.0,14101.0,138.0,65.0,122.0,77.0,91.0,15048.0,725.0,1133.0,4040.0,10202.0,156.0,51.0,1374.0,3387.0,24114.0,4786.0,572.0
folA_3_242_C,191.0,186.0,362.0,316.0,45.0,140.0,74.0,18.0,2142.0,1354.0,91.0,169.0,491.0,34.0,21.0,1064.0,760.0,1142.0,748.0,398.0
negC_rand_42,3247.0,4716.0,4017.0,38.0,13.0,25.0,31.0,19.0,277.0,84.0,6490.0,563.0,2341.0,24.0,16.0,218.0,305.0,4411.0,3396.0,64.0
thyA_1_60_B_MM12,3331.0,3528.0,1927.0,68.0,19.0,93.0,67.0,23.0,1701.0,266.0,2495.0,3219.0,5420.0,63.0,76.0,402.0,856.0,2531.0,777.0,169.0
thyA_1_60_B_MM13,12072.0,17998.0,15996.0,195.0,46.0,194.0,136.0,90.0,3892.0,427.0,4178.0,2402.0,38698.0,94.0,67.0,1001.0,1466.0,17587.0,11816.0,213.0
thyA_1_60_B_MM2,170.0,152.0,65.0,136.0,57.0,86.0,62.0,64.0,41.0,42.0,35.0,36.0,73.0,346.0,36.0,228.0,357.0,74.0,35.0,148.0
thyA_1_60_C,76.0,88.0,55.0,120.0,14.0,50.0,25.0,70.0,31.0,57.0,18.0,24.0,15.0,72.0,221.0,238.0,80.0,42.0,7.0,77.0
thyA_3_233_B_MM4,1211.0,945.0,701.0,478.0,293.0,307.0,251.0,177.0,293.0,331.0,53.0,545.0,571.0,207.0,217.0,4970.0,2078.0,3582.0,1506.0,1367.0
thyA_3_233_B_MM5,3551.0,7484.0,3408.0,227.0,77.0,123.0,151.0,101.0,962.0,810.0,91.0,1251.0,5008.0,150.0,18.0,2088.0,7704.0,21738.0,19668.0,387.0
thyA_3_233_B_MM6,25768.0,19042.0,20500.0,830.0,60.0,292.0,93.0,66.0,6124.0,1125.0,6837.0,2137.0,9397.0,129.0,59.0,1683.0,4768.0,42051.0,26079.0,210.0
thyA_3_233_B_MM7,11248.0,11238.0,4620.0,34.0,28.0,21.0,49.0,93.0,4757.0,563.0,769.0,898.0,3966.0,57.0,13.0,499.0,5284.0,8475.0,18908.0,687.0
thyA_3_233_C,517.0,465.0,452.0,303.0,388.0,126.0,247.0,255.0,215.0,274.0,219.0,199.0,577.0,61.0,99.0,1792.0,2220.0,7706.0,3404.0,2322.0
